_id	_cws.staal.foc10.nav.ppmi_weight.bound	_count.staal.foc10.nav.ppmi_weight.bound	_cws.staal.foc10.nav.ppmi_sel.bound	_count.staal.foc10.nav.ppmi_sel.bound	_cws.staal.foc10.nav.no_ppmi.bound	_count.staal.foc10.nav.no_ppmi.bound	_cws.staal.foc10.all.ppmi_weight.bound	_count.staal.foc10.all.ppmi_weight.bound	_cws.staal.foc10.all.ppmi_sel.bound	_count.staal.foc10.all.ppmi_sel.bound	_cws.staal.foc10.all.no_ppmi.bound	_count.staal.foc10.all.no_ppmi.bound	_cws.staal.foc5.nav.ppmi_weight.bound	_count.staal.foc5.nav.ppmi_weight.bound	_cws.staal.foc5.nav.ppmi_sel.bound	_count.staal.foc5.nav.ppmi_sel.bound	_cws.staal.foc5.nav.no_ppmi.bound	_count.staal.foc5.nav.no_ppmi.bound	_cws.staal.foc5.all.ppmi_weight.bound	_count.staal.foc5.all.ppmi_weight.bound	_cws.staal.foc5.all.ppmi_sel.bound	_count.staal.foc5.all.ppmi_sel.bound	_cws.staal.foc5.all.no_ppmi.bound	_count.staal.foc5.all.no_ppmi.bound
staal/noun/de_standaard_20020611_01_65/349	ga/verb;gebruik/verb;pijp/noun;word/verb	4	ga/verb;gebruik/verb;pijp/noun;word/verb	4	ga/verb;gebruik/verb;pijp/noun;word/verb	4	de/det;die/pron;ga/verb;gebruik/verb;het/det;in/prep;pijp/noun;vooral/adv;word/verb	9	de/det;die/pron;ga/verb;gebruik/verb;het/det;in/prep;pijp/noun;vooral/adv;word/verb	9	de/det;die/pron;ga/verb;gebruik/verb;het/det;in/prep;om/prep;pijp/noun;voor/prep;vooral/adv;word/verb	11	ga/verb;gebruik/verb;pijp/noun;word/verb	4	ga/verb;gebruik/verb;pijp/noun;word/verb	4	ga/verb;gebruik/verb;pijp/noun;word/verb	4	die/pron;ga/verb;gebruik/verb;het/det;pijp/noun;vooral/adv;word/verb	7	die/pron;ga/verb;gebruik/verb;het/det;pijp/noun;vooral/adv;word/verb	7	die/pron;ga/verb;gebruik/verb;het/det;om/prep;pijp/noun;voor/prep;vooral/adv;word/verb	9
staal/noun/de_standaard_19991231_01_56/302	ben/verb;fruit/noun;groot/adj;papier/noun	4	ben/verb;fruit/noun;groot/adj;papier/noun	4	ben/verb;fruit/noun;groot/adj;papier/noun	4	ben/verb;de/det;fruit/noun;groot/adj;in/prep;meer/adv;onder/adv;papier/noun;van/prep	9	ben/verb;de/det;fruit/noun;groot/adj;in/prep;meer/adv;onder/adv;papier/noun;van/prep	9	ben/verb;de/det;fruit/noun;groot/adj;in/prep;meer/adv;onder/adv;papier/noun;van/prep	9	ben/verb;fruit/noun;groot/adj;papier/noun	4	ben/verb;fruit/noun;groot/adj;papier/noun	4	ben/verb;fruit/noun;groot/adj;papier/noun	4	ben/verb;fruit/noun;groot/adj;in/prep;meer/adv;papier/noun	6	ben/verb;fruit/noun;groot/adj;in/prep;meer/adv;papier/noun	6	ben/verb;fruit/noun;groot/adj;in/prep;meer/adv;papier/noun	6
staal/noun/de_standaard_19991021_01_101/945	ben/verb;gewicht/noun;minder/adj;nodig/adj;procent/noun;verlaag/verb;word/verb	7	ben/verb;gewicht/noun;minder/adj;nodig/adj;procent/noun;verlaag/verb;word/verb	7	ben/verb;gewicht/noun;minder/adj;nodig/adj;procent/noun;verlaag/verb;word/verb	7	ben/verb;er/adv;gewicht/noun;het/det;met/prep;minder/adj;nodig/adj;procent/noun;verlaag/verb;word/verb	10	ben/verb;er/adv;gewicht/noun;het/det;met/prep;minder/adj;nodig/adj;procent/noun;verlaag/verb;word/verb	10	ben/verb;er/adv;gewicht/noun;het/det;met/prep;minder/adj;nodig/adj;procent/noun;verlaag/verb;word/verb	10	ben/verb;gewicht/noun;minder/adj;nodig/adj;word/verb	5	ben/verb;gewicht/noun;minder/adj;nodig/adj;word/verb	5	ben/verb;gewicht/noun;minder/adj;nodig/adj;word/verb	5	ben/verb;er/adv;gewicht/noun;het/det;minder/adj;nodig/adj;word/verb	7	ben/verb;er/adv;gewicht/noun;het/det;minder/adj;nodig/adj;word/verb	7	ben/verb;er/adv;gewicht/noun;het/det;minder/adj;nodig/adj;word/verb	7
staal/noun/de_standaard_19990212_01_55/510	ben/verb;helder/adj;indrukwekkend/adj;roest_vrij/adj	4	ben/verb;helder/adj;indrukwekkend/adj;roest_vrij/adj	4	ben/verb;dubbel/adj;helder/adj;indrukwekkend/adj;roest_vrij/adj	5	ben/verb;een/det;helder/adj;indrukwekkend/adj;roest_vrij/adj;uit/prep	6	ben/verb;een/det;helder/adj;indrukwekkend/adj;roest_vrij/adj;uit/prep	6	ben/verb;dubbel/adj;een/det;helder/adj;indrukwekkend/adj;roest_vrij/adj;uit/prep	7	indrukwekkend/adj;roest_vrij/adj	2	indrukwekkend/adj;roest_vrij/adj	2	dubbel/adj;indrukwekkend/adj;roest_vrij/adj	3	indrukwekkend/adj;roest_vrij/adj;uit/prep	3	indrukwekkend/adj;roest_vrij/adj;uit/prep	3	dubbel/adj;indrukwekkend/adj;roest_vrij/adj;uit/prep	4
staal/noun/de_standaard_20021008_01_14/92	particulier/noun;voer_uit/verb;word/verb	3	particulier/noun;voer_uit/verb;word/verb	3	mogelijk/adj;particulier/noun;snel/adj;voer_uit/verb;word/verb	5	bij/prep;die/pron;op/prep;particulier/noun;voer_uit/verb;word/verb	6	bij/prep;die/pron;op/prep;particulier/noun;voer_uit/verb;word/verb	6	bij/prep;deze/det;die/pron;mogelijk/adj;op/prep;particulier/noun;snel/adj;voer_uit/verb;word/verb;zo/adv	10	particulier/noun;voer_uit/verb;word/verb	3	particulier/noun;voer_uit/verb;word/verb	3	particulier/noun;voer_uit/verb;word/verb	3	bij/prep;particulier/noun;voer_uit/verb;word/verb	4	bij/prep;particulier/noun;voer_uit/verb;word/verb	4	bij/prep;deze/det;particulier/noun;voer_uit/verb;word/verb	5
staal/noun/de_standaard_20030507_01_116/336	bevolking/noun;filter/verb;reactie/noun;representatief/adj;word/verb	5	bevolking/noun;filter/verb;reactie/noun;representatief/adj;word/verb	5	Vlaams/adj;bevolking/noun;filter/verb;reactie/noun;representatief/adj;word/verb	6	bevolking/noun;de/det;een/det;filter/verb;reactie/noun;representatief/adj;tot/prep;van/prep;word/verb	9	bevolking/noun;de/det;een/det;filter/verb;reactie/noun;representatief/adj;tot/prep;van/prep;word/verb	9	Vlaams/adj;bevolking/noun;de/det;een/det;filter/verb;reactie/noun;representatief/adj;tot/prep;van/prep;word/verb	10	bevolking/noun;filter/verb;representatief/adj;word/verb	4	bevolking/noun;filter/verb;representatief/adj;word/verb	4	Vlaams/adj;bevolking/noun;filter/verb;representatief/adj;word/verb	5	bevolking/noun;de/det;een/det;filter/verb;representatief/adj;tot/prep;van/prep;word/verb	8	bevolking/noun;de/det;een/det;filter/verb;representatief/adj;tot/prep;van/prep;word/verb	8	Vlaams/adj;bevolking/noun;de/det;een/det;filter/verb;representatief/adj;tot/prep;van/prep;word/verb	9
staal/noun/de_standaard_20020610_01_76/1658	ben/verb;duur/verb;lang/adj;onderzoek/verb	4	ben/verb;duur/verb;lang/adj;onderzoek/verb	4	ben/verb;dag/noun;duur/verb;lang/adj;onderzoek/verb	5	ben/verb;duur/verb;het/det;lang/adj;onderzoek/verb	5	ben/verb;duur/verb;het/det;lang/adj;onderzoek/verb	5	ben/verb;dag/noun;duur/verb;het/det;lang/adj;niet/adv;onderzoek/verb	7	ben/verb;lang/adj;onderzoek/verb	3	ben/verb;lang/adj;onderzoek/verb	3	ben/verb;dag/noun;lang/adj;onderzoek/verb	4	ben/verb;lang/adj;onderzoek/verb	3	ben/verb;lang/adj;onderzoek/verb	3	ben/verb;dag/noun;lang/adj;onderzoek/verb	4
staal/noun/de_standaard_20021018_01_105/248	glas/noun	1	glas/noun	1	buurt/noun;glas/noun;heel/adj;stad/noun	4	een/det;glas/noun;in/prep;na/part;van/prep	5	een/det;glas/noun;in/prep;na/part;van/prep	5	buurt/noun;een/det;glas/noun;heel/adj;in/prep;na/part;stad/noun;van/prep	8	glas/noun	1	glas/noun	1	glas/noun;stad/noun	2	glas/noun;in/prep;na/part	3	glas/noun;in/prep;na/part	3	glas/noun;in/prep;na/part;stad/noun	4
staal/noun/de_standaard_20030520_01_105/442	ben/verb;diep/adj;kegel/noun;kubus/noun;leg/verb;meter/noun;vloer/noun	7	ben/verb;diep/adj;kegel/noun;kubus/noun;leg/verb;meter/noun;vloer/noun	7	ben/verb;diep/adj;kegel/noun;kubus/noun;leg/verb;meter/noun;vloer/noun	7	ben/verb;de/det;diep/adj;een/det;in/prep;kegel/noun;kubus/noun;leg/verb;meter/noun;tot/prep;van/prep;vloer/noun	12	ben/verb;de/det;diep/adj;een/det;in/prep;kegel/noun;kubus/noun;leg/verb;meter/noun;tot/prep;van/prep;vloer/noun	12	ben/verb;de/det;diep/adj;een/det;in/prep;kegel/noun;kubus/noun;leg/verb;meter/noun;tot/prep;van/prep;vloer/noun	12	ben/verb;diep/adj;kubus/noun;meter/noun	4	ben/verb;diep/adj;kubus/noun;meter/noun	4	ben/verb;diep/adj;kubus/noun;meter/noun	4	ben/verb;diep/adj;een/det;kubus/noun;meter/noun;tot/prep;van/prep	7	ben/verb;diep/adj;een/det;kubus/noun;meter/noun;tot/prep;van/prep	7	ben/verb;diep/adj;een/det;kubus/noun;meter/noun;tot/prep;van/prep	7
staal/noun/de_standaard_19990701_01_88/425	lab/noun;neem_mee/verb;word/verb	3	lab/noun;neem_mee/verb;word/verb	3	lab/noun;neem_mee/verb;word/verb	3	een/det;lab/noun;neem_mee/verb;word/verb	4	een/det;lab/noun;neem_mee/verb;word/verb	4	een/det;hooguit/adv;lab/noun;naar/prep;neem_mee/verb;word/verb	6	lab/noun;neem_mee/verb;word/verb	3	lab/noun;neem_mee/verb;word/verb	3	lab/noun;neem_mee/verb;word/verb	3	een/det;lab/noun;neem_mee/verb;word/verb	4	een/det;lab/noun;neem_mee/verb;word/verb	4	een/det;hooguit/adv;lab/noun;naar/prep;neem_mee/verb;word/verb	6
staal/noun/de_standaard_20030523_01_129/185	afgewerkt/adj;constructie/noun;glas/noun;hout/noun;licht/adj;word/verb	6	afgewerkt/adj;constructie/noun;glas/noun;hout/noun;licht/adj;word/verb	6	afgewerkt/adj;constructie/noun;glas/noun;hout/noun;licht/adj;moet/verb;word/verb;zeg/verb	8	afgewerkt/adj;constructie/noun;een/det;glas/noun;het/det;hout/noun;in/prep;licht/adj;met/prep;word/verb	10	afgewerkt/adj;constructie/noun;een/det;glas/noun;het/det;hout/noun;in/prep;licht/adj;met/prep;word/verb	10	afgewerkt/adj;constructie/noun;een/det;glas/noun;het/det;hout/noun;in/prep;licht/adj;met/prep;moet/verb;word/verb;zeg/verb	12	afgewerkt/adj;constructie/noun;glas/noun;hout/noun;word/verb	5	afgewerkt/adj;constructie/noun;glas/noun;hout/noun;word/verb	5	afgewerkt/adj;constructie/noun;glas/noun;hout/noun;word/verb	5	afgewerkt/adj;constructie/noun;glas/noun;hout/noun;in/prep;met/prep;word/verb	7	afgewerkt/adj;constructie/noun;glas/noun;hout/noun;in/prep;met/prep;word/verb	7	afgewerkt/adj;constructie/noun;glas/noun;hout/noun;in/prep;met/prep;word/verb	7
staal/noun/de_standaard_20020510_01_20/1135	automobiel/noun;ijzer/noun;reputatie/noun;wereld/noun	4	automobiel/noun;ijzer/noun;reputatie/noun;wereld/noun	4	automobiel/noun;ijzer/noun;reputatie/noun;wereld/noun	4	automobiel/noun;de/det;ijzer/noun;in/prep;reputatie/noun;uiteraard/adv;van/prep;wereld/noun	8	automobiel/noun;de/det;ijzer/noun;in/prep;reputatie/noun;uiteraard/adv;van/prep;wereld/noun	8	automobiel/noun;de/det;ijzer/noun;in/prep;reputatie/noun;uiteraard/adv;van/prep;wereld/noun	8	automobiel/noun;ijzer/noun	2	automobiel/noun;ijzer/noun	2	automobiel/noun;ijzer/noun	2	automobiel/noun;ijzer/noun;uiteraard/adv	3	automobiel/noun;ijzer/noun;uiteraard/adv	3	automobiel/noun;ijzer/noun;uiteraard/adv	3
staal/noun/de_standaard_20030307_01_85/654	apart/adj;code/noun;data_bank/noun;leg/verb;medisch/adj;patiënt/noun	6	apart/adj;code/noun;data_bank/noun;leg/verb;medisch/adj;patiënt/noun	6	apart/adj;code/noun;data_bank/noun;dossier/noun;leg/verb;link/noun;medisch/adj;patiënt/noun	8	apart/adj;code/noun;data_bank/noun;de/det;het/det;leg/verb;medisch/adj;op/prep;patiënt/noun;tussen/prep;van/prep	11	apart/adj;code/noun;data_bank/noun;de/det;het/det;leg/verb;medisch/adj;op/prep;patiënt/noun;tussen/prep;van/prep	11	apart/adj;code/noun;data_bank/noun;de/det;dossier/noun;het/det;leg/verb;link/noun;medisch/adj;op/prep;patiënt/noun;tussen/prep;van/prep	13	code/noun;medisch/adj	2	code/noun;medisch/adj	2	code/noun;dossier/noun;medisch/adj	3	code/noun;het/det;medisch/adj;op/prep;tussen/prep;van/prep	6	code/noun;het/det;medisch/adj;op/prep;tussen/prep;van/prep	6	code/noun;dossier/noun;het/det;medisch/adj;op/prep;tussen/prep;van/prep	7
staal/noun/de_standaard_20040802_01_4/1069	ben/verb;gemanipuleerd/adj	2	ben/verb;gemanipuleerd/adj	2	ben/verb;dat/noun;gemanipuleerd/adj	3	ben/verb;een/det;gemanipuleerd/adj;wellicht/adv	4	ben/verb;een/det;gemanipuleerd/adj;wellicht/adv	4	ben/verb;dat/noun;een/det;gemanipuleerd/adj;nog/adv;wellicht/adv	6	ben/verb;gemanipuleerd/adj	2	ben/verb;gemanipuleerd/adj	2	ben/verb;dat/noun;gemanipuleerd/adj	3	ben/verb;een/det;gemanipuleerd/adj;wellicht/adv	4	ben/verb;een/det;gemanipuleerd/adj;wellicht/adv	4	ben/verb;dat/noun;een/det;gemanipuleerd/adj;nog/adv;wellicht/adv	6
staal/noun/de_standaard_19990522_01_45/21	cement/noun;hout/noun;roest_vrij/adj;wijn/noun	4	cement/noun;hout/noun;roest_vrij/adj;wijn/noun	4	cement/noun;gebeur/verb;het/noun;hout/noun;kan/verb;roest_vrij/adj;wijn/noun	7	cement/noun;hout/noun;in/prep;roest_vrij/adj;van/prep;wijn/noun	6	cement/noun;hout/noun;in/prep;roest_vrij/adj;van/prep;wijn/noun	6	cement/noun;gebeur/verb;het/noun;hout/noun;in/prep;kan/verb;roest_vrij/adj;van/prep;wijn/noun	9	hout/noun;roest_vrij/adj;wijn/noun	3	hout/noun;roest_vrij/adj;wijn/noun	3	gebeur/verb;hout/noun;kan/verb;roest_vrij/adj;wijn/noun	5	hout/noun;in/prep;roest_vrij/adj;wijn/noun	4	hout/noun;in/prep;roest_vrij/adj;wijn/noun	4	gebeur/verb;hout/noun;in/prep;kan/verb;roest_vrij/adj;wijn/noun	6
staal/noun/de_standaard_20000923_01_42/940	dunk/verb;klant/noun;overheid_dienst/noun;representatief/adj	4	dunk/verb;klant/noun;overheid_dienst/noun;representatief/adj	4	dunk/verb;klant/noun;overheid_dienst/noun;representatief/adj;universiteit/noun	5	de/det;dunk/verb;een/det;klant/noun;overheid_dienst/noun;representatief/adj;van/prep	7	de/det;dunk/verb;een/det;klant/noun;overheid_dienst/noun;representatief/adj;van/prep	7	de/det;dunk/verb;een/det;klant/noun;me/pron;overheid_dienst/noun;representatief/adj;universiteit/noun;van/prep	9	klant/noun;representatief/adj	2	klant/noun;representatief/adj	2	klant/noun;representatief/adj;universiteit/noun	3	de/det;een/det;klant/noun;representatief/adj;van/prep	5	de/det;een/det;klant/noun;representatief/adj;van/prep	5	de/det;een/det;klant/noun;representatief/adj;universiteit/noun;van/prep	6
staal/noun/de_standaard_20020211_01_76/393	gebruik/verb;ingenieur/noun;materiaal/noun;nieuw/adj;tegenwoordig/adj;uitwendig/adj	6	gebruik/verb;ingenieur/noun;materiaal/noun;nieuw/adj;tegenwoordig/adj;uitwendig/adj	6	gebruik/verb;ingenieur/noun;materiaal/noun;nieuw/adj;tegenwoordig/adj;uitwendig/adj	6	de/det;gebruik/verb;in/prep;ingenieur/noun;materiaal/noun;nieuw/adj;plaats/prep;tegenwoordig/adj;uitwendig/adj;van/prep	10	de/det;gebruik/verb;in/prep;ingenieur/noun;materiaal/noun;nieuw/adj;plaats/prep;tegenwoordig/adj;uitwendig/adj;van/prep	10	als/prep;de/det;gebruik/verb;in/prep;ingenieur/noun;materiaal/noun;nieuw/adj;ook/adv;plaats/prep;tegenwoordig/adj;uitwendig/adj;van/prep;voor/prep	13	ingenieur/noun;materiaal/noun;nieuw/adj	3	ingenieur/noun;materiaal/noun;nieuw/adj	3	ingenieur/noun;materiaal/noun;nieuw/adj	3	de/det;in/prep;ingenieur/noun;materiaal/noun;nieuw/adj;plaats/prep;van/prep	7	de/det;in/prep;ingenieur/noun;materiaal/noun;nieuw/adj;plaats/prep;van/prep	7	als/prep;de/det;in/prep;ingenieur/noun;materiaal/noun;nieuw/adj;ook/adv;plaats/prep;van/prep	9
staal/noun/de_standaard_20041224_01_124/485	ben/verb;beton/noun;licht/adj;plan/verb	4	ben/verb;beton/noun;licht/adj;plan/verb	4	ben/verb;beton/noun;licht/adj;plan/verb;veel/adj	5	ben/verb;beton/noun;eerst/adv;in/prep;licht/adj;plan/verb	6	ben/verb;beton/noun;eerst/adv;in/prep;licht/adj;plan/verb	6	ben/verb;beton/noun;eerst/adv;in/prep;licht/adj;plan/verb;veel/adj	7	licht/adj	1	licht/adj	1	licht/adj;veel/adj	2	in/prep;licht/adj	2	in/prep;licht/adj	2	in/prep;licht/adj;veel/adj	3
staal/noun/de_standaard_20020409_01_29/64	arts/noun;deel_uit/verb;genees_middel/noun	3	arts/noun;deel_uit/verb;genees_middel/noun	3	arts/noun;deel_uit/verb;genees_middel/noun;mag/verb	4	arts/noun;deel_uit/verb;genees_middel/noun;per/prep;slechts/adv;voortaan/adv	6	arts/noun;deel_uit/verb;genees_middel/noun;per/prep;slechts/adv;voortaan/adv	6	arts/noun;deel_uit/verb;genees_middel/noun;mag/verb;per/prep;slechts/adv;voortaan/adv	7	arts/noun;deel_uit/verb;genees_middel/noun	3	arts/noun;deel_uit/verb;genees_middel/noun	3	arts/noun;deel_uit/verb;genees_middel/noun;mag/verb	4	arts/noun;deel_uit/verb;genees_middel/noun;per/prep;slechts/adv;voortaan/adv	6	arts/noun;deel_uit/verb;genees_middel/noun;per/prep;slechts/adv;voortaan/adv	6	arts/noun;deel_uit/verb;genees_middel/noun;mag/verb;per/prep;slechts/adv;voortaan/adv	7
staal/noun/de_standaard_20020207_01_25/660	perikel/noun;word/verb	2	perikel/noun;word/verb	2	perikel/noun;schuif/verb;word/verb	3	de/det;met/prep;perikel/noun;van/prep;word/verb	5	de/det;met/prep;perikel/noun;van/prep;word/verb	5	de/det;hem/pron;met/prep;perikel/noun;schuif/verb;van/prep;voor/prep;word/verb	8	perikel/noun;word/verb	2	perikel/noun;word/verb	2	perikel/noun;word/verb	2	de/det;met/prep;perikel/noun;van/prep;word/verb	5	de/det;met/prep;perikel/noun;van/prep;word/verb	5	de/det;hem/pron;met/prep;perikel/noun;van/prep;word/verb	6
staal/noun/de_standaard_20030412_01_16/105	glas/noun;paleis/noun	2	glas/noun;paleis/noun	2	glas/noun;kasteel/noun;paleis/noun	3	bij/prep;dat/pron;glas/noun;het/det;in/prep;paleis/noun;van/prep	7	bij/prep;dat/pron;glas/noun;het/det;in/prep;paleis/noun;van/prep	7	bij/prep;dat/pron;glas/noun;het/det;in/prep;kasteel/noun;paleis/noun;van/prep	8	glas/noun;paleis/noun	2	glas/noun;paleis/noun	2	glas/noun;paleis/noun	2	dat/pron;glas/noun;in/prep;paleis/noun	4	dat/pron;glas/noun;in/prep;paleis/noun	4	dat/pron;glas/noun;in/prep;paleis/noun	4
staal/noun/de_standaard_20020326_01_21/414	'99/noun;genomen/adj;hormonaal/adj;landbouwer/noun;positief/adj;product/noun;restant/noun;spuit/noun;word/verb	9	'99/noun;genomen/adj;hormonaal/adj;landbouwer/noun;positief/adj;product/noun;restant/noun;spuit/noun;word/verb	9	'99/noun;1996/noun;genomen/adj;hormonaal/adj;landbouwer/noun;positief/adj;product/noun;restant/noun;spuit/noun;vind_terug/verb;word/verb	11	'99/noun;bij/prep;de/det;genomen/adj;hormonaal/adj;landbouwer/noun;met/prep;positief/adj;product/noun;restant/noun;spuit/noun;tussen/prep;van/prep;word/verb	14	'99/noun;bij/prep;de/det;genomen/adj;hormonaal/adj;landbouwer/noun;met/prep;positief/adj;product/noun;restant/noun;spuit/noun;tussen/prep;van/prep;word/verb	14	'99/noun;1996/noun;bij/prep;de/det;genomen/adj;hormonaal/adj;landbouwer/noun;met/prep;positief/adj;product/noun;restant/noun;spuit/noun;tussen/prep;van/prep;vind_terug/verb;word/verb	16	'99/noun;genomen/adj;positief/adj;restant/noun;spuit/noun	5	'99/noun;genomen/adj;positief/adj;restant/noun;spuit/noun	5	'99/noun;1996/noun;genomen/adj;positief/adj;restant/noun;spuit/noun	6	'99/noun;genomen/adj;met/prep;positief/adj;restant/noun;spuit/noun;tussen/prep	7	'99/noun;genomen/adj;met/prep;positief/adj;restant/noun;spuit/noun;tussen/prep	7	'99/noun;1996/noun;genomen/adj;met/prep;positief/adj;restant/noun;spuit/noun;tussen/prep	8
staal/noun/de_standaard_20021107_01_26/69	besmetting/noun;ga_over/verb;klein/adj;onderzoek/noun	4	besmetting/noun;ga_over/verb;klein/adj;onderzoek/noun	4	besmetting/noun;breng/verb;duur_voort/adj;ga_over/verb;klein/adj;onderzoek/noun	6	alle/det;besmetting/noun;een/det;ga_over/verb;het/det;klein/adj;onderzoek/noun;over/part;van/prep	9	alle/det;besmetting/noun;een/det;ga_over/verb;het/det;klein/adj;onderzoek/noun;over/part;van/prep	9	alle/det;besmetting/noun;breng/verb;duur_voort/adj;een/det;ga_over/verb;het/det;klein/adj;onderzoek/noun;over/part;van/prep	11	besmetting/noun;klein/adj;onderzoek/noun	3	besmetting/noun;klein/adj;onderzoek/noun	3	besmetting/noun;duur_voort/adj;klein/adj;onderzoek/noun	4	alle/det;besmetting/noun;een/det;klein/adj;onderzoek/noun;van/prep	6	alle/det;besmetting/noun;een/det;klein/adj;onderzoek/noun;van/prep	6	alle/det;besmetting/noun;duur_voort/adj;een/det;klein/adj;onderzoek/noun;van/prep	7
staal/noun/de_standaard_20031014_01_78/255	blijk/verb	1	blijk/verb	1	blijk/verb;zak/noun	2	blijk/verb;een/det;met/prep;op/prep;van/prep	5	blijk/verb;een/det;met/prep;op/prep;van/prep	5	blijk/verb;een/det;helemaal/adv;met/prep;niet/adv;op/prep;van/prep;zak/noun	8	blijk/verb	1	blijk/verb	1	blijk/verb;zak/noun	2	blijk/verb;van/prep	2	blijk/verb;van/prep	2	blijk/verb;helemaal/adv;niet/adv;van/prep;zak/noun	5
staal/noun/de_standaard_20030117_01_105/913	ander/adj;ben/verb;methode/noun;onderzoek/verb;word/verb;zit/verb	6	ander/adj;ben/verb;methode/noun;onderzoek/verb;word/verb;zit/verb	6	ander/adj;ben/verb;bezwaar/noun;kaart/noun;methode/noun;onderzoek/verb;word/verb;zit/verb	8	ander/adj;ben/verb;bij/prep;dat/pron;de/det;een/det;elk/det;met/prep;methode/noun;onderzoek/verb;word/verb;zit/verb	12	ander/adj;ben/verb;bij/prep;dat/pron;de/det;een/det;elk/det;met/prep;methode/noun;onderzoek/verb;word/verb;zit/verb	12	ander/adj;ben/verb;bezwaar/noun;bij/prep;dat/pron;de/det;een/det;elk/det;kaart/noun;met/prep;methode/noun;onderzoek/verb;word/verb;zit/verb	14	ander/adj;ben/verb;methode/noun	3	ander/adj;ben/verb;methode/noun	3	ander/adj;ben/verb;bezwaar/noun;methode/noun	4	ander/adj;ben/verb;dat/pron;elk/det;met/prep;methode/noun	6	ander/adj;ben/verb;dat/pron;elk/det;met/prep;methode/noun	6	ander/adj;ben/verb;bezwaar/noun;dat/pron;elk/det;met/prep;methode/noun	7
staal/noun/de_standaard_20021113_01_80/109	Belgisch/adj;gebruiker/noun;representatief/adj;wereldwijd/adj	4	Belgisch/adj;gebruiker/noun;representatief/adj;wereldwijd/adj	4	Belgisch/adj;gebruiker/noun;representatief/adj;web/noun;wereldwijd/adj	5	Belgisch/adj;bij/prep;de/det;een/det;gebruiker/noun;het/det;representatief/adj;van/prep;wereldwijd/adj	9	Belgisch/adj;bij/prep;de/det;een/det;gebruiker/noun;het/det;representatief/adj;van/prep;wereldwijd/adj	9	Belgisch/adj;bij/prep;de/det;een/det;gebruiker/noun;het/det;representatief/adj;van/prep;voor/prep;web/noun;wereldwijd/adj	11	Belgisch/adj;representatief/adj;wereldwijd/adj	3	Belgisch/adj;representatief/adj;wereldwijd/adj	3	Belgisch/adj;representatief/adj;web/noun;wereldwijd/adj	4	Belgisch/adj;de/det;een/det;representatief/adj;wereldwijd/adj	5	Belgisch/adj;de/det;een/det;representatief/adj;wereldwijd/adj	5	Belgisch/adj;de/det;een/det;representatief/adj;voor/prep;web/noun;wereldwijd/adj	7
staal/noun/de_standaard_19990731_01_16/197	neem/verb;slachthuis/noun;word/verb	3	neem/verb;slachthuis/noun;word/verb	3	neem/verb;slachthuis/noun;word/verb;zal/verb	4	de/det;in/prep;neem/verb;slachthuis/noun;word/verb	5	de/det;in/prep;neem/verb;slachthuis/noun;word/verb	5	de/det;in/prep;neem/verb;slachthuis/noun;word/verb;zal/verb	6	neem/verb;word/verb	2	neem/verb;word/verb	2	neem/verb;word/verb;zal/verb	3	in/prep;neem/verb;word/verb	3	in/prep;neem/verb;word/verb	3	in/prep;neem/verb;word/verb;zal/verb	4
staal/noun/de_standaard_20040310_01_35/272	ben/verb;drinkbaar/adj;onderzoek/verb;water/noun	4	ben/verb;drinkbaar/adj;onderzoek/verb;water/noun	4	ben/verb;drinkbaar/adj;onderzoek/verb;wacht/verb;water/noun	5	ben/verb;de/det;drinkbaar/adj;het/det;onderzoek/verb;op/prep;van/prep;water/noun	8	ben/verb;de/det;drinkbaar/adj;het/det;onderzoek/verb;op/prep;van/prep;water/noun	8	ben/verb;de/det;drinkbaar/adj;het/det;nog/adv;onderzoek/verb;op/prep;van/prep;wacht/verb;water/noun;wel/adv	11	ben/verb;onderzoek/verb;water/noun	3	ben/verb;onderzoek/verb;water/noun	3	ben/verb;onderzoek/verb;wacht/verb;water/noun	4	ben/verb;de/det;het/det;onderzoek/verb;van/prep;water/noun	6	ben/verb;de/det;het/det;onderzoek/verb;van/prep;water/noun	6	ben/verb;de/det;het/det;nog/adv;onderzoek/verb;van/prep;wacht/verb;water/noun;wel/adv	9
staal/noun/het_laatste_nieuws_20000421_01_257/66	ben/verb;neem/verb;water/noun	3	ben/verb;neem/verb;water/noun	3	ben/verb;neem/verb;water/noun	3	ben/verb;er/adv;het/det;neem/verb;van/prep;water/noun	6	ben/verb;er/adv;het/det;neem/verb;van/prep;water/noun	6	ben/verb;er/adv;het/det;neem/verb;van/prep;water/noun	6	ben/verb;neem/verb;water/noun	3	ben/verb;neem/verb;water/noun	3	ben/verb;neem/verb;water/noun	3	ben/verb;er/adv;het/det;neem/verb;van/prep;water/noun	6	ben/verb;er/adv;het/det;neem/verb;van/prep;water/noun	6	ben/verb;er/adv;het/det;neem/verb;van/prep;water/noun	6
