_id	_cws.hoop.foc10.nav.ppmi_weight.bound	_count.hoop.foc10.nav.ppmi_weight.bound	_cws.hoop.foc10.nav.ppmi_sel.bound	_count.hoop.foc10.nav.ppmi_sel.bound	_cws.hoop.foc10.nav.no_ppmi.bound	_count.hoop.foc10.nav.no_ppmi.bound	_cws.hoop.foc10.all.ppmi_weight.bound	_count.hoop.foc10.all.ppmi_weight.bound	_cws.hoop.foc10.all.ppmi_sel.bound	_count.hoop.foc10.all.ppmi_sel.bound	_cws.hoop.foc10.all.no_ppmi.bound	_count.hoop.foc10.all.no_ppmi.bound	_cws.hoop.foc5.nav.ppmi_weight.bound	_count.hoop.foc5.nav.ppmi_weight.bound	_cws.hoop.foc5.nav.ppmi_sel.bound	_count.hoop.foc5.nav.ppmi_sel.bound	_cws.hoop.foc5.nav.no_ppmi.bound	_count.hoop.foc5.nav.no_ppmi.bound	_cws.hoop.foc5.all.ppmi_weight.bound	_count.hoop.foc5.all.ppmi_weight.bound	_cws.hoop.foc5.all.ppmi_sel.bound	_count.hoop.foc5.all.ppmi_sel.bound	_cws.hoop.foc5.all.no_ppmi.bound	_count.hoop.foc5.all.no_ppmi.bound
hoop/noun/de_standaard_20031218_01_91/21	bied/verb;uit_weg/noun;weinig/adj	3	bied/verb;uit_weg/noun;weinig/adj	3	bied/verb;uit_weg/noun;weinig/adj	3	bied/verb;een/det;op/prep;uit_weg/noun;weinig/adj	5	bied/verb;een/det;op/prep;uit_weg/noun;weinig/adj	5	bied/verb;een/det;op/prep;uit_weg/noun;weinig/adj	5	bied/verb;uit_weg/noun;weinig/adj	3	bied/verb;uit_weg/noun;weinig/adj	3	bied/verb;uit_weg/noun;weinig/adj	3	bied/verb;een/det;op/prep;uit_weg/noun;weinig/adj	5	bied/verb;een/det;op/prep;uit_weg/noun;weinig/adj	5	bied/verb;een/det;op/prep;uit_weg/noun;weinig/adj	5
hoop/noun/de_standaard_20020709_01_62/972	goed/adj;in/verb	2	goed/adj;in/verb	2	ga/verb;goed/adj;in/verb	3	de/det;goed/adj;in/verb;vandaag/adv	4	de/det;goed/adj;in/verb;vandaag/adv	4	de/det;ga/verb;goed/adj;het/det;in/verb;vandaag/adv	6	goed/adj;in/verb	2	goed/adj;in/verb	2	ga/verb;goed/adj;in/verb	3	de/det;goed/adj;in/verb;vandaag/adv	4	de/det;goed/adj;in/verb;vandaag/adv	4	de/det;ga/verb;goed/adj;het/det;in/verb;vandaag/adv	6
hoop/noun/de_standaard_20020813_01_44/207	rente_verlaging/noun;speculeer/verb	2	rente_verlaging/noun;speculeer/verb	2	koel_af/verb;rente_verlaging/noun;speculeer/verb;sterk/adj;verrassend/adj	5	daar/adv;die/det;een/det;gisteren/adv;nog/adv;op/prep;rente_verlaging/noun;speculeer/verb	8	daar/adv;die/det;een/det;gisteren/adv;nog/adv;op/prep;rente_verlaging/noun;speculeer/verb	8	af/part;daar/adv;die/det;een/det;gisteren/adv;koel_af/verb;nog/adv;op/prep;rente_verlaging/noun;speculeer/verb;sterk/adj;verrassend/adj	12	rente_verlaging/noun	1	rente_verlaging/noun	1	koel_af/verb;rente_verlaging/noun;sterk/adj;verrassend/adj	4	die/det;gisteren/adv;rente_verlaging/noun	3	die/det;gisteren/adv;rente_verlaging/noun	3	af/part;die/det;gisteren/adv;koel_af/verb;rente_verlaging/noun;sterk/adj;verrassend/adj	7
hoop/noun/de_standaard_19990624_01_64/737	ben/verb;iets/noun;positief/adj	3	ben/verb;iets/noun;positief/adj	3	ander/adj;bedoel/verb;ben/verb;effect/noun;iets/noun;positief/adj	6	ben/verb;dan/adv;dat/det;een/det;iets/noun;positief/adj;voor/prep	7	ben/verb;dan/adv;dat/det;een/det;iets/noun;positief/adj;voor/prep	7	ander/adj;bedoel/verb;ben/verb;dan/adv;dat/det;die/pron;een/det;effect/noun;het/det;iets/noun;positief/adj;van/prep;voor/prep	13	iets/noun;positief/adj	2	iets/noun;positief/adj	2	ander/adj;effect/noun;iets/noun;positief/adj	4	een/det;iets/noun;positief/adj;voor/prep	4	een/det;iets/noun;positief/adj;voor/prep	4	ander/adj;die/pron;een/det;effect/noun;het/det;iets/noun;positief/adj;van/prep;voor/prep	9
hoop/noun/de_standaard_20021009_01_65/110	belegger/noun;geef/verb;goed/adj;groot/adj;tijd/noun	5	belegger/noun;geef/verb;goed/adj;groot/adj;tijd/noun	5	aantal/noun;bedrijf/noun;belegger/noun;deel/noun;dollar/noun;geef/verb;goed/adj;groot/adj;tijd/noun	9	belegger/noun;dat/det;de/det;een/det;geef/verb;goed/adj;groot/adj;op/prep;tijd/noun;voor/prep;weer/adv	11	belegger/noun;dat/det;de/det;een/det;geef/verb;goed/adj;groot/adj;op/prep;tijd/noun;voor/prep;weer/adv	11	aantal/noun;bedrijf/noun;belegger/noun;dat/det;de/det;deel/noun;die/pron;dollar/noun;een/det;geef/verb;goed/adj;groot/adj;op/prep;tijd/noun;van/prep;voor/prep;weer/adv	17	belegger/noun;geef/verb;goed/adj;tijd/noun	4	belegger/noun;geef/verb;goed/adj;tijd/noun	4	aantal/noun;bedrijf/noun;belegger/noun;geef/verb;goed/adj;tijd/noun	6	belegger/noun;geef/verb;goed/adj;op/prep;tijd/noun;voor/prep;weer/adv	7	belegger/noun;geef/verb;goed/adj;op/prep;tijd/noun;voor/prep;weer/adv	7	aantal/noun;bedrijf/noun;belegger/noun;geef/verb;goed/adj;op/prep;tijd/noun;voor/prep;weer/adv	9
hoop/noun/de_standaard_19990515_01_4/382	blijf_over/verb;niets/noun;smeedijzeren/adj;stang/noun;verwrongen/adj	5	blijf_over/verb;niets/noun;smeedijzeren/adj;stang/noun;verwrongen/adj	5	blijf_over/verb;meer/adj;niets/noun;smeedijzeren/adj;stang/noun;verwrongen/adj	6	blijf_over/verb;een/det;niets/noun;smeedijzeren/adj;stang/noun;verwrongen/adj;zijn/det	7	blijf_over/verb;een/det;niets/noun;smeedijzeren/adj;stang/noun;verwrongen/adj;zijn/det	7	blijf_over/verb;een/det;meer/adj;niets/noun;smeedijzeren/adj;stang/noun;verwrongen/adj;zijn/det	8	blijf_over/verb;niets/noun;stang/noun;verwrongen/adj	4	blijf_over/verb;niets/noun;stang/noun;verwrongen/adj	4	blijf_over/verb;meer/adj;niets/noun;stang/noun;verwrongen/adj	5	blijf_over/verb;een/det;niets/noun;stang/noun;verwrongen/adj	5	blijf_over/verb;een/det;niets/noun;stang/noun;verwrongen/adj	5	blijf_over/verb;een/det;meer/adj;niets/noun;stang/noun;verwrongen/adj	6
hoop/noun/het_laatste_nieuws_20020114_01_77/169	goed/adj;heb_op/verb	2	goed/adj;heb_op/verb	2	goed/adj;heb_op/verb;zeg/verb	3	alvast/adv;er/adv;goed/adj;heb_op/verb;op/part;wij/pron	6	alvast/adv;er/adv;goed/adj;heb_op/verb;op/part;wij/pron	6	alvast/adv;er/adv;goed/adj;heb_op/verb;op/part;wij/pron;zeg/verb	7	goed/adj;heb_op/verb	2	goed/adj;heb_op/verb	2	goed/adj;heb_op/verb;zeg/verb	3	alvast/adv;er/adv;goed/adj;heb_op/verb;op/part;wij/pron	6	alvast/adv;er/adv;goed/adj;heb_op/verb;op/part;wij/pron	6	alvast/adv;er/adv;goed/adj;heb_op/verb;op/part;wij/pron;zeg/verb	7
hoop/noun/het_laatste_nieuws_20011018_01_489/176	geef_op/verb;zal/verb	2	geef_op/verb;zal/verb	2	geef_op/verb;zal/verb	2	de/det;een/det;geef_op/verb;nog/adv;ons/pron;op/part;voor/prep;we/pron;zal/verb	9	de/det;een/det;geef_op/verb;nog/adv;ons/pron;op/part;voor/prep;we/pron;zal/verb	9	de/det;een/det;geef_op/verb;hij/pron;niet/adv;nog/adv;ons/pron;op/part;voor/prep;we/pron;zal/verb	11	geef_op/verb	1	geef_op/verb	1	geef_op/verb	1	de/det;geef_op/verb;nog/adv;op/part;we/pron	5	de/det;geef_op/verb;nog/adv;op/part;we/pron	5	de/det;geef_op/verb;niet/adv;nog/adv;op/part;we/pron	6
hoop/noun/het_laatste_nieuws_20031021_01_59/235	heb/verb;iets/noun;materiaal/noun;vind/verb;vingerafdruk/noun;weinig/adj;zie_terug/verb	7	heb/verb;iets/noun;materiaal/noun;vind/verb;vingerafdruk/noun;weinig/adj;zie_terug/verb	7	heb/verb;iets/noun;materiaal/noun;vind/verb;vingerafdruk/noun;weinig/adj;zie_terug/verb	7	heb/verb;iets/noun;ik/pron;materiaal/noun;nog/adv;terug/part;toch/adv;vind/verb;vingerafdruk/noun;weinig/adj;wel/adv;zie_terug/verb	12	heb/verb;iets/noun;ik/pron;materiaal/noun;nog/adv;terug/part;toch/adv;vind/verb;vingerafdruk/noun;weinig/adj;wel/adv;zie_terug/verb	12	enkel/det;heb/verb;het/det;iets/noun;ik/pron;materiaal/noun;nog/adv;terug/part;toch/adv;van/prep;vind/verb;vingerafdruk/noun;weinig/adj;wel/adv;zie_terug/verb	15	heb/verb;iets/noun;materiaal/noun;weinig/adj	4	heb/verb;iets/noun;materiaal/noun;weinig/adj	4	heb/verb;iets/noun;materiaal/noun;weinig/adj	4	heb/verb;iets/noun;ik/pron;materiaal/noun;nog/adv;toch/adv;weinig/adj	7	heb/verb;iets/noun;ik/pron;materiaal/noun;nog/adv;toch/adv;weinig/adj	7	heb/verb;het/det;iets/noun;ik/pron;materiaal/noun;nog/adv;toch/adv;van/prep;weinig/adj	9
hoop/noun/het_laatste_nieuws_20020617_01_338/306	deel/verb	1	deel/verb	1	deel/verb;word/verb	2	de/det;deel/verb;die/det;in/prep	4	de/det;deel/verb;die/det;in/prep	4	de/det;deel/verb;die/det;die/pron;door/prep;in/prep;word/verb	7	deel/verb	1	deel/verb	1	deel/verb;word/verb	2	deel/verb;die/det	2	deel/verb;die/det	2	deel/verb;die/det;door/prep;word/verb	4
hoop/noun/het_laatste_nieuws_19990430_01_38/43	blijf_over/verb;lama/noun;pauw/noun	3	blijf_over/verb;lama/noun;pauw/noun	3	blijf_over/verb;hert/noun;lama/noun;ogenblik/noun;oorspronkelijk/adj;park/noun;pauw/noun	7	al/adv;blijf_over/verb;lama/noun;op/prep;pauw/noun	5	al/adv;blijf_over/verb;lama/noun;op/prep;pauw/noun	5	al/adv;blijf_over/verb;dit/det;enkel/det;hert/noun;het/det;lama/noun;ogenblik/noun;oorspronkelijk/adj;op/prep;park/noun;pauw/noun;van/prep	13	blijf_over/verb;lama/noun	2	blijf_over/verb;lama/noun	2	blijf_over/verb;lama/noun;ogenblik/noun;park/noun	4	al/adv;blijf_over/verb;lama/noun;op/prep	4	al/adv;blijf_over/verb;lama/noun;op/prep	4	al/adv;blijf_over/verb;dit/det;lama/noun;ogenblik/noun;op/prep;park/noun	7
hoop/noun/het_laatste_nieuws_20001013_01_582/48	veel/adj	1	veel/adj	1	veel/adj;verplaatsing/noun;word/verb;zie_tegemoet/verb	4	de/det;veel/adj	2	de/det;veel/adj	2	de/det;door/prep;met/prep;naar/prep;tegemoet/part;veel/adj;verplaatsing/noun;word/verb;zie_tegemoet/verb	9	veel/adj	1	veel/adj	1	veel/adj;zie_tegemoet/verb	2	veel/adj	1	veel/adj	1	door/prep;met/prep;tegemoet/part;veel/adj;zie_tegemoet/verb	5
hoop/noun/het_laatste_nieuws_20030127_01_292/4508	ben/verb;punt_loos/adj	2	ben/verb;punt_loos/adj	2	ben/verb;punt_loos/adj	2	ben/verb;er/adv;punt_loos/adj;voor/prep;weinig/det	5	ben/verb;er/adv;punt_loos/adj;voor/prep;weinig/det	5	ben/verb;er/adv;het/det;meer/adv;punt_loos/adj;voor/prep;weinig/det	7	ben/verb;punt_loos/adj	2	ben/verb;punt_loos/adj	2	ben/verb;punt_loos/adj	2	ben/verb;er/adv;punt_loos/adj;weinig/det	4	ben/verb;er/adv;punt_loos/adj;weinig/det	4	ben/verb;er/adv;meer/adv;punt_loos/adj;weinig/det	5
hoop/noun/het_laatste_nieuws_20041130_01_706/9	ben/verb;punt_loos/adj	2	ben/verb;punt_loos/adj	2	ben/verb;punt_loos/adj	2	ben/verb;er/adv;punt_loos/adj;voor/prep;weinig/det	5	ben/verb;er/adv;punt_loos/adj;voor/prep;weinig/det	5	ben/verb;er/adv;het/det;meer/adv;punt_loos/adj;voor/prep;weinig/det	7	ben/verb;punt_loos/adj	2	ben/verb;punt_loos/adj	2	ben/verb;punt_loos/adj	2	ben/verb;er/adv;punt_loos/adj;weinig/det	4	ben/verb;er/adv;punt_loos/adj;weinig/det	4	ben/verb;er/adv;meer/adv;punt_loos/adj;weinig/det	5
hoop/noun/het_laatste_nieuws_20030715_01_423/405	crossen/noun;handvol/noun;kan/verb;win/verb;winter/noun	5	crossen/noun;handvol/noun;kan/verb;win/verb;winter/noun	5	crossen/noun;handvol/noun;kan/verb;klassieker/noun;rij/verb;weg/noun;win/verb;winter/noun	8	crossen/noun;de/det;een/det;handvol/noun;ik/pron;in/prep;kan/verb;op/prep;win/verb;winter/noun	10	crossen/noun;de/det;een/det;handvol/noun;ik/pron;in/prep;kan/verb;op/prep;win/verb;winter/noun	10	crossen/noun;de/det;een/det;handvol/noun;ik/pron;in/prep;kan/verb;klassieker/noun;op/prep;rij/verb;slechts/adv;weg/noun;win/verb;winter/noun	14	crossen/noun	1	crossen/noun	1	crossen/noun;klassieker/noun;rij/verb	3	crossen/noun;een/det;ik/pron;in/prep;op/prep	5	crossen/noun;een/det;ik/pron;in/prep;op/prep	5	crossen/noun;een/det;ik/pron;in/prep;klassieker/noun;op/prep;rij/verb	7
hoop/noun/het_laatste_nieuws_20030222_01_515/405	faal/verb;fan_club/noun;heb/verb;koop/verb;lig/verb	5	faal/verb;fan_club/noun;heb/verb;koop/verb;lig/verb	5	denk/verb;faal/verb;fan_club/noun;heb/verb;koop/verb;lig/verb;loot/noun	7	faal/verb;fan_club/noun;heb/verb;ik/pron;koop/verb;lig/verb;mijn/det	7	faal/verb;fan_club/noun;heb/verb;ik/pron;koop/verb;lig/verb;mijn/det	7	denk/verb;die/pron;faal/verb;fan_club/noun;geen/det;heb/verb;ik/pron;koop/verb;lig/verb;loot/noun;mijn/det	11	fan_club/noun;heb/verb;koop/verb	3	fan_club/noun;heb/verb;koop/verb	3	denk/verb;fan_club/noun;heb/verb;koop/verb;loot/noun	5	fan_club/noun;heb/verb;ik/pron;koop/verb	4	fan_club/noun;heb/verb;ik/pron;koop/verb	4	denk/verb;die/pron;fan_club/noun;geen/det;heb/verb;ik/pron;koop/verb;loot/noun	8
hoop/noun/het_laatste_nieuws_20030318_01_526/88	nieuw/adj;werk/noun	2	nieuw/adj;werk/noun	2	nieuw/adj;pak/noun;werk/noun	3	een/det;maar/adv;mijn/det;nieuw/adj;wat/det;werk/noun;zeg/adv	7	een/det;maar/adv;mijn/det;nieuw/adj;wat/det;werk/noun;zeg/adv	7	een/det;maar/adv;mijn/det;nieuw/adj;pak/noun;wat/det;werk/noun;zeg/adv	8	nieuw/adj;werk/noun	2	nieuw/adj;werk/noun	2	nieuw/adj;pak/noun;werk/noun	3	een/det;nieuw/adj;wat/det;werk/noun	4	een/det;nieuw/adj;wat/det;werk/noun	4	een/det;nieuw/adj;pak/noun;wat/det;werk/noun	5
hoop/noun/het_laatste_nieuws_20041204_01_375/337	kosten/noun;procedure/noun	2	kosten/noun;procedure/noun	2	eigenaar/noun;juridisch/adj;kosten/noun;moet/verb;procedure/noun;start/verb;tank_station/noun	7	de/det;een/det;in/prep;kosten/noun;ondertussen/adv;procedure/noun;voor/prep	7	de/det;een/det;in/prep;kosten/noun;ondertussen/adv;procedure/noun;voor/prep	7	de/det;een/det;eigenaar/noun;het/det;in/prep;juridisch/adj;kosten/noun;moet/verb;ondertussen/adv;procedure/noun;start/verb;tank_station/noun;tegen/prep;van/prep;voor/prep	15		0		0	eigenaar/noun	1	in/prep	1	in/prep	1	eigenaar/noun;het/det;in/prep;tegen/prep;van/prep	5
hoop/noun/het_laatste_nieuws_20021019_01_36/227	doe/verb;leven/noun	2	doe/verb;leven/noun	2	doe/verb;leven/noun;schepen/noun;zeg/verb	4	doe/verb;leven/noun	2	doe/verb;leven/noun	2	doe/verb;leven/noun;schepen/noun;zeg/verb	4	doe/verb;leven/noun	2	doe/verb;leven/noun	2	doe/verb;leven/noun;zeg/verb	3	doe/verb;leven/noun	2	doe/verb;leven/noun	2	doe/verb;leven/noun;zeg/verb	3
hoop/noun/het_laatste_nieuws_20021127_01_388/406	laat/verb;terug_match/noun;verlies/noun;zal/verb	4	laat/verb;terug_match/noun;verlies/noun;zal/verb	4	laat/verb;terug_match/noun;verlies/noun;zal/verb	4	de/det;laat/verb;nog/adv;terug_match/noun;verlies/noun;voor/prep;zal/verb;zelfs/adv	8	de/det;laat/verb;nog/adv;terug_match/noun;verlies/noun;voor/prep;zal/verb;zelfs/adv	8	de/det;laat/verb;nog/adv;terug_match/noun;verlies/noun;voor/prep;zal/verb;zelfs/adv	8	laat/verb;terug_match/noun;verlies/noun;zal/verb	4	laat/verb;terug_match/noun;verlies/noun;zal/verb	4	laat/verb;terug_match/noun;verlies/noun;zal/verb	4	de/det;laat/verb;nog/adv;terug_match/noun;verlies/noun;voor/prep;zal/verb;zelfs/adv	8	de/det;laat/verb;nog/adv;terug_match/noun;verlies/noun;voor/prep;zal/verb;zelfs/adv	8	de/det;laat/verb;nog/adv;terug_match/noun;verlies/noun;voor/prep;zal/verb;zelfs/adv	8
hoop/noun/het_laatste_nieuws_20020725_01_279/467	iemand/noun;schiet_af/verb;zal/verb	3	iemand/noun;schiet_af/verb;zal/verb	3	iemand/noun;merk_op/verb;schiet_af/verb;zal/verb	4	de/det;iemand/noun;in/prep;intussen/adv;ons/pron;schiet_af/verb;we/pron;zal/verb	8	de/det;iemand/noun;in/prep;intussen/adv;ons/pron;schiet_af/verb;we/pron;zal/verb	8	de/det;iemand/noun;in/prep;intussen/adv;merk_op/verb;ons/pron;schiet_af/verb;we/pron;zal/verb	9	iemand/noun;schiet_af/verb;zal/verb	3	iemand/noun;schiet_af/verb;zal/verb	3	iemand/noun;merk_op/verb;schiet_af/verb;zal/verb	4	de/det;iemand/noun;in/prep;ons/pron;schiet_af/verb;zal/verb	6	de/det;iemand/noun;in/prep;ons/pron;schiet_af/verb;zal/verb	6	de/det;iemand/noun;in/prep;merk_op/verb;ons/pron;schiet_af/verb;zal/verb	7
hoop/noun/het_laatste_nieuws_20010615_01_458/21	ben/verb;lucht/noun;mens/noun;pol/noun	4	ben/verb;lucht/noun;mens/noun;pol/noun	4	ben/verb;bijzonder/adj;irritant/adj;lucht/noun;mens/noun;pol/noun	6	ben/verb;de/det;een/det;in/prep;lucht/noun;mens/noun;pol/noun;voor/prep	8	ben/verb;de/det;een/det;in/prep;lucht/noun;mens/noun;pol/noun;voor/prep	8	ben/verb;bijzonder/adj;de/det;een/det;in/prep;irritant/adj;lucht/noun;mens/noun;pol/noun;voor/prep	10	ben/verb;lucht/noun;mens/noun	3	ben/verb;lucht/noun;mens/noun	3	ben/verb;bijzonder/adj;irritant/adj;lucht/noun;mens/noun	5	ben/verb;de/det;een/det;lucht/noun;mens/noun;voor/prep	6	ben/verb;de/det;een/det;lucht/noun;mens/noun;voor/prep	6	ben/verb;bijzonder/adj;de/det;een/det;irritant/adj;lucht/noun;mens/noun;voor/prep	8
hoop/noun/het_laatste_nieuws_20040315_01_367/181	breng/verb;gelid/noun;thuisploeg/noun	3	breng/verb;gelid/noun;thuisploeg/noun	3	breng/verb;gelid/noun;thuisploeg/noun	3	breng/verb;de/det;gelid/noun;in/prep;terug/adv;thuisploeg/noun	6	breng/verb;de/det;gelid/noun;in/prep;terug/adv;thuisploeg/noun	6	breng/verb;de/det;gelid/noun;in/prep;terug/adv;thuisploeg/noun;van/prep	7	breng/verb;gelid/noun	2	breng/verb;gelid/noun	2	breng/verb;gelid/noun	2	breng/verb;de/det;gelid/noun;in/prep;terug/adv	5	breng/verb;de/det;gelid/noun;in/prep;terug/adv	5	breng/verb;de/det;gelid/noun;in/prep;terug/adv;van/prep	6
hoop/noun/het_laatste_nieuws_20031002_01_333/22	belegger/noun;extra/adj;val/verb	3	belegger/noun;extra/adj;val/verb	3	belang/noun;belegger/noun;extra/adj;meerwaarde/noun;ongenade/noun;val/verb;verkoop/noun	7	belegger/noun;de/det;een/det;extra/adj;gisteren/adv;in/prep;op/prep;val/verb	8	belegger/noun;de/det;een/det;extra/adj;gisteren/adv;in/prep;op/prep;val/verb	8	belang/noun;belegger/noun;bij/prep;de/det;door/prep;een/det;extra/adj;gisteren/adv;het/det;in/prep;meerwaarde/noun;ongenade/noun;op/prep;val/verb;van/prep;verkoop/noun	16	belegger/noun;extra/adj	2	belegger/noun;extra/adj	2	belegger/noun;extra/adj;meerwaarde/noun;ongenade/noun	4	belegger/noun;een/det;extra/adj;in/prep;op/prep	5	belegger/noun;een/det;extra/adj;in/prep;op/prep	5	belegger/noun;door/prep;een/det;extra/adj;in/prep;meerwaarde/noun;ongenade/noun;op/prep	8
hoop/noun/het_laatste_nieuws_20040929_01_232/485	beterschap/noun;druk_uit/verb;verdwijn/verb	3	beterschap/noun;druk_uit/verb;verdwijn/verb	3	beterschap/noun;bord/noun;druk_uit/verb;verdwijn/verb	4	beterschap/noun;binnenkort/adv;de/det;die/det;druk_uit/verb;op/prep;verdwijn/verb;voor/prep	8	beterschap/noun;binnenkort/adv;de/det;die/det;druk_uit/verb;op/prep;verdwijn/verb;voor/prep	8	aan/prep;beterschap/noun;binnenkort/adv;bord/noun;de/det;die/det;die/pron;druk_uit/verb;op/prep;verdwijn/verb;voor/prep	11	beterschap/noun;druk_uit/verb;verdwijn/verb	3	beterschap/noun;druk_uit/verb;verdwijn/verb	3	beterschap/noun;bord/noun;druk_uit/verb;verdwijn/verb	4	beterschap/noun;die/det;druk_uit/verb;op/prep;verdwijn/verb;voor/prep	6	beterschap/noun;die/det;druk_uit/verb;op/prep;verdwijn/verb;voor/prep	6	beterschap/noun;bord/noun;die/det;druk_uit/verb;op/prep;verdwijn/verb;voor/prep	7
hoop/noun/het_laatste_nieuws_20030117_01_581/454	afloop/noun;goed/adj;heb/verb;zal/verb	4	afloop/noun;goed/adj;heb/verb;zal/verb	4	afloop/noun;goed/adj;heb/verb;makkelijk/adj;word/verb;zal/verb	6	afloop/noun;een/det;goed/adj;heb/verb;ik/pron;op/prep;zal/verb	7	afloop/noun;een/det;goed/adj;heb/verb;ik/pron;op/prep;zal/verb	7	afloop/noun;een/det;goed/adj;heb/verb;het/det;ik/pron;makkelijk/adj;niet/adv;op/prep;word/verb;zal/verb	11	afloop/noun;goed/adj;heb/verb	3	afloop/noun;goed/adj;heb/verb	3	afloop/noun;goed/adj;heb/verb;word/verb	4	afloop/noun;een/det;goed/adj;heb/verb;ik/pron;op/prep	6	afloop/noun;een/det;goed/adj;heb/verb;ik/pron;op/prep	6	afloop/noun;een/det;goed/adj;heb/verb;ik/pron;op/prep;word/verb	7
hoop/noun/het_laatste_nieuws_20021014_01_184/268	bewijsstuk/noun;politie_dienst/noun;schep/verb;vind/verb	4	bewijsstuk/noun;politie_dienst/noun;schep/verb;vind/verb	4	bewijsstuk/noun;politie_dienst/noun;schep/verb;vind/verb;water/noun	5	bewijsstuk/noun;de/det;in/prep;politie_dienst/noun;schep/verb;vind/verb;weg/adv	7	bewijsstuk/noun;de/det;in/prep;politie_dienst/noun;schep/verb;vind/verb;weg/adv	7	bewijsstuk/noun;de/det;in/prep;politie_dienst/noun;schep/verb;vind/verb;water/noun;weg/adv	8	bewijsstuk/noun;vind/verb	2	bewijsstuk/noun;vind/verb	2	bewijsstuk/noun;vind/verb;water/noun	3	bewijsstuk/noun;de/det;in/prep;vind/verb;weg/adv	5	bewijsstuk/noun;de/det;in/prep;vind/verb;weg/adv	5	bewijsstuk/noun;de/det;in/prep;vind/verb;water/noun;weg/adv	6
hoop/noun/het_laatste_nieuws_20000405_01_375/282	dag/noun;houd/verb;vaak/adj	3	dag/noun;houd/verb;vaak/adj	3	activiteit/noun;dag/noun;houd/verb;school/noun;vaak/adj;week/noun	6	dag/noun;de/det;een/det;houd/verb;na/prep;nog/adv;vaak/adj;ze/pron	8	dag/noun;de/det;een/det;houd/verb;na/prep;nog/adv;vaak/adj;ze/pron	8	activiteit/noun;dag/noun;de/det;een/det;houd/verb;meerdere/det;na/prep;nog/adv;per/prep;school/noun;vaak/adj;week/noun;ze/pron	13	vaak/adj	1	vaak/adj	1	activiteit/noun;school/noun;vaak/adj	3	de/det;een/det;nog/adv;vaak/adj	4	de/det;een/det;nog/adv;vaak/adj	4	activiteit/noun;de/det;een/det;nog/adv;school/noun;vaak/adj	6
hoop/noun/het_laatste_nieuws_20000328_01_574/233	gunstig/adj;resultaat/noun;zorg/verb	3	gunstig/adj;resultaat/noun;zorg/verb	3	afgelopen/adj;gunstig/adj;kant/noun;resultaat/noun;week/noun;zorg/verb	6	de/det;gunstig/adj;resultaat/noun;voor/prep;zorg/verb	5	de/det;gunstig/adj;resultaat/noun;voor/prep;zorg/verb	5	afgelopen/adj;de/det;gunstig/adj;kant/noun;resultaat/noun;van/prep;voor/prep;week/noun;zorg/verb	9		0		0	afgelopen/adj;week/noun	2	de/det;voor/prep	2	de/det;voor/prep	2	afgelopen/adj;de/det;van/prep;voor/prep;week/noun	5
hoop/noun/het_laatste_nieuws_20020628_01_168/105		0		0	Org/noun;renner/noun	2	de/det	1	de/det	1	Org/noun;de/det;renner/noun	3		0		0	Org/noun;renner/noun	2	de/det	1	de/det	1	Org/noun;de/det;renner/noun	3
hoop/noun/het_laatste_nieuws_20020413_01_681/626	geval/noun;vals/adj;wek/verb	3	geval/noun;vals/adj;wek/verb	3	geval/noun;vals/adj;wek/verb;word/verb	4	allicht/adv;er/adv;geval/noun;in/prep;vals/adj;wek/verb	6	allicht/adv;er/adv;geval/noun;in/prep;vals/adj;wek/verb	6	allicht/adv;er/adv;geval/noun;het/det;in/prep;slechts/adv;vals/adj;van/prep;wek/verb;word/verb	10	vals/adj;wek/verb	2	vals/adj;wek/verb	2	vals/adj;wek/verb;word/verb	3	allicht/adv;vals/adj;wek/verb	3	allicht/adv;vals/adj;wek/verb	3	allicht/adv;slechts/adv;vals/adj;wek/verb;word/verb	5
hoop/noun/het_laatste_nieuws_20001017_01_561/893	verlies/verb;wielren/verb	2	verlies/verb;wielren/verb	2	twee/noun;verlaat/verb;verlies/verb;wielren/verb	4	op/prep;verlies/verb;wielren/verb	3	op/prep;verlies/verb;wielren/verb	3	op/prep;twee/noun;verlaat/verb;verlies/verb;wielren/verb	5		0		0	verlaat/verb	1		0		0	verlaat/verb	1
hoop/noun/het_laatste_nieuws_20010309_01_164/115	realiseer/verb;voorzet/noun	2	realiseer/verb;voorzet/noun	2	aantal/noun;gemeente/noun;realiseer/verb;voorzet/noun;word/verb;zaak/noun	6	de/det;een/det;er/adv;in/prep;realiseer/verb;voorzet/noun	6	de/det;een/det;er/adv;in/prep;realiseer/verb;voorzet/noun	6	aantal/noun;de/det;een/det;er/adv;gemeente/noun;in/prep;naar/prep;realiseer/verb;voorzet/noun;word/verb;zaak/noun	11		0		0	aantal/noun;gemeente/noun;zaak/noun	3	de/det;een/det;er/adv;in/prep	4	de/det;een/det;er/adv;in/prep	4	aantal/noun;de/det;een/det;er/adv;gemeente/noun;in/prep;zaak/noun	7
