_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base
herstellen.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.12133291957928659	0.1786367054102231	NA	NA	nobound	212	lex	3_3	1	weight	FOC	144	nav	4_4	212	herstellen	0.2791947820146565	BOW
herstellen.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.1218284207403132	0.15929209346489853	NA	NA	nobound	212	lex	3_3	1	weight	FOC	212	all	4_4	212	herstellen	0.28068340474591374	BOW
herstellen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.1602200318631132	0.1572256133684343	NA	NA	nobound	212	lex	3_3	1	selection	5000	5000	nav	4_4	212	herstellen	0.2657824944581909	BOW
herstellen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSall	-0.235207671956536	-0.07616771485299093	NA	NA	nobound	212	lex	3_3	1	selection	5000	5000	all	4_4	212	herstellen	0.2725135311403092	BOW
herstellen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.12290684309611467	0.13854252696592861	NA	NA	nobound	212	lex	3_3	1	selection	FOC	144	nav	4_4	212	herstellen	0.27805985927172183	BOW
herstellen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.1374583973213942	0.13079641371544776	NA	NA	nobound	212	lex	3_3	1	selection	FOC	212	all	4_4	212	herstellen	0.2755394758858791	BOW
herstellen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.21682450622845453	0.14685940136483475	NA	NA	nobound	327	lex	3_3	1	no	5000	5000	nav	4_4	234	herstellen	0.2789870210299496	BOW
herstellen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	-0.3450392974300929	-0.10163477392692054	NA	NA	nobound	327	lex	3_3	1	no	5000	5000	all	4_4	234	herstellen	0.2691824821474528	BOW
herstellen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.17970181058494794	0.13009714385827256	NA	NA	nobound	327	lex	3_3	1	no	FOC	233	nav	4_4	234	herstellen	0.29178998007767676	BOW
herstellen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.18354089132951135	0.11457646263936669	NA	NA	nobound	327	lex	3_3	1	no	FOC	327	all	4_4	234	herstellen	0.28791210431514763	BOW
herstellen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	0.09825663852129958	0.240324275152751	NA	NA	nobound	300	all	3_3	1	weight	5000	5000	nav	4_4	239	herstellen	0.25871385860828633	BOW
herstellen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	-0.007271536319824057	-0.19512287076483523	NA	NA	nobound	300	all	3_3	1	weight	5000	5000	all	4_4	239	herstellen	0.2679352819824448	BOW
herstellen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	0.018403234911570303	0.19981383282090323	NA	NA	nobound	300	all	3_3	1	weight	FOC	144	nav	4_4	239	herstellen	0.26530510345001923	BOW
herstellen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	0.017880782124843016	0.17696180613674392	NA	NA	nobound	300	all	3_3	1	weight	FOC	300	all	4_4	239	herstellen	0.26261707590757266	BOW
herstellen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.22053791092347083	0.18830174339004557	NA	NA	nobound	300	all	3_3	1	selection	5000	5000	nav	4_4	239	herstellen	0.2615435182005849	BOW
herstellen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	0.2183049185031604	-0.3894908369705052	NA	NA	nobound	300	all	3_3	1	selection	5000	5000	all	4_4	239	herstellen	0.26231995363493205	BOW
herstellen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	0.09269997034841934	0.14227612838152137	NA	NA	nobound	300	all	3_3	1	selection	FOC	144	nav	4_4	239	herstellen	0.26711119048495297	BOW
herstellen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.08653053269403921	0.1201563871927694	NA	NA	nobound	300	all	3_3	1	selection	FOC	300	all	4_4	239	herstellen	0.2571415337530316	BOW
herstellen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	0.1888056476309168	0.16758899463100357	NA	NA	nobound	476	all	3_3	1	no	5000	5000	nav	4_4	239	herstellen	0.2662949443000595	BOW
herstellen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSall	0.08232966763284316	-0.41111884973831875	NA	NA	nobound	476	all	3_3	1	no	5000	5000	all	4_4	239	herstellen	0.26570577809963214	BOW
herstellen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.09161096851316819	0.09087127037320737	NA	NA	nobound	476	all	3_3	1	no	FOC	233	nav	4_4	239	herstellen	0.27387181578855396	BOW
herstellen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	0.07698281495859771	0.028509078966771847	NA	NA	nobound	476	all	3_3	1	no	FOC	476	all	4_4	239	herstellen	0.2571929472793018	BOW
herstellen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	0.36438356993831245	0.10589650783265651	NA	group1	bound	175	NA	NA	1	weight	5000	5000	nav	4_4	212	herstellen	0.27088565947612125	LEMMAREL
herstellen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	0.35293966949337036	-0.19657302515653144	NA	group1	bound	175	NA	NA	1	weight	5000	5000	all	4_4	212	herstellen	0.26516587515568774	LEMMAREL
herstellen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	0.45436378346866807	0.02756236654299477	NA	group1	bound	175	NA	NA	1	weight	FOC	79	nav	4_4	212	herstellen	0.28837713735621123	LEMMAREL
herstellen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	0.4692974733130624	0.04062526566221953	NA	group1	bound	175	NA	NA	1	weight	FOC	175	all	4_4	212	herstellen	0.2720476093335985	LEMMAREL
herstellen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	0.35357947810777346	-0.025956935179268614	NA	group1	bound	175	NA	NA	1	selection	5000	5000	nav	4_4	212	herstellen	0.2548166375171411	LEMMAREL
herstellen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	0.37587320990649825	-0.241226294514181	NA	group1	bound	175	NA	NA	1	selection	5000	5000	all	4_4	212	herstellen	0.2459565032473846	LEMMAREL
herstellen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	0.3914214034520363	-0.050067039092191894	NA	group1	bound	175	NA	NA	1	selection	FOC	79	nav	4_4	212	herstellen	0.27687442925759514	LEMMAREL
herstellen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	0.36662084888932095	-0.044906004586890536	NA	group1	bound	175	NA	NA	1	selection	FOC	175	all	4_4	212	herstellen	0.2652003738124149	LEMMAREL
herstellen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	0.37427328473673177	-0.04624063475623259	NA	group1	bound	246	NA	NA	1	no	5000	5000	nav	4_4	222	herstellen	0.25809972056283725	LEMMAREL
herstellen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	0.3586880532496253	-0.2798439048645146	NA	group1	bound	246	NA	NA	1	no	5000	5000	all	4_4	222	herstellen	0.24183296824228617	LEMMAREL
herstellen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	0.3741085859277105	-0.07304247495165005	NA	group1	bound	246	NA	NA	1	no	FOC	106	nav	4_4	222	herstellen	0.28596496717011144	LEMMAREL
herstellen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	0.4092127671676065	-0.08884522992519694	NA	group1	bound	246	NA	NA	1	no	FOC	246	all	4_4	222	herstellen	0.278414602010057	LEMMAREL
herstellen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	0.07527077993921304	0.19488669572512965	NA	group2	bound	259	NA	NA	1	weight	5000	5000	nav	4_4	233	herstellen	0.2503350315530934	LEMMAREL
herstellen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	0.04285842798190254	-0.1467417738629395	NA	group2	bound	259	NA	NA	1	weight	5000	5000	all	4_4	233	herstellen	0.2625525811241716	LEMMAREL
herstellen.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	0.030789948818886546	0.15138866760640854	NA	group2	bound	259	NA	NA	1	weight	FOC	138	nav	4_4	233	herstellen	0.2533308971416464	LEMMAREL
herstellen.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	0.03727415772751904	0.12294431638938226	NA	group2	bound	259	NA	NA	1	weight	FOC	259	all	4_4	233	herstellen	0.24859114330182738	LEMMAREL
herstellen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	0.1699618371798839	0.09197256615290171	NA	group2	bound	259	NA	NA	1	selection	5000	5000	nav	4_4	233	herstellen	0.24992357114053415	LEMMAREL
herstellen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	0.20950340283854832	-0.2105389703771973	NA	group2	bound	259	NA	NA	1	selection	5000	5000	all	4_4	233	herstellen	0.23788981140452387	LEMMAREL
herstellen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	0.08564767556562847	0.053552716229643804	NA	group2	bound	259	NA	NA	1	selection	FOC	138	nav	4_4	233	herstellen	0.2618460306607952	LEMMAREL
herstellen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	0.08806688173898636	0.050181892810087586	NA	group2	bound	259	NA	NA	1	selection	FOC	259	all	4_4	233	herstellen	0.25794990177817956	LEMMAREL
herstellen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	0.16426176713811072	0.06584473895388557	NA	group2	bound	391	NA	NA	1	no	5000	5000	nav	4_4	235	herstellen	0.25097529389910644	LEMMAREL
herstellen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	0.1532167643759313	-0.23798685984053708	NA	group2	bound	391	NA	NA	1	no	5000	5000	all	4_4	235	herstellen	0.22923648652917253	LEMMAREL
herstellen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	0.09331726128298691	0.009006783606722493	NA	group2	bound	391	NA	NA	1	no	FOC	214	nav	4_4	235	herstellen	0.2592731717799154	LEMMAREL
herstellen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	0.09613776843972595	0.0048277719900127174	NA	group2	bound	391	NA	NA	1	no	FOC	391	all	4_4	235	herstellen	0.26021428647902534	LEMMAREL
herstellen.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	0.09646222277186625	0.19565858729366098	selection2	NA	bound	298	NA	NA	1	weight	5000	5000	nav	4_4	235	herstellen	0.2399511776218269	LEMMAPATH
herstellen.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	0.023396057921837066	-0.13305291895564414	selection2	NA	bound	298	NA	NA	1	weight	5000	5000	all	4_4	235	herstellen	0.25732467292237654	LEMMAPATH
herstellen.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	0.03895995339708587	0.14555558263474394	selection2	NA	bound	298	NA	NA	1	weight	FOC	150	nav	4_4	235	herstellen	0.2423401465498681	LEMMAPATH
herstellen.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	0.041407784334467346	0.12379483306538129	selection2	NA	bound	298	NA	NA	1	weight	FOC	298	all	4_4	235	herstellen	0.24319053909904909	LEMMAPATH
herstellen.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	0.20356059287930106	0.11305313077380807	selection2	NA	bound	298	NA	NA	1	selection	5000	5000	nav	4_4	235	herstellen	0.25068908066822865	LEMMAPATH
herstellen.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	0.22398602805242923	-0.23591127694268105	selection2	NA	bound	298	NA	NA	1	selection	5000	5000	all	4_4	235	herstellen	0.2585907943372842	LEMMAPATH
herstellen.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	0.11738807812855191	0.08248379454772714	selection2	NA	bound	298	NA	NA	1	selection	FOC	150	nav	4_4	235	herstellen	0.2594987469116865	LEMMAPATH
herstellen.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	0.1039886119823593	0.07157967705001547	selection2	NA	bound	298	NA	NA	1	selection	FOC	298	all	4_4	235	herstellen	0.26070192400646675	LEMMAPATH
herstellen.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	0.1975400854565631	0.09674029993480034	selection2	NA	bound	489	NA	NA	1	no	5000	5000	nav	4_4	238	herstellen	0.09930884211568154	LEMMAPATH
herstellen.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	0.12910423840693339	-0.29053405246998587	selection2	NA	bound	489	NA	NA	1	no	5000	5000	all	4_4	238	herstellen	0.24134472939706686	LEMMAPATH
herstellen.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	0.10541389135287024	0.036027240591392375	selection2	NA	bound	489	NA	NA	1	no	FOC	251	nav	4_4	238	herstellen	0.26457519617680675	LEMMAPATH
herstellen.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	0.11324418645979323	0.026560217192584803	selection2	NA	bound	489	NA	NA	1	no	FOC	489	all	4_4	238	herstellen	0.26625633856971426	LEMMAPATH
herstellen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	0.06322864422470467	0.15636680677786222	selection3	NA	bound	396	NA	NA	1	weight	5000	5000	nav	4_4	237	herstellen	0.23622582527170646	LEMMAPATH
herstellen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	-0.03449710444505392	-0.12798708809049147	selection3	NA	bound	396	NA	NA	1	weight	5000	5000	all	4_4	237	herstellen	0.25208592222334963	LEMMAPATH
herstellen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	0.026806628059181197	0.11226618771548279	selection3	NA	bound	396	NA	NA	1	weight	FOC	200	nav	4_4	237	herstellen	0.22395212376673737	LEMMAPATH
herstellen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	0.025104858402552638	0.09528594705137841	selection3	NA	bound	396	NA	NA	1	weight	FOC	396	all	4_4	237	herstellen	0.23037252580480655	LEMMAPATH
herstellen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	0.20683451459092178	0.10433775807964536	selection3	NA	bound	396	NA	NA	1	selection	5000	5000	nav	4_4	237	herstellen	0.254016457756943	LEMMAPATH
herstellen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	0.15816463365580466	-0.3181190564231226	selection3	NA	bound	396	NA	NA	1	selection	5000	5000	all	4_4	237	herstellen	0.25989774995193354	LEMMAPATH
herstellen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	0.07671073016955403	0.06755884648061689	selection3	NA	bound	396	NA	NA	1	selection	FOC	200	nav	4_4	237	herstellen	0.25229410960770315	LEMMAPATH
herstellen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	0.08074585879054699	0.05064634028827001	selection3	NA	bound	396	NA	NA	1	selection	FOC	396	all	4_4	237	herstellen	0.2391662017191386	LEMMAPATH
herstellen.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	0.18405602637377588	0.06037107237836822	selection3	NA	bound	728	NA	NA	1	no	5000	5000	nav	4_4	238	herstellen	5.773567786938988e-5	LEMMAPATH
herstellen.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	-0.020494014984188635	-0.3329827394311348	selection3	NA	bound	728	NA	NA	1	no	5000	5000	all	4_4	238	herstellen	0.19276055460194275	LEMMAPATH
herstellen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	0.07873621940425878	0.012652193296044743	selection3	NA	bound	728	NA	NA	1	no	FOC	386	nav	4_4	238	herstellen	0.24619375929921833	LEMMAPATH
herstellen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	0.08566089804159857	-0.013020610171019097	selection3	NA	bound	728	NA	NA	1	no	FOC	728	all	4_4	238	herstellen	0.23604803495169835	LEMMAPATH
herstellen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	0.0632286442246561	0.15636680677794335	weight	NA	bound	396	NA	NA	1	weight	5000	5000	nav	4_4	237	herstellen	0.23622582527170646	LEMMAPATH
herstellen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	-0.03449710444202309	-0.12798708807037848	weight	NA	bound	396	NA	NA	1	weight	5000	5000	all	4_4	237	herstellen	0.25208592222334963	LEMMAPATH
herstellen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	0.026806628059181197	0.11226618771548279	weight	NA	bound	396	NA	NA	1	weight	FOC	200	nav	4_4	237	herstellen	0.22395212376673737	LEMMAPATH
herstellen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	0.025104858402552638	0.09528594705137841	weight	NA	bound	396	NA	NA	1	weight	FOC	396	all	4_4	237	herstellen	0.23037252580480655	LEMMAPATH
herstellen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	0.20853348653714837	0.08839622947418985	weight	NA	bound	396	NA	NA	1	selection	5000	5000	nav	4_4	237	herstellen	0.24978022953982693	LEMMAPATH
herstellen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	0.21699182801329595	-0.265546495038659	weight	NA	bound	396	NA	NA	1	selection	5000	5000	all	4_4	237	herstellen	0.2561182678598046	LEMMAPATH
herstellen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	0.10620842459638925	0.06330812037961647	weight	NA	bound	396	NA	NA	1	selection	FOC	200	nav	4_4	237	herstellen	0.2572065218314214	LEMMAPATH
herstellen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	0.10852473266230551	0.05306185367316636	weight	NA	bound	396	NA	NA	1	selection	FOC	396	all	4_4	237	herstellen	0.25204672096412734	LEMMAPATH
herstellen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	0.19429658086335458	0.06728894092866813	weight	NA	bound	728	NA	NA	1	no	5000	5000	nav	4_4	238	herstellen	6.088719974767902e-5	LEMMAPATH
herstellen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	0.10473642047777362	-0.29716884082892175	weight	NA	bound	728	NA	NA	1	no	5000	5000	all	4_4	238	herstellen	0.17002295713053434	LEMMAPATH
herstellen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	0.1127274002266435	0.033002079001186	weight	NA	bound	728	NA	NA	1	no	FOC	386	nav	4_4	238	herstellen	0.2464871236286407	LEMMAPATH
herstellen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	0.11306790796149346	0.01542053227302492	weight	NA	bound	728	NA	NA	1	no	FOC	728	all	4_4	238	herstellen	0.2471335774101881	LEMMAPATH
