_id	_cws.hemels.foc10.nav.weight.bound	_count.hemels.foc10.nav.weight.bound	_cws.hemels.foc10.nav.selection.bound	_count.hemels.foc10.nav.selection.bound	_cws.hemels.foc10.nav.no.bound	_count.hemels.foc10.nav.no.bound	_cws.hemels.foc10.all.weight.bound	_count.hemels.foc10.all.weight.bound	_cws.hemels.foc10.all.selection.bound	_count.hemels.foc10.all.selection.bound	_cws.hemels.foc10.all.no.bound	_count.hemels.foc10.all.no.bound	_cws.hemels.foc5.nav.weight.bound	_count.hemels.foc5.nav.weight.bound	_cws.hemels.foc5.nav.selection.bound	_count.hemels.foc5.nav.selection.bound	_cws.hemels.foc5.nav.no.bound	_count.hemels.foc5.nav.no.bound	_cws.hemels.foc5.all.weight.bound	_count.hemels.foc5.all.weight.bound	_cws.hemels.foc5.all.selection.bound	_count.hemels.foc5.all.selection.bound	_cws.hemels.foc5.all.no.bound	_count.hemels.foc5.all.no.bound
hemels/adj/de_morgen_20020710_01_80/328	adjectief/noun;muzikaal/adj;omlijsting/noun;plaat_DIM/noun	4	adjectief/noun;muzikaal/adj;omlijsting/noun;plaat_DIM/noun	4	adjectief/noun;muzikaal/adj;omlijsting/noun;plaat_DIM/noun	4	adjectief/noun;dit/det;een/det;het/det;muzikaal/adj;omlijsting/noun;plaat_DIM/noun;ten/adv;volle/adv	9	adjectief/noun;dit/det;een/det;het/det;muzikaal/adj;omlijsting/noun;plaat_DIM/noun;ten/adv;volle/adv	9	adjectief/noun;dit/det;een/det;het/det;muzikaal/adj;omlijsting/noun;plaat_DIM/noun;ten/adv;volle/adv	9	adjectief/noun;plaat_DIM/noun	2	adjectief/noun;plaat_DIM/noun	2	adjectief/noun;plaat_DIM/noun	2	adjectief/noun;dit/det;het/det;plaat_DIM/noun;ten/adv;volle/adv	6	adjectief/noun;dit/det;het/det;plaat_DIM/noun;ten/adv;volle/adv	6	adjectief/noun;dit/det;het/det;plaat_DIM/noun;ten/adv;volle/adv	6
hemels/adj/de_morgen_20030224_01_107/225	bijt/verb;dag/noun;doe/verb;kleur/verb;lekker/adj;plezier/noun;ril/verb	7	bijt/verb;dag/noun;doe/verb;kleur/verb;lekker/adj;plezier/noun;ril/verb	7	bijt/verb;dag/noun;doe/verb;kleur/verb;lekker/adj;plezier/noun;ril/verb	7	bijt/verb;dag/noun;doe/verb;het/det;kleur/verb;lekker/adj;ons/pron;plezier/noun;ril/verb	9	bijt/verb;dag/noun;doe/verb;het/det;kleur/verb;lekker/adj;ons/pron;plezier/noun;ril/verb	9	bijt/verb;dag/noun;doe/verb;het/det;kleur/verb;lekker/adj;ons/pron;plezier/noun;ril/verb	9	dag/noun;doe/verb;lekker/adj	3	dag/noun;doe/verb;lekker/adj	3	dag/noun;doe/verb;lekker/adj	3	dag/noun;doe/verb;het/det;lekker/adj;ons/pron	5	dag/noun;doe/verb;het/det;lekker/adj;ons/pron	5	dag/noun;doe/verb;het/det;lekker/adj;ons/pron	5
hemels/adj/de_morgen_19990514_01_65/160	muziek/noun;vogel/noun;waar/noun	3	muziek/noun;vogel/noun;waar/noun	3	muziek/noun;vogel/noun;waar/noun	3	dan/adv;die/det;muziek/noun;vandaan/part;vogel/noun;waar/noun;ze/pron;zulk/det	8	dan/adv;die/det;muziek/noun;vandaan/part;vogel/noun;waar/noun;ze/pron;zulk/det	8	dan/adv;die/det;muziek/noun;vandaan/part;vogel/noun;waar/noun;ze/pron;zulk/det	8	muziek/noun;vogel/noun;waar/noun	3	muziek/noun;vogel/noun;waar/noun	3	muziek/noun;vogel/noun;waar/noun	3	muziek/noun;vogel/noun;waar/noun;zulk/det	4	muziek/noun;vogel/noun;waar/noun;zulk/det	4	muziek/noun;vogel/noun;waar/noun;zulk/det	4
hemels/adj/de_morgen_19990529_01_38/121	gewaad/noun;uniek/adj;verzameling/noun	3	gewaad/noun;uniek/adj;verzameling/noun	3	gewaad/noun;uniek/adj;verzameling/noun	3	een/det;gewaad/noun;uniek/adj;verzameling/noun	4	een/det;gewaad/noun;uniek/adj;verzameling/noun	4	een/det;gewaad/noun;uniek/adj;verzameling/noun	4	gewaad/noun	1	gewaad/noun	1	gewaad/noun	1	gewaad/noun	1	gewaad/noun	1	gewaad/noun	1
hemels/adj/de_morgen_20030625_01_156/446	antwoord/noun;geef/verb	2	antwoord/noun;geef/verb	2	antwoord/noun;geef/verb	2	antwoord/noun;desondanks/adv;een/det;geef/verb;het/det;wederom/adv	6	antwoord/noun;desondanks/adv;een/det;geef/verb;het/det;wederom/adv	6	antwoord/noun;desondanks/adv;een/det;geef/verb;het/det;wederom/adv	6	antwoord/noun	1	antwoord/noun	1	antwoord/noun	1	antwoord/noun;het/det	2	antwoord/noun;het/det	2	antwoord/noun;het/det	2
hemels/adj/de_morgen_20000531_01_115/144	allerhande/adj;bedeesd/adj;cd/noun;gitaar/noun;groep/noun;keyboards/noun;melodie/noun;ruig/adj;wissel_af/adj	9	allerhande/adj;bedeesd/adj;cd/noun;gitaar/noun;groep/noun;keyboards/noun;melodie/noun;ruig/adj;wissel_af/adj	9	allerhande/adj;bedeesd/adj;cd/noun;gitaar/noun;groep/noun;keyboards/noun;melodie/noun;ruig/adj;wissel_af/adj	9	allerhande/adj;bedeesd/adj;cd/noun;gitaar/noun;groep/noun;keyboards/noun;melodie/noun;ruig/adj;wissel_af/adj	9	allerhande/adj;bedeesd/adj;cd/noun;gitaar/noun;groep/noun;keyboards/noun;melodie/noun;ruig/adj;wissel_af/adj	9	allerhande/adj;bedeesd/adj;cd/noun;gitaar/noun;groep/noun;keyboards/noun;melodie/noun;ruig/adj;wissel_af/adj	9	melodie/noun;ruig/adj;wissel_af/adj	3	melodie/noun;ruig/adj;wissel_af/adj	3	melodie/noun;ruig/adj;wissel_af/adj	3	melodie/noun;ruig/adj;wissel_af/adj	3	melodie/noun;ruig/adj;wissel_af/adj	3	melodie/noun;ruig/adj;wissel_af/adj	3
hemels/adj/de_morgen_20001102_01_40/292	gitaar/noun;melodie/noun;rock/noun	3	gitaar/noun;melodie/noun;rock/noun	3	gitaar/noun;melodie/noun;rock/noun	3	gitaar/noun;melodie/noun;met/prep;rock/noun	4	gitaar/noun;melodie/noun;met/prep;rock/noun	4	gitaar/noun;melodie/noun;met/prep;rock/noun	4	gitaar/noun;melodie/noun;rock/noun	3	gitaar/noun;melodie/noun;rock/noun	3	gitaar/noun;melodie/noun;rock/noun	3	gitaar/noun;melodie/noun;met/prep;rock/noun	4	gitaar/noun;melodie/noun;met/prep;rock/noun	4	gitaar/noun;melodie/noun;met/prep;rock/noun	4
hemels/adj/de_morgen_19991118_01_149/528	geluk/noun	1	geluk/noun	1	geluk/noun	1	die/pron;een/det;geluk/noun;met/prep	4	die/pron;een/det;geluk/noun;met/prep	4	die/pron;een/det;geluk/noun;met/prep	4	geluk/noun	1	geluk/noun	1	geluk/noun	1	een/det;geluk/noun;met/prep	3	een/det;geluk/noun;met/prep	3	een/det;geluk/noun;met/prep	3
hemels/adj/de_morgen_20021002_01_152/192	wens/verb	1	wens/verb	1	wens/verb	1	een/det;met/prep;ons/pron;uit/prep;wens/verb	5	een/det;met/prep;ons/pron;uit/prep;wens/verb	5	een/det;met/prep;ons/pron;uit/prep;wens/verb	5		0		0		0	een/det;met/prep	2	een/det;met/prep	2	een/det;met/prep	2
hemels/adj/de_morgen_20030205_01_11/98	hoor/verb	1	hoor/verb	1	hoor/verb	1	boven/prep;het/det;hoor/verb	3	boven/prep;het/det;hoor/verb	3	boven/prep;het/det;hoor/verb	3	hoor/verb	1	hoor/verb	1	hoor/verb	1	boven/prep;het/det;hoor/verb	3	boven/prep;het/det;hoor/verb	3	boven/prep;het/det;hoor/verb	3
hemels/adj/de_morgen_19990112_01_85/531	bis_nummer/noun;gezongen/adj;logisch/adj;slot_woord/noun	4	bis_nummer/noun;gezongen/adj;logisch/adj;slot_woord/noun	4	bis_nummer/noun;gezongen/adj;logisch/adj;slot_woord/noun	4	als/prep;bis_nummer/noun;gezongen/adj;het/det;logisch/adj;slot_woord/noun	6	als/prep;bis_nummer/noun;gezongen/adj;het/det;logisch/adj;slot_woord/noun	6	als/prep;bis_nummer/noun;gezongen/adj;het/det;logisch/adj;slot_woord/noun	6	gezongen/adj;logisch/adj;slot_woord/noun	3	gezongen/adj;logisch/adj;slot_woord/noun	3	gezongen/adj;logisch/adj;slot_woord/noun	3	gezongen/adj;het/det;logisch/adj;slot_woord/noun	4	gezongen/adj;het/det;logisch/adj;slot_woord/noun	4	gezongen/adj;het/det;logisch/adj;slot_woord/noun	4
hemels/adj/de_morgen_20020411_01_34/256	bereik/verb;landschap/noun;overledene/noun;tocht/noun;zie/verb	5	bereik/verb;landschap/noun;overledene/noun;tocht/noun;zie/verb	5	bereik/verb;landschap/noun;overledene/noun;tocht/noun;zie/verb	5	bereik/verb;dat/pron;door/prep;een/det;landschap/noun;overledene/noun;tocht/noun;zie/verb	8	bereik/verb;dat/pron;door/prep;een/det;landschap/noun;overledene/noun;tocht/noun;zie/verb	8	bereik/verb;dat/pron;door/prep;een/det;landschap/noun;overledene/noun;tocht/noun;zie/verb	8	bereik/verb;landschap/noun;zie/verb	3	bereik/verb;landschap/noun;zie/verb	3	bereik/verb;landschap/noun;zie/verb	3	bereik/verb;dat/pron;landschap/noun;zie/verb	4	bereik/verb;dat/pron;landschap/noun;zie/verb	4	bereik/verb;dat/pron;landschap/noun;zie/verb	4
hemels/adj/de_morgen_20011231_01_100/40	blijf_weg/verb;boek/verb;kader_lid/noun;op/adj;rust/noun;zoek/adj	6	blijf_weg/verb;boek/verb;kader_lid/noun;op/adj;rust/noun;zoek/adj	6	blijf_weg/verb;boek/verb;kader_lid/noun;op/adj;rust/noun;zoek/adj	6	blijf_weg/verb;boek/verb;die/pron;een/det;kader_lid/noun;naar/prep;op/adj;rust/noun;uit/prep;zoek/adj	10	blijf_weg/verb;boek/verb;die/pron;een/det;kader_lid/noun;naar/prep;op/adj;rust/noun;uit/prep;zoek/adj	10	blijf_weg/verb;boek/verb;die/pron;een/det;kader_lid/noun;naar/prep;op/adj;rust/noun;uit/prep;zoek/adj	10	blijf_weg/verb;boek/verb;op/adj;rust/noun;zoek/adj	5	blijf_weg/verb;boek/verb;op/adj;rust/noun;zoek/adj	5	blijf_weg/verb;boek/verb;op/adj;rust/noun;zoek/adj	5	blijf_weg/verb;boek/verb;naar/prep;op/adj;rust/noun;zoek/adj	6	blijf_weg/verb;boek/verb;naar/prep;op/adj;rust/noun;zoek/adj	6	blijf_weg/verb;boek/verb;naar/prep;op/adj;rust/noun;zoek/adj	6
hemels/adj/de_morgen_20010627_01_6/359	thuis/noun	1	thuis/noun	1	thuis/noun	1	het/det;met/prep;thuis/noun;vergelijking/prep	4	het/det;met/prep;thuis/noun;vergelijking/prep	4	het/det;met/prep;thuis/noun;vergelijking/prep	4	thuis/noun	1	thuis/noun	1	thuis/noun	1	het/det;met/prep;thuis/noun;vergelijking/prep	4	het/det;met/prep;thuis/noun;vergelijking/prep	4	het/det;met/prep;thuis/noun;vergelijking/prep	4
hemels/adj/de_morgen_20040410_01_203/1280	beeldhouwer/noun;ding/noun;kelder/noun;muzikant/noun	4	beeldhouwer/noun;ding/noun;kelder/noun;muzikant/noun	4	beeldhouwer/noun;ding/noun;kelder/noun;muzikant/noun	4	beeldhouwer/noun;ding/noun;kelder/noun;muzikant/noun	4	beeldhouwer/noun;ding/noun;kelder/noun;muzikant/noun	4	beeldhouwer/noun;ding/noun;kelder/noun;muzikant/noun	4	beeldhouwer/noun;ding/noun;kelder/noun	3	beeldhouwer/noun;ding/noun;kelder/noun	3	beeldhouwer/noun;ding/noun;kelder/noun	3	beeldhouwer/noun;ding/noun;kelder/noun	3	beeldhouwer/noun;ding/noun;kelder/noun	3	beeldhouwer/noun;ding/noun;kelder/noun	3
hemels/adj/de_morgen_20020821_01_72/40	gevoel/noun;melodie/noun;verwant/adj	3	gevoel/noun;melodie/noun;verwant/adj	3	gevoel/noun;melodie/noun;verwant/adj	3	gevoel/noun;melodie/noun;met/prep;verwant/adj;zijn/det	5	gevoel/noun;melodie/noun;met/prep;verwant/adj;zijn/det	5	gevoel/noun;melodie/noun;met/prep;verwant/adj;zijn/det	5	gevoel/noun;melodie/noun	2	gevoel/noun;melodie/noun	2	gevoel/noun;melodie/noun	2	gevoel/noun;melodie/noun;met/prep;zijn/det	4	gevoel/noun;melodie/noun;met/prep;zijn/det	4	gevoel/noun;melodie/noun;met/prep;zijn/det	4
hemels/adj/de_morgen_20040417_01_28/38	proef/verb;raad_aan/verb	2	proef/verb;raad_aan/verb	2	proef/verb;raad_aan/verb	2	die/pron;een/det;het/det;hier/adv;proef/verb;raad_aan/verb;uit/prep	7	die/pron;een/det;het/det;hier/adv;proef/verb;raad_aan/verb;uit/prep	7	die/pron;een/det;het/det;hier/adv;proef/verb;raad_aan/verb;uit/prep	7	proef/verb	1	proef/verb	1	proef/verb	1	die/pron;een/det;hier/adv;proef/verb	4	die/pron;een/det;hier/adv;proef/verb	4	die/pron;een/det;hier/adv;proef/verb	4
hemels/adj/de_morgen_20040601_01_83/477	bis_nummer/noun;klink/adj;tover_om/verb	3	bis_nummer/noun;klink/adj;tover_om/verb	3	bis_nummer/noun;klink/adj;tover_om/verb	3	bis_nummer/noun;het/det;klink/adj;tover_om/verb	4	bis_nummer/noun;het/det;klink/adj;tover_om/verb	4	bis_nummer/noun;het/det;klink/adj;tover_om/verb	4	bis_nummer/noun;klink/adj	2	bis_nummer/noun;klink/adj	2	bis_nummer/noun;klink/adj	2	bis_nummer/noun;het/det;klink/adj	3	bis_nummer/noun;het/det;klink/adj	3	bis_nummer/noun;het/det;klink/adj	3
hemels/adj/de_morgen_19990430_01_30/110	gewaad/noun;uniek/adj;verzameling/noun	3	gewaad/noun;uniek/adj;verzameling/noun	3	gewaad/noun;uniek/adj;verzameling/noun	3	een/det;gewaad/noun;uniek/adj;verzameling/noun	4	een/det;gewaad/noun;uniek/adj;verzameling/noun	4	een/det;gewaad/noun;uniek/adj;verzameling/noun	4	gewaad/noun	1	gewaad/noun	1	gewaad/noun	1	gewaad/noun	1	gewaad/noun	1	gewaad/noun	1
hemels/adj/de_morgen_20030905_01_15/791	dressing/noun;gehalveerd/adj;schijf_DIM/noun;tomaat/noun	4	dressing/noun;gehalveerd/adj;schijf_DIM/noun;tomaat/noun	4	dressing/noun;gehalveerd/adj;schijf_DIM/noun;tomaat/noun	4	deze/det;dressing/noun;gehalveerd/adj;schijf_DIM/noun;tomaat/noun	5	deze/det;dressing/noun;gehalveerd/adj;schijf_DIM/noun;tomaat/noun	5	deze/det;dressing/noun;gehalveerd/adj;schijf_DIM/noun;tomaat/noun	5	dressing/noun;gehalveerd/adj;schijf_DIM/noun;tomaat/noun	4	dressing/noun;gehalveerd/adj;schijf_DIM/noun;tomaat/noun	4	dressing/noun;gehalveerd/adj;schijf_DIM/noun;tomaat/noun	4	deze/det;dressing/noun;gehalveerd/adj;schijf_DIM/noun;tomaat/noun	5	deze/det;dressing/noun;gehalveerd/adj;schijf_DIM/noun;tomaat/noun	5	deze/det;dressing/noun;gehalveerd/adj;schijf_DIM/noun;tomaat/noun	5
hemels/adj/de_morgen_20030613_01_7/135	financier/verb;gigantisch/adj;pot/noun;probleemloos/adj	4	financier/verb;gigantisch/adj;pot/noun;probleemloos/adj	4	financier/verb;gigantisch/adj;pot/noun;probleemloos/adj	4	al/det;financier/verb;gigantisch/adj;pot/noun;probleemloos/adj	5	al/det;financier/verb;gigantisch/adj;pot/noun;probleemloos/adj	5	al/det;financier/verb;gigantisch/adj;pot/noun;probleemloos/adj	5	financier/verb;probleemloos/adj	2	financier/verb;probleemloos/adj	2	financier/verb;probleemloos/adj	2	al/det;financier/verb;probleemloos/adj	3	al/det;financier/verb;probleemloos/adj	3	al/det;financier/verb;probleemloos/adj	3
hemels/adj/de_morgen_19990413_01_86/85	aanleiding/noun;blauw/noun;geef/verb;licht/adj;sluier/noun;spreek/verb;vlak_uit/verb;wit/adj	8	aanleiding/noun;blauw/noun;geef/verb;licht/adj;sluier/noun;spreek/verb;vlak_uit/verb;wit/adj	8	aanleiding/noun;blauw/noun;geef/verb;licht/adj;sluier/noun;spreek/verb;vlak_uit/verb;wit/adj	8	aanleiding/noun;blauw/noun;die/pron;geef/verb;het/det;licht/adj;sluier/noun;spreek/verb;tot/prep;vlak_uit/verb;wit/adj	11	aanleiding/noun;blauw/noun;die/pron;geef/verb;het/det;licht/adj;sluier/noun;spreek/verb;tot/prep;vlak_uit/verb;wit/adj	11	aanleiding/noun;blauw/noun;die/pron;geef/verb;het/det;licht/adj;sluier/noun;spreek/verb;tot/prep;vlak_uit/verb;wit/adj	11	blauw/noun;licht/adj;sluier/noun;spreek/verb;vlak_uit/verb	5	blauw/noun;licht/adj;sluier/noun;spreek/verb;vlak_uit/verb	5	blauw/noun;licht/adj;sluier/noun;spreek/verb;vlak_uit/verb	5	blauw/noun;die/pron;het/det;licht/adj;sluier/noun;spreek/verb;vlak_uit/verb	7	blauw/noun;die/pron;het/det;licht/adj;sluier/noun;spreek/verb;vlak_uit/verb	7	blauw/noun;die/pron;het/det;licht/adj;sluier/noun;spreek/verb;vlak_uit/verb	7
hemels/adj/de_morgen_20041016_01_32/660	klassiek/adj	1	klassiek/adj	1	klassiek/adj	1	een/det;het/det;klassiek/adj;maar/adv	4	een/det;het/det;klassiek/adj;maar/adv	4	een/det;het/det;klassiek/adj;maar/adv	4	klassiek/adj	1	klassiek/adj	1	klassiek/adj	1	een/det;het/det;klassiek/adj;maar/adv	4	een/det;het/det;klassiek/adj;maar/adv	4	een/det;het/det;klassiek/adj;maar/adv	4
hemels/adj/de_morgen_20000301_01_12/714	aards/adj;christendom/noun;natuur/noun;staat/noun;vervul/verb	5	aards/adj;christendom/noun;natuur/noun;staat/noun;vervul/verb	5	aards/adj;christendom/noun;natuur/noun;staat/noun;vervul/verb	5	aards/adj;christendom/noun;een/det;het/det;naar/prep;natuur/noun;staat/noun;vervul/verb	8	aards/adj;christendom/noun;een/det;het/det;naar/prep;natuur/noun;staat/noun;vervul/verb	8	aards/adj;christendom/noun;een/det;het/det;naar/prep;natuur/noun;staat/noun;vervul/verb	8	staat/noun	1	staat/noun	1	staat/noun	1	een/det;het/det;staat/noun	3	een/det;het/det;staat/noun	3	een/det;het/det;staat/noun	3
hemels/adj/de_morgen_20031223_01_22/47	aarde/noun;een/adj;keer_terug/verb;knap/adj;of/adj	5	aarde/noun;een/adj;keer_terug/verb;knap/adj;of/adj	5	aarde/noun;een/adj;keer_terug/verb;knap/adj;of/adj	5	aarde/noun;als/prep;door/prep;een/adj;een/det;keer_terug/verb;knap/adj;naar/prep;of/adj	9	aarde/noun;als/prep;door/prep;een/adj;een/det;keer_terug/verb;knap/adj;naar/prep;of/adj	9	aarde/noun;als/prep;door/prep;een/adj;een/det;keer_terug/verb;knap/adj;naar/prep;of/adj	9	een/adj;keer_terug/verb;of/adj	3	een/adj;keer_terug/verb;of/adj	3	een/adj;keer_terug/verb;of/adj	3	door/prep;een/adj;keer_terug/verb;naar/prep;of/adj	5	door/prep;een/adj;keer_terug/verb;naar/prep;of/adj	5	door/prep;een/adj;keer_terug/verb;naar/prep;of/adj	5
hemels/adj/de_morgen_20040515_01_168/74	kan_terecht/verb;klink/adj	2	kan_terecht/verb;klink/adj	2	kan_terecht/verb;klink/adj	2	diezelfde/det;kan_terecht/verb;klink/adj;terecht/part;u/pron	5	diezelfde/det;kan_terecht/verb;klink/adj;terecht/part;u/pron	5	diezelfde/det;kan_terecht/verb;klink/adj;terecht/part;u/pron	5	klink/adj	1	klink/adj	1	klink/adj	1	diezelfde/det;klink/adj;terecht/part	3	diezelfde/det;klink/adj;terecht/part	3	diezelfde/det;klink/adj;terecht/part	3
hemels/adj/de_morgen_20040918_01_93/1335	code_woord/noun;ijsje/noun	2	code_woord/noun;ijsje/noun	2	code_woord/noun;ijsje/noun	2	code_woord/noun;het/det;ijsje/noun	3	code_woord/noun;het/det;ijsje/noun	3	code_woord/noun;het/det;ijsje/noun	3		0		0		0		0		0		0
hemels/adj/de_morgen_20030507_01_150/379	hels/adj	1	hels/adj	1	hels/adj	1	deze/det;dit/det;hels/adj;het/det	4	deze/det;dit/det;hels/adj;het/det	4	deze/det;dit/det;hels/adj;het/det	4	hels/adj	1	hels/adj	1	hels/adj	1	dit/det;hels/adj;het/det	3	dit/det;hels/adj;het/det	3	dit/det;hels/adj;het/det	3
hemels/adj/de_morgen_19990227_01_34/85	gewaad/noun;uniek/adj;verzameling/noun	3	gewaad/noun;uniek/adj;verzameling/noun	3	gewaad/noun;uniek/adj;verzameling/noun	3	een/det;gewaad/noun;uniek/adj;verzameling/noun	4	een/det;gewaad/noun;uniek/adj;verzameling/noun	4	een/det;gewaad/noun;uniek/adj;verzameling/noun	4	gewaad/noun	1	gewaad/noun	1	gewaad/noun	1	gewaad/noun	1	gewaad/noun	1	gewaad/noun	1
hemels/adj/de_morgen_19990315_01_102/926	geschenk/noun;onverwacht/adj	2	geschenk/noun;onverwacht/adj	2	geschenk/noun;onverwacht/adj	2	als/prep;dan/adv;die/det;een/det;geschenk/noun;onverwacht/adj	6	als/prep;dan/adv;die/det;een/det;geschenk/noun;onverwacht/adj	6	als/prep;dan/adv;die/det;een/det;geschenk/noun;onverwacht/adj	6	geschenk/noun	1	geschenk/noun	1	geschenk/noun	1	als/prep;een/det;geschenk/noun	3	als/prep;een/det;geschenk/noun	3	als/prep;een/det;geschenk/noun	3
hemels/adj/de_standaard_20011207_01_115/208	charmant/adj;klank/noun;lichtvoetige/adj;plezier/noun;versie/noun	5	charmant/adj;klank/noun;lichtvoetige/adj;plezier/noun;versie/noun	5	charmant/adj;klank/noun;lichtvoetige/adj;plezier/noun;versie/noun	5	charmant/adj;een/det;klank/noun;lichtvoetige/adj;plezier/noun;versie/noun	6	charmant/adj;een/det;klank/noun;lichtvoetige/adj;plezier/noun;versie/noun	6	charmant/adj;een/det;klank/noun;lichtvoetige/adj;plezier/noun;versie/noun	6	klank/noun;plezier/noun	2	klank/noun;plezier/noun	2	klank/noun;plezier/noun	2	een/det;klank/noun;plezier/noun	3	een/det;klank/noun;plezier/noun	3	een/det;klank/noun;plezier/noun	3
hemels/adj/de_standaard_19991028_01_98/2165	aards/adj;gestalte/noun	2	aards/adj;gestalte/noun	2	aards/adj;gestalte/noun	2	aards/adj;gestalte/noun	2	aards/adj;gestalte/noun	2	aards/adj;gestalte/noun	2		0		0		0		0		0		0
hemels/adj/de_standaard_20000606_01_110/261	helderheid/noun	1	helderheid/noun	1	helderheid/noun	1	die/pron;helderheid/noun	2	die/pron;helderheid/noun	2	die/pron;helderheid/noun	2	helderheid/noun	1	helderheid/noun	1	helderheid/noun	1	die/pron;helderheid/noun	2	die/pron;helderheid/noun	2	die/pron;helderheid/noun	2
hemels/adj/de_standaard_20010920_01_75/234	flits/noun;montage/noun;razendsnel/adj;scherp/adj;volg_opeen/adj	5	flits/noun;montage/noun;razendsnel/adj;scherp/adj;volg_opeen/adj	5	flits/noun;montage/noun;razendsnel/adj;scherp/adj;volg_opeen/adj	5	die/pron;door/prep;een/det;flits/noun;het/det;montage/noun;razendsnel/adj;scherp/adj;volg_opeen/adj	9	die/pron;door/prep;een/det;flits/noun;het/det;montage/noun;razendsnel/adj;scherp/adj;volg_opeen/adj	9	die/pron;door/prep;een/det;flits/noun;het/det;montage/noun;razendsnel/adj;scherp/adj;volg_opeen/adj	9	flits/noun;razendsnel/adj;scherp/adj	3	flits/noun;razendsnel/adj;scherp/adj	3	flits/noun;razendsnel/adj;scherp/adj	3	door/prep;een/det;flits/noun;het/det;razendsnel/adj;scherp/adj	6	door/prep;een/det;flits/noun;het/det;razendsnel/adj;scherp/adj	6	door/prep;een/det;flits/noun;het/det;razendsnel/adj;scherp/adj	6
hemels/adj/de_standaard_20031220_01_111/823	compassie/noun;hoeksteen/noun;metafoor/noun;republiek/noun;wereld/noun	5	compassie/noun;hoeksteen/noun;metafoor/noun;republiek/noun;wereld/noun	5	compassie/noun;hoeksteen/noun;metafoor/noun;republiek/noun;wereld/noun	5	als/prep;compassie/noun;deze/det;een/det;hoeksteen/noun;metafoor/noun;republiek/noun;wereld/noun;zijn/det	9	als/prep;compassie/noun;deze/det;een/det;hoeksteen/noun;metafoor/noun;republiek/noun;wereld/noun;zijn/det	9	als/prep;compassie/noun;deze/det;een/det;hoeksteen/noun;metafoor/noun;republiek/noun;wereld/noun;zijn/det	9	hoeksteen/noun;metafoor/noun;republiek/noun	3	hoeksteen/noun;metafoor/noun;republiek/noun	3	hoeksteen/noun;metafoor/noun;republiek/noun	3	een/det;hoeksteen/noun;metafoor/noun;republiek/noun;zijn/det	5	een/det;hoeksteen/noun;metafoor/noun;republiek/noun;zijn/det	5	een/det;hoeksteen/noun;metafoor/noun;republiek/noun;zijn/det	5
hemels/adj/de_standaard_19990331_01_7/1475	aards/adj;rijm/verb	2	aards/adj;rijm/verb	2	aards/adj;rijm/verb	2	aards/adj;het/det;met/prep;rijm/verb	4	aards/adj;het/det;met/prep;rijm/verb	4	aards/adj;het/det;met/prep;rijm/verb	4	aards/adj;rijm/verb	2	aards/adj;rijm/verb	2	aards/adj;rijm/verb	2	aards/adj;het/det;met/prep;rijm/verb	4	aards/adj;het/det;met/prep;rijm/verb	4	aards/adj;het/det;met/prep;rijm/verb	4
hemels/adj/de_standaard_20040726_01_44/411	heers/verb;sereen/adj;stilte/noun;weerklink/verb	4	heers/verb;sereen/adj;stilte/noun;weerklink/verb	4	heers/verb;sereen/adj;stilte/noun;weerklink/verb	4	heers/verb;sereen/adj;stilte/noun;weerklink/verb	4	heers/verb;sereen/adj;stilte/noun;weerklink/verb	4	heers/verb;sereen/adj;stilte/noun;weerklink/verb	4	weerklink/verb	1	weerklink/verb	1	weerklink/verb	1	weerklink/verb	1	weerklink/verb	1	weerklink/verb	1
hemels/adj/de_standaard_20040417_01_115/1536	autoritair/adj;menselijk/adj;tegelijk/adj;uiterst/adj;zing/verb	5	autoritair/adj;menselijk/adj;tegelijk/adj;uiterst/adj;zing/verb	5	autoritair/adj;menselijk/adj;tegelijk/adj;uiterst/adj;zing/verb	5	autoritair/adj;een/det;menselijk/adj;tegelijk/adj;uiterst/adj;zing/verb	6	autoritair/adj;een/det;menselijk/adj;tegelijk/adj;uiterst/adj;zing/verb	6	autoritair/adj;een/det;menselijk/adj;tegelijk/adj;uiterst/adj;zing/verb	6	menselijk/adj;tegelijk/adj;uiterst/adj;zing/verb	4	menselijk/adj;tegelijk/adj;uiterst/adj;zing/verb	4	menselijk/adj;tegelijk/adj;uiterst/adj;zing/verb	4	een/det;menselijk/adj;tegelijk/adj;uiterst/adj;zing/verb	5	een/det;menselijk/adj;tegelijk/adj;uiterst/adj;zing/verb	5	een/det;menselijk/adj;tegelijk/adj;uiterst/adj;zing/verb	5
hemels/adj/de_standaard_20011019_01_5/84	gerecht/noun;keuken/noun;leid/verb;palet/noun	4	gerecht/noun;keuken/noun;leid/verb;palet/noun	4	gerecht/noun;keuken/noun;leid/verb;palet/noun	4	een/det;gerecht/noun;keuken/noun;leid/verb;palet/noun;tot/prep	6	een/det;gerecht/noun;keuken/noun;leid/verb;palet/noun;tot/prep	6	een/det;gerecht/noun;keuken/noun;leid/verb;palet/noun;tot/prep	6	gerecht/noun;leid/verb;palet/noun	3	gerecht/noun;leid/verb;palet/noun	3	gerecht/noun;leid/verb;palet/noun	3	een/det;gerecht/noun;leid/verb;palet/noun;tot/prep	5	een/det;gerecht/noun;leid/verb;palet/noun;tot/prep	5	een/det;gerecht/noun;leid/verb;palet/noun;tot/prep	5
