_id	_cws.blik.foc10.nav.ppmi_weight.bound	_count.blik.foc10.nav.ppmi_weight.bound	_cws.blik.foc10.nav.ppmi_sel.bound	_count.blik.foc10.nav.ppmi_sel.bound	_cws.blik.foc10.nav.no_ppmi.bound	_count.blik.foc10.nav.no_ppmi.bound	_cws.blik.foc10.all.ppmi_weight.bound	_count.blik.foc10.all.ppmi_weight.bound	_cws.blik.foc10.all.ppmi_sel.bound	_count.blik.foc10.all.ppmi_sel.bound	_cws.blik.foc10.all.no_ppmi.bound	_count.blik.foc10.all.no_ppmi.bound	_cws.blik.foc5.nav.ppmi_weight.bound	_count.blik.foc5.nav.ppmi_weight.bound	_cws.blik.foc5.nav.ppmi_sel.bound	_count.blik.foc5.nav.ppmi_sel.bound	_cws.blik.foc5.nav.no_ppmi.bound	_count.blik.foc5.nav.no_ppmi.bound	_cws.blik.foc5.all.ppmi_weight.bound	_count.blik.foc5.all.ppmi_weight.bound	_cws.blik.foc5.all.ppmi_sel.bound	_count.blik.foc5.all.ppmi_sel.bound	_cws.blik.foc5.all.no_ppmi.bound	_count.blik.foc5.all.no_ppmi.bound
blik/noun/de_morgen_20030123_01_25/476	collega/noun;entree/noun;oog/noun;vraag/adj;zie/verb	5	collega/noun;entree/noun;oog/noun;vraag/adj;zie/verb	5	collega/noun;entree/noun;maak/verb;oog/noun;vraag/adj;zie/verb	6	collega/noun;de/det;entree/noun;ik/pron;mijn/det;oog/noun;vraag/adj;zie/verb	8	collega/noun;de/det;entree/noun;ik/pron;mijn/det;oog/noun;vraag/adj;zie/verb	8	collega/noun;de/det;entree/noun;er/adv;ik/pron;in/prep;maak/verb;mijn/det;oog/noun;van/prep;vraag/adj;zie/verb	12	oog/noun;vraag/adj;zie/verb	3	oog/noun;vraag/adj;zie/verb	3	oog/noun;vraag/adj;zie/verb	3	de/det;ik/pron;mijn/det;oog/noun;vraag/adj;zie/verb	6	de/det;ik/pron;mijn/det;oog/noun;vraag/adj;zie/verb	6	de/det;ik/pron;in/prep;mijn/det;oog/noun;van/prep;vraag/adj;zie/verb	8
blik/noun/de_morgen_20010613_01_49/441	uithangbord/noun;voorbijganger/noun	2	uithangbord/noun;voorbijganger/noun	2	uithangbord/noun;voorbijganger/noun	2	de/det;die/pron;uithangbord/noun;voorbijganger/noun	4	de/det;die/pron;uithangbord/noun;voorbijganger/noun	4	als/prep;de/det;die/pron;uithangbord/noun;van/prep;voorbijganger/noun	6	voorbijganger/noun	1	voorbijganger/noun	1	voorbijganger/noun	1	de/det;die/pron;voorbijganger/noun	3	de/det;die/pron;voorbijganger/noun	3	de/det;die/pron;voorbijganger/noun	3
blik/noun/de_morgen_20030329_01_153/466	probeer/verb	1	probeer/verb	1	heb/verb;mens/noun;probeer/verb;werk/verb	4	de/det;ik/pron;met/prep;probeer/verb	4	de/det;ik/pron;met/prep;probeer/verb	4	de/det;heb/verb;ik/pron;mens/noun;met/prep;probeer/verb;toch/adv;van/prep;werk/verb	9	probeer/verb	1	probeer/verb	1	mens/noun;probeer/verb	2	de/det;met/prep;probeer/verb	3	de/det;met/prep;probeer/verb	3	de/det;mens/noun;met/prep;probeer/verb;van/prep	5
blik/noun/de_morgen_20040909_01_50/705	wend_af/verb	1	wend_af/verb	1	ben/verb;veel/adj;wend_af/verb	3	de/det;wend_af/verb;zo/adv	3	de/det;wend_af/verb;zo/adv	3	ben/verb;dat/det;de/det;veel/adj;wend_af/verb;zo/adv	6	wend_af/verb	1	wend_af/verb	1	ben/verb;veel/adj;wend_af/verb	3	de/det;wend_af/verb;zo/adv	3	de/det;wend_af/verb;zo/adv	3	ben/verb;de/det;veel/adj;wend_af/verb;zo/adv	5
blik/noun/de_morgen_20001028_01_144/491	dan_pas_DIM/noun;denk/verb;eeuwig/adj;guitig/adj;jolig/adj	5	dan_pas_DIM/noun;denk/verb;eeuwig/adj;guitig/adj;jolig/adj	5	dan_pas_DIM/noun;denk/verb;doe/verb;eeuwig/adj;guitig/adj;jolig/adj	6	dan_pas_DIM/noun;de/det;denk/verb;eeuwig/adj;guitig/adj;jolig/adj;ze/pron	7	dan_pas_DIM/noun;de/det;denk/verb;eeuwig/adj;guitig/adj;jolig/adj;ze/pron	7	aan/prep;dan_pas_DIM/noun;de/det;denk/verb;doe/verb;eeuwig/adj;guitig/adj;herhaaldelijk/adv;jolig/adj;ze/pron	10	dan_pas_DIM/noun;eeuwig/adj;guitig/adj	3	dan_pas_DIM/noun;eeuwig/adj;guitig/adj	3	dan_pas_DIM/noun;doe/verb;eeuwig/adj;guitig/adj	4	dan_pas_DIM/noun;eeuwig/adj;guitig/adj;ze/pron	4	dan_pas_DIM/noun;eeuwig/adj;guitig/adj;ze/pron	4	aan/prep;dan_pas_DIM/noun;doe/verb;eeuwig/adj;guitig/adj;herhaaldelijk/adv;ze/pron	7
blik/noun/de_standaard_20000120_01_64/28	duizel/verb;voel/verb;werp/verb	3	duizel/verb;voel/verb;werp/verb	3	Amerikaans/adj;duizel/verb;internet_bedrijf/noun;mens/noun;voel/verb;werp/verb	6	de/det;die/pron;duizel/verb;een/det;op/prep;voel/verb;werp/verb;ze/pron	8	de/det;die/pron;duizel/verb;een/det;op/prep;voel/verb;werp/verb;ze/pron	8	Amerikaans/adj;al/adv;de/det;die/pron;duizel/verb;een/det;het/det;internet_bedrijf/noun;mens/noun;op/prep;van/prep;voel/verb;werp/verb;ze/pron	14	duizel/verb;voel/verb;werp/verb	3	duizel/verb;voel/verb;werp/verb	3	duizel/verb;voel/verb;werp/verb	3	de/det;duizel/verb;een/det;op/prep;voel/verb;werp/verb;ze/pron	7	de/det;duizel/verb;een/det;op/prep;voel/verb;werp/verb;ze/pron	7	de/det;duizel/verb;een/det;op/prep;van/prep;voel/verb;werp/verb;ze/pron	8
blik/noun/de_standaard_20000427_01_84/551	begerig/adj;hoofd/noun;vlinder/noun;volg/verb;zit/verb	5	begerig/adj;hoofd/noun;vlinder/noun;volg/verb;zit/verb	5	begerig/adj;ga/verb;hoofd/noun;vlinder/noun;volg/verb;zit/verb	6	begerig/adj;de/det;die/det;door/prep;een/det;hij/pron;hoofd/noun;met/prep;vlinder/noun;volg/verb;weer/adv;zijn/det;zit/verb	13	begerig/adj;de/det;die/det;door/prep;een/det;hij/pron;hoofd/noun;met/prep;vlinder/noun;volg/verb;weer/adv;zijn/det;zit/verb	13	begerig/adj;de/det;die/det;door/prep;een/det;ga/verb;het/det;hij/pron;hoofd/noun;met/prep;vlinder/noun;volg/verb;weer/adv;zijn/det;zit/verb	15	begerig/adj;hoofd/noun;vlinder/noun;volg/verb	4	begerig/adj;hoofd/noun;vlinder/noun;volg/verb	4	begerig/adj;hoofd/noun;vlinder/noun;volg/verb	4	begerig/adj;de/det;een/det;hij/pron;hoofd/noun;met/prep;vlinder/noun;volg/verb	8	begerig/adj;de/det;een/det;hij/pron;hoofd/noun;met/prep;vlinder/noun;volg/verb	8	begerig/adj;de/det;een/det;hij/pron;hoofd/noun;met/prep;vlinder/noun;volg/verb	8
blik/noun/de_standaard_20041112_01_66/427	hoef/verb;instrument/noun;kijk/verb;tegelijk/adj;wend_af/verb;zie/verb	6	hoef/verb;instrument/noun;kijk/verb;tegelijk/adj;wend_af/verb;zie/verb	6	blijf/verb;hoef/verb;instrument/noun;kan/verb;kijk/verb;tegelijk/adj;wend_af/verb;zie/verb	8	af/part;buiten/adv;die/det;hoef/verb;instrument/noun;kijk/verb;naar/prep;tegelijk/adj;wend_af/verb;zie/verb;zijn/det	11	af/part;buiten/adv;die/det;hoef/verb;instrument/noun;kijk/verb;naar/prep;tegelijk/adj;wend_af/verb;zie/verb;zijn/det	11	af/part;blijf/verb;buiten/adv;die/det;hoef/verb;instrument/noun;kan/verb;kijk/verb;naar/prep;niet/adv;tegelijk/adj;wend_af/verb;zie/verb;zijn/det	14	hoef/verb;kijk/verb;wend_af/verb	3	hoef/verb;kijk/verb;wend_af/verb	3	blijf/verb;hoef/verb;kan/verb;kijk/verb;wend_af/verb	5	af/part;hoef/verb;kijk/verb;wend_af/verb	4	af/part;hoef/verb;kijk/verb;wend_af/verb	4	af/part;blijf/verb;hoef/verb;kan/verb;kijk/verb;niet/adv;wend_af/verb	7
blik/noun/de_standaard_20000503_01_1/296	probeer/verb;voorstelling/noun	2	probeer/verb;voorstelling/noun	2	eigen_toe/verb;probeer/verb;voorstelling/noun	3	hij/pron;hun/det;probeer/verb;toe/part;voorstelling/noun;zich/pron;zijn/det	7	hij/pron;hun/det;probeer/verb;toe/part;voorstelling/noun;zich/pron;zijn/det	7	eigen_toe/verb;hij/pron;hun/det;in/prep;mee/adv;ook/adv;probeer/verb;toe/part;voorstelling/noun;zich/pron;zijn/det	11	probeer/verb	1	probeer/verb	1	eigen_toe/verb;probeer/verb	2	hij/pron;hun/det;probeer/verb;toe/part;zich/pron	5	hij/pron;hun/det;probeer/verb;toe/part;zich/pron	5	eigen_toe/verb;hij/pron;hun/det;ook/adv;probeer/verb;toe/part;zich/pron	7
blik/noun/de_standaard_19991211_01_59/353	prijs/verb;sta/verb	2	prijs/verb;sta/verb	2	ben/verb;frank/noun;prijs/verb;sta/verb;tijd/noun	5	de/det;plaats/prep;prijs/verb;sta/verb;zo'n/det	5	de/det;plaats/prep;prijs/verb;sta/verb;zo'n/det	5	ben/verb;de/det;frank/noun;het/det;in/prep;plaats/prep;prijs/verb;sta/verb;tijd/noun;van/prep;zo'n/det	11	prijs/verb;sta/verb	2	prijs/verb;sta/verb	2	ben/verb;prijs/verb;sta/verb;tijd/noun	4	de/det;prijs/verb;sta/verb;zo'n/det	4	de/det;prijs/verb;sta/verb;zo'n/det	4	ben/verb;de/det;in/prep;prijs/verb;sta/verb;tijd/noun;zo'n/det	7
blik/noun/de_standaard_20020322_01_5/267	erwt/noun;gekwetst/adj;keer/verb	3	erwt/noun;gekwetst/adj;keer/verb	3	erwt/noun;gekwetst/adj;keer/verb;wortel/noun	4	een/det;erwt/noun;gekwetst/adj;ik/pron;keer/verb;met/prep;weer/adv	7	een/det;erwt/noun;gekwetst/adj;ik/pron;keer/verb;met/prep;weer/adv	7	een/det;erwt/noun;gekwetst/adj;ik/pron;keer/verb;met/prep;weer/adv;wortel/noun	8	erwt/noun	1	erwt/noun	1	erwt/noun;wortel/noun	2	een/det;erwt/noun;met/prep	3	een/det;erwt/noun;met/prep	3	een/det;erwt/noun;met/prep;wortel/noun	4
blik/noun/de_standaard_20000830_01_97/1157	mama/noun;vertederd/adj	2	mama/noun;vertederd/adj	2	krijg/verb;mama/noun;vertederd/adj	3	af/adv;een/det;en/adv;mama/noun;met/prep;toe/adv;vertederd/adj;zijn/det	8	af/adv;een/det;en/adv;mama/noun;met/prep;toe/adv;vertederd/adj;zijn/det	8	af/adv;een/det;en/adv;krijg/verb;mama/noun;met/prep;toe/adv;van/prep;vertederd/adj;zijn/det	10	mama/noun;vertederd/adj	2	mama/noun;vertederd/adj	2	mama/noun;vertederd/adj	2	af/adv;een/det;en/adv;mama/noun;toe/adv;vertederd/adj;zijn/det	7	af/adv;een/det;en/adv;mama/noun;toe/adv;vertederd/adj;zijn/det	7	af/adv;een/det;en/adv;mama/noun;toe/adv;van/prep;vertederd/adj;zijn/det	8
blik/noun/de_standaard_20010426_01_105/365	affiche/noun;diepzinnig/adj;foto/noun;gevel/noun;paard/noun;toon/verb	6	affiche/noun;diepzinnig/adj;foto/noun;gevel/noun;paard/noun;toon/verb	6	affiche/noun;diepzinnig/adj;foto/noun;gevel/noun;paard/noun;toon/verb	6	affiche/noun;de/det;diepzinnig/adj;een/det;foto/noun;gevel/noun;paard/noun;toon/verb	8	affiche/noun;de/det;diepzinnig/adj;een/det;foto/noun;gevel/noun;paard/noun;toon/verb	8	aan/prep;affiche/noun;de/det;diepzinnig/adj;een/det;foto/noun;gevel/noun;paard/noun;toon/verb;van/prep	10	affiche/noun;diepzinnig/adj;foto/noun;paard/noun;toon/verb	5	affiche/noun;diepzinnig/adj;foto/noun;paard/noun;toon/verb	5	affiche/noun;diepzinnig/adj;foto/noun;paard/noun;toon/verb	5	affiche/noun;de/det;diepzinnig/adj;foto/noun;paard/noun;toon/verb	6	affiche/noun;de/det;diepzinnig/adj;foto/noun;paard/noun;toon/verb	6	affiche/noun;de/det;diepzinnig/adj;foto/noun;paard/noun;toon/verb;van/prep	7
blik/noun/de_standaard_19991009_01_135/2751	sla_neer/verb	1	sla_neer/verb	1	sla_neer/verb;vroeg/adj	2	altijd/adv;ik/pron;mijn/det;neer/part;sla_neer/verb	5	altijd/adv;ik/pron;mijn/det;neer/part;sla_neer/verb	5	altijd/adv;ik/pron;mijn/det;neer/part;sla_neer/verb;vroeg/adj	6	sla_neer/verb	1	sla_neer/verb	1	sla_neer/verb;vroeg/adj	2	altijd/adv;ik/pron;mijn/det;neer/part;sla_neer/verb	5	altijd/adv;ik/pron;mijn/det;neer/part;sla_neer/verb	5	altijd/adv;ik/pron;mijn/det;neer/part;sla_neer/verb;vroeg/adj	6
blik/noun/de_standaard_20021025_01_60/275	hautain/adj;midden/noun;schuif/verb	3	hautain/adj;midden/noun;schuif/verb	3	hautain/adj;midden/noun;plaats/noun;schal/verb;schuif/verb	5	een/det;hardop/adv;hautain/adj;hun/det;met/prep;midden/noun;naar/prep;schuif/verb;ze/pron	9	een/det;hardop/adv;hautain/adj;hun/det;met/prep;midden/noun;naar/prep;schuif/verb;ze/pron	9	een/det;hardop/adv;hautain/adj;het/det;hun/det;in/prep;met/prep;midden/noun;naar/prep;plaats/noun;schal/verb;schuif/verb;uiteraard/adv;ze/pron	14	hautain/adj;schuif/verb	2	hautain/adj;schuif/verb	2	hautain/adj;plaats/noun;schuif/verb	3	een/det;hardop/adv;hautain/adj;hun/det;met/prep;naar/prep;schuif/verb;ze/pron	8	een/det;hardop/adv;hautain/adj;hun/det;met/prep;naar/prep;schuif/verb;ze/pron	8	een/det;hardop/adv;hautain/adj;hun/det;met/prep;naar/prep;plaats/noun;schuif/verb;ze/pron	9
blik/noun/de_standaard_19990616_01_56/284	herken/verb;intelligent/adj;outfit/noun;zwart/adj	4	herken/verb;intelligent/adj;outfit/noun;zwart/adj	4	herken/verb;intelligent/adj;outfit/noun;zwart/adj	4	herken/verb;hun/det;intelligent/adj;je/pron;outfit/noun;ze/pron;zwart/adj	7	herken/verb;hun/det;intelligent/adj;je/pron;outfit/noun;ze/pron;zwart/adj	7	aan/prep;herken/verb;hun/det;intelligent/adj;je/pron;outfit/noun;ze/pron;zwart/adj	8	herken/verb;intelligent/adj;outfit/noun;zwart/adj	4	herken/verb;intelligent/adj;outfit/noun;zwart/adj	4	herken/verb;intelligent/adj;outfit/noun;zwart/adj	4	herken/verb;hun/det;intelligent/adj;outfit/noun;ze/pron;zwart/adj	6	herken/verb;hun/det;intelligent/adj;outfit/noun;ze/pron;zwart/adj	6	aan/prep;herken/verb;hun/det;intelligent/adj;outfit/noun;ze/pron;zwart/adj	7
blik/noun/de_standaard_20000718_01_67/187	doordringend/adj;ruw/adj	2	doordringend/adj;ruw/adj	2	berucht/adj;doe/verb;doordringend/adj;manier/noun;ruw/adj;val_uit/verb;welvaart_staat/noun	7	de/det;doordringend/adj;naar/prep;ruw/adj;zijn/det	5	de/det;doordringend/adj;naar/prep;ruw/adj;zijn/det	5	berucht/adj;de/det;doe/verb;doordringend/adj;manier/noun;naar/prep;ruw/adj;val_uit/verb;van/prep;wegens/prep;welvaart_staat/noun;zijn/det	12	doordringend/adj;ruw/adj	2	doordringend/adj;ruw/adj	2	doordringend/adj;manier/noun;ruw/adj;welvaart_staat/noun	4	de/det;doordringend/adj;ruw/adj;zijn/det	4	de/det;doordringend/adj;ruw/adj;zijn/det	4	de/det;doordringend/adj;manier/noun;ruw/adj;van/prep;welvaart_staat/noun;zijn/det	7
blik/noun/de_standaard_20011222_01_22/196	kritisch/adj;speelgoed/noun;werp/verb	3	kritisch/adj;speelgoed/noun;werp/verb	3	electronisch/adj;kritisch/adj;speelgoed/noun;werp/verb	4	een/det;kritisch/adj;op/prep;speelgoed/noun;werp/verb	5	een/det;kritisch/adj;op/prep;speelgoed/noun;werp/verb	5	een/det;electronisch/adj;kritisch/adj;op/prep;speelgoed/noun;werp/verb	6	kritisch/adj;speelgoed/noun;werp/verb	3	kritisch/adj;speelgoed/noun;werp/verb	3	electronisch/adj;kritisch/adj;speelgoed/noun;werp/verb	4	een/det;kritisch/adj;op/prep;speelgoed/noun;werp/verb	5	een/det;kritisch/adj;op/prep;speelgoed/noun;werp/verb	5	een/det;electronisch/adj;kritisch/adj;op/prep;speelgoed/noun;werp/verb	6
blik/noun/de_standaard_19990708_01_71/1215	mannelijk/adj;ongegeneerd/adj;vrouw/noun;zuster/noun	4	mannelijk/adj;ongegeneerd/adj;vrouw/noun;zuster/noun	4	ben/verb;mannelijk/adj;ongegeneerd/adj;samen/adj;vrouw/noun;zuster/noun	6	hun/det;mannelijk/adj;met/prep;ongegeneerd/adj;vrouw/noun;waar/adv;zichzelf/pron;zonder/prep;zuster/noun	9	hun/det;mannelijk/adj;met/prep;ongegeneerd/adj;vrouw/noun;waar/adv;zichzelf/pron;zonder/prep;zuster/noun	9	ben/verb;hun/det;mannelijk/adj;met/prep;ongegeneerd/adj;samen/adj;vrouw/noun;waar/adv;zichzelf/pron;zonder/prep;zuster/noun	11	mannelijk/adj;ongegeneerd/adj;zuster/noun	3	mannelijk/adj;ongegeneerd/adj;zuster/noun	3	ben/verb;mannelijk/adj;ongegeneerd/adj;zuster/noun	4	hun/det;mannelijk/adj;ongegeneerd/adj;zichzelf/pron;zonder/prep;zuster/noun	6	hun/det;mannelijk/adj;ongegeneerd/adj;zichzelf/pron;zonder/prep;zuster/noun	6	ben/verb;hun/det;mannelijk/adj;ongegeneerd/adj;zichzelf/pron;zonder/prep;zuster/noun	7
blik/noun/de_standaard_20010326_01_33/80	geef/verb	1	geef/verb	1	boekhouding/noun;geef/verb	2	de/det;een/det;geef/verb;op/prep	4	de/det;een/det;geef/verb;op/prep	4	boekhouding/noun;de/det;een/det;geef/verb;op/prep	5	geef/verb	1	geef/verb	1	boekhouding/noun;geef/verb	2	de/det;een/det;geef/verb;op/prep	4	de/det;een/det;geef/verb;op/prep	4	boekhouding/noun;de/det;een/det;geef/verb;op/prep	5
blik/noun/de_standaard_20001204_01_93/492	beweging/noun;binnenstebuiten/adj;dans/noun;keer/verb;kijker/noun	5	beweging/noun;binnenstebuiten/adj;dans/noun;keer/verb;kijker/noun	5	beweging/noun;binnenstebuiten/adj;dans/noun;keer/verb;kijker/noun	5	beweging/noun;binnenstebuiten/adj;dans/noun;de/det;een/det;keer/verb;kijker/noun;ze/pron	8	beweging/noun;binnenstebuiten/adj;dans/noun;de/det;een/det;keer/verb;kijker/noun;ze/pron	8	beweging/noun;binnenstebuiten/adj;dans/noun;de/det;een/det;immers/adv;in/prep;keer/verb;kijker/noun;mee/adv;van/prep;ze/pron	12	dans/noun;kijker/noun	2	dans/noun;kijker/noun	2	dans/noun;kijker/noun	2	dans/noun;de/det;kijker/noun	3	dans/noun;de/det;kijker/noun	3	dans/noun;de/det;in/prep;kijker/noun;van/prep	5
blik/noun/de_standaard_20031213_01_15/2613		0		0	heb/verb;initiatief/noun;omvangrijk/adj	3	een/det;hij/pron;maar/adv;met/prep;op/prep;zijn/det	6	een/det;hij/pron;maar/adv;met/prep;op/prep;zijn/det	6	een/det;heb/verb;het/det;hij/pron;initiatief/noun;maar/adv;met/prep;nu/adv;omvangrijk/adj;ook/adv;op/prep;zijn/det	12		0		0	heb/verb;omvangrijk/adj	2	een/det;hij/pron;met/prep;op/prep;zijn/det	5	een/det;hij/pron;met/prep;op/prep;zijn/det	5	een/det;heb/verb;hij/pron;met/prep;omvangrijk/adj;op/prep;zijn/det	7
blik/noun/de_standaard_20010928_01_147/292	bizar/adj;onvermijdelijk/adj;trek/verb	3	bizar/adj;onvermijdelijk/adj;trek/verb	3	afwezigheid/noun;ballet/noun;bizar/adj;onvermijdelijk/adj;trek/verb;word/verb	6	bizar/adj;de/det;je/det;naar/prep;onvermijdelijk/adj;trek/verb	6	bizar/adj;de/det;je/det;naar/prep;onvermijdelijk/adj;trek/verb	6	afwezigheid/noun;ballet/noun;bizar/adj;dat/det;de/det;je/det;naar/prep;onvermijdelijk/adj;trek/verb;van/prep;word/verb	11	bizar/adj;onvermijdelijk/adj	2	bizar/adj;onvermijdelijk/adj	2	ballet/noun;bizar/adj;onvermijdelijk/adj;word/verb	4	bizar/adj;je/det;naar/prep;onvermijdelijk/adj	4	bizar/adj;je/det;naar/prep;onvermijdelijk/adj	4	ballet/noun;bizar/adj;dat/det;je/det;naar/prep;onvermijdelijk/adj;van/prep;word/verb	8
blik/noun/de_standaard_20030125_01_80/1041	gids/noun;vermoeid/adj;vijftiger/noun	3	gids/noun;vermoeid/adj;vijftiger/noun	3	ben/verb;gids/noun;vermoeid/adj;vijftiger/noun	4	een/det;gids/noun;met/prep;mijn/det;vermoeid/adj;vijftiger/noun;wat/adv	7	een/det;gids/noun;met/prep;mijn/det;vermoeid/adj;vijftiger/noun;wat/adv	7	ben/verb;een/det;gids/noun;in/prep;met/prep;mijn/det;vermoeid/adj;vijftiger/noun;wat/adv	9	gids/noun;vermoeid/adj;vijftiger/noun	3	gids/noun;vermoeid/adj;vijftiger/noun	3	ben/verb;gids/noun;vermoeid/adj;vijftiger/noun	4	een/det;gids/noun;met/prep;mijn/det;vermoeid/adj;vijftiger/noun	6	een/det;gids/noun;met/prep;mijn/det;vermoeid/adj;vijftiger/noun	6	ben/verb;een/det;gids/noun;in/prep;met/prep;mijn/det;vermoeid/adj;vijftiger/noun	8
blik/noun/de_standaard_20001208_01_4/423	chef_kok/noun;ernstig/adj	2	chef_kok/noun;ernstig/adj	2	chef_kok/noun;ernstig/adj;ga/verb;werk/noun	4	chef_kok/noun;de/det;ernstig/adj;met/prep	4	chef_kok/noun;de/det;ernstig/adj;met/prep	4	aan/prep;chef_kok/noun;de/det;ernstig/adj;ga/verb;het/det;met/prep;werk/noun	8	chef_kok/noun;ernstig/adj	2	chef_kok/noun;ernstig/adj	2	chef_kok/noun;ernstig/adj;ga/verb;werk/noun	4	chef_kok/noun;de/det;ernstig/adj;met/prep	4	chef_kok/noun;de/det;ernstig/adj;met/prep	4	aan/prep;chef_kok/noun;de/det;ernstig/adj;ga/verb;het/det;met/prep;werk/noun	8
blik/noun/de_standaard_20030412_01_6/186	bedachtzaam/adj;bekijk/verb	2	bedachtzaam/adj;bekijk/verb	2	bedachtzaam/adj;bekijk/verb;intellectueel/noun	3	bedachtzaam/adj;bekijk/verb;de/det;een/det;met/prep	5	bedachtzaam/adj;bekijk/verb;de/det;een/det;met/prep	5	bedachtzaam/adj;bekijk/verb;de/det;een/det;intellectueel/noun;met/prep;van/prep	7	bedachtzaam/adj;bekijk/verb	2	bedachtzaam/adj;bekijk/verb	2	bedachtzaam/adj;bekijk/verb;intellectueel/noun	3	bedachtzaam/adj;bekijk/verb;de/det;een/det;met/prep	5	bedachtzaam/adj;bekijk/verb;de/det;een/det;met/prep	5	bedachtzaam/adj;bekijk/verb;de/det;een/det;intellectueel/noun;met/prep;van/prep	7
blik/noun/de_standaard_20020809_01_19/691	dood/verb;lang/adj;slagveld/noun	3	dood/verb;lang/adj;slagveld/noun	3	ben/verb;dood/verb;kan/verb;lang/adj;slagveld/noun	5	dood/verb;een/det;lang/adj;slagveld/noun	4	dood/verb;een/det;lang/adj;slagveld/noun	4	al/adv;ben/verb;dood/verb;een/det;het/det;kan/verb;lang/adj;slagveld/noun	8	dood/verb	1	dood/verb	1	ben/verb;dood/verb;kan/verb	3	dood/verb	1	dood/verb	1	ben/verb;dood/verb;het/det;kan/verb	4
blik/noun/de_standaard_19990424_01_30/636	geef/verb	1	geef/verb	1	geef/verb;kom_bij/adj;voorbeeld/noun	3	daar/adv;een/det;elk/det;geef/verb;me/pron	5	daar/adv;een/det;elk/det;geef/verb;me/pron	5	daar/adv;een/det;elk/det;geef/verb;in/prep;kom_bij/adj;me/pron;van/prep;voorbeeld/noun	9	geef/verb	1	geef/verb	1	geef/verb	1	daar/adv;elk/det;geef/verb;me/pron	4	daar/adv;elk/det;geef/verb;me/pron	4	daar/adv;elk/det;geef/verb;in/prep;me/pron	5
blik/noun/de_standaard_20000830_01_13/97	jaar_boek/noun	1	jaar_boek/noun	1	cd/noun;jaar_boek/noun;nieuw/adj	3	de/det;een/det;jaar_boek/noun	3	de/det;een/det;jaar_boek/noun	3	cd/noun;de/det;een/det;het/det;in/prep;jaar_boek/noun;nieuw/adj;van/prep	8	jaar_boek/noun	1	jaar_boek/noun	1	jaar_boek/noun	1	een/det;jaar_boek/noun	2	een/det;jaar_boek/noun	2	een/det;het/det;in/prep;jaar_boek/noun;van/prep	5
blik/noun/de_standaard_20030301_01_186/992	zit/verb	1	zit/verb	1	mens/noun;zit/verb	2	die/pron;een/det;met/prep;op/prep;ze/pron;zit/verb	6	die/pron;een/det;met/prep;op/prep;ze/pron;zit/verb	6	als/prep;die/pron;een/det;in/prep;mens/noun;met/prep;nog/det;op/prep;ze/pron;zit/verb	10	zit/verb	1	zit/verb	1	mens/noun;zit/verb	2	met/prep;zit/verb	2	met/prep;zit/verb	2	als/prep;in/prep;mens/noun;met/prep;zit/verb	5
blik/noun/de_standaard_20040511_01_64/42	fascinatie/noun;onbekend/adj;spreek/verb	3	fascinatie/noun;onbekend/adj;spreek/verb	3	fascinatie/noun;onbekend/adj;spreek/verb	3	een/det;fascinatie/noun;onbekend/adj;ons/det;spreek/verb;uit/prep	6	een/det;fascinatie/noun;onbekend/adj;ons/det;spreek/verb;uit/prep	6	een/det;fascinatie/noun;het/det;onbekend/adj;ons/det;spreek/verb;uit/prep;voor/prep	8	fascinatie/noun;onbekend/adj;spreek/verb	3	fascinatie/noun;onbekend/adj;spreek/verb	3	fascinatie/noun;onbekend/adj;spreek/verb	3	een/det;fascinatie/noun;onbekend/adj;ons/det;spreek/verb;uit/prep	6	een/det;fascinatie/noun;onbekend/adj;ons/det;spreek/verb;uit/prep	6	een/det;fascinatie/noun;het/det;onbekend/adj;ons/det;spreek/verb;uit/prep;voor/prep	8
blik/noun/de_standaard_20021221_01_67/98	lijst_DIM/noun	1	lijst_DIM/noun	1	lijst_DIM/noun;onvolledig/adj	2	een/det;lijst_DIM/noun;op/prep	3	een/det;lijst_DIM/noun;op/prep	3	een/det;het/det;lijst_DIM/noun;nog/adv;onvolledig/adj;op/prep;van/prep	7		0		0	onvolledig/adj	1	een/det;op/prep	2	een/det;op/prep	2	een/det;het/det;onvolledig/adj;op/prep	4
blik/noun/de_standaard_20010622_01_5/624	kleuter/noun;kwaad/adj	2	kleuter/noun;kwaad/adj	2	kleuter/noun;kwaad/adj	2	de/det;kleuter/noun;kwaad/adj	3	de/det;kleuter/noun;kwaad/adj	3	de/det;kleuter/noun;kwaad/adj;van/prep	4	kleuter/noun;kwaad/adj	2	kleuter/noun;kwaad/adj	2	kleuter/noun;kwaad/adj	2	de/det;kleuter/noun;kwaad/adj	3	de/det;kleuter/noun;kwaad/adj	3	de/det;kleuter/noun;kwaad/adj;van/prep	4
blik/noun/de_standaard_20011017_01_19/648	scherm/noun	1	scherm/noun	1	scherm/noun	1	achter/prep;de/det;een/det;scherm/noun	4	achter/prep;de/det;een/det;scherm/noun	4	achter/prep;de/det;een/det;scherm/noun;van/prep	5	scherm/noun	1	scherm/noun	1	scherm/noun	1	achter/prep;de/det;een/det;scherm/noun	4	achter/prep;de/det;een/det;scherm/noun	4	achter/prep;de/det;een/det;scherm/noun;van/prep	5
