_id	_cws.horde.foc10.nav.ppmi_weight.bound	_count.horde.foc10.nav.ppmi_weight.bound	_cws.horde.foc10.nav.ppmi_sel.bound	_count.horde.foc10.nav.ppmi_sel.bound	_cws.horde.foc10.nav.no_ppmi.bound	_count.horde.foc10.nav.no_ppmi.bound	_cws.horde.foc10.all.ppmi_weight.bound	_count.horde.foc10.all.ppmi_weight.bound	_cws.horde.foc10.all.ppmi_sel.bound	_count.horde.foc10.all.ppmi_sel.bound	_cws.horde.foc10.all.no_ppmi.bound	_count.horde.foc10.all.no_ppmi.bound	_cws.horde.foc5.nav.ppmi_weight.bound	_count.horde.foc5.nav.ppmi_weight.bound	_cws.horde.foc5.nav.ppmi_sel.bound	_count.horde.foc5.nav.ppmi_sel.bound	_cws.horde.foc5.nav.no_ppmi.bound	_count.horde.foc5.nav.no_ppmi.bound	_cws.horde.foc5.all.ppmi_weight.bound	_count.horde.foc5.all.ppmi_weight.bound	_cws.horde.foc5.all.ppmi_sel.bound	_count.horde.foc5.all.ppmi_sel.bound	_cws.horde.foc5.all.no_ppmi.bound	_count.horde.foc5.all.no_ppmi.bound
horde/noun/de_morgen_20021204_01_125/247	laat/verb;omring/verb;slaaf/noun;zwart/adj	4.0	laat/verb;omring/verb;slaaf/noun;zwart/adj	4.0	laat/verb;niets/noun;omring/verb;slaaf/noun;zwart/adj	5.0	door/prep;een/det;laat/verb;omring/verb;slaaf/noun;zich/pron;zwart/adj	7	door/prep;een/det;laat/verb;omring/verb;slaaf/noun;zich/pron;zwart/adj	7	door/prep;een/det;laat/verb;niet/adv;niets/noun;omring/verb;slaaf/noun;toch/adv;u/pron;voor/prep;zich/pron;zwart/adj	12	omring/verb;slaaf/noun;zwart/adj	3.0	omring/verb;slaaf/noun;zwart/adj	3.0	niets/noun;omring/verb;slaaf/noun;zwart/adj	4.0	door/prep;een/det;omring/verb;slaaf/noun;zwart/adj	5.0	door/prep;een/det;omring/verb;slaaf/noun;zwart/adj	5.0	door/prep;een/det;niets/noun;omring/verb;slaaf/noun;voor/prep;zwart/adj	7.0
horde/noun/de_morgen_20030319_01_104/416	laat/verb;ooien/noun;stink/adj;stuur_af/verb	4.0	laat/verb;ooien/noun;stink/adj;stuur_af/verb	4.0	gewoon/adj;heb/verb;laat/verb;ooien/noun;stink/adj;stuur_af/verb	6.0	de/det;die/pron;ik/pron;laat/verb;me/pron;ooien/noun;op/prep;stink/adj;stuur_af/verb	9	de/det;die/pron;ik/pron;laat/verb;me/pron;ooien/noun;op/prep;stink/adj;stuur_af/verb	9	de/det;die/pron;gewoon/adj;gisteren/adv;heb/verb;ik/pron;laat/verb;me/pron;ooien/noun;op/prep;stink/adj;stuur_af/verb;toch/adv;u/pron	14	ooien/noun;stink/adj;stuur_af/verb	3.0	ooien/noun;stink/adj;stuur_af/verb	3.0	ooien/noun;stink/adj;stuur_af/verb	3.0	de/det;die/pron;ik/pron;ooien/noun;stink/adj;stuur_af/verb	6.0	de/det;die/pron;ik/pron;ooien/noun;stink/adj;stuur_af/verb	6.0	de/det;die/pron;ik/pron;ooien/noun;stink/adj;stuur_af/verb	6.0
horde/noun/de_morgen_20030719_01_0/292	bos/noun;dame/noun;flikker/noun;word/verb;zit_achterna/verb	5.0	bos/noun;dame/noun;flikker/noun;word/verb;zit_achterna/verb	5.0	bos/noun;dame/noun;flikker/noun;wil/verb;word/verb;zit_achterna/verb	6.0	bos/noun;dame/noun;door/prep;een/det;flikker/noun;word/verb;zit_achterna/verb	7	bos/noun;dame/noun;door/prep;een/det;flikker/noun;word/verb;zit_achterna/verb	7	bos/noun;dame/noun;door/prep;een/det;flikker/noun;het/det;in/prep;wil/verb;word/verb;zijn/det;zit_achterna/verb	11	dame/noun;word/verb;zit_achterna/verb	3.0	dame/noun;word/verb;zit_achterna/verb	3.0	dame/noun;wil/verb;word/verb;zit_achterna/verb	4.0	dame/noun;door/prep;een/det;word/verb;zit_achterna/verb	5.0	dame/noun;door/prep;een/det;word/verb;zit_achterna/verb	5.0	dame/noun;door/prep;een/det;wil/verb;word/verb;zit_achterna/verb	6.0
horde/noun/de_morgen_20030916_01_91/116	champagne/noun;drink/verb;fotograaf/noun;gewillig/adj;klomp/noun;kom/verb;poseer/verb	7.0	champagne/noun;drink/verb;fotograaf/noun;gewillig/adj;klomp/noun;kom/verb;poseer/verb	7.0	champagne/noun;drink/verb;fotograaf/noun;gewillig/adj;klomp/noun;kom/verb;poseer/verb	7.0	champagne/noun;drink/verb;een/det;fotograaf/noun;gewillig/adj;klomp/noun;kom/verb;op/prep;poseer/verb;ze/pron	10	champagne/noun;drink/verb;een/det;fotograaf/noun;gewillig/adj;klomp/noun;kom/verb;op/prep;poseer/verb;ze/pron	10	champagne/noun;drink/verb;een/det;fotograaf/noun;gewillig/adj;klomp/noun;kom/verb;op/prep;poseer/verb;uit/prep;voor/prep;ze/pron	12	champagne/noun;drink/verb;fotograaf/noun;gewillig/adj;poseer/verb	5.0	champagne/noun;drink/verb;fotograaf/noun;gewillig/adj;poseer/verb	5.0	champagne/noun;drink/verb;fotograaf/noun;gewillig/adj;poseer/verb	5.0	champagne/noun;drink/verb;fotograaf/noun;gewillig/adj;poseer/verb;ze/pron	6.0	champagne/noun;drink/verb;fotograaf/noun;gewillig/adj;poseer/verb;ze/pron	6.0	champagne/noun;drink/verb;fotograaf/noun;gewillig/adj;poseer/verb;uit/prep;voor/prep;ze/pron	8.0
horde/noun/de_morgen_20031023_01_103/2084	journalist/noun	1.0	journalist/noun	1.0	eis/verb;journalist/noun;krijg/verb;lijn/noun;verklaring/noun;voor/adj	6.0	daar/adv;de/det;die/pron;een/det;ik/pron;journalist/noun;straks/adv;weer/adv	8	daar/adv;de/det;die/pron;een/det;ik/pron;journalist/noun;straks/adv;weer/adv	8	aan/prep;daar/adv;de/det;die/pron;een/det;eis/verb;ik/pron;journalist/noun;krijg/verb;lijn/noun;straks/adv;verklaring/noun;voor/adj;weer/adv	14	journalist/noun	1.0	journalist/noun	1.0	journalist/noun;krijg/verb;lijn/noun	3.0	de/det;die/pron;ik/pron;journalist/noun;straks/adv;weer/adv	6.0	de/det;die/pron;ik/pron;journalist/noun;straks/adv;weer/adv	6.0	aan/prep;de/det;die/pron;ik/pron;journalist/noun;krijg/verb;lijn/noun;straks/adv;weer/adv	9.0
horde/noun/de_morgen_20031213_01_142/1507	krijg_heer/noun;verwoest/verb	2.0	krijg_heer/noun;verwoest/verb	2.0	ander/adj;behoor/verb;geleden/adj;heb/verb;jaar/noun;krijg_heer/noun;samen/adj;verwoest/verb	8.0	de/det;die/pron;krijg_heer/noun;tal/det;van/det;verwoest/verb	6	de/det;die/pron;krijg_heer/noun;tal/det;van/det;verwoest/verb	6	ander/adj;behoor/verb;de/det;die/pron;geleden/adj;heb/verb;in/prep;jaar/noun;krijg_heer/noun;met/prep;samen/adj;tal/det;tot/prep;van/det;verwoest/verb	15	krijg_heer/noun	1.0	krijg_heer/noun	1.0	ander/adj;jaar/noun;krijg_heer/noun	3.0	de/det;die/pron;krijg_heer/noun;tal/det;van/det	5.0	de/det;die/pron;krijg_heer/noun;tal/det;van/det	5.0	ander/adj;de/det;die/pron;jaar/noun;krijg_heer/noun;tal/det;tot/prep;van/det	8.0
horde/noun/de_morgen_20040123_01_98/286	Belgisch/adj;Italiaans/noun;gecharmeerd/adj;goedgemutst/adj;journalist/noun	5.0	Belgisch/adj;Italiaans/noun;gecharmeerd/adj;goedgemutst/adj;journalist/noun	5.0	Belgisch/adj;Italiaans/noun;ben/verb;gecharmeerd/adj;goedgemutst/adj;journalist/noun;opvallend/adj;stel/verb;vraag/verb	9.0	Belgisch/adj;Italiaans/noun;een/det;gecharmeerd/adj;goedgemutst/adj;haar/det;journalist/noun;ze/pron	8	Belgisch/adj;Italiaans/noun;een/det;gecharmeerd/adj;goedgemutst/adj;haar/det;journalist/noun;ze/pron	8	Belgisch/adj;Italiaans/noun;ben/verb;een/det;gecharmeerd/adj;goedgemutst/adj;haar/det;het/det;in/prep;journalist/noun;opvallend/adj;stel/verb;vraag/verb;ze/pron	14	Belgisch/adj;gecharmeerd/adj;journalist/noun	3.0	Belgisch/adj;gecharmeerd/adj;journalist/noun	3.0	Belgisch/adj;ben/verb;gecharmeerd/adj;journalist/noun;vraag/verb	5.0	Belgisch/adj;een/det;gecharmeerd/adj;haar/det;journalist/noun;ze/pron	6.0	Belgisch/adj;een/det;gecharmeerd/adj;haar/det;journalist/noun;ze/pron	6.0	Belgisch/adj;ben/verb;een/det;gecharmeerd/adj;haar/det;in/prep;journalist/noun;vraag/verb;ze/pron	9.0
horde/noun/de_morgen_20040306_01_131/271	behoorlijk/adj;hoogspringen/verb;loop/verb;meter/noun;verwacht/adj;win/verb	6.0	behoorlijk/adj;hoogspringen/verb;loop/verb;meter/noun;verwacht/adj;win/verb	6.0	behoorlijk/adj;hoogspringen/verb;loop/verb;meter/noun;verwacht/adj;win/verb	6.0	behoorlijk/adj;een/det;hoogspringen/verb;loop/verb;meter/noun;verwacht/adj;win/verb	7	behoorlijk/adj;een/det;hoogspringen/verb;loop/verb;meter/noun;verwacht/adj;win/verb	7	behoorlijk/adj;een/det;het/det;hoogspringen/verb;loop/verb;meter/noun;verwacht/adj;win/verb;zij/pron	9	behoorlijk/adj;loop/verb;meter/noun;verwacht/adj;win/verb	5.0	behoorlijk/adj;loop/verb;meter/noun;verwacht/adj;win/verb	5.0	behoorlijk/adj;loop/verb;meter/noun;verwacht/adj;win/verb	5.0	behoorlijk/adj;een/det;loop/verb;meter/noun;verwacht/adj;win/verb	6.0	behoorlijk/adj;een/det;loop/verb;meter/noun;verwacht/adj;win/verb	6.0	behoorlijk/adj;een/det;het/det;loop/verb;meter/noun;verwacht/adj;win/verb	7.0
horde/noun/de_morgen_20040505_01_20/1140	afgrijselijk/adj;driftig/adj;kom_terecht/verb;om_weg/noun;wetenschapper/noun	5.0	afgrijselijk/adj;driftig/adj;kom_terecht/verb;om_weg/noun;wetenschapper/noun	5.0	afgrijselijk/adj;driftig/adj;groot/adj;kom_terecht/verb;om_weg/noun;project/noun;werk/verb;wetenschapper/noun;zoon/noun	9.0	afgrijselijk/adj;driftig/adj;een/det;kom_terecht/verb;om_weg/noun;terecht/part;waar/adv;wetenschapper/noun	8	afgrijselijk/adj;driftig/adj;een/det;kom_terecht/verb;om_weg/noun;terecht/part;waar/adv;wetenschapper/noun	8	aan/prep;afgrijselijk/adj;driftig/adj;een/det;groot/adj;in/prep;kom_terecht/verb;om_weg/noun;project/noun;terecht/part;waar/adv;werk/verb;wetenschapper/noun;zoon/noun	14	driftig/adj;wetenschapper/noun	2.0	driftig/adj;wetenschapper/noun	2.0	driftig/adj;groot/adj;wetenschapper/noun	3.0	driftig/adj;een/det;terecht/part;waar/adv;wetenschapper/noun	5.0	driftig/adj;een/det;terecht/part;waar/adv;wetenschapper/noun	5.0	aan/prep;driftig/adj;een/det;groot/adj;terecht/part;waar/adv;wetenschapper/noun	7.0
horde/noun/de_morgen_20040929_01_76/339	immigrant/noun;overspoel/verb;wek/verb;word/verb	4.0	immigrant/noun;overspoel/verb;wek/verb;word/verb	4.0	illegaal/adj;immigrant/noun;indruk/noun;overspoel/verb;wek/verb;word/verb	6.0	de/det;door/prep;immigrant/noun;overspoel/verb;wek/verb;word/verb	6	de/det;door/prep;immigrant/noun;overspoel/verb;wek/verb;word/verb	6	de/det;door/prep;illegaal/adj;immigrant/noun;indruk/noun;overspoel/verb;wek/verb;word/verb	8	immigrant/noun;overspoel/verb;word/verb	3.0	immigrant/noun;overspoel/verb;word/verb	3.0	illegaal/adj;immigrant/noun;overspoel/verb;word/verb	4.0	door/prep;immigrant/noun;overspoel/verb;word/verb	4.0	door/prep;immigrant/noun;overspoel/verb;word/verb	4.0	door/prep;illegaal/adj;immigrant/noun;overspoel/verb;word/verb	5.0
horde/noun/de_morgen_20041020_01_127/130	heel/adj;heuglijke/adj;journalist/noun	3.0	heel/adj;heuglijke/adj;journalist/noun	3.0	heel/adj;heuglijke/adj;journalist/noun;spreek/verb;wil/verb	5.0	een/det;heel/adj;heuglijke/adj;journalist/noun;over/prep	5	een/det;heel/adj;heuglijke/adj;journalist/noun;over/prep	5	een/det;gisteren/adv;heel/adj;het/det;heuglijke/adj;journalist/noun;met/prep;over/prep;spreek/verb;wil/verb	10	heel/adj;journalist/noun	2.0	heel/adj;journalist/noun	2.0	heel/adj;journalist/noun;spreek/verb;wil/verb	4.0	een/det;heel/adj;journalist/noun	3.0	een/det;heel/adj;journalist/noun	3.0	een/det;gisteren/adv;heel/adj;journalist/noun;met/prep;spreek/verb;wil/verb	7.0
horde/noun/de_morgen_20041116_01_48/76	moet/verb;neem/verb;talrijk/adj;word/verb	4.0	moet/verb;neem/verb;talrijk/adj;word/verb	4.0	ben/verb;moet/verb;neem/verb;premier/noun;talrijk/adj;word/verb	6.0	de/det;die/pron;moet/verb;neem/verb;talrijk/adj;word/verb	6	de/det;die/pron;moet/verb;neem/verb;talrijk/adj;word/verb	6	ben/verb;de/det;die/pron;moet/verb;neem/verb;premier/noun;talrijk/adj;word/verb	8	moet/verb;neem/verb;word/verb	3.0	moet/verb;neem/verb;word/verb	3.0	moet/verb;neem/verb;word/verb	3.0	de/det;die/pron;moet/verb;neem/verb;word/verb	5.0	de/det;die/pron;moet/verb;neem/verb;word/verb	5.0	de/det;die/pron;moet/verb;neem/verb;word/verb	5.0
horde/noun/de_morgen_20041204_01_38/683	reserve/noun;spring_heen/verb;ver/adj;voorspelbaar/adj	4.0	reserve/noun;spring_heen/verb;ver/adj;voorspelbaar/adj	4.0	bouw_op/verb;meest/adj;reserve/noun;spring_heen/verb;ver/adj;voorspelbaar/adj	6.0	de/det;heen/part;op/part;over/prep;reserve/noun;spring_heen/verb;ver/adj;voorspelbaar/adj	8	de/det;heen/part;op/part;over/prep;reserve/noun;spring_heen/verb;ver/adj;voorspelbaar/adj	8	bouw_op/verb;de/det;heen/part;meest/adj;op/part;over/prep;reserve/noun;spring_heen/verb;ver/adj;voorspelbaar/adj	10	spring_heen/verb;voorspelbaar/adj	2.0	spring_heen/verb;voorspelbaar/adj	2.0	meest/adj;spring_heen/verb;voorspelbaar/adj	3.0	de/det;heen/part;over/prep;spring_heen/verb;voorspelbaar/adj	5.0	de/det;heen/part;over/prep;spring_heen/verb;voorspelbaar/adj	5.0	de/det;heen/part;meest/adj;over/prep;spring_heen/verb;voorspelbaar/adj	6.0
horde/noun/de_morgen_20041221_01_53/116	onderhandeling/noun;stemming/noun	2.0	onderhandeling/noun;stemming/noun	2.0	ben/verb;commissie/noun;onderhandeling/noun;plan/noun;stemming/noun;voorzie/verb	6.0	de/det;onderhandeling/noun;stemming/noun	3	de/det;onderhandeling/noun;stemming/noun	3	ben/verb;commissie/noun;dat/pron;de/det;het/det;in/prep;met/prep;onderhandeling/noun;plan/noun;stemming/noun;voor/prep;voorzie/verb	12					ben/verb;commissie/noun;plan/noun	3.0	de/det	1.0	de/det	1.0	ben/verb;commissie/noun;dat/pron;de/det;het/det;plan/noun;voor/prep	7.0
horde/noun/de_standaard_19990111_01_54/249					het/noun;krijg/verb;zwaar/adj	3.0	een/det	1	een/det	1	een/det;het/noun;krijg/verb;tegen/prep;zwaar/adj	5					het/noun;krijg/verb	2.0	een/det	1.0	een/det	1.0	een/det;het/noun;krijg/verb;tegen/prep	4.0
horde/noun/de_standaard_19990525_01_100/114	beeld/noun;competitie_film/noun;maatschappij/noun;millennium/noun;neem/verb;schets/verb	6.0	beeld/noun;competitie_film/noun;maatschappij/noun;millennium/noun;neem/verb;schets/verb	6.0	beeld/noun;competitie_film/noun;maatschappij/noun;millennium/noun;neem/verb;schets/verb	6.0	beeld/noun;competitie_film/noun;de/det;die/pron;een/det;maatschappij/noun;millennium/noun;naar/prep;neem/verb;schets/verb;van/det	11	beeld/noun;competitie_film/noun;de/det;die/pron;een/det;maatschappij/noun;millennium/noun;naar/prep;neem/verb;schets/verb;van/det	11	beeld/noun;competitie_film/noun;de/det;die/pron;een/det;het/det;maatschappij/noun;millennium/noun;naar/prep;neem/verb;schets/verb;van/det;van/prep	13	maatschappij/noun	1.0	maatschappij/noun	1.0	maatschappij/noun	1.0	de/det;die/pron;maatschappij/noun;naar/prep	4.0	de/det;die/pron;maatschappij/noun;naar/prep	4.0	de/det;die/pron;het/det;maatschappij/noun;naar/prep;van/prep	6.0
horde/noun/de_standaard_19990713_01_20/521	neem/verb;ruim_op/verb	2.0	neem/verb;ruim_op/verb	2.0	ben/verb;neem/verb;ruim_op/verb;site/noun	4.0	de/det;neem/verb;ruim_op/verb	3	de/det;neem/verb;ruim_op/verb	3	ben/verb;de/det;neem/verb;ruim_op/verb;site/noun;van/prep	6	neem/verb	1.0	neem/verb	1.0	neem/verb	1.0	de/det;neem/verb	2.0	de/det;neem/verb	2.0	de/det;neem/verb;van/prep	3.0
horde/noun/de_standaard_19990826_01_74/410	accoord/adj;neem/verb;vloeibaar/adj	3.0	accoord/adj;neem/verb;vloeibaar/adj	3.0	accoord/adj;neem/verb;veel/adj;vloeibaar/adj	4.0	accoord/adj;ik/pron;mijn/det;neem/verb;vloeibaar/adj	5	accoord/adj;ik/pron;mijn/det;neem/verb;vloeibaar/adj	5	accoord/adj;ik/pron;mijn/det;neem/verb;veel/adj;vloeibaar/adj	6	accoord/adj;neem/verb;vloeibaar/adj	3.0	accoord/adj;neem/verb;vloeibaar/adj	3.0	accoord/adj;neem/verb;veel/adj;vloeibaar/adj	4.0	accoord/adj;ik/pron;mijn/det;neem/verb;vloeibaar/adj	5.0	accoord/adj;ik/pron;mijn/det;neem/verb;vloeibaar/adj	5.0	accoord/adj;ik/pron;mijn/det;neem/verb;veel/adj;vloeibaar/adj	6.0
horde/noun/de_standaard_19991228_01_66/494	Israëli/noun;christen/noun;onrust/noun;religieus/adj;vooruitzicht/noun	5.0	Israëli/noun;christen/noun;onrust/noun;religieus/adj;vooruitzicht/noun	5.0	Israëli/noun;christen/noun;meer/adj;onrust/noun;religieus/adj;vooruitzicht/noun;zorg/verb	7.0	Israëli/noun;christen/noun;de/det;onrust/noun;religieus/adj;vooruitzicht/noun	6	Israëli/noun;christen/noun;de/det;onrust/noun;religieus/adj;vooruitzicht/noun	6	Israëli/noun;bij/prep;christen/noun;de/det;het/det;meer/adj;onrust/noun;religieus/adj;van/prep;voor/prep;vooruitzicht/noun;zorg/verb	12	christen/noun;onrust/noun;vooruitzicht/noun	3.0	christen/noun;onrust/noun;vooruitzicht/noun	3.0	christen/noun;onrust/noun;vooruitzicht/noun;zorg/verb	4.0	christen/noun;de/det;onrust/noun;vooruitzicht/noun	4.0	christen/noun;de/det;onrust/noun;vooruitzicht/noun	4.0	christen/noun;de/det;het/det;onrust/noun;van/prep;voor/prep;vooruitzicht/noun;zorg/verb	8.0
horde/noun/de_standaard_20000228_01_70/352	1940/noun	1.0	1940/noun	1.0	1940/noun;ben/verb	2.0	1940/noun;de/det;hier/adv;rond/prep	4	1940/noun;de/det;hier/adv;rond/prep	4	1940/noun;ben/verb;de/det;hier/adv;rond/prep	5	1940/noun	1.0	1940/noun	1.0	1940/noun;ben/verb	2.0	1940/noun;de/det;hier/adv;rond/prep	4.0	1940/noun;de/det;hier/adv;rond/prep	4.0	1940/noun;ben/verb;de/det;hier/adv;rond/prep	5.0
horde/noun/de_standaard_20000310_01_8/1721	drop/verb;jumbojets/noun;seks_toerist/noun	3.0	drop/verb;jumbojets/noun;seks_toerist/noun	3.0	drop/verb;jaarlijks/adj;jumbojets/noun;seks_toerist/noun	4.0	drop/verb;jumbojets/noun;seks_toerist/noun	3	drop/verb;jumbojets/noun;seks_toerist/noun	3	drop/verb;in/prep;jaarlijks/adj;jumbojets/noun;seks_toerist/noun	5	drop/verb;jumbojets/noun;seks_toerist/noun	3.0	drop/verb;jumbojets/noun;seks_toerist/noun	3.0	drop/verb;jaarlijks/adj;jumbojets/noun;seks_toerist/noun	4.0	drop/verb;jumbojets/noun;seks_toerist/noun	3.0	drop/verb;jumbojets/noun;seks_toerist/noun	3.0	drop/verb;in/prep;jaarlijks/adj;jumbojets/noun;seks_toerist/noun	5.0
horde/noun/de_standaard_20000627_01_40/240	beeld/noun;onjuist/adj;opgejaagd/adj;slaaf/noun;volstrekt/adj;zweep/noun	6.0	beeld/noun;onjuist/adj;opgejaagd/adj;slaaf/noun;volstrekt/adj;zweep/noun	6.0	beeld/noun;ben/verb;onjuist/adj;opgejaagd/adj;slaaf/noun;volstrekt/adj;voorstelling/noun;zaak/noun;zweep/noun	9.0	beeld/noun;een/det;onjuist/adj;opgejaagd/adj;slaaf/noun;volstrekt/adj;zweep/noun	7	beeld/noun;een/det;onjuist/adj;opgejaagd/adj;slaaf/noun;volstrekt/adj;zweep/noun	7	beeld/noun;ben/verb;een/det;het/det;met/prep;onder/adv;onjuist/adj;opgejaagd/adj;slaaf/noun;van/prep;volstrekt/adj;voorstelling/noun;zaak/noun;zweep/noun	14	beeld/noun;onjuist/adj;opgejaagd/adj;slaaf/noun;volstrekt/adj;zweep/noun	6.0	beeld/noun;onjuist/adj;opgejaagd/adj;slaaf/noun;volstrekt/adj;zweep/noun	6.0	beeld/noun;ben/verb;onjuist/adj;opgejaagd/adj;slaaf/noun;volstrekt/adj;zweep/noun	7.0	beeld/noun;een/det;onjuist/adj;opgejaagd/adj;slaaf/noun;volstrekt/adj;zweep/noun	7.0	beeld/noun;een/det;onjuist/adj;opgejaagd/adj;slaaf/noun;volstrekt/adj;zweep/noun	7.0	beeld/noun;ben/verb;een/det;met/prep;onjuist/adj;opgejaagd/adj;slaaf/noun;volstrekt/adj;zweep/noun	9.0
horde/noun/de_standaard_20000713_01_92/695	hoogspringen/verb	1.0	hoogspringen/verb	1.0	hoogspringen/verb;neem_deel/verb	2.0	hoogspringen/verb;naast/prep;nog/adv	3	hoogspringen/verb;naast/prep;nog/adv	3	hoogspringen/verb;naast/prep;neem_deel/verb;nog/adv;van/prep	5							nog/adv	1.0	nog/adv	1.0	nog/adv	1.0
horde/noun/de_standaard_20000713_01_97/25	belangrijk/adj;neem/verb	2.0	belangrijk/adj;neem/verb	2.0	belangrijk/adj;heb/verb;internationaal/adj;neem/verb	4.0	belangrijk/adj;een/det;neem/verb	3	belangrijk/adj;een/det;neem/verb	3	belangrijk/adj;een/det;heb/verb;het/det;internationaal/adj;neem/verb	6	belangrijk/adj;neem/verb	2.0	belangrijk/adj;neem/verb	2.0	belangrijk/adj;heb/verb;neem/verb	3.0	belangrijk/adj;een/det;neem/verb	3.0	belangrijk/adj;een/det;neem/verb	3.0	belangrijk/adj;een/det;heb/verb;neem/verb	4.0
horde/noun/de_standaard_20000803_01_24/340	kom/verb;toerist/noun	2.0	kom/verb;toerist/noun	2.0	ben/verb;er/noun;kom/verb;toerist/noun	4.0	af/part;kom/verb;op/prep;toerist/noun	4	af/part;kom/verb;op/prep;toerist/noun	4	af/part;ben/verb;er/noun;geen/det;kom/verb;op/prep;toch/adv;toerist/noun	8	kom/verb;toerist/noun	2.0	kom/verb;toerist/noun	2.0	ben/verb;er/noun;kom/verb;toerist/noun	4.0	af/part;kom/verb;op/prep;toerist/noun	4.0	af/part;kom/verb;op/prep;toerist/noun	4.0	af/part;ben/verb;er/noun;geen/det;kom/verb;op/prep;toch/adv;toerist/noun	8.0
horde/noun/de_standaard_20000807_01_49/470	110^m/noun;w./noun	2.0	110^m/noun;w./noun	2.0	110^m/noun;w./noun	2.0	110^m/noun;w./noun	2	110^m/noun;w./noun	2	110^m/noun;w./noun	2	110^m/noun;w./noun	2.0	110^m/noun;w./noun	2.0	110^m/noun;w./noun	2.0	110^m/noun;w./noun	2.0	110^m/noun;w./noun	2.0	110^m/noun;w./noun	2.0
horde/noun/de_standaard_20000807_01_52/1414	grond_gebied/noun;kom/verb;stedebouwkundig/adj	3.0	grond_gebied/noun;kom/verb;stedebouwkundig/adj	3.0	ander/adj;grond_gebied/noun;kom/verb;lever_op/verb;stedebouwkundig/adj;stuk/noun;verhuis/verb	7.0	een/det;grond_gebied/noun;kom/verb;naar/prep;op/part;op/prep;stedebouwkundig/adj	7	een/det;grond_gebied/noun;kom/verb;naar/prep;op/part;op/prep;stedebouwkundig/adj	7	ander/adj;dat/det;een/det;grond_gebied/noun;kom/verb;lever_op/verb;naar/prep;ons/det;op/part;op/prep;stedebouwkundig/adj;stuk/noun;van/prep;verhuis/verb;we/pron;zoveel/det	16	stedebouwkundig/adj	1.0	stedebouwkundig/adj	1.0	lever_op/verb;stedebouwkundig/adj;verhuis/verb	3.0	naar/prep;op/part;stedebouwkundig/adj	3.0	naar/prep;op/part;stedebouwkundig/adj	3.0	dat/det;lever_op/verb;naar/prep;op/part;stedebouwkundig/adj;verhuis/verb;we/pron;zoveel/det	8.0
horde/noun/de_standaard_20000818_01_64/270	familie_lid/noun;journalist/noun;luchthaven/noun;wacht_op/verb;word/verb	5.0	familie_lid/noun;journalist/noun;luchthaven/noun;wacht_op/verb;word/verb	5.0	familie_lid/noun;journalist/noun;luchthaven/noun;wacht_op/verb;word/verb	5.0	de/det;door/prep;een/det;familie_lid/noun;journalist/noun;luchthaven/noun;wacht_op/verb;word/verb	8	de/det;door/prep;een/det;familie_lid/noun;journalist/noun;luchthaven/noun;wacht_op/verb;word/verb	8	de/det;door/prep;een/det;familie_lid/noun;journalist/noun;luchthaven/noun;van/prep;wacht_op/verb;word/verb	9	familie_lid/noun;journalist/noun;wacht_op/verb	3.0	familie_lid/noun;journalist/noun;wacht_op/verb	3.0	familie_lid/noun;journalist/noun;wacht_op/verb	3.0	de/det;door/prep;een/det;familie_lid/noun;journalist/noun;wacht_op/verb	6.0	de/det;door/prep;een/det;familie_lid/noun;journalist/noun;wacht_op/verb	6.0	de/det;door/prep;een/det;familie_lid/noun;journalist/noun;wacht_op/verb	6.0
horde/noun/de_standaard_20001113_01_97/737	dood_verachting/noun;gezicht/noun;grut/noun;half/adj;onttrek/verb;tafel/noun;waar/adj;word/verb	8.0	dood_verachting/noun;gezicht/noun;grut/noun;half/adj;onttrek/verb;tafel/noun;waar/adj;word/verb	8.0	ander/adj;dood_verachting/noun;gezicht/noun;grut/noun;half/adj;klein/adj;onttrek/verb;tafel/noun;waar/adj;word/verb	10.0	dood_verachting/noun;door/prep;een/det;gezicht/noun;grut/noun;half/adj;onttrek/verb;op/prep;tafel/noun;waar/adj;word/verb;zich/pron	12	dood_verachting/noun;door/prep;een/det;gezicht/noun;grut/noun;half/adj;onttrek/verb;op/prep;tafel/noun;waar/adj;word/verb;zich/pron	12	aan/prep;ander/adj;dat/pron;dood_verachting/noun;door/prep;een/det;gezicht/noun;grut/noun;half/adj;het/det;klein/adj;met/prep;onttrek/verb;op/prep;tafel/noun;waar/adj;word/verb;zich/pron	18	gezicht/noun;grut/noun;onttrek/verb	3.0	gezicht/noun;grut/noun;onttrek/verb	3.0	gezicht/noun;grut/noun;klein/adj;onttrek/verb	4.0	door/prep;een/det;gezicht/noun;grut/noun;onttrek/verb;zich/pron	6.0	door/prep;een/det;gezicht/noun;grut/noun;onttrek/verb;zich/pron	6.0	dat/pron;door/prep;een/det;gezicht/noun;grut/noun;het/det;klein/adj;met/prep;onttrek/verb;zich/pron	10.0
