_id	_cws.horde.foc10.nav.ppmi_weight.bound	_count.horde.foc10.nav.ppmi_weight.bound	_cws.horde.foc10.nav.ppmi_sel.bound	_count.horde.foc10.nav.ppmi_sel.bound	_cws.horde.foc10.nav.no_ppmi.bound	_count.horde.foc10.nav.no_ppmi.bound	_cws.horde.foc10.all.ppmi_weight.bound	_count.horde.foc10.all.ppmi_weight.bound	_cws.horde.foc10.all.ppmi_sel.bound	_count.horde.foc10.all.ppmi_sel.bound	_cws.horde.foc10.all.no_ppmi.bound	_count.horde.foc10.all.no_ppmi.bound	_cws.horde.foc5.nav.ppmi_weight.bound	_count.horde.foc5.nav.ppmi_weight.bound	_cws.horde.foc5.nav.ppmi_sel.bound	_count.horde.foc5.nav.ppmi_sel.bound	_cws.horde.foc5.nav.no_ppmi.bound	_count.horde.foc5.nav.no_ppmi.bound	_cws.horde.foc5.all.ppmi_weight.bound	_count.horde.foc5.all.ppmi_weight.bound	_cws.horde.foc5.all.ppmi_sel.bound	_count.horde.foc5.all.ppmi_sel.bound	_cws.horde.foc5.all.no_ppmi.bound	_count.horde.foc5.all.no_ppmi.bound
horde/noun/algemeen_dagblad_20010102_32/148	bedwing/verb;niks/noun;overleef/verb	3.0	bedwing/verb;niks/noun;overleef/verb	3.0	bedwing/verb;doe/verb;eerder/adj;heb/verb;het/noun;niks/noun;overleef/verb;uur/noun	8.0	bedwing/verb;de/det;die/pron;niks/noun;overleef/verb	5	bedwing/verb;de/det;die/pron;niks/noun;overleef/verb	5	bedwing/verb;de/det;die/pron;doe/verb;eerder/adj;heb/verb;hem/pron;het/det;het/noun;hij/pron;niks/noun;overleef/verb;uur/noun	13	niks/noun	1.0	niks/noun	1.0	doe/verb;eerder/adj;niks/noun;uur/noun	4.0	de/det;die/pron;niks/noun	3.0	de/det;die/pron;niks/noun	3.0	de/det;die/pron;doe/verb;eerder/adj;hem/pron;hij/pron;niks/noun;uur/noun	8.0
horde/noun/algemeen_dagblad_20010315_15/472	broek/noun;dronken/adj;kom_terecht/verb;toevallig/adj	4.0	broek/noun;dronken/adj;kom_terecht/verb;toevallig/adj	4.0	broek/noun;dronken/adj;dun/adj;kom_terecht/verb;toevallig/adj	5.0	broek/noun;de/det;door/prep;dronken/adj;je/pron;kom_terecht/verb;terecht/part;toevallig/adj	8	broek/noun;de/det;door/prep;dronken/adj;je/pron;kom_terecht/verb;terecht/part;toevallig/adj	8	broek/noun;de/det;door/prep;dronken/adj;dun/adj;in/prep;je/pron;kom_terecht/verb;terecht/part;toevallig/adj;zo'n/det	11	dronken/adj;kom_terecht/verb;toevallig/adj	3.0	dronken/adj;kom_terecht/verb;toevallig/adj	3.0	dronken/adj;kom_terecht/verb;toevallig/adj	3.0	dronken/adj;je/pron;kom_terecht/verb;terecht/part;toevallig/adj	5.0	dronken/adj;je/pron;kom_terecht/verb;terecht/part;toevallig/adj	5.0	dronken/adj;in/prep;je/pron;kom_terecht/verb;terecht/part;toevallig/adj;zo'n/det	7.0
horde/noun/algemeen_dagblad_20010426_151/29	achtervolg/verb;geluimde/noun;meid/noun;visser/noun;word/verb	5.0	achtervolg/verb;geluimde/noun;meid/noun;visser/noun;word/verb	5.0	achtervolg/verb;geluimde/noun;goed/adj;meid/noun;visser/noun;word/verb	6.0	achtervolg/verb;als/prep;door/prep;geluimde/noun;meid/noun;visser/noun;word/verb	7	achtervolg/verb;als/prep;door/prep;geluimde/noun;meid/noun;visser/noun;word/verb	7	achtervolg/verb;als/prep;door/prep;geluimde/noun;goed/adj;meid/noun;visser/noun;word/verb	8	achtervolg/verb;geluimde/noun;meid/noun;visser/noun;word/verb	5.0	achtervolg/verb;geluimde/noun;meid/noun;visser/noun;word/verb	5.0	achtervolg/verb;geluimde/noun;goed/adj;meid/noun;visser/noun;word/verb	6.0	achtervolg/verb;door/prep;geluimde/noun;meid/noun;visser/noun;word/verb	6.0	achtervolg/verb;door/prep;geluimde/noun;meid/noun;visser/noun;word/verb	6.0	achtervolg/verb;door/prep;geluimde/noun;goed/adj;meid/noun;visser/noun;word/verb	7.0
horde/noun/algemeen_dagblad_20010505_36/340	half/adj;spring/verb	2.0	half/adj;spring/verb	2.0	eerst/adj;half/adj;het/adj;jaar/noun;spring/verb;voor/adj	6.0	een/det;half/adj;over/prep;spring/verb;weer/adv	5	een/det;half/adj;over/prep;spring/verb;weer/adv	5	een/det;eerst/adj;half/adj;het/adj;jaar/noun;over/prep;ruim/adv;spring/verb;voor/adj;weer/adv	10	spring/verb	1.0	spring/verb	1.0	eerst/adj;het/adj;spring/verb	3.0	een/det;over/prep;spring/verb;weer/adv	4.0	een/det;over/prep;spring/verb;weer/adv	4.0	een/det;eerst/adj;het/adj;over/prep;spring/verb;weer/adv	6.0
horde/noun/algemeen_dagblad_20010714_1431/109	keur_af/adj;nationaal-socialisme/noun;opstand/noun	3.0	keur_af/adj;nationaal-socialisme/noun;opstand/noun	3.0	keur_af/adj;nationaal-socialisme/noun;noem/verb;opstand/noun	4.0	de/det;keur_af/adj;nationaal-socialisme/noun;opstand/noun	4	de/det;keur_af/adj;nationaal-socialisme/noun;opstand/noun	4	de/det;het/det;keur_af/adj;nationaal-socialisme/noun;noem/verb;opstand/noun	6	keur_af/adj;opstand/noun	2.0	keur_af/adj;opstand/noun	2.0	keur_af/adj;opstand/noun	2.0	de/det;keur_af/adj;opstand/noun	3.0	de/det;keur_af/adj;opstand/noun	3.0	de/det;keur_af/adj;opstand/noun	3.0
horde/noun/algemeen_dagblad_20010716_6/6	sta/verb	1.0	sta/verb	1.0	goed/adj;plaats/noun;sta/verb	3.0	de/det;op/prep;sta/verb	3	de/det;op/prep;sta/verb	3	de/det;goed/adj;op/prep;plaats/noun;sta/verb	5	sta/verb	1.0	sta/verb	1.0	goed/adj;plaats/noun;sta/verb	3.0	de/det;op/prep;sta/verb	3.0	de/det;op/prep;sta/verb	3.0	de/det;goed/adj;op/prep;plaats/noun;sta/verb	5.0
horde/noun/algemeen_dagblad_20010728_148/388	dag/noun;toeschouwer/noun;volg/verb;word/verb	4.0	dag/noun;toeschouwer/noun;volg/verb;word/verb	4.0	dag/noun;toeschouwer/noun;volg/verb;word/verb	4.0	dag/noun;de/det;door/prep;toeschouwer/noun;volg/verb;word/verb	6	dag/noun;de/det;door/prep;toeschouwer/noun;volg/verb;word/verb	6	dag/noun;de/det;door/prep;hij/pron;in/prep;toeschouwer/noun;volg/verb;word/verb	8	toeschouwer/noun;volg/verb;word/verb	3.0	toeschouwer/noun;volg/verb;word/verb	3.0	toeschouwer/noun;volg/verb;word/verb	3.0	door/prep;toeschouwer/noun;volg/verb;word/verb	4.0	door/prep;toeschouwer/noun;volg/verb;word/verb	4.0	door/prep;hij/pron;toeschouwer/noun;volg/verb;word/verb	5.0
horde/noun/algemeen_dagblad_20010901_180/325	baleinen/noun;dame/noun;in_snoer/verb;metaal/noun	4.0	baleinen/noun;dame/noun;in_snoer/verb;metaal/noun	4.0	baleinen/noun;ben/verb;dame/noun;in_snoer/verb;metaal/noun	5.0	baleinen/noun;dame/noun;de/det;die/pron;in_snoer/verb;metaal/noun	6	baleinen/noun;dame/noun;de/det;die/pron;in_snoer/verb;metaal/noun	6	baleinen/noun;ben/verb;dame/noun;de/det;die/pron;in_snoer/verb;met/prep;metaal/noun	8	baleinen/noun;dame/noun	2.0	baleinen/noun;dame/noun	2.0	baleinen/noun;dame/noun	2.0	baleinen/noun;dame/noun;die/pron	3.0	baleinen/noun;dame/noun;die/pron	3.0	baleinen/noun;dame/noun;die/pron;met/prep	4.0
horde/noun/algemeen_dagblad_20020110_147/159	kansloos/adj	1.0	kansloos/adj	1.0	breng/verb;kansloos/adj;ploeg/noun;positie/noun	4.0	de/det;kansloos/adj;meteen/adv;zich/pron	4	de/det;kansloos/adj;meteen/adv;zich/pron	4	breng/verb;de/det;in/prep;kansloos/adj;meteen/adv;na/prep;niet/adv;ploeg/noun;positie/noun;zich/pron	10	kansloos/adj	1.0	kansloos/adj	1.0	kansloos/adj;positie/noun	2.0	de/det;kansloos/adj;meteen/adv	3.0	de/det;kansloos/adj;meteen/adv	3.0	de/det;in/prep;kansloos/adj;meteen/adv;na/prep;niet/adv;positie/noun	7.0
horde/noun/algemeen_dagblad_20020523_6/86	geluk_zoeker/noun;illegaliteit/noun;instroom/noun;kom_binnen/verb	4.0	geluk_zoeker/noun;illegaliteit/noun;instroom/noun;kom_binnen/verb	4.0	ben/verb;blijf/verb;geluk_zoeker/noun;gevolg/noun;illegaliteit/noun;instroom/noun;kom_binnen/verb;verdwijn/verb	8.0	de/det;dus/adv;geluk_zoeker/noun;illegaliteit/noun;instroom/noun;kom_binnen/verb	6	de/det;dus/adv;geluk_zoeker/noun;illegaliteit/noun;instroom/noun;kom_binnen/verb	6	ben/verb;blijf/verb;de/det;dus/adv;geluk_zoeker/noun;gevolg/noun;het/det;illegaliteit/noun;in/prep;instroom/noun;kom_binnen/verb;met/prep;verdwijn/verb;vervolgens/adv	14	geluk_zoeker/noun;kom_binnen/verb	2.0	geluk_zoeker/noun;kom_binnen/verb	2.0	ben/verb;blijf/verb;geluk_zoeker/noun;gevolg/noun;kom_binnen/verb	5.0	geluk_zoeker/noun;kom_binnen/verb	2.0	geluk_zoeker/noun;kom_binnen/verb	2.0	ben/verb;blijf/verb;geluk_zoeker/noun;gevolg/noun;het/det;kom_binnen/verb;met/prep;vervolgens/adv	8.0
horde/noun/algemeen_dagblad_20020527_113/412	huurling/noun;veteraan/noun;zwijg/verb	3.0	huurling/noun;veteraan/noun;zwijg/verb	3.0	huurling/noun;veteraan/noun;zwijg/verb	3.0	aanvoering/prep;de/det;die/pron;huurling/noun;nog/adv;veteraan/noun;zwijg/verb	7	aanvoering/prep;de/det;die/pron;huurling/noun;nog/adv;veteraan/noun;zwijg/verb	7	aanvoering/prep;de/det;die/pron;huurling/noun;maar/adv;nog/adv;onder/prep;van/prep;veteraan/noun;zwijg/verb	10	huurling/noun;zwijg/verb	2.0	huurling/noun;zwijg/verb	2.0	huurling/noun;zwijg/verb	2.0	aanvoering/prep;de/det;huurling/noun;zwijg/verb	4.0	aanvoering/prep;de/det;huurling/noun;zwijg/verb	4.0	aanvoering/prep;de/det;huurling/noun;maar/adv;onder/prep;van/prep;zwijg/verb	7.0
horde/noun/algemeen_dagblad_20020624_34/188	kijk_terug/verb;laat/adj;neem/verb;race/noun;ritme/noun;techniek/noun	6.0	kijk_terug/verb;laat/adj;neem/verb;race/noun;ritme/noun;techniek/noun	6.0	blijf/verb;kijk_terug/verb;laat/adj;neem/verb;race/noun;ritme/noun;techniek/noun	7.0	de/det;kijk_terug/verb;laat/adj;mijn/det;neem/verb;op/prep;race/noun;ritme/noun;techniek/noun	9	de/det;kijk_terug/verb;laat/adj;mijn/det;neem/verb;op/prep;race/noun;ritme/noun;techniek/noun	9	blijf/verb;de/det;hij/pron;in/prep;kijk_terug/verb;laat/adj;mijn/det;neem/verb;op/prep;race/noun;ritme/noun;techniek/noun;terug/part;zijn/det;zo/adv	15	kijk_terug/verb;laat/adj;neem/verb;techniek/noun	4.0	kijk_terug/verb;laat/adj;neem/verb;techniek/noun	4.0	kijk_terug/verb;laat/adj;neem/verb;techniek/noun	4.0	de/det;kijk_terug/verb;laat/adj;neem/verb;techniek/noun	5.0	de/det;kijk_terug/verb;laat/adj;neem/verb;techniek/noun	5.0	de/det;kijk_terug/verb;laat/adj;neem/verb;techniek/noun;zo/adv	6.0
horde/noun/algemeen_dagblad_20020701_115/434	ver/adj;volg/adj	2.0	ver/adj;volg/adj	2.0	licht/noun;ver/adj;volg/adj	3.0	de/det;hun/det;over/prep;ver/adj;volg/adj	5	de/det;hun/det;over/prep;ver/adj;volg/adj	5	al/adv;alleen/adv;de/det;hun/det;licht/noun;over/prep;uit/part;ver/adj;volg/adj	9	volg/adj	1.0	volg/adj	1.0	volg/adj	1.0	de/det;over/prep;volg/adj	3.0	de/det;over/prep;volg/adj	3.0	alleen/adv;de/det;over/prep;volg/adj	4.0
horde/noun/algemeen_dagblad_20020729_65/611	omringd/adj	1.0	omringd/adj	1.0	omringd/adj;wil/verb;zeg/verb	3.0	door/prep;een/det;je/pron;nog/adv;omringd/adj	5	door/prep;een/det;je/pron;nog/adv;omringd/adj	5	door/prep;een/det;je/pron;meer/adv;nog/adv;omringd/adj;wat/pron;wil/verb;zeg/verb	9	omringd/adj	1.0	omringd/adj	1.0	omringd/adj;zeg/verb	2.0	door/prep;een/det;omringd/adj	3.0	door/prep;een/det;omringd/adj	3.0	door/prep;een/det;omringd/adj;wat/pron;zeg/verb	5.0
horde/noun/algemeen_dagblad_20020827_82/95	adverteerder/noun;vrouw/noun	2.0	adverteerder/noun;vrouw/noun	2.0	adverteerder/noun;interessant/adj;seizoen/noun;vorig/adj;vrouw/noun	5.0	adverteerder/noun;de/det;tussen/prep;vrouw/noun;waar/adv	5	adverteerder/noun;de/det;tussen/prep;vrouw/noun;waar/adv	5	adverteerder/noun;de/det;interessant/adj;seizoen/noun;tussen/prep;voor/prep;vorig/adj;vrouw/noun;waar/adv;zo/adv	10	adverteerder/noun	1.0	adverteerder/noun	1.0	adverteerder/noun;interessant/adj;seizoen/noun;vorig/adj	4.0	adverteerder/noun	1.0	adverteerder/noun	1.0	adverteerder/noun;interessant/adj;seizoen/noun;voor/prep;vorig/adj;zo/adv	6.0
horde/noun/algemeen_dagblad_20020903_103/98	Amerikaan/noun;Japanner/noun;legionairs/noun;omringd/adj;windei/noun	5.0	Amerikaan/noun;Japanner/noun;legionairs/noun;omringd/adj;windei/noun	5.0	Amerikaan/noun;Japanner/noun;bedrijf/noun;leg/verb;legionairs/noun;omringd/adj;windei/noun	7.0	Amerikaan/noun;Japanner/noun;de/det;door/prep;legionairs/noun;omringd/adj;windei/noun	7	Amerikaan/noun;Japanner/noun;de/det;door/prep;legionairs/noun;omringd/adj;windei/noun	7	Amerikaan/noun;Japanner/noun;bedrijf/noun;de/det;door/prep;geen/det;het/det;leg/verb;legionairs/noun;omringd/adj;windei/noun	11	Amerikaan/noun;Japanner/noun;legionairs/noun;omringd/adj	4.0	Amerikaan/noun;Japanner/noun;legionairs/noun;omringd/adj	4.0	Amerikaan/noun;Japanner/noun;bedrijf/noun;leg/verb;legionairs/noun;omringd/adj	6.0	Amerikaan/noun;Japanner/noun;de/det;door/prep;legionairs/noun;omringd/adj	6.0	Amerikaan/noun;Japanner/noun;de/det;door/prep;legionairs/noun;omringd/adj	6.0	Amerikaan/noun;Japanner/noun;bedrijf/noun;de/det;door/prep;het/det;leg/verb;legionairs/noun;omringd/adj	9.0
horde/noun/algemeen_dagblad_20030503_142/39	elegant/adj;kleertjes/noun;storm_wind/noun;toerist/noun;trotseer/verb	5.0	elegant/adj;kleertjes/noun;storm_wind/noun;toerist/noun;trotseer/verb	5.0	elegant/adj;kleertjes/noun;storm_wind/noun;toerist/noun;trotseer/verb	5.0	de/det;die/pron;elegant/adj;kleertjes/noun;opeens/adv;storm_wind/noun;toerist/noun;trotseer/verb	8	de/det;die/pron;elegant/adj;kleertjes/noun;opeens/adv;storm_wind/noun;toerist/noun;trotseer/verb	8	de/det;die/pron;elegant/adj;in/prep;kleertjes/noun;opeens/adv;storm_wind/noun;toerist/noun;trotseer/verb	9	elegant/adj;toerist/noun	2.0	elegant/adj;toerist/noun	2.0	elegant/adj;toerist/noun	2.0	die/pron;elegant/adj;opeens/adv;toerist/noun	4.0	die/pron;elegant/adj;opeens/adv;toerist/noun	4.0	die/pron;elegant/adj;in/prep;opeens/adv;toerist/noun	5.0
horde/noun/algemeen_dagblad_20030506_50/54	heel/adj;regenwoud/noun;snel_toe/verb;toerist/noun;tropisch/adj	5.0	heel/adj;regenwoud/noun;snel_toe/verb;toerist/noun;tropisch/adj	5.0	heel/adj;regenwoud/noun;snel_toe/verb;toerist/noun;tropisch/adj	5.0	heel/adj;op/prep;regenwoud/noun;snel_toe/verb;toerist/noun;tropisch/adj	6	heel/adj;op/prep;regenwoud/noun;snel_toe/verb;toerist/noun;tropisch/adj	6	dan/adv;heel/adj;op/prep;regenwoud/noun;snel_toe/verb;toe/part;toerist/noun;tropisch/adj;van/prep	9	heel/adj;snel_toe/verb;toerist/noun	3.0	heel/adj;snel_toe/verb;toerist/noun	3.0	heel/adj;snel_toe/verb;toerist/noun	3.0	heel/adj;snel_toe/verb;toerist/noun	3.0	heel/adj;snel_toe/verb;toerist/noun	3.0	dan/adv;heel/adj;snel_toe/verb;toe/part;toerist/noun;van/prep	6.0
horde/noun/algemeen_dagblad_20030507_67/186	kom_binnen/verb;mens/noun;omring/verb;vod_DIM/noun;word/verb	5.0	kom_binnen/verb;mens/noun;omring/verb;vod_DIM/noun;word/verb	5.0	heb/verb;kom_binnen/verb;mens/noun;omring/verb;onmiddellijk/adj;papier/noun;vod_DIM/noun;vraag/noun;word/verb	9.0	die/pron;door/prep;een/det;kom_binnen/verb;mens/noun;omring/verb;vod_DIM/noun;word/verb	8	die/pron;door/prep;een/det;kom_binnen/verb;mens/noun;omring/verb;vod_DIM/noun;word/verb	8	allemaal/adv;dezelfde/det;die/pron;door/prep;een/det;heb/verb;kom_binnen/verb;mens/noun;met/prep;omring/verb;onmiddellijk/adj;papier/noun;vod_DIM/noun;vraag/noun;word/verb	15	mens/noun;omring/verb;vod_DIM/noun;word/verb	4.0	mens/noun;omring/verb;vod_DIM/noun;word/verb	4.0	mens/noun;omring/verb;onmiddellijk/adj;papier/noun;vod_DIM/noun;word/verb	6.0	door/prep;een/det;mens/noun;omring/verb;vod_DIM/noun;word/verb	6.0	door/prep;een/det;mens/noun;omring/verb;vod_DIM/noun;word/verb	6.0	door/prep;een/det;mens/noun;met/prep;omring/verb;onmiddellijk/adj;papier/noun;vod_DIM/noun;word/verb	9.0
horde/noun/algemeen_dagblad_20030526_24/187	eindstrijd/noun;kampioen/noun;laat/adj;olympisch/adj;overwin/verb	5.0	eindstrijd/noun;kampioen/noun;laat/adj;olympisch/adj;overwin/verb	5.0	ben/verb;eindstrijd/noun;kampioen/noun;laat/adj;olympisch/adj;overwin/verb	6.0	de/det;die/pron;eindstrijd/noun;kampioen/noun;laat/adj;olympisch/adj;overwin/verb	7	de/det;die/pron;eindstrijd/noun;kampioen/noun;laat/adj;olympisch/adj;overwin/verb	7	ben/verb;de/det;die/pron;eindstrijd/noun;hij/pron;kampioen/noun;laat/adj;olympisch/adj;overwin/verb;voor/prep	10	laat/adj;overwin/verb	2.0	laat/adj;overwin/verb	2.0	ben/verb;laat/adj;overwin/verb	3.0	de/det;die/pron;laat/adj;overwin/verb	4.0	de/det;die/pron;laat/adj;overwin/verb	4.0	ben/verb;de/det;die/pron;hij/pron;laat/adj;overwin/verb;voor/prep	7.0
horde/noun/algemeen_dagblad_20031018_181/23	moeilijk/adj;neem/verb	2.0	moeilijk/adj;neem/verb	2.0	fase/noun;heb/verb;moeilijk/adj;neem/verb	4.0	de/det;een/det;moeilijk/adj;neem/verb	4	de/det;een/det;moeilijk/adj;neem/verb	4	de/det;een/det;fase/noun;heb/verb;in/prep;met/prep;moeilijk/adj;neem/verb;we/pron	9	moeilijk/adj;neem/verb	2.0	moeilijk/adj;neem/verb	2.0	fase/noun;heb/verb;moeilijk/adj;neem/verb	4.0	de/det;een/det;moeilijk/adj;neem/verb	4.0	de/det;een/det;moeilijk/adj;neem/verb	4.0	de/det;een/det;fase/noun;heb/verb;in/prep;moeilijk/adj;neem/verb;we/pron	8.0
horde/noun/algemeen_dagblad_20031023_47/278	moeilijk/adj;neem/verb;punt/noun	3.0	moeilijk/adj;neem/verb;punt/noun	3.0	heb/verb;moeilijk/adj;neem/verb;punt/noun	4.0	de/det;moeilijk/adj;neem/verb;punt/noun	4	de/det;moeilijk/adj;neem/verb;punt/noun	4	de/det;heb/verb;het/det;moeilijk/adj;neem/verb;punt/noun;van/prep	7	moeilijk/adj;neem/verb;punt/noun	3.0	moeilijk/adj;neem/verb;punt/noun	3.0	heb/verb;moeilijk/adj;neem/verb;punt/noun	4.0	de/det;moeilijk/adj;neem/verb;punt/noun	4.0	de/det;moeilijk/adj;neem/verb;punt/noun	4.0	de/det;heb/verb;het/det;moeilijk/adj;neem/verb;punt/noun;van/prep	7.0
horde/noun/algemeen_dagblad_20040514_47/26	Deens/adj;dag/noun;journalist/noun;sta/verb	4.0	Deens/adj;dag/noun;journalist/noun;sta/verb	4.0	Deens/adj;dag/noun;journalist/noun;kantoor/noun;sta/verb	5.0	Deens/adj;Mary/det;dag/noun;de/det;elk/det;journalist/noun;sta/verb	7	Deens/adj;Mary/det;dag/noun;de/det;elk/det;journalist/noun;sta/verb	7	Deens/adj;Mary/det;dag/noun;de/det;elk/det;er/adv;in/prep;journalist/noun;kantoor/noun;sta/verb;voor/prep	11	Deens/adj;dag/noun;journalist/noun;sta/verb	4.0	Deens/adj;dag/noun;journalist/noun;sta/verb	4.0	Deens/adj;dag/noun;journalist/noun;kantoor/noun;sta/verb	5.0	Deens/adj;Mary/det;dag/noun;elk/det;journalist/noun;sta/verb	6.0	Deens/adj;Mary/det;dag/noun;elk/det;journalist/noun;sta/verb	6.0	Deens/adj;Mary/det;dag/noun;elk/det;er/adv;journalist/noun;kantoor/noun;sta/verb;voor/prep	9.0
horde/noun/algemeen_dagblad_20040514_86/12	loop/verb;seconde/noun	2.0	loop/verb;seconde/noun	2.0	2000/noun;2001/noun;loop/verb;seconde/noun	4.0	de/det;ik/pron;loop/verb;seconde/noun	4	de/det;ik/pron;loop/verb;seconde/noun	4	2000/noun;2001/noun;de/det;ik/pron;in/prep;loop/verb;seconde/noun	7	loop/verb;seconde/noun	2.0	loop/verb;seconde/noun	2.0	2001/noun;loop/verb;seconde/noun	3.0	de/det;ik/pron;loop/verb;seconde/noun	4.0	de/det;ik/pron;loop/verb;seconde/noun	4.0	2001/noun;de/det;ik/pron;in/prep;loop/verb;seconde/noun	6.0
horde/noun/algemeen_dagblad_20040917_35/240	lol_broek/noun;vermom/verb	2.0	lol_broek/noun;vermom/verb	2.0	lol_broek/noun;vermom/verb	2.0	lol_broek/noun;vermom/verb;zich/pron	3	lol_broek/noun;vermom/verb;zich/pron	3	lol_broek/noun;vermom/verb;zich/pron	3	lol_broek/noun;vermom/verb	2.0	lol_broek/noun;vermom/verb	2.0	lol_broek/noun;vermom/verb	2.0	lol_broek/noun;vermom/verb;zich/pron	3.0	lol_broek/noun;vermom/verb;zich/pron	3.0	lol_broek/noun;vermom/verb;zich/pron	3.0
horde/noun/algemeen_dagblad_20041106_97/234	fotografeer/adj	1.0	fotografeer/adj	1.0	ben/verb;doe/verb;fotografeer/adj	3.0	de/det;fotografeer/adj;weer/adv;weg/adv;ze/pron	5	de/det;fotografeer/adj;weer/adv;weg/adv;ze/pron	5	ben/verb;de/det;doe/verb;fotografeer/adj;toch/adv;weer/adv;weg/adv;ze/pron;zo/adv	9	fotografeer/adj	1.0	fotografeer/adj	1.0	ben/verb;fotografeer/adj	2.0	de/det;fotografeer/adj;weer/adv;weg/adv	4.0	de/det;fotografeer/adj;weer/adv;weg/adv	4.0	ben/verb;de/det;fotografeer/adj;toch/adv;weer/adv;weg/adv;zo/adv	7.0
horde/noun/de_morgen_19990106_01_77/166	bijbels/adj;eik_schors/noun	2.0	bijbels/adj;eik_schors/noun	2.0	ander/adj;bijbels/adj;eik_schors/noun;meer/adj;naam/noun	5.0	bijbels/adj;eik_schors/noun	2	bijbels/adj;eik_schors/noun	2	ander/adj;bijbels/adj;eik_schors/noun;meer/adj;naam/noun	5	bijbels/adj	1.0	bijbels/adj	1.0	bijbels/adj;naam/noun	2.0	bijbels/adj	1.0	bijbels/adj	1.0	bijbels/adj;naam/noun	2.0
horde/noun/de_morgen_19990728_01_113/237	Zweeds/adj;olympisch/adj;wereldkampioen/noun	3.0	Zweeds/adj;olympisch/adj;wereldkampioen/noun	3.0	Zweeds/adj;ben/verb;olympisch/adj;vrijdag/noun;wereldkampioen/noun	5.0	Zweeds/adj;de/det;olympisch/adj;op/prep;wereldkampioen/noun	5	Zweeds/adj;de/det;olympisch/adj;op/prep;wereldkampioen/noun	5	Zweeds/adj;ben/verb;de/det;olympisch/adj;op/prep;vrijdag/noun;wereldkampioen/noun	7	Zweeds/adj;olympisch/adj;wereldkampioen/noun	3.0	Zweeds/adj;olympisch/adj;wereldkampioen/noun	3.0	Zweeds/adj;ben/verb;olympisch/adj;wereldkampioen/noun	4.0	Zweeds/adj;olympisch/adj;wereldkampioen/noun	3.0	Zweeds/adj;olympisch/adj;wereldkampioen/noun	3.0	Zweeds/adj;ben/verb;olympisch/adj;wereldkampioen/noun	4.0
horde/noun/de_morgen_19990927_01_73/438	fan/noun;gesteund/adj;luidruchtig/adj;thuis_wedstrijd/noun	4.0	fan/noun;gesteund/adj;luidruchtig/adj;thuis_wedstrijd/noun	4.0	fan/noun;gesteund/adj;leg/verb;luidruchtig/adj;thuis_wedstrijd/noun	5.0	de/det;door/prep;een/det;fan/noun;gesteund/adj;luidruchtig/adj;thuis_wedstrijd/noun	7	de/det;door/prep;een/det;fan/noun;gesteund/adj;luidruchtig/adj;thuis_wedstrijd/noun	7	de/det;door/prep;een/det;fan/noun;gesteund/adj;in/prep;leg/verb;luidruchtig/adj;steeds/adv;thuis_wedstrijd/noun	10	fan/noun;gesteund/adj;luidruchtig/adj	3.0	fan/noun;gesteund/adj;luidruchtig/adj	3.0	fan/noun;gesteund/adj;luidruchtig/adj	3.0	door/prep;een/det;fan/noun;gesteund/adj;luidruchtig/adj	5.0	door/prep;een/det;fan/noun;gesteund/adj;luidruchtig/adj	5.0	door/prep;een/det;fan/noun;gesteund/adj;luidruchtig/adj;steeds/adv	6.0
horde/noun/de_morgen_19991130_01_52/518	unionist/noun;vrede_proces/noun;werp_op/verb	3.0	unionist/noun;vrede_proces/noun;werp_op/verb	3.0	beschuldig/verb;nieuw/adj;unionist/noun;vrede_proces/noun;werp_op/verb	5.0	de/det;op/part;unionist/noun;vrede_proces/noun;werp_op/verb	5	de/det;op/part;unionist/noun;vrede_proces/noun;werp_op/verb	5	beschuldig/verb;de/det;het/det;in/prep;nieuw/adj;op/part;unionist/noun;vrede_proces/noun;werp_op/verb	9	unionist/noun;werp_op/verb	2.0	unionist/noun;werp_op/verb	2.0	nieuw/adj;unionist/noun;werp_op/verb	3.0	de/det;op/part;unionist/noun;werp_op/verb	4.0	de/det;op/part;unionist/noun;werp_op/verb	4.0	de/det;het/det;in/prep;nieuw/adj;op/part;unionist/noun;werp_op/verb	7.0
horde/noun/de_morgen_20000212_01_0/557	laat/adj;neem/verb	2.0	laat/adj;neem/verb	2.0	gebeur/verb;heb/verb;laat/adj;neem/verb	4.0	de/det;juist/adv;laat/adj;neem/verb;ze/pron	5	de/det;juist/adv;laat/adj;neem/verb;ze/pron	5	de/det;gebeur/verb;heb/verb;het/det;juist/adv;laat/adj;neem/verb;ze/pron	8	laat/adj;neem/verb	2.0	laat/adj;neem/verb	2.0	gebeur/verb;heb/verb;laat/adj;neem/verb	4.0	de/det;juist/adv;laat/adj;neem/verb;ze/pron	5.0	de/det;juist/adv;laat/adj;neem/verb;ze/pron	5.0	de/det;gebeur/verb;heb/verb;het/det;juist/adv;laat/adj;neem/verb;ze/pron	8.0
horde/noun/de_morgen_20000306_01_88/356	meter/noun	1.0	meter/noun	1.0	meter/noun	1.0	meter/noun	1	meter/noun	1	meter/noun	1	meter/noun	1.0	meter/noun	1.0	meter/noun	1.0	meter/noun	1.0	meter/noun	1.0	meter/noun	1.0
