_id	_cws.goedkoop.foc10.nav.weight.bound	_count.goedkoop.foc10.nav.weight.bound	_cws.goedkoop.foc10.nav.selection.bound	_count.goedkoop.foc10.nav.selection.bound	_cws.goedkoop.foc10.nav.no.bound	_count.goedkoop.foc10.nav.no.bound	_cws.goedkoop.foc10.all.weight.bound	_count.goedkoop.foc10.all.weight.bound	_cws.goedkoop.foc10.all.selection.bound	_count.goedkoop.foc10.all.selection.bound	_cws.goedkoop.foc10.all.no.bound	_count.goedkoop.foc10.all.no.bound	_cws.goedkoop.foc5.nav.weight.bound	_count.goedkoop.foc5.nav.weight.bound	_cws.goedkoop.foc5.nav.selection.bound	_count.goedkoop.foc5.nav.selection.bound	_cws.goedkoop.foc5.nav.no.bound	_count.goedkoop.foc5.nav.no.bound	_cws.goedkoop.foc5.all.weight.bound	_count.goedkoop.foc5.all.weight.bound	_cws.goedkoop.foc5.all.selection.bound	_count.goedkoop.foc5.all.selection.bound	_cws.goedkoop.foc5.all.no.bound	_count.goedkoop.foc5.all.no.bound
goedkoop/adj/de_standaard_20000110_01_77/403	aanzienlijk/adj;ben/verb;euro/noun;frank/noun;inseminatie/noun;kunstmatig/adj;modern/adj	7	aanzienlijk/adj;ben/verb;euro/noun;frank/noun;inseminatie/noun;kunstmatig/adj;modern/adj	7	aanzienlijk/adj;ben/verb;euro/noun;frank/noun;inseminatie/noun;kunstmatig/adj;levend/adj;modern/adj	8	aanzienlijk/adj;ben/verb;euro/noun;frank/noun;inseminatie/noun;kunstmatig/adj;modern/adj;ongeveer/adv;per/prep	9	aanzienlijk/adj;ben/verb;euro/noun;frank/noun;inseminatie/noun;kunstmatig/adj;modern/adj;ongeveer/adv;per/prep	9	aanzienlijk/adj;ben/verb;de/det;euro/noun;frank/noun;inseminatie/noun;kunstmatig/adj;levend/adj;modern/adj;ongeveer/adv;per/prep	11	aanzienlijk/adj;ben/verb;frank/noun;inseminatie/noun;kunstmatig/adj;modern/adj	6	aanzienlijk/adj;ben/verb;frank/noun;inseminatie/noun;kunstmatig/adj;modern/adj	6	aanzienlijk/adj;ben/verb;frank/noun;inseminatie/noun;kunstmatig/adj;modern/adj	6	aanzienlijk/adj;ben/verb;frank/noun;inseminatie/noun;kunstmatig/adj;modern/adj;ongeveer/adv	7	aanzienlijk/adj;ben/verb;frank/noun;inseminatie/noun;kunstmatig/adj;modern/adj;ongeveer/adv	7	aanzienlijk/adj;ben/verb;frank/noun;inseminatie/noun;kunstmatig/adj;modern/adj;ongeveer/adv	7
goedkoop/adj/de_standaard_19990814_01_52/127	ben/verb;gecharterd/adj;lever_op/verb;openbaar/adj;vervoer/noun	5	ben/verb;gecharterd/adj;lever_op/verb;openbaar/adj;vervoer/noun	5	ben/verb;contact/noun;gecharterd/adj;lever_op/verb;openbaar/adj;vervoer/noun	6	ben/verb;gecharterd/adj;je/det;lever_op/verb;openbaar/adj;vervoer/noun	6	ben/verb;gecharterd/adj;je/det;lever_op/verb;openbaar/adj;vervoer/noun	6	ben/verb;contact/noun;gecharterd/adj;je/det;lever_op/verb;op/part;openbaar/adj;te/prep;vervoer/noun	9	ben/verb;gecharterd/adj;lever_op/verb;openbaar/adj;vervoer/noun	5	ben/verb;gecharterd/adj;lever_op/verb;openbaar/adj;vervoer/noun	5	ben/verb;gecharterd/adj;lever_op/verb;openbaar/adj;vervoer/noun	5	ben/verb;gecharterd/adj;lever_op/verb;openbaar/adj;vervoer/noun	5	ben/verb;gecharterd/adj;lever_op/verb;openbaar/adj;vervoer/noun	5	ben/verb;gecharterd/adj;lever_op/verb;openbaar/adj;vervoer/noun	5
goedkoop/adj/de_standaard_19990712_01_0/275	ben/verb;opslag_capaciteit/noun;vergroot/verb	3	ben/verb;opslag_capaciteit/noun;vergroot/verb	3	ben/verb;opslag_capaciteit/noun;vergroot/verb	3	allerijl/adv;ben/verb;hun/det;niet/adv;ook/adv;opslag_capaciteit/noun;vergroot/verb	7	allerijl/adv;ben/verb;hun/det;niet/adv;ook/adv;opslag_capaciteit/noun;vergroot/verb	7	allerijl/adv;ben/verb;hun/det;in/adv;niet/adv;ook/adv;opslag_capaciteit/noun;vergroot/verb;wat/pron	9	ben/verb;vergroot/verb	2	ben/verb;vergroot/verb	2	ben/verb;vergroot/verb	2	ben/verb;niet/adv;ook/adv;vergroot/verb	4	ben/verb;niet/adv;ook/adv;vergroot/verb	4	ben/verb;niet/adv;ook/adv;vergroot/verb;wat/pron	5
goedkoop/adj/de_standaard_20031129_01_62/407	ben/verb;formule/noun	2	ben/verb;formule/noun	2	ben/verb;formule/noun	2	ben/verb;deze/det;formule/noun;misschien/adv;niet/adv	5	ben/verb;deze/det;formule/noun;misschien/adv;niet/adv	5	ben/verb;de/det;deze/det;formule/noun;misschien/adv;niet/adv	6	ben/verb;formule/noun	2	ben/verb;formule/noun	2	ben/verb;formule/noun	2	ben/verb;formule/noun;misschien/adv;niet/adv	4	ben/verb;formule/noun;misschien/adv;niet/adv	4	ben/verb;de/det;formule/noun;misschien/adv;niet/adv	5
goedkoop/adj/de_standaard_20021105_01_90/453	ben/verb;duur/adj;eerbiedig/adj	3	ben/verb;duur/adj;eerbiedig/adj	3	ben/verb;blad/noun;duur/adj;eerbiedig/adj	4	ben/verb;duur/adj;een/det;eerbiedig/adj	4	ben/verb;duur/adj;een/det;eerbiedig/adj	4	ben/verb;blad/noun;duur/adj;een/det;eerbiedig/adj;het/det;in/prep	7	ben/verb;duur/adj;eerbiedig/adj	3	ben/verb;duur/adj;eerbiedig/adj	3	ben/verb;blad/noun;duur/adj;eerbiedig/adj	4	ben/verb;duur/adj;een/det;eerbiedig/adj	4	ben/verb;duur/adj;een/det;eerbiedig/adj	4	ben/verb;blad/noun;duur/adj;een/det;eerbiedig/adj;in/prep	6
goedkoop/adj/de_standaard_20000526_01_3/314	gemakkelijk/adj;introductie/noun;verbinding/noun	3	gemakkelijk/adj;introductie/noun;verbinding/noun	3	explodeer/verb;gemakkelijk/adj;introductie/noun;verbinding/noun	4	gemakkelijk/adj;introductie/noun;ook/adv;verbinding/noun	4	gemakkelijk/adj;introductie/noun;ook/adv;verbinding/noun	4	de/det;door/prep;explodeer/verb;gemakkelijk/adj;introductie/noun;ook/adv;van/prep;verbinding/noun	8	gemakkelijk/adj;introductie/noun;verbinding/noun	3	gemakkelijk/adj;introductie/noun;verbinding/noun	3	gemakkelijk/adj;introductie/noun;verbinding/noun	3	gemakkelijk/adj;introductie/noun;verbinding/noun	3	gemakkelijk/adj;introductie/noun;verbinding/noun	3	de/det;gemakkelijk/adj;introductie/noun;van/prep;verbinding/noun	5
goedkoop/adj/de_standaard_20000729_01_31/109	boek/verb;kom_uit/verb;reis_agent/noun;verblijf/noun	4	boek/verb;kom_uit/verb;reis_agent/noun;verblijf/noun	4	boek/verb;kom_uit/verb;reis_agent/noun;verblijf/noun	4	boek/verb;een/det;kom_uit/verb;nog/adv;reis_agent/noun;uit/part;verblijf/noun;wie/pron	8	boek/verb;een/det;kom_uit/verb;nog/adv;reis_agent/noun;uit/part;verblijf/noun;wie/pron	8	bij/prep;boek/verb;een/det;kom_uit/verb;nog/adv;reis_agent/noun;uit/part;verblijf/noun;wie/pron;zijn/det	10	boek/verb;kom_uit/verb;reis_agent/noun	3	boek/verb;kom_uit/verb;reis_agent/noun	3	boek/verb;kom_uit/verb;reis_agent/noun	3	boek/verb;kom_uit/verb;nog/adv;reis_agent/noun;uit/part	5	boek/verb;kom_uit/verb;nog/adv;reis_agent/noun;uit/part	5	boek/verb;kom_uit/verb;nog/adv;reis_agent/noun;uit/part	5
goedkoop/adj/de_standaard_20040716_01_119/109	paraplu/noun;schaf_aan/verb;toerist/noun;word/verb	4	paraplu/noun;schaf_aan/verb;toerist/noun;word/verb	4	ga/verb;merendeel/noun;paraplu/noun;schaf_aan/verb;toerist/noun;word/verb	6	dan/adv;die/pron;paraplu/noun;schaf_aan/verb;toerist/noun;voor/prep;wel/adv;word/verb	8	dan/adv;die/pron;paraplu/noun;schaf_aan/verb;toerist/noun;voor/prep;wel/adv;word/verb	8	dan/adv;die/pron;door/prep;ga/verb;het/det;merendeel/noun;om/prep;paraplu/noun;schaf_aan/verb;toerist/noun;voor/prep;wel/adv;word/verb	13	paraplu/noun;toerist/noun;word/verb	3	paraplu/noun;toerist/noun;word/verb	3	merendeel/noun;paraplu/noun;toerist/noun;word/verb	4	die/pron;paraplu/noun;toerist/noun;voor/prep;wel/adv;word/verb	6	die/pron;paraplu/noun;toerist/noun;voor/prep;wel/adv;word/verb	6	die/pron;door/prep;het/det;merendeel/noun;om/prep;paraplu/noun;toerist/noun;voor/prep;wel/adv;word/verb	10
goedkoop/adj/de_standaard_20020215_01_62/2232	ander/adj;ben/verb;geval/noun;home/noun;opvang/noun	5	ander/adj;ben/verb;geval/noun;home/noun;opvang/noun	5	ander/adj;ben/verb;geval/noun;home/noun;opvang/noun	5	ander/adj;ben/verb;geval/noun;home/noun;opvang/noun	5	ander/adj;ben/verb;geval/noun;home/noun;opvang/noun	5	ander/adj;ben/verb;geval/noun;home/noun;in/prep;opvang/noun;van/prep	7	ander/adj;ben/verb;home/noun;opvang/noun	4	ander/adj;ben/verb;home/noun;opvang/noun	4	ander/adj;ben/verb;home/noun;opvang/noun	4	ander/adj;ben/verb;home/noun;opvang/noun	4	ander/adj;ben/verb;home/noun;opvang/noun	4	ander/adj;ben/verb;home/noun;opvang/noun	4
goedkoop/adj/de_standaard_20031029_01_38/216	huur_woning/noun;massaal/adj;op/adj;zoek/adj	4	huur_woning/noun;massaal/adj;op/adj;zoek/adj	4	huur_woning/noun;massaal/adj;op/adj;trek/verb;zoek/adj	5	een/det;huur_woning/noun;massaal/adj;naar/prep;op/adj;zoek/adj	6	een/det;huur_woning/noun;massaal/adj;naar/prep;op/adj;zoek/adj	6	een/det;huur_woning/noun;massaal/adj;naar/prep;op/adj;trek/verb;zoek/adj	7	huur_woning/noun;op/adj;zoek/adj	3	huur_woning/noun;op/adj;zoek/adj	3	huur_woning/noun;op/adj;zoek/adj	3	een/det;huur_woning/noun;naar/prep;op/adj;zoek/adj	5	een/det;huur_woning/noun;naar/prep;op/adj;zoek/adj	5	een/det;huur_woning/noun;naar/prep;op/adj;zoek/adj	5
goedkoop/adj/de_standaard_20010324_01_117/779	Brusselaars/noun;aangenaam/adj;ben/verb;bouw/verb;koop/verb;vest/noun	6	Brusselaars/noun;aangenaam/adj;ben/verb;bouw/verb;koop/verb;vest/noun	6	Brusselaars/noun;aangenaam/adj;ben/verb;bouw/verb;koop/verb;vest/noun	6	Brusselaars/noun;aangenaam/adj;ben/verb;bouw/verb;koop/verb;vest/noun;voor/prep;wie/pron	8	Brusselaars/noun;aangenaam/adj;ben/verb;bouw/verb;koop/verb;vest/noun;voor/prep;wie/pron	8	Brusselaars/noun;aangenaam/adj;ben/verb;bouw/verb;buiten/adv;de/det;het/det;koop/verb;vest/noun;voor/prep;wie/pron	11	aangenaam/adj;ben/verb;bouw/verb;vest/noun	4	aangenaam/adj;ben/verb;bouw/verb;vest/noun	4	aangenaam/adj;ben/verb;bouw/verb;vest/noun	4	aangenaam/adj;ben/verb;bouw/verb;vest/noun	4	aangenaam/adj;ben/verb;bouw/verb;vest/noun	4	aangenaam/adj;ben/verb;bouw/verb;buiten/adv;de/det;vest/noun	6
goedkoop/adj/de_standaard_20000225_01_3/938	belachelijk/adj;ben/verb;groot/adj;kwaliteit_product/noun;verschil/noun	5	belachelijk/adj;ben/verb;groot/adj;kwaliteit_product/noun;verschil/noun	5	belachelijk/adj;ben/verb;ding/noun;groot/adj;kwaliteit_product/noun;verschil/noun	6	belachelijk/adj;ben/verb;een/det;groot/adj;kwaliteit_product/noun;verschil/noun;wel/adv	7	belachelijk/adj;ben/verb;een/det;groot/adj;kwaliteit_product/noun;verschil/noun;wel/adv	7	belachelijk/adj;ben/verb;ding/noun;een/det;er/adv;groot/adj;kwaliteit_product/noun;tussen/prep;verschil/noun;wel/adv	10	belachelijk/adj;groot/adj;kwaliteit_product/noun;verschil/noun	4	belachelijk/adj;groot/adj;kwaliteit_product/noun;verschil/noun	4	belachelijk/adj;ding/noun;groot/adj;kwaliteit_product/noun;verschil/noun	5	belachelijk/adj;een/det;groot/adj;kwaliteit_product/noun;verschil/noun	5	belachelijk/adj;een/det;groot/adj;kwaliteit_product/noun;verschil/noun	5	belachelijk/adj;ding/noun;een/det;groot/adj;kwaliteit_product/noun;tussen/prep;verschil/noun	7
goedkoop/adj/de_standaard_20030405_01_210/346	huur/verb;kan/verb;student/noun	3	huur/verb;kan/verb;student/noun	3	fiets/verb;huur/verb;kan/verb;lang/adj;maand/noun;student/noun	6	een/det;heel/adv;huur/verb;kan/verb;student/noun;toch/adv;voor/prep	7	een/det;heel/adv;huur/verb;kan/verb;student/noun;toch/adv;voor/prep	7	een/det;fiets/verb;heel/adv;huur/verb;kan/verb;lang/adj;maand/noun;student/noun;toch/adv;voor/prep	10	huur/verb;kan/verb;student/noun	3	huur/verb;kan/verb;student/noun	3	fiets/verb;huur/verb;kan/verb;student/noun	4	een/det;heel/adv;huur/verb;kan/verb;student/noun;toch/adv;voor/prep	7	een/det;heel/adv;huur/verb;kan/verb;student/noun;toch/adv;voor/prep	7	een/det;fiets/verb;heel/adv;huur/verb;kan/verb;student/noun;toch/adv;voor/prep	8
goedkoop/adj/de_standaard_20020318_01_97/91	bemand/adj;ben/verb;kan/verb;straaljager/noun	4	bemand/adj;ben/verb;kan/verb;straaljager/noun	4	bemand/adj;ben/verb;kan/verb;straaljager/noun	4	bemand/adj;ben/verb;bovendien/adv;kan/verb;straaljager/noun;ze/pron	6	bemand/adj;ben/verb;bovendien/adv;kan/verb;straaljager/noun;ze/pron	6	bemand/adj;ben/verb;bovendien/adv;kan/verb;straaljager/noun;ze/pron	6	bemand/adj;ben/verb;kan/verb	3	bemand/adj;ben/verb;kan/verb	3	bemand/adj;ben/verb;kan/verb	3	bemand/adj;ben/verb;bovendien/adv;kan/verb;ze/pron	5	bemand/adj;ben/verb;bovendien/adv;kan/verb;ze/pron	5	bemand/adj;ben/verb;bovendien/adv;kan/verb;ze/pron	5
goedkoop/adj/het_laatste_nieuws_20020608_01_312/168	behoud_voor/verb;ben/verb;grafiek/noun;kan/verb;verkoop/noun;veroorloof/verb	6	behoud_voor/verb;ben/verb;grafiek/noun;kan/verb;verkoop/noun;veroorloof/verb	6	behoud_voor/verb;ben/verb;grafiek/noun;kan/verb;kunst_werk/noun;maandag_avond/noun;verkoop/noun;veroorloof/verb	8	behoud_voor/verb;ben/verb;een/det;grafiek/noun;kan/verb;verkoop/noun;veroorloof/verb;waar/adv	8	behoud_voor/verb;ben/verb;een/det;grafiek/noun;kan/verb;verkoop/noun;veroorloof/verb;waar/adv	8	aan/prep;behoud_voor/verb;ben/verb;de/det;een/det;grafiek/noun;iedereen/pron;kan/verb;kunst_werk/noun;maandag_avond/noun;van/prep;verkoop/noun;veroorloof/verb;waar/adv;zich/pron	15	behoud_voor/verb;grafiek/noun;verkoop/noun	3	behoud_voor/verb;grafiek/noun;verkoop/noun	3	behoud_voor/verb;grafiek/noun;verkoop/noun	3	behoud_voor/verb;grafiek/noun;verkoop/noun	3	behoud_voor/verb;grafiek/noun;verkoop/noun	3	aan/prep;behoud_voor/verb;de/det;grafiek/noun;iedereen/pron;van/prep;verkoop/noun;zich/pron	8
goedkoop/adj/het_laatste_nieuws_20011129_01_453/697	factuur/noun;frank/noun;schrijf_uit/verb;word/verb	4	factuur/noun;frank/noun;schrijf_uit/verb;word/verb	4	factuur/noun;frank/noun;schrijf_uit/verb;toevallig/adj;word/verb	5	factuur/noun;frank/noun;niet/adv;schrijf_uit/verb;word/verb	5	factuur/noun;frank/noun;niet/adv;schrijf_uit/verb;word/verb	5	de/det;door/prep;factuur/noun;frank/noun;niet/adv;schrijf_uit/verb;toevallig/adj;word/verb	8	factuur/noun;frank/noun	2	factuur/noun;frank/noun	2	factuur/noun;frank/noun	2	factuur/noun;frank/noun	2	factuur/noun;frank/noun	2	de/det;factuur/noun;frank/noun	3
goedkoop/adj/het_laatste_nieuws_20030308_01_626/257	ben/verb;boek/verb;internet/noun;reis_bureau/noun	4	ben/verb;boek/verb;internet/noun;reis_bureau/noun	4	ben/verb;boek/verb;internet/noun;reis_bureau/noun	4	ben/verb;boek/verb;een/det;internet/noun;reis_bureau/noun;via/prep	6	ben/verb;boek/verb;een/det;internet/noun;reis_bureau/noun;via/prep	6	ben/verb;boek/verb;een/det;internet/noun;reis_bureau/noun;via/prep;zowel/adv	7	ben/verb;boek/verb;internet/noun	3	ben/verb;boek/verb;internet/noun	3	ben/verb;boek/verb;internet/noun	3	ben/verb;boek/verb;internet/noun	3	ben/verb;boek/verb;internet/noun	3	ben/verb;boek/verb;internet/noun;zowel/adv	4
goedkoop/adj/het_laatste_nieuws_20011221_01_177/129	beschikking/adj;bied_aan/verb;dakloze/noun;maaltijd/noun;restaurant/noun;sociaal/adj;ter/adj	7	beschikking/adj;bied_aan/verb;dakloze/noun;maaltijd/noun;restaurant/noun;sociaal/adj;ter/adj	7	beschikking/adj;bied_aan/verb;dakloze/noun;maaltijd/noun;restaurant/noun;sociaal/adj;ter/adj	7	beschikking/adj;bied_aan/verb;dakloze/noun;die/pron;maaltijd/noun;restaurant/noun;sociaal/adj;ter/adj	8	beschikking/adj;bied_aan/verb;dakloze/noun;die/pron;maaltijd/noun;restaurant/noun;sociaal/adj;ter/adj	8	beschikking/adj;bied_aan/verb;dakloze/noun;die/pron;maaltijd/noun;restaurant/noun;sociaal/adj;ter/adj	8	bied_aan/verb;dakloze/noun;maaltijd/noun;restaurant/noun;sociaal/adj	5	bied_aan/verb;dakloze/noun;maaltijd/noun;restaurant/noun;sociaal/adj	5	bied_aan/verb;dakloze/noun;maaltijd/noun;restaurant/noun;sociaal/adj	5	bied_aan/verb;dakloze/noun;die/pron;maaltijd/noun;restaurant/noun;sociaal/adj	6	bied_aan/verb;dakloze/noun;die/pron;maaltijd/noun;restaurant/noun;sociaal/adj	6	bied_aan/verb;dakloze/noun;die/pron;maaltijd/noun;restaurant/noun;sociaal/adj	6
goedkoop/adj/het_laatste_nieuws_20031002_01_274/137	kan/verb;productie/noun;word/verb	3	kan/verb;productie/noun;word/verb	3	kan/verb;organiseer/verb;productie/noun;word/verb	4	elders/adv;kan/verb;productie/noun;word/verb	4	elders/adv;kan/verb;productie/noun;word/verb	4	de/det;elders/adv;kan/verb;organiseer/verb;productie/noun;word/verb	6	kan/verb;productie/noun;word/verb	3	kan/verb;productie/noun;word/verb	3	kan/verb;organiseer/verb;productie/noun;word/verb	4	elders/adv;kan/verb;productie/noun;word/verb	4	elders/adv;kan/verb;productie/noun;word/verb	4	de/det;elders/adv;kan/verb;organiseer/verb;productie/noun;word/verb	6
goedkoop/adj/het_laatste_nieuws_20031011_01_401/506	ben/verb;elektriciteit/noun;kan_terecht/verb;vind/verb;wil/verb	5	ben/verb;elektriciteit/noun;kan_terecht/verb;vind/verb;wil/verb	5	15/noun;ben/verb;elektriciteit/noun;kan_terecht/verb;mens/noun;vind/verb;weet/verb;wil/verb;woensdag/noun	9	ben/verb;die/pron;elektriciteit/noun;kan_terecht/verb;terecht/part;vind/verb;waar/adv;wil/verb	8	ben/verb;die/pron;elektriciteit/noun;kan_terecht/verb;terecht/part;vind/verb;waar/adv;wil/verb	8	15/noun;ben/verb;de/det;die/pron;elektriciteit/noun;kan_terecht/verb;mens/noun;op/prep;terecht/part;vind/verb;waar/adv;weet/verb;wil/verb;woensdag/noun	14	ben/verb;elektriciteit/noun;vind/verb;wil/verb	4	ben/verb;elektriciteit/noun;vind/verb;wil/verb	4	ben/verb;elektriciteit/noun;vind/verb;weet/verb;wil/verb	5	ben/verb;die/pron;elektriciteit/noun;vind/verb;waar/adv;wil/verb	6	ben/verb;die/pron;elektriciteit/noun;vind/verb;waar/adv;wil/verb	6	ben/verb;de/det;die/pron;elektriciteit/noun;vind/verb;waar/adv;weet/verb;wil/verb	8
goedkoop/adj/het_laatste_nieuws_20020214_01_369/183	ben/verb;dit/noun;formule/noun	3	ben/verb;dit/noun;formule/noun	3	ben/verb;coördineer/verb;dit/noun;formule/noun;werk/noun	5	ben/verb;dit/noun;formule/noun;je/pron;zeker/adv;zelf/adv	6	ben/verb;dit/noun;formule/noun;je/pron;zeker/adv;zelf/adv	6	ben/verb;coördineer/verb;de/det;dit/noun;formule/noun;je/pron;na/prep;werk/noun;zeker/adv;zelf/adv	10	ben/verb;dit/noun;formule/noun	3	ben/verb;dit/noun;formule/noun	3	ben/verb;dit/noun;formule/noun	3	ben/verb;dit/noun;formule/noun;je/pron;zeker/adv	5	ben/verb;dit/noun;formule/noun;je/pron;zeker/adv	5	ben/verb;dit/noun;formule/noun;je/pron;na/prep;zeker/adv	6
goedkoop/adj/het_laatste_nieuws_20031126_01_320/21	groot/adj;sober/adj;tarief/noun	3	groot/adj;sober/adj;tarief/noun	3	familie_bedrijf/noun;groot/adj;sober/adj;tarief/noun	4	groot/adj;nu/adv;sober/adj;tarief/noun	4	groot/adj;nu/adv;sober/adj;tarief/noun	4	al/adv;familie_bedrijf/noun;groot/adj;in/prep;met/prep;nu/adv;sober/adj;tarief/noun	8	groot/adj;sober/adj;tarief/noun	3	groot/adj;sober/adj;tarief/noun	3	familie_bedrijf/noun;groot/adj;sober/adj;tarief/noun	4	groot/adj;nu/adv;sober/adj;tarief/noun	4	groot/adj;nu/adv;sober/adj;tarief/noun	4	al/adv;familie_bedrijf/noun;groot/adj;met/prep;nu/adv;sober/adj;tarief/noun	7
goedkoop/adj/het_laatste_nieuws_20021001_01_168/303	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;ook/adv	2	ben/verb;ook/adv	2	ben/verb;het/det;ook/adv	3	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;ook/adv	2	ben/verb;ook/adv	2	ben/verb;het/det;ook/adv	3
goedkoop/adj/het_laatste_nieuws_20031224_01_541/57	pak_DIM/noun	1	pak_DIM/noun	1	pak_DIM/noun	1	pak_DIM/noun	1	pak_DIM/noun	1	pak_DIM/noun	1	pak_DIM/noun	1	pak_DIM/noun	1	pak_DIM/noun	1	pak_DIM/noun	1	pak_DIM/noun	1	pak_DIM/noun	1
goedkoop/adj/het_laatste_nieuws_20020826_01_37/88	buitenschools/adj;lening/noun;nieuw/adj;start/adj;subsidie_reglement/noun;voorzie/verb	6	buitenschools/adj;lening/noun;nieuw/adj;start/adj;subsidie_reglement/noun;voorzie/verb	6	buitenschools/adj;lening/noun;nieuw/adj;start/adj;subsidie_reglement/noun;voorzie/verb	6	andere/adv;buitenschools/adj;een/det;lening/noun;nieuw/adj;start/adj;subsidie_reglement/noun;voor/prep;voorzie/verb	9	andere/adv;buitenschools/adj;een/det;lening/noun;nieuw/adj;start/adj;subsidie_reglement/noun;voor/prep;voorzie/verb	9	andere/adv;buitenschools/adj;een/det;lening/noun;met/prep;nieuw/adj;onder/adv;start/adj;subsidie_reglement/noun;voor/prep;voorzie/verb	11	buitenschools/adj;lening/noun;start/adj;subsidie_reglement/noun;voorzie/verb	5	buitenschools/adj;lening/noun;start/adj;subsidie_reglement/noun;voorzie/verb	5	buitenschools/adj;lening/noun;start/adj;subsidie_reglement/noun;voorzie/verb	5	andere/adv;buitenschools/adj;lening/noun;start/adj;subsidie_reglement/noun;voor/prep;voorzie/verb	7	andere/adv;buitenschools/adj;lening/noun;start/adj;subsidie_reglement/noun;voor/prep;voorzie/verb	7	andere/adv;buitenschools/adj;lening/noun;onder/adv;start/adj;subsidie_reglement/noun;voor/prep;voorzie/verb	8
goedkoop/adj/het_laatste_nieuws_20020515_01_336/271	alleen/adj;ben/verb;skeeler/verb	3	alleen/adj;ben/verb;skeeler/verb	3	alleen/adj;ben/verb;boeiend/adj;fiets/verb;skeeler/verb	5	alleen/adj;ben/verb;niet/adv;ook/adv;skeeler/verb	5	alleen/adj;ben/verb;niet/adv;ook/adv;skeeler/verb	5	alleen/adj;ben/verb;boeiend/adj;fiets/verb;het/det;niet/adv;ook/adv;skeeler/verb	8	ben/verb;skeeler/verb	2	ben/verb;skeeler/verb	2	ben/verb;boeiend/adj;skeeler/verb	3	ben/verb;ook/adv;skeeler/verb	3	ben/verb;ook/adv;skeeler/verb	3	ben/verb;boeiend/adj;het/det;ook/adv;skeeler/verb	5
goedkoop/adj/het_laatste_nieuws_20010219_01_210/26	alternatief/noun;benzine/noun;brandstof/noun;diesel/noun;hout/noun;kan/verb;schoon/adj	7	alternatief/noun;benzine/noun;brandstof/noun;diesel/noun;hout/noun;kan/verb;schoon/adj	7	alternatief/noun;benzine/noun;brandstof/noun;diesel/noun;hout/noun;kan/verb;schoon/adj;vorm/verb	8	alternatief/noun;benzine/noun;brandstof/noun;diesel/noun;een/det;hout/noun;kan/verb;schoon/adj;uit/prep;voor/prep	10	alternatief/noun;benzine/noun;brandstof/noun;diesel/noun;een/det;hout/noun;kan/verb;schoon/adj;uit/prep;voor/prep	10	alternatief/noun;benzine/noun;brandstof/noun;diesel/noun;een/det;het/det;hout/noun;in/prep;kan/verb;schoon/adj;uit/prep;voor/prep;vorm/verb	13	alternatief/noun;brandstof/noun;hout/noun;kan/verb;schoon/adj	5	alternatief/noun;brandstof/noun;hout/noun;kan/verb;schoon/adj	5	alternatief/noun;brandstof/noun;hout/noun;kan/verb;schoon/adj;vorm/verb	6	alternatief/noun;brandstof/noun;een/det;hout/noun;kan/verb;schoon/adj;uit/prep;voor/prep	8	alternatief/noun;brandstof/noun;een/det;hout/noun;kan/verb;schoon/adj;uit/prep;voor/prep	8	alternatief/noun;brandstof/noun;een/det;hout/noun;kan/verb;schoon/adj;uit/prep;voor/prep;vorm/verb	9
goedkoop/adj/het_laatste_nieuws_20010924_01_173/359	frank/noun;lief/adj;paar/noun;schaf_aan/verb;tweewieler/noun	5	frank/noun;lief/adj;paar/noun;schaf_aan/verb;tweewieler/noun	5	frank/noun;lief/adj;paar/noun;schaf_aan/verb;tweewieler/noun	5	aan/part;een/det;frank/noun;lief/adj;paar/noun;schaf_aan/verb;tweewieler/noun	7	aan/part;een/det;frank/noun;lief/adj;paar/noun;schaf_aan/verb;tweewieler/noun	7	aan/part;een/det;frank/noun;lief/adj;paar/noun;schaf_aan/verb;tweewieler/noun;van/prep;zich/pron	9	paar/noun;tweewieler/noun	2	paar/noun;tweewieler/noun	2	paar/noun;tweewieler/noun	2	aan/part;een/det;paar/noun;tweewieler/noun	4	aan/part;een/det;paar/noun;tweewieler/noun	4	aan/part;een/det;paar/noun;tweewieler/noun;van/prep	5
goedkoop/adj/het_laatste_nieuws_20030723_01_161/12	blijf/verb	1	blijf/verb	1	blijf/verb	1	blijf/verb	1	blijf/verb	1	blijf/verb	1	blijf/verb	1	blijf/verb	1	blijf/verb	1	blijf/verb	1	blijf/verb	1	blijf/verb	1
