	token_id	cw_position	lemma	pos	type	wordform	same_sentence	side	distance	pmi	raw_freq	raw_co
goedkoop/adj/nrc_handelsblad_20000805_127/272/L3	goedkoop/adj/nrc_handelsblad_20000805_127/272	L3	door	prep	door/prep	Door	True	L	4	-0.006012755	1310789.0	2012.0
goedkoop/adj/nrc_handelsblad_20000805_127/272/L4	goedkoop/adj/nrc_handelsblad_20000805_127/272	L4	sentence_delimiter	none	none	<sentence>	none	L	5			
goedkoop/adj/nrc_handelsblad_20000805_127/272/L5	goedkoop/adj/nrc_handelsblad_20000805_127/272	L5	sentence_delimiter	none	none	</sentence>	none	L	6			
goedkoop/adj/nrc_handelsblad_20000805_127/272/L6	goedkoop/adj/nrc_handelsblad_20000805_127/272	L6	.	punct	./punct	.	False	L	7			
goedkoop/adj/nrc_handelsblad_20000805_127/272/L7	goedkoop/adj/nrc_handelsblad_20000805_127/272	L7	aanwezig	adj	aanwezig/adj	aanwezig	False	L	8			
goedkoop/adj/nrc_handelsblad_20000805_127/272/L8	goedkoop/adj/nrc_handelsblad_20000805_127/272	L8	prominent	adj	prominent/adj	prominent	False	L	9			
goedkoop/adj/nrc_handelsblad_20000805_127/272/L9	goedkoop/adj/nrc_handelsblad_20000805_127/272	L9	belang	noun	belang/noun	belangen	False	L	10			
goedkoop/adj/nrc_handelsblad_20000805_127/272/L10	goedkoop/adj/nrc_handelsblad_20000805_127/272	L10	eigen	adj	eigen/adj	eigen	False	L	11	0.13446605	316997.0	559.0
goedkoop/adj/nrc_handelsblad_20000805_127/272/L11	goedkoop/adj/nrc_handelsblad_20000805_127/272	L11	de	det	de/det	de	False	L	12	-0.009065625	28074105.0	42862.0
goedkoop/adj/nrc_handelsblad_20000805_127/272/L12	goedkoop/adj/nrc_handelsblad_20000805_127/272	L12	ben	verb	ben/verb	zijn	False	L	13	0.41230032	9938754.0	23138.0
goedkoop/adj/nrc_handelsblad_20000805_127/272/L13	goedkoop/adj/nrc_handelsblad_20000805_127/272	L13	voedsel	noun	voedsel/noun	voedsel	False	L	14			
goedkoop/adj/nrc_handelsblad_20000805_127/272/L14	goedkoop/adj/nrc_handelsblad_20000805_127/272	L14	gemodificeerd	adj	gemodificeerd/adj	gemodificeerd	False	L	15			
goedkoop/adj/nrc_handelsblad_20000805_127/272/L15	goedkoop/adj/nrc_handelsblad_20000805_127/272	L15	genetisch	adj	genetisch/adj	genetisch	False	L	16	0.38520285	10611.0	24.0
goedkoop/adj/nrc_handelsblad_20000805_127/272/R0	goedkoop/adj/nrc_handelsblad_20000805_127/272	R0	kan	verb	kan/verb	kunnen	True	R	1	0.573743	1969534.0	5394.0
goedkoop/adj/nrc_handelsblad_20000805_127/272/R1	goedkoop/adj/nrc_handelsblad_20000805_127/272	R1	word	verb	word/verb	worden	True	R	2	0.3632289	3486710.0	7730.0
goedkoop/adj/nrc_handelsblad_20000805_127/272/R2	goedkoop/adj/nrc_handelsblad_20000805_127/272	R2	produceer	verb	produceer/verb	geproduceerd	True	R	3	2.572988	21055.0	426.0
goedkoop/adj/nrc_handelsblad_20000805_127/272/R3	goedkoop/adj/nrc_handelsblad_20000805_127/272	R3	.	punct	./punct	.	True	R	4			
goedkoop/adj/nrc_handelsblad_20000805_127/272/R4	goedkoop/adj/nrc_handelsblad_20000805_127/272	R4	sentence_delimiter	none	none	</sentence>	none	R	5			
goedkoop/adj/nrc_handelsblad_20000805_127/272/R5	goedkoop/adj/nrc_handelsblad_20000805_127/272	R5	sentence_delimiter	none	none	<sentence>	none	R	6			
goedkoop/adj/nrc_handelsblad_20000805_127/272/R6	goedkoop/adj/nrc_handelsblad_20000805_127/272	R6	zo	adv	zo/adv	Zo	False	R	7	0.58390594	748301.0	2076.0
goedkoop/adj/nrc_handelsblad_20000805_127/272/R7	goedkoop/adj/nrc_handelsblad_20000805_127/272	R7	kan	verb	kan/verb	kan	False	R	8	0.573743	1969534.0	5394.0
goedkoop/adj/nrc_handelsblad_20000805_127/272/R8	goedkoop/adj/nrc_handelsblad_20000805_127/272	R8	het	det	het/det	het	False	R	9	-0.066581026	11650779.0	16800.0
goedkoop/adj/nrc_handelsblad_20000805_127/272/R9	goedkoop/adj/nrc_handelsblad_20000805_127/272	R9	percentage	noun	percentage/noun	percentage	False	R	10			
goedkoop/adj/nrc_handelsblad_20000805_127/272/R10	goedkoop/adj/nrc_handelsblad_20000805_127/272	R10	uitval	noun	uitval/noun	uitval	False	R	11			
goedkoop/adj/nrc_handelsblad_20000805_127/272/R11	goedkoop/adj/nrc_handelsblad_20000805_127/272	R11	bij	prep	bij/prep	bij	False	R	12	-0.09741396	1803877.0	2517.0
goedkoop/adj/nrc_handelsblad_20000805_127/272/R12	goedkoop/adj/nrc_handelsblad_20000805_127/272	R12	de	det	de/det	de	False	R	13	-0.009065625	28074105.0	42862.0
goedkoop/adj/nrc_handelsblad_20000805_127/272/R13	goedkoop/adj/nrc_handelsblad_20000805_127/272	R13	oogst	noun	oogst/noun	oogst	False	R	14			
goedkoop/adj/nrc_handelsblad_20000805_127/272/R14	goedkoop/adj/nrc_handelsblad_20000805_127/272	R14	van	prep	van/prep	van	False	R	15	-0.21945427	12638933.0	15641.0
goedkoop/adj/nrc_handelsblad_20000805_127/272/R15	goedkoop/adj/nrc_handelsblad_20000805_127/272	R15	een	det	een/det	een	False	R	16	0.10414596	11075723.0	18973.0
goedkoop/adj/nrc_handelsblad_20040221_196/122/L0	goedkoop/adj/nrc_handelsblad_20040221_196/122	L0	uiteindelijk	adj	uiteindelijk/adj	uiteindelijk	True	L	1	0.077336855	99204.0	166.0
goedkoop/adj/nrc_handelsblad_20040221_196/122/L1	goedkoop/adj/nrc_handelsblad_20040221_196/122	L1	en	vg	en/vg	en	True	L	2			
goedkoop/adj/nrc_handelsblad_20040221_196/122/L2	goedkoop/adj/nrc_handelsblad_20040221_196/122	L2	goed	adj	goed/adj	goed	True	L	3	0.28067908	987502.0	2015.0
goedkoop/adj/nrc_handelsblad_20040221_196/122/L3	goedkoop/adj/nrc_handelsblad_20040221_196/122	L3	technologie	noun	technologie/noun	technologie	True	L	4	1.4817563	12107.0	82.0
goedkoop/adj/nrc_handelsblad_20040221_196/122/L4	goedkoop/adj/nrc_handelsblad_20040221_196/122	L4	ons	det	ons/det	onze	True	L	5	0.034181725	470011.0	750.0
goedkoop/adj/nrc_handelsblad_20040221_196/122/L5	goedkoop/adj/nrc_handelsblad_20040221_196/122	L5	waarom	pp	waarom/pp	waarom	True	L	6			
goedkoop/adj/nrc_handelsblad_20040221_196/122/L6	goedkoop/adj/nrc_handelsblad_20040221_196/122	L6	leg_uit	verb	leg_uit/verb	leggen	True	L	7	-0.29174793	49212.0	57.0
goedkoop/adj/nrc_handelsblad_20040221_196/122/L7	goedkoop/adj/nrc_handelsblad_20040221_196/122	L7	te	comp	te/comp	te	True	L	8			
goedkoop/adj/nrc_handelsblad_20040221_196/122/L8	goedkoop/adj/nrc_handelsblad_20040221_196/122	L8	uit	part	uit/part	uit	True	L	9	0.41571745	475164.0	1110.0
goedkoop/adj/nrc_handelsblad_20040221_196/122/L9	goedkoop/adj/nrc_handelsblad_20040221_196/122	L9	ze	pron	ze/pron	ze	True	L	10	0.07245205	1808509.0	3013.0
goedkoop/adj/nrc_handelsblad_20040221_196/122/L10	goedkoop/adj/nrc_handelsblad_20040221_196/122	L10	om	comp	om/comp	om	True	L	11			
goedkoop/adj/nrc_handelsblad_20040221_196/122/L11	goedkoop/adj/nrc_handelsblad_20040221_196/122	L11	kost	verb	kost/verb	gekost	True	L	12	1.9354651999999999	100118.0	1060.0
goedkoop/adj/nrc_handelsblad_20040221_196/122/L12	goedkoop/adj/nrc_handelsblad_20040221_196/122	L12	tijd	noun	tijd/noun	tijd	True	L	13			
goedkoop/adj/nrc_handelsblad_20040221_196/122/L13	goedkoop/adj/nrc_handelsblad_20040221_196/122	L13	even	adj	even/adj	even	True	L	14	0.03336535	172619.0	275.0
goedkoop/adj/nrc_handelsblad_20040221_196/122/L14	goedkoop/adj/nrc_handelsblad_20040221_196/122	L14	heb	verb	heb/verb	heeft	True	L	15	-0.36080572	4034811.0	4322.0
goedkoop/adj/nrc_handelsblad_20040221_196/122/L15	goedkoop/adj/nrc_handelsblad_20040221_196/122	L15	het	noun	het/noun	Het	True	L	16	0.21292901	764720.0	1464.0
goedkoop/adj/nrc_handelsblad_20040221_196/122/R0	goedkoop/adj/nrc_handelsblad_20040221_196/122	R0	ben	verb	ben/verb	is	True	R	1	0.41230032	9938754.0	23138.0
goedkoop/adj/nrc_handelsblad_20040221_196/122/R1	goedkoop/adj/nrc_handelsblad_20040221_196/122	R1	,	punct	,/punct	,	True	R	2			
goedkoop/adj/nrc_handelsblad_20040221_196/122/R2	goedkoop/adj/nrc_handelsblad_20040221_196/122	R2	maar	vg	maar/vg	maar	True	R	3			
goedkoop/adj/nrc_handelsblad_20040221_196/122/R3	goedkoop/adj/nrc_handelsblad_20040221_196/122	R3	toen	comp	toen/comp	toen	True	R	4			
goedkoop/adj/nrc_handelsblad_20040221_196/122/R4	goedkoop/adj/nrc_handelsblad_20040221_196/122	R4	ze	pron	ze/pron	ze	True	R	5	0.07245205	1808509.0	3013.0
goedkoop/adj/nrc_handelsblad_20040221_196/122/R5	goedkoop/adj/nrc_handelsblad_20040221_196/122	R5	dat	det	dat/det	dat	True	R	6	0.24905509	1849436.0	3673.0
goedkoop/adj/nrc_handelsblad_20040221_196/122/R6	goedkoop/adj/nrc_handelsblad_20040221_196/122	R6	eenmaal	noun	eenmaal/noun	eenmaal	True	R	7	-0.03732543	16096.0	24.0
goedkoop/adj/nrc_handelsblad_20040221_196/122/R7	goedkoop/adj/nrc_handelsblad_20040221_196/122	R7	zie_in	verb	zie_in/verb	inzagen	True	R	8	-0.08297399400000001	15450.0	22.0
goedkoop/adj/nrc_handelsblad_20040221_196/122/R8	goedkoop/adj/nrc_handelsblad_20040221_196/122	R8	,	punct	,/punct	,	True	R	9			
goedkoop/adj/nrc_handelsblad_20040221_196/122/R9	goedkoop/adj/nrc_handelsblad_20040221_196/122	R9	ga	verb	ga/verb	gingen	True	R	10	-0.041874755	1085158.0	1602.0
goedkoop/adj/nrc_handelsblad_20040221_196/122/R10	goedkoop/adj/nrc_handelsblad_20040221_196/122	R10	ze	pron	ze/pron	ze	True	R	11	0.07245205	1808509.0	3013.0
goedkoop/adj/nrc_handelsblad_20040221_196/122/R11	goedkoop/adj/nrc_handelsblad_20040221_196/122	R11	ook	adv	ook/adv	ook	True	R	12	0.27227125	2214625.0	4501.0
goedkoop/adj/nrc_handelsblad_20040221_196/122/R12	goedkoop/adj/nrc_handelsblad_20040221_196/122	R12	massaal	adj	massaal/adj	massaal	True	R	13	1.1301086	25356.0	120.0
goedkoop/adj/nrc_handelsblad_20040221_196/122/R13	goedkoop/adj/nrc_handelsblad_20040221_196/122	R13	om	adj	om/adj	om	True	R	14			
goedkoop/adj/nrc_handelsblad_20040221_196/122/R14	goedkoop/adj/nrc_handelsblad_20040221_196/122	R14	.	punct	./punct	.	True	R	15			
goedkoop/adj/nrc_handelsblad_20040221_196/122/R15	goedkoop/adj/nrc_handelsblad_20040221_196/122	R15	sentence_delimiter	none	none	</sentence>	none	R	16			
goedkoop/adj/nrc_handelsblad_20030522_86/294/L0	goedkoop/adj/nrc_handelsblad_20030522_86/294	L0	zo	adv	zo/adv	zo	True	L	1	0.58390594	748301.0	2076.0
goedkoop/adj/nrc_handelsblad_20030522_86/294/L1	goedkoop/adj/nrc_handelsblad_20030522_86/294	L1	niet	adv	niet/adv	niet	True	L	2	0.08947204	3455007.0	5829.0
goedkoop/adj/nrc_handelsblad_20030522_86/294/L2	goedkoop/adj/nrc_handelsblad_20030522_86/294	L2	helemaal	adv	helemaal/adv	helemaal	True	L	3	-0.45570950000000005	144941.0	142.0
goedkoop/adj/nrc_handelsblad_20030522_86/294/L3	goedkoop/adj/nrc_handelsblad_20030522_86/294	L3	Konmar	name	Konmar/name	Konmar	True	L	4			
goedkoop/adj/nrc_handelsblad_20030522_86/294/L4	goedkoop/adj/nrc_handelsblad_20030522_86/294	L4	de	det	de/det	de	True	L	5	-0.009065625	28074105.0	42862.0
goedkoop/adj/nrc_handelsblad_20030522_86/294/L5	goedkoop/adj/nrc_handelsblad_20030522_86/294	L5	dat	comp	dat/comp	dat	True	L	6			
goedkoop/adj/nrc_handelsblad_20030522_86/294/L6	goedkoop/adj/nrc_handelsblad_20030522_86/294	L6	indruk	noun	indruk/noun	indruk	True	L	7	-0.63136244	48582.0	40.0
goedkoop/adj/nrc_handelsblad_20030522_86/294/L7	goedkoop/adj/nrc_handelsblad_20030522_86/294	L7	de	det	de/det	de	True	L	8	-0.009065625	28074105.0	42862.0
goedkoop/adj/nrc_handelsblad_20030522_86/294/L8	goedkoop/adj/nrc_handelsblad_20030522_86/294	L8	ontsta	verb	ontsta/verb	ontstond	True	L	9	-0.359398	72241.0	78.0
goedkoop/adj/nrc_handelsblad_20030522_86/294/L9	goedkoop/adj/nrc_handelsblad_20030522_86/294	L9	,	punct	,/punct	,	True	L	10			
goedkoop/adj/nrc_handelsblad_20030522_86/294/L10	goedkoop/adj/nrc_handelsblad_20030522_86/294	L10	ben	verb	ben/verb	waren	True	L	11	0.41230032	9938754.0	23138.0
goedkoop/adj/nrc_handelsblad_20030522_86/294/L11	goedkoop/adj/nrc_handelsblad_20030522_86/294	L11	aanwezig	adj	aanwezig/adj	aanwezig	True	L	12			
goedkoop/adj/nrc_handelsblad_20030522_86/294/L12	goedkoop/adj/nrc_handelsblad_20030522_86/294	L12	onvoldoende	adj	onvoldoende/adj	onvoldoende	True	L	13			
goedkoop/adj/nrc_handelsblad_20030522_86/294/L13	goedkoop/adj/nrc_handelsblad_20030522_86/294	L13	huis_merk_artikel	noun	huis_merk_artikel/noun	huismerkartikelen	True	L	14			
goedkoop/adj/nrc_handelsblad_20030522_86/294/L14	goedkoop/adj/nrc_handelsblad_20030522_86/294	L14	omdat	comp	omdat/comp	omdat	True	L	15			
goedkoop/adj/nrc_handelsblad_20030522_86/294/L15	goedkoop/adj/nrc_handelsblad_20030522_86/294	L15	en	vg	en/vg	en	True	L	16			
goedkoop/adj/nrc_handelsblad_20030522_86/294/R0	goedkoop/adj/nrc_handelsblad_20030522_86/294	R0	ben	verb	ben/verb	was	True	R	1	0.41230032	9938754.0	23138.0
goedkoop/adj/nrc_handelsblad_20030522_86/294/R1	goedkoop/adj/nrc_handelsblad_20030522_86/294	R1	als	comp	als/comp	als	True	R	2			
goedkoop/adj/nrc_handelsblad_20030522_86/294/R2	goedkoop/adj/nrc_handelsblad_20030522_86/294	R2	de	det	de/det	de	True	R	3	-0.009065625	28074105.0	42862.0
goedkoop/adj/nrc_handelsblad_20030522_86/294/R3	goedkoop/adj/nrc_handelsblad_20030522_86/294	R3	keten	noun	keten/noun	keten	True	R	4	2.2171022999999996	4731.0	67.0
goedkoop/adj/nrc_handelsblad_20030522_86/294/R4	goedkoop/adj/nrc_handelsblad_20030522_86/294	R4	wel	adv	wel/adv	wel	True	R	5	0.17582382	887396.0	1636.0
goedkoop/adj/nrc_handelsblad_20030522_86/294/R5	goedkoop/adj/nrc_handelsblad_20030522_86/294	R5	beweer	verb	beweer/verb	beweerde	True	R	6	0.36238325	35944.0	80.0
goedkoop/adj/nrc_handelsblad_20030522_86/294/R6	goedkoop/adj/nrc_handelsblad_20030522_86/294	R6	.	punct	./punct	.	True	R	7			
goedkoop/adj/nrc_handelsblad_20030522_86/294/R7	goedkoop/adj/nrc_handelsblad_20030522_86/294	R7	sentence_delimiter	none	none	</sentence>	none	R	8			
goedkoop/adj/nrc_handelsblad_20030522_86/294/R8	goedkoop/adj/nrc_handelsblad_20030522_86/294	R8	sentence_delimiter	none	none	<sentence>	none	R	9			
goedkoop/adj/nrc_handelsblad_20030522_86/294/R9	goedkoop/adj/nrc_handelsblad_20030522_86/294	R9	de	det	de/det	De	False	R	10	-0.009065625	28074105.0	42862.0
goedkoop/adj/nrc_handelsblad_20030522_86/294/R10	goedkoop/adj/nrc_handelsblad_20030522_86/294	R10	rigoureus	adj	rigoureus/adj	rigoureuze	False	R	11			
goedkoop/adj/nrc_handelsblad_20030522_86/294/R11	goedkoop/adj/nrc_handelsblad_20030522_86/294	R11	ombouw_operatie	noun	ombouw_operatie/noun	ombouwoperatie	False	R	12			
goedkoop/adj/nrc_handelsblad_20030522_86/294/R12	goedkoop/adj/nrc_handelsblad_20030522_86/294	R12	word	verb	word/verb	werd	False	R	13	0.3632289	3486710.0	7730.0
goedkoop/adj/nrc_handelsblad_20030522_86/294/R13	goedkoop/adj/nrc_handelsblad_20030522_86/294	R13	leg_stil	verb	leg_stil/verb	stilgelegd	False	R	14			
goedkoop/adj/nrc_handelsblad_20030522_86/294/R14	goedkoop/adj/nrc_handelsblad_20030522_86/294	R14	,	punct	,/punct	,	False	R	15			
goedkoop/adj/nrc_handelsblad_20030522_86/294/R15	goedkoop/adj/nrc_handelsblad_20030522_86/294	R15	bestuurder	noun	bestuurder/noun	bestuurders	False	R	16			
goedkoop/adj/nrc_handelsblad_20000325_120/378/L0	goedkoop/adj/nrc_handelsblad_20000325_120/378	L0	even	adj	even/adj	even	True	L	1	0.03336535	172619.0	275.0
goedkoop/adj/nrc_handelsblad_20000325_120/378/L1	goedkoop/adj/nrc_handelsblad_20000325_120/378	L1	dat	det	dat/det	dat	True	L	2	0.24905509	1849436.0	3673.0
goedkoop/adj/nrc_handelsblad_20000325_120/378/L2	goedkoop/adj/nrc_handelsblad_20000325_120/378	L2	die	pron	die/pron	die	True	L	3	0.0043216203000000005	2519801.0	3924.0
goedkoop/adj/nrc_handelsblad_20000325_120/378/L3	goedkoop/adj/nrc_handelsblad_20000325_120/378	L3	partij	noun	partij/noun	partijen	True	L	4	-0.9988574	195439.0	111.0
goedkoop/adj/nrc_handelsblad_20000325_120/378/L4	goedkoop/adj/nrc_handelsblad_20000325_120/378	L4	ander	adj	ander/adj	andere	True	L	5	0.21092439	663512.0	1268.0
goedkoop/adj/nrc_handelsblad_20000325_120/378/L5	goedkoop/adj/nrc_handelsblad_20000325_120/378	L5	met	prep	met/prep	met	True	L	6	-0.038191567999999995	4230163.0	6281.0
goedkoop/adj/nrc_handelsblad_20000325_120/378/L6	goedkoop/adj/nrc_handelsblad_20000325_120/378	L6	houd	verb	houd/verb	houden	True	L	7	-0.25629878	340614.0	405.0
goedkoop/adj/nrc_handelsblad_20000325_120/378/L7	goedkoop/adj/nrc_handelsblad_20000325_120/378	L7	zal	verb	zal/verb	zal	True	L	8	0.17743404	1661300.0	3064.0
goedkoop/adj/nrc_handelsblad_20000325_120/378/L8	goedkoop/adj/nrc_handelsblad_20000325_120/378	L8	concurrentie	noun	concurrentie/noun	concurrentie	True	L	9	2.1183555	28563.0	366.0
goedkoop/adj/nrc_handelsblad_20000325_120/378/L9	goedkoop/adj/nrc_handelsblad_20000325_120/378	L9	altijd	adv	altijd/adv	altijd	True	L	10	0.35932368	292821.0	648.0
goedkoop/adj/nrc_handelsblad_20000325_120/378/L10	goedkoop/adj/nrc_handelsblad_20000325_120/378	L10	dus	adv	dus/adv	dus	True	L	11	0.7317163000000001	257023.0	827.0
goedkoop/adj/nrc_handelsblad_20000325_120/378/L11	goedkoop/adj/nrc_handelsblad_20000325_120/378	L11	en	vg	en/vg	en	True	L	12			
goedkoop/adj/nrc_handelsblad_20000325_120/378/L12	goedkoop/adj/nrc_handelsblad_20000325_120/378	L12	derden	noun	derden/noun	derden	True	L	13			
goedkoop/adj/nrc_handelsblad_20000325_120/378/L13	goedkoop/adj/nrc_handelsblad_20000325_120/378	L13	van	prep	van/prep	van	True	L	14	-0.21945427	12638933.0	15641.0
goedkoop/adj/nrc_handelsblad_20000325_120/378/L14	goedkoop/adj/nrc_handelsblad_20000325_120/378	L14	koop_in	verb	koop_in/verb	inkoopt	True	L	15	3.2715368	4435.0	180.0
goedkoop/adj/nrc_handelsblad_20000325_120/378/L15	goedkoop/adj/nrc_handelsblad_20000325_120/378	L15	alles	noun	alles/noun	alles	True	L	16	0.03422762	209596.0	335.0
goedkoop/adj/nrc_handelsblad_20000325_120/378/R0	goedkoop/adj/nrc_handelsblad_20000325_120/378	R0	ook	adv	ook/adv	ook	True	R	1	0.27227125	2214625.0	4501.0
goedkoop/adj/nrc_handelsblad_20000325_120/378/R1	goedkoop/adj/nrc_handelsblad_20000325_120/378	R1	kan	verb	kan/verb	kunnen	True	R	2	0.573743	1969534.0	5394.0
goedkoop/adj/nrc_handelsblad_20000325_120/378/R2	goedkoop/adj/nrc_handelsblad_20000325_120/378	R2	doe	verb	doe/verb	doen	True	R	3	-0.09805881	731956.0	1023.0
goedkoop/adj/nrc_handelsblad_20000325_120/378/R3	goedkoop/adj/nrc_handelsblad_20000325_120/378	R3	.	punct	./punct	.	True	R	4			
goedkoop/adj/nrc_handelsblad_20000325_120/378/R4	goedkoop/adj/nrc_handelsblad_20000325_120/378	R4	sentence_delimiter	none	none	</sentence>	none	R	5			
goedkoop/adj/nrc_handelsblad_20000325_120/378/R5	goedkoop/adj/nrc_handelsblad_20000325_120/378	R5	sentence_delimiter	none	none	<sentence>	none	R	6			
goedkoop/adj/nrc_handelsblad_20000325_120/378/R6	goedkoop/adj/nrc_handelsblad_20000325_120/378	R6	maar	comp	maar/comp	Maar	False	R	7			
goedkoop/adj/nrc_handelsblad_20000325_120/378/R7	goedkoop/adj/nrc_handelsblad_20000325_120/378	R7	goed	tag	goed/tag	goed	False	R	8			
goedkoop/adj/nrc_handelsblad_20000325_120/378/R8	goedkoop/adj/nrc_handelsblad_20000325_120/378	R8	,	punct	,/punct	,	False	R	9			
