_model	minimum_contextwords	part_of_speech	sent_bound	socc_corpus	socc_length	socc_length_num	socc_window	token_window	tokens	type	weighting	stress
church_nocomp.10_10.nvj.noweight.nobound.s.10_10.focc.3	3	nvj	False	s	focc	31447	10_10	10_10	249	church_nocomp	noweight	0.25543428644103877
church_nocomp.5_5.nvjid.ppmi.nobound.s.10_10.5000.2	2	nvjid	False	s	5000	1337	10_10	5_5	247	church_nocomp	ppmi	0.2986985889168233
church_nocomp.5_5.nvjid.ppmi.nobound.s.10_10.5000.3	3	nvjid	False	s	5000	1337	10_10	5_5	233	church_nocomp	ppmi	0.29251445823701633
church_nocomp.5_5.nvjid.ppmi.nobound.s.10_10.10000.2	2	nvjid	False	s	10000	1337	10_10	5_5	247	church_nocomp	ppmi	0.29717937867805555
church_nocomp.5_5.nvjid.ppmi.nobound.s.10_10.10000.3	3	nvjid	False	s	10000	1337	10_10	5_5	233	church_nocomp	ppmi	0.29524392090459445
church_nocomp.5_5.nvjid.ppmi.nobound.s.10_10.focc.2	2	nvjid	False	s	focc	1337	10_10	5_5	247	church_nocomp	ppmi	0.29790461118571687
church_nocomp.5_5.nvjid.ppmi.nobound.s.10_10.focc.3	3	nvjid	False	s	focc	1337	10_10	5_5	233	church_nocomp	ppmi	0.29341755787923934
church_nocomp.10_10.nvjid.ppmi.nobound.s.10_10.5000.2	2	nvjid	False	s	5000	1337	10_10	10_10	249	church_nocomp	ppmi	0.27521037769929046
church_nocomp.10_10.nvjid.ppmi.nobound.s.10_10.5000.3	3	nvjid	False	s	5000	1337	10_10	10_10	248	church_nocomp	ppmi	0.27568291583370785
church_nocomp.10_10.nvjid.ppmi.nobound.s.10_10.10000.2	2	nvjid	False	s	10000	1337	10_10	10_10	249	church_nocomp	ppmi	0.2742807416355889
church_nocomp.10_10.nvjid.ppmi.nobound.s.10_10.10000.3	3	nvjid	False	s	10000	1337	10_10	10_10	248	church_nocomp	ppmi	0.2756276140279389
church_nocomp.10_10.nvjid.ppmi.nobound.s.10_10.focc.2	2	nvjid	False	s	focc	1337	10_10	10_10	249	church_nocomp	ppmi	0.27392085953255857
church_nocomp.10_10.nvjid.ppmi.nobound.s.10_10.focc.3	3	nvjid	False	s	focc	1337	10_10	10_10	248	church_nocomp	ppmi	0.2758854070197564
church_nocomp.5_5.nvjid.noweight.nobound.s.10_10.5000.2	2	nvjid	False	s	5000	5000	10_10	5_5	249	church_nocomp	noweight	0.2552783904686544
church_nocomp.5_5.nvjid.noweight.nobound.s.10_10.5000.3	3	nvjid	False	s	5000	5000	10_10	5_5	245	church_nocomp	noweight	0.25586436068898694
church_nocomp.5_5.nvjid.noweight.nobound.s.10_10.10000.2	2	nvjid	False	s	10000	10000	10_10	5_5	249	church_nocomp	noweight	0.2536642411036783
church_nocomp.5_5.nvjid.noweight.nobound.s.10_10.10000.3	3	nvjid	False	s	10000	10000	10_10	5_5	245	church_nocomp	noweight	0.25385751997131456
church_nocomp.5_5.nvjid.noweight.nobound.s.10_10.focc.2	2	nvjid	False	s	focc	31607	10_10	5_5	249	church_nocomp	noweight	0.2323833115609886
church_nocomp.5_5.nvjid.noweight.nobound.s.10_10.focc.3	3	nvjid	False	s	focc	31607	10_10	5_5	245	church_nocomp	noweight	0.2315768907494255
church_nocomp.10_10.nvjid.noweight.nobound.s.10_10.5000.2	2	nvjid	False	s	5000	5000	10_10	10_10	249	church_nocomp	noweight	0.2456826419058625
church_nocomp.10_10.nvjid.noweight.nobound.s.10_10.5000.3	3	nvjid	False	s	5000	5000	10_10	10_10	249	church_nocomp	noweight	0.2456826419058625
church_nocomp.10_10.nvjid.noweight.nobound.s.10_10.10000.2	2	nvjid	False	s	10000	10000	10_10	10_10	249	church_nocomp	noweight	0.26000296273359447
church_nocomp.10_10.nvjid.noweight.nobound.s.10_10.10000.3	3	nvjid	False	s	10000	10000	10_10	10_10	249	church_nocomp	noweight	0.2597201602613312
church_nocomp.10_10.nvjid.noweight.nobound.s.10_10.focc.2	2	nvjid	False	s	focc	31607	10_10	10_10	249	church_nocomp	noweight	0.2609030086146972
church_nocomp.10_10.nvjid.noweight.nobound.s.10_10.focc.3	3	nvjid	False	s	focc	31607	10_10	10_10	249	church_nocomp	noweight	0.2621571381500366
church_nocomp.5_5.none.ppmi.nobound.s.10_10.5000.2	2	none	False	s	5000	1510	10_10	5_5	249	church_nocomp	ppmi	0.29621159479898324
church_nocomp.5_5.none.ppmi.nobound.s.10_10.5000.3	3	none	False	s	5000	1510	10_10	5_5	244	church_nocomp	ppmi	0.29687181486944997
church_nocomp.5_5.none.ppmi.nobound.s.10_10.10000.2	2	none	False	s	10000	1510	10_10	5_5	249	church_nocomp	ppmi	0.29801400761280405
church_nocomp.5_5.none.ppmi.nobound.s.10_10.10000.3	3	none	False	s	10000	1510	10_10	5_5	244	church_nocomp	ppmi	0.294959850456561
church_nocomp.5_5.none.ppmi.nobound.s.10_10.focc.2	2	none	False	s	focc	1510	10_10	5_5	249	church_nocomp	ppmi	0.29704156375578605
church_nocomp.5_5.none.ppmi.nobound.s.10_10.focc.3	3	none	False	s	focc	1510	10_10	5_5	244	church_nocomp	ppmi	0.29702153817127713
church_nocomp.10_10.none.ppmi.nobound.s.10_10.5000.2	2	none	False	s	5000	1510	10_10	10_10	249	church_nocomp	ppmi	0.2771933132661091
church_nocomp.10_10.none.ppmi.nobound.s.10_10.5000.3	3	none	False	s	5000	1510	10_10	10_10	249	church_nocomp	ppmi	0.2771933132661091
church_nocomp.10_10.none.ppmi.nobound.s.10_10.10000.2	2	none	False	s	10000	1510	10_10	10_10	249	church_nocomp	ppmi	0.2771933132661091
church_nocomp.10_10.none.ppmi.nobound.s.10_10.10000.3	3	none	False	s	10000	1510	10_10	10_10	249	church_nocomp	ppmi	0.2771933132661091
church_nocomp.10_10.none.ppmi.nobound.s.10_10.focc.2	2	none	False	s	focc	1510	10_10	10_10	249	church_nocomp	ppmi	0.2771933132661091
church_nocomp.10_10.none.ppmi.nobound.s.10_10.focc.3	3	none	False	s	focc	1510	10_10	10_10	249	church_nocomp	ppmi	0.2771933132661091
church_nocomp.5_5.none.noweight.nobound.s.10_10.5000.2	2	none	False	s	5000	5000	10_10	5_5	249	church_nocomp	noweight	0.24152332626336784
church_nocomp.5_5.none.noweight.nobound.s.10_10.5000.3	3	none	False	s	5000	5000	10_10	5_5	249	church_nocomp	noweight	0.24155891843129257
church_nocomp.5_5.none.noweight.nobound.s.10_10.10000.2	2	none	False	s	10000	10000	10_10	5_5	249	church_nocomp	noweight	0.24778646475448665
church_nocomp.5_5.none.noweight.nobound.s.10_10.10000.3	3	none	False	s	10000	10000	10_10	5_5	249	church_nocomp	noweight	0.24648437730140843
church_nocomp.5_5.none.noweight.nobound.s.10_10.focc.2	2	none	False	s	focc	34786	10_10	5_5	249	church_nocomp	noweight	0.26518950072996605
church_nocomp.5_5.none.noweight.nobound.s.10_10.focc.3	3	none	False	s	focc	34786	10_10	5_5	249	church_nocomp	noweight	0.26518950072996605
church_nocomp.10_10.none.noweight.nobound.s.10_10.5000.2	2	none	False	s	5000	5000	10_10	10_10	249	church_nocomp	noweight	0.22750399900922985
church_nocomp.10_10.none.noweight.nobound.s.10_10.5000.3	3	none	False	s	5000	5000	10_10	10_10	249	church_nocomp	noweight	0.22750399900922985
church_nocomp.10_10.none.noweight.nobound.s.10_10.10000.2	2	none	False	s	10000	10000	10_10	10_10	249	church_nocomp	noweight	0.2386866011985827
church_nocomp.10_10.none.noweight.nobound.s.10_10.10000.3	3	none	False	s	10000	10000	10_10	10_10	249	church_nocomp	noweight	0.2386866011985827
church_nocomp.10_10.none.noweight.nobound.s.10_10.focc.2	2	none	False	s	focc	34786	10_10	10_10	249	church_nocomp	noweight	0.27417781567298066
church_nocomp.10_10.none.noweight.nobound.s.10_10.focc.3	3	none	False	s	focc	34786	10_10	10_10	249	church_nocomp	noweight	0.27417781567298066
