_id	_cws.heet.foc10.nav.weight.bound	_count.heet.foc10.nav.weight.bound	_cws.heet.foc10.nav.selection.bound	_count.heet.foc10.nav.selection.bound	_cws.heet.foc10.nav.no.bound	_count.heet.foc10.nav.no.bound	_cws.heet.foc10.all.weight.bound	_count.heet.foc10.all.weight.bound	_cws.heet.foc10.all.selection.bound	_count.heet.foc10.all.selection.bound	_cws.heet.foc10.all.no.bound	_count.heet.foc10.all.no.bound	_cws.heet.foc5.nav.weight.bound	_count.heet.foc5.nav.weight.bound	_cws.heet.foc5.nav.selection.bound	_count.heet.foc5.nav.selection.bound	_cws.heet.foc5.nav.no.bound	_count.heet.foc5.nav.no.bound	_cws.heet.foc5.all.weight.bound	_count.heet.foc5.all.weight.bound	_cws.heet.foc5.all.selection.bound	_count.heet.foc5.all.selection.bound	_cws.heet.foc5.all.no.bound	_count.heet.foc5.all.no.bound
heet/adj/nrc_handelsblad_20010323_89/946	oostkust/noun	1	oostkust/noun	1	oostkust/noun	1	de/det;die/det;een/det;oostkust/noun	4	de/det;die/det;een/det;oostkust/noun	4	de/det;die/det;een/det;oostkust/noun	4		0		0		0	die/det;een/det	2	die/det;een/det	2	die/det;een/det	2
heet/adj/nrc_handelsblad_20011026_24/159	adem/noun;in_compleet/adj;lief/adj;materiaal/noun;nek/noun;voel/verb	6	adem/noun;in_compleet/adj;lief/adj;materiaal/noun;nek/noun;voel/verb	6	adem/noun;in_compleet/adj;lief/adj;materiaal/noun;nek/noun;voel/verb	6	adem/noun;dan/adv;de/det;in/prep;in_compleet/adj;lief/adj;materiaal/noun;nek/noun;voel/verb	9	adem/noun;dan/adv;de/det;in/prep;in_compleet/adj;lief/adj;materiaal/noun;nek/noun;voel/verb	9	adem/noun;dan/adv;de/det;in/prep;in_compleet/adj;lief/adj;materiaal/noun;nek/noun;voel/verb	9	adem/noun	1	adem/noun	1	adem/noun	1	adem/noun;dan/adv;de/det;in/prep	4	adem/noun;dan/adv;de/det;in/prep	4	adem/noun;dan/adv;de/det;in/prep	4
heet/adj/nrc_handelsblad_20020328_115/1441	2003/noun;coalitie_genoot/noun;hang_ijzer/noun	3	2003/noun;coalitie_genoot/noun;hang_ijzer/noun	3	2003/noun;coalitie_genoot/noun;hang_ijzer/noun	3	2003/noun;coalitie_genoot/noun;de/det;een/det;hang_ijzer/noun	5	2003/noun;coalitie_genoot/noun;de/det;een/det;hang_ijzer/noun	5	2003/noun;coalitie_genoot/noun;de/det;een/det;hang_ijzer/noun	5	hang_ijzer/noun	1	hang_ijzer/noun	1	hang_ijzer/noun	1	de/det;een/det;hang_ijzer/noun	3	de/det;een/det;hang_ijzer/noun	3	de/det;een/det;hang_ijzer/noun	3
heet/adj/nrc_handelsblad_20000811_84/560	baad/verb;probeer/verb;rook/noun;word/verb	4	baad/verb;probeer/verb;rook/noun;word/verb	4	baad/verb;probeer/verb;rook/noun;word/verb	4	baad/verb;de/det;in/prep;probeer/verb;rook/noun;te/adv;word/verb	7	baad/verb;de/det;in/prep;probeer/verb;rook/noun;te/adv;word/verb	7	baad/verb;de/det;in/prep;probeer/verb;rook/noun;te/adv;word/verb	7	baad/verb;word/verb	2	baad/verb;word/verb	2	baad/verb;word/verb	2	baad/verb;te/adv;word/verb	3	baad/verb;te/adv;word/verb	3	baad/verb;te/adv;word/verb	3
heet/adj/nrc_handelsblad_20020507_136/354	decadentie/noun;drift/noun;koel/adj;tweedeling/noun;uitdrukking/noun;zakelijkheid/noun	6	decadentie/noun;drift/noun;koel/adj;tweedeling/noun;uitdrukking/noun;zakelijkheid/noun	6	decadentie/noun;drift/noun;koel/adj;tweedeling/noun;uitdrukking/noun;zakelijkheid/noun	6	de/det;decadentie/noun;drift/noun;koel/adj;tweedeling/noun;uitdrukking/noun;zakelijkheid/noun	7	de/det;decadentie/noun;drift/noun;koel/adj;tweedeling/noun;uitdrukking/noun;zakelijkheid/noun	7	de/det;decadentie/noun;drift/noun;koel/adj;tweedeling/noun;uitdrukking/noun;zakelijkheid/noun	7	drift/noun;koel/adj;tweedeling/noun;uitdrukking/noun;zakelijkheid/noun	5	drift/noun;koel/adj;tweedeling/noun;uitdrukking/noun;zakelijkheid/noun	5	drift/noun;koel/adj;tweedeling/noun;uitdrukking/noun;zakelijkheid/noun	5	drift/noun;koel/adj;tweedeling/noun;uitdrukking/noun;zakelijkheid/noun	5	drift/noun;koel/adj;tweedeling/noun;uitdrukking/noun;zakelijkheid/noun	5	drift/noun;koel/adj;tweedeling/noun;uitdrukking/noun;zakelijkheid/noun	5
heet/adj/nrc_handelsblad_20000812_101/638	begroet/verb;morgen/noun;naald/noun	3	begroet/verb;morgen/noun;naald/noun	3	begroet/verb;morgen/noun;naald/noun	3	begroet/verb;de/det;met/prep;morgen/noun;naald/noun;op/part;op/prep	7	begroet/verb;de/det;met/prep;morgen/noun;naald/noun;op/part;op/prep	7	begroet/verb;de/det;met/prep;morgen/noun;naald/noun;op/part;op/prep	7	naald/noun	1	naald/noun	1	naald/noun	1	de/det;naald/noun;op/part	3	de/det;naald/noun;op/part	3	de/det;naald/noun;op/part	3
heet/adj/nrc_handelsblad_20020531_155/484	ben/verb;buitenkant/noun;hard/adj;kern/noun;koud/adj;zacht/adj	6	ben/verb;buitenkant/noun;hard/adj;kern/noun;koud/adj;zacht/adj	6	ben/verb;buitenkant/noun;hard/adj;kern/noun;koud/adj;zacht/adj	6	ben/verb;buitenkant/noun;de/det;hard/adj;kern/noun;koud/adj;zacht/adj	7	ben/verb;buitenkant/noun;de/det;hard/adj;kern/noun;koud/adj;zacht/adj	7	ben/verb;buitenkant/noun;de/det;hard/adj;kern/noun;koud/adj;zacht/adj	7	kern/noun;zacht/adj	2	kern/noun;zacht/adj	2	kern/noun;zacht/adj	2	de/det;kern/noun;zacht/adj	3	de/det;kern/noun;zacht/adj	3	de/det;kern/noun;zacht/adj	3
heet/adj/nrc_handelsblad_20010712_7/513	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;de/det	2	ben/verb;de/det	2	ben/verb;de/det	2	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;de/det	2	ben/verb;de/det	2	ben/verb;de/det	2
heet/adj/nrc_handelsblad_20010712_76/822	barbecue/noun;geplet/adj;olie_vat/noun;sta/verb;vis/noun	5	barbecue/noun;geplet/adj;olie_vat/noun;sta/verb;vis/noun	5	barbecue/noun;geplet/adj;olie_vat/noun;sta/verb;vis/noun	5	barbecue/noun;daar/adv;de/det;geplet/adj;olie_vat/noun;onder/prep;op/prep;sta/verb;uit/prep;vis/noun	10	barbecue/noun;daar/adv;de/det;geplet/adj;olie_vat/noun;onder/prep;op/prep;sta/verb;uit/prep;vis/noun	10	barbecue/noun;daar/adv;de/det;geplet/adj;olie_vat/noun;onder/prep;op/prep;sta/verb;uit/prep;vis/noun	10	vis/noun	1	vis/noun	1	vis/noun	1	de/det;onder/prep;op/prep;uit/prep;vis/noun	5	de/det;onder/prep;op/prep;uit/prep;vis/noun	5	de/det;onder/prep;op/prep;uit/prep;vis/noun	5
heet/adj/nrc_handelsblad_20000311_134/325	ben/verb;stoom/noun;warmte/noun	3	ben/verb;stoom/noun;warmte/noun	3	ben/verb;stoom/noun;warmte/noun	3	ben/verb;de/det;een/det;hier/adv;in/prep;stoom/noun;warmte/noun	7	ben/verb;de/det;een/det;hier/adv;in/prep;stoom/noun;warmte/noun	7	ben/verb;de/det;een/det;hier/adv;in/prep;stoom/noun;warmte/noun	7	stoom/noun;warmte/noun	2	stoom/noun;warmte/noun	2	stoom/noun;warmte/noun	2	de/det;een/det;in/prep;stoom/noun;warmte/noun	5	de/det;een/det;in/prep;stoom/noun;warmte/noun	5	de/det;een/det;in/prep;stoom/noun;warmte/noun	5
heet/adj/nrc_handelsblad_20031128_706/270	adem/noun;nek/noun	2	adem/noun;nek/noun	2	adem/noun;nek/noun	2	Zuid-Afrika/det;adem/noun;de/det;in/prep;met/prep;nek/noun	6	Zuid-Afrika/det;adem/noun;de/det;in/prep;met/prep;nek/noun	6	Zuid-Afrika/det;adem/noun;de/det;in/prep;met/prep;nek/noun	6	adem/noun	1	adem/noun	1	adem/noun	1	Zuid-Afrika/det;adem/noun;met/prep	3	Zuid-Afrika/det;adem/noun;met/prep	3	Zuid-Afrika/det;adem/noun;met/prep	3
heet/adj/nrc_handelsblad_20040127_36/22	ben/verb;heet/adj;koffie/noun;kop/noun	4	ben/verb;heet/adj;koffie/noun;kop/noun	4	ben/verb;heet/adj;koffie/noun;kop/noun	4	ben/verb;een/det;heet/adj;het/det;koffie/noun;kop/noun;te/adv	7	ben/verb;een/det;heet/adj;het/det;koffie/noun;kop/noun;te/adv	7	ben/verb;een/det;heet/adj;het/det;koffie/noun;kop/noun;te/adv	7		0		0		0	een/det;het/det;te/adv	3	een/det;het/det;te/adv	3	een/det;het/det;te/adv	3
heet/adj/nrc_handelsblad_20001102_105/475	alles/noun;draai/verb;heup/noun	3	alles/noun;draai/verb;heup/noun	3	alles/noun;draai/verb;heup/noun	3	alles/noun;de/det;draai/verb;het/det;heup/noun;om/prep	6	alles/noun;de/det;draai/verb;het/det;heup/noun;om/prep	6	alles/noun;de/det;draai/verb;het/det;heup/noun;om/prep	6	alles/noun;draai/verb	2	alles/noun;draai/verb	2	alles/noun;draai/verb	2	alles/noun;draai/verb;het/det	3	alles/noun;draai/verb;het/det	3	alles/noun;draai/verb;het/det	3
heet/adj/nrc_handelsblad_20010606_132/108	hoe/adj;schoon/adj;spoel_af/verb;water/noun	4	hoe/adj;schoon/adj;spoel_af/verb;water/noun	4	hoe/adj;schoon/adj;spoel_af/verb;water/noun	4	daarna/adv;het/det;hoe/adj;in/prep;schoon/adj;spoel_af/verb;water/noun	7	daarna/adv;het/det;hoe/adj;in/prep;schoon/adj;spoel_af/verb;water/noun	7	daarna/adv;het/det;hoe/adj;in/prep;schoon/adj;spoel_af/verb;water/noun	7	schoon/adj;spoel_af/verb;water/noun	3	schoon/adj;spoel_af/verb;water/noun	3	schoon/adj;spoel_af/verb;water/noun	3	daarna/adv;in/prep;schoon/adj;spoel_af/verb;water/noun	5	daarna/adv;in/prep;schoon/adj;spoel_af/verb;water/noun	5	daarna/adv;in/prep;schoon/adj;spoel_af/verb;water/noun	5
heet/adj/nrc_handelsblad_20000826_71/333	datering/noun;hout/noun;naald/noun;proeve_rij/noun	4	datering/noun;hout/noun;naald/noun;proeve_rij/noun	4	datering/noun;hout/noun;naald/noun;proeve_rij/noun	4	datering/noun;de/det;het/det;hout/noun;naald/noun;proeve_rij/noun;tijdens/prep	7	datering/noun;de/det;het/det;hout/noun;naald/noun;proeve_rij/noun;tijdens/prep	7	datering/noun;de/det;het/det;hout/noun;naald/noun;proeve_rij/noun;tijdens/prep	7	datering/noun;naald/noun;proeve_rij/noun	3	datering/noun;naald/noun;proeve_rij/noun	3	datering/noun;naald/noun;proeve_rij/noun	3	datering/noun;de/det;naald/noun;proeve_rij/noun;tijdens/prep	5	datering/noun;de/det;naald/noun;proeve_rij/noun;tijdens/prep	5	datering/noun;de/det;naald/noun;proeve_rij/noun;tijdens/prep	5
heet/adj/nrc_handelsblad_20040217_122/471	hang_ijzer/noun;laat/verb;moment/noun	3	hang_ijzer/noun;laat/verb;moment/noun	3	hang_ijzer/noun;laat/verb;moment/noun	3	de/det;een/det;hang_ijzer/noun;laat/verb;moment/noun;op/prep	6	de/det;een/det;hang_ijzer/noun;laat/verb;moment/noun;op/prep	6	de/det;een/det;hang_ijzer/noun;laat/verb;moment/noun;op/prep	6	hang_ijzer/noun;moment/noun	2	hang_ijzer/noun;moment/noun	2	hang_ijzer/noun;moment/noun	2	een/det;hang_ijzer/noun;moment/noun;op/prep	4	een/det;hang_ijzer/noun;moment/noun;op/prep	4	een/det;hang_ijzer/noun;moment/noun;op/prep	4
heet/adj/nrc_handelsblad_20000406_83/178	insinuatie/noun;koud/adj;word/verb	3	insinuatie/noun;koud/adj;word/verb	3	insinuatie/noun;koud/adj;word/verb	3	die/det;insinuatie/noun;koud/adj;niet/adv;word/verb	5	die/det;insinuatie/noun;koud/adj;niet/adv;word/verb	5	die/det;insinuatie/noun;koud/adj;niet/adv;word/verb	5	koud/adj;word/verb	2	koud/adj;word/verb	2	koud/adj;word/verb	2	die/det;koud/adj;niet/adv;word/verb	4	die/det;koud/adj;niet/adv;word/verb	4	die/det;koud/adj;niet/adv;word/verb	4
heet/adj/nrc_handelsblad_19991008_0/726	behandel/verb;hang_ijzer/noun;zet_aan/verb	3	behandel/verb;hang_ijzer/noun;zet_aan/verb	3	behandel/verb;hang_ijzer/noun;zet_aan/verb	3	behandel/verb;de/det;een/det;hang_ijzer/noun;op/prep;zet_aan/verb	6	behandel/verb;de/det;een/det;hang_ijzer/noun;op/prep;zet_aan/verb	6	behandel/verb;de/det;een/det;hang_ijzer/noun;op/prep;zet_aan/verb	6	behandel/verb;hang_ijzer/noun	2	behandel/verb;hang_ijzer/noun	2	behandel/verb;hang_ijzer/noun	2	behandel/verb;de/det;een/det;hang_ijzer/noun;op/prep	5	behandel/verb;de/det;een/det;hang_ijzer/noun;op/prep	5	behandel/verb;de/det;een/det;hang_ijzer/noun;op/prep	5
heet/adj/nrc_handelsblad_20000622_76/67	adem_in/verb;ben/verb;brand/noun;crash/noun;giftig/adj;kom_om/verb;kom_vrij/verb;rook/noun	8	adem_in/verb;ben/verb;brand/noun;crash/noun;giftig/adj;kom_om/verb;kom_vrij/verb;rook/noun	8	adem_in/verb;ben/verb;brand/noun;crash/noun;giftig/adj;kom_om/verb;kom_vrij/verb;rook/noun	8	adem_in/verb;ben/verb;brand/noun;crash/noun;de/det;door/prep;giftig/adj;het/det;kom_om/verb;kom_vrij/verb;rook/noun;ze/pron	12	adem_in/verb;ben/verb;brand/noun;crash/noun;de/det;door/prep;giftig/adj;het/det;kom_om/verb;kom_vrij/verb;rook/noun;ze/pron	12	adem_in/verb;ben/verb;brand/noun;crash/noun;de/det;door/prep;giftig/adj;het/det;kom_om/verb;kom_vrij/verb;rook/noun;ze/pron	12	adem_in/verb;giftig/adj;kom_vrij/verb;rook/noun	4	adem_in/verb;giftig/adj;kom_vrij/verb;rook/noun	4	adem_in/verb;giftig/adj;kom_vrij/verb;rook/noun	4	adem_in/verb;giftig/adj;het/det;kom_vrij/verb;rook/noun	5	adem_in/verb;giftig/adj;het/det;kom_vrij/verb;rook/noun	5	adem_in/verb;giftig/adj;het/det;kom_vrij/verb;rook/noun	5
heet/adj/nrc_handelsblad_19991204_84/790	ben/verb;gas/noun;heet/adj;wek_op/verb	4	ben/verb;gas/noun;heet/adj;wek_op/verb	4	ben/verb;gas/noun;heet/adj;wek_op/verb	4	ben/verb;elk/det;gas/noun;heet/adj;wat/pron;wek_op/verb	6	ben/verb;elk/det;gas/noun;heet/adj;wat/pron;wek_op/verb	6	ben/verb;elk/det;gas/noun;heet/adj;wat/pron;wek_op/verb	6	gas/noun;wek_op/verb	2	gas/noun;wek_op/verb	2	gas/noun;wek_op/verb	2	elk/det;gas/noun;wat/pron;wek_op/verb	4	elk/det;gas/noun;wat/pron;wek_op/verb	4	elk/det;gas/noun;wat/pron;wek_op/verb	4
heet/adj/nrc_handelsblad_20030811_36/297	gedij/verb;lijk/verb;soort/noun;weer/noun	4	gedij/verb;lijk/verb;soort/noun;weer/noun	4	gedij/verb;lijk/verb;soort/noun;weer/noun	4	een/det;gedij/verb;het/det;lijk/verb;soort/noun;weer/noun	6	een/det;gedij/verb;het/det;lijk/verb;soort/noun;weer/noun	6	een/det;gedij/verb;het/det;lijk/verb;soort/noun;weer/noun	6	gedij/verb;soort/noun;weer/noun	3	gedij/verb;soort/noun;weer/noun	3	gedij/verb;soort/noun;weer/noun	3	gedij/verb;het/det;soort/noun;weer/noun	4	gedij/verb;het/det;soort/noun;weer/noun	4	gedij/verb;het/det;soort/noun;weer/noun	4
heet/adj/nrc_handelsblad_20000128_109/394	grond/noun;probeer/verb;vlucht/verb;voet/noun;word/verb	5	grond/noun;probeer/verb;vlucht/verb;voet/noun;word/verb	5	grond/noun;probeer/verb;vlucht/verb;voet/noun;word/verb	5	de/det;grond/noun;hem/pron;in/prep;onder/prep;probeer/verb;te/adv;vlucht/verb;voet/noun;word/verb	10	de/det;grond/noun;hem/pron;in/prep;onder/prep;probeer/verb;te/adv;vlucht/verb;voet/noun;word/verb	10	de/det;grond/noun;hem/pron;in/prep;onder/prep;probeer/verb;te/adv;vlucht/verb;voet/noun;word/verb	10	grond/noun;voet/noun;word/verb	3	grond/noun;voet/noun;word/verb	3	grond/noun;voet/noun;word/verb	3	de/det;grond/noun;hem/pron;in/prep;onder/prep;te/adv;voet/noun;word/verb	8	de/det;grond/noun;hem/pron;in/prep;onder/prep;te/adv;voet/noun;word/verb	8	de/det;grond/noun;hem/pron;in/prep;onder/prep;te/adv;voet/noun;word/verb	8
heet/adj/nrc_handelsblad_20010301_107/769	ben/verb;gewassen/adj;versie/noun	3	ben/verb;gewassen/adj;versie/noun	3	ben/verb;gewassen/adj;versie/noun	3	ben/verb;de/det;een/det;gewassen/adj;te/adv;versie/noun	6	ben/verb;de/det;een/det;gewassen/adj;te/adv;versie/noun	6	ben/verb;de/det;een/det;gewassen/adj;te/adv;versie/noun	6	ben/verb;gewassen/adj;versie/noun	3	ben/verb;gewassen/adj;versie/noun	3	ben/verb;gewassen/adj;versie/noun	3	ben/verb;de/det;een/det;gewassen/adj;te/adv;versie/noun	6	ben/verb;de/det;een/det;gewassen/adj;te/adv;versie/noun	6	ben/verb;de/det;een/det;gewassen/adj;te/adv;versie/noun	6
heet/adj/nrc_handelsblad_19991118_173/1215	dag/noun;oosten/noun;word/verb	3	dag/noun;oosten/noun;word/verb	3	dag/noun;oosten/noun;word/verb	3	dag/noun;diezelfde/det;het/det;oosten/noun;op/prep;word/verb	6	dag/noun;diezelfde/det;het/det;oosten/noun;op/prep;word/verb	6	dag/noun;diezelfde/det;het/det;oosten/noun;op/prep;word/verb	6	dag/noun;word/verb	2	dag/noun;word/verb	2	dag/noun;word/verb	2	dag/noun;diezelfde/det;word/verb	3	dag/noun;diezelfde/det;word/verb	3	dag/noun;diezelfde/det;word/verb	3
heet/adj/nrc_handelsblad_20020418_15/301	Cup/noun;hang_ijzer/noun;licht_door/verb;word/verb	4	Cup/noun;hang_ijzer/noun;licht_door/verb;word/verb	4	Cup/noun;hang_ijzer/noun;licht_door/verb;word/verb	4	Cup/noun;de/det;door/prep;een/det;hang_ijzer/noun;licht_door/verb;tijdens/prep;word/verb	8	Cup/noun;de/det;door/prep;een/det;hang_ijzer/noun;licht_door/verb;tijdens/prep;word/verb	8	Cup/noun;de/det;door/prep;een/det;hang_ijzer/noun;licht_door/verb;tijdens/prep;word/verb	8	Cup/noun;hang_ijzer/noun	2	Cup/noun;hang_ijzer/noun	2	Cup/noun;hang_ijzer/noun	2	Cup/noun;de/det;hang_ijzer/noun;tijdens/prep	4	Cup/noun;de/det;hang_ijzer/noun;tijdens/prep	4	Cup/noun;de/det;hang_ijzer/noun;tijdens/prep	4
