cw_index	token_id	cw_position	lemma	pos	type	wordform	same_sentence	side	distance	pmi	raw_freq	raw_co	ann_2	ann_1	ann_3	ann_4	votes
heet/adj/nrc_handelsblad_20030811_36/297/target	heet/adj/nrc_handelsblad_20030811_36/297	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/nrc_handelsblad_20000128_109/394/target	heet/adj/nrc_handelsblad_20000128_109/394	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/nrc_handelsblad_20010301_107/769/target	heet/adj/nrc_handelsblad_20010301_107/769	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/nrc_handelsblad_19991118_173/1215/target	heet/adj/nrc_handelsblad_19991118_173/1215	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/nrc_handelsblad_20020418_15/301/target	heet/adj/nrc_handelsblad_20020418_15/301	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/nrc_handelsblad_20020615_195/95/target	heet/adj/nrc_handelsblad_20020615_195/95	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/nrc_handelsblad_20000908_55/373/target	heet/adj/nrc_handelsblad_20000908_55/373	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/nrc_handelsblad_20010505_33/139/target	heet/adj/nrc_handelsblad_20010505_33/139	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/nrc_handelsblad_20000622_139/528/target	heet/adj/nrc_handelsblad_20000622_139/528	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/nrc_handelsblad_20031128_32/133/target	heet/adj/nrc_handelsblad_20031128_32/133	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/nrc_handelsblad_20020326_8/298/target	heet/adj/nrc_handelsblad_20020326_8/298	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20040614_89/98/target	heet/adj/volkskrant_20040614_89/98	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20000117_96/416/target	heet/adj/volkskrant_20000117_96/416	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20010903_119/193/target	heet/adj/volkskrant_20010903_119/193	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20040507_127/66/target	heet/adj/volkskrant_20040507_127/66	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19991221_22/429/target	heet/adj/volkskrant_19991221_22/429	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990122_26/117/target	heet/adj/volkskrant_19990122_26/117	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20000808_43/517/target	heet/adj/volkskrant_20000808_43/517	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990720_2/518/target	heet/adj/volkskrant_19990720_2/518	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20011220_109/65/target	heet/adj/volkskrant_20011220_109/65	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20020524_4/440/target	heet/adj/volkskrant_20020524_4/440	target	heet	adj	heet/adj	heetste	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20031114_103/370/target	heet/adj/volkskrant_20031114_103/370	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20031030_72/14/target	heet/adj/volkskrant_20031030_72/14	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20020119_46/196/target	heet/adj/volkskrant_20020119_46/196	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20040813_67/107/target	heet/adj/volkskrant_20040813_67/107	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20001014_187/242/target	heet/adj/volkskrant_20001014_187/242	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20020508_183/378/target	heet/adj/volkskrant_20020508_183/378	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20020504_188/358/target	heet/adj/volkskrant_20020504_188/358	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20040427_55/276/target	heet/adj/volkskrant_20040427_55/276	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990320_190/506/target	heet/adj/volkskrant_19990320_190/506	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990715_79/798/target	heet/adj/volkskrant_19990715_79/798	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20011012_37/432/target	heet/adj/volkskrant_20011012_37/432	target	heet	adj	heet/adj	Hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20040315_41/38/target	heet/adj/volkskrant_20040315_41/38	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20000306_91/401/target	heet/adj/volkskrant_20000306_91/401	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20000728_65/606/target	heet/adj/volkskrant_20000728_65/606	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20031030_70/65/target	heet/adj/volkskrant_20031030_70/65	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990303_103/464/target	heet/adj/volkskrant_19990303_103/464	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19991125_38/501/target	heet/adj/volkskrant_19991125_38/501	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20010305_97/12/target	heet/adj/volkskrant_20010305_97/12	target	heet	adj	heet/adj	heetste	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20040110_39/264/target	heet/adj/volkskrant_20040110_39/264	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20010417_90/389/target	heet/adj/volkskrant_20010417_90/389	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20040623_35/267/target	heet/adj/volkskrant_20040623_35/267	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20031110_47/30/target	heet/adj/volkskrant_20031110_47/30	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20000404_87/221/target	heet/adj/volkskrant_20000404_87/221	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20010825_134/368/target	heet/adj/volkskrant_20010825_134/368	target	heet	adj	heet/adj	heter	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20020819_98/348/target	heet/adj/volkskrant_20020819_98/348	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20000729_26/290/target	heet/adj/volkskrant_20000729_26/290	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20020511_158/634/target	heet/adj/volkskrant_20020511_158/634	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20000108_57/152/target	heet/adj/volkskrant_20000108_57/152	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990724_118/768/target	heet/adj/volkskrant_19990724_118/768	target	heet	adj	heet/adj	heetste	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990830_32/385/target	heet/adj/volkskrant_19990830_32/385	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990908_49/336/target	heet/adj/volkskrant_19990908_49/336	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20010712_65/263/target	heet/adj/volkskrant_20010712_65/263	target	heet	adj	heet/adj	heetste	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20000504_58/281/target	heet/adj/volkskrant_20000504_58/281	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/target	heet/adj/volkskrant_19990211_206/106	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/target	heet/adj/parool_20040423_06/124	target	heet	adj	heet/adj	heter	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/target	heet/adj/parool_19990709_77/189	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/target	heet/adj/parool_19990828_73/178	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20011020_141/855/target	heet/adj/parool_20011020_141/855	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20000517_7/303/target	heet/adj/parool_20000517_7/303	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20030524_99/154/target	heet/adj/parool_20030524_99/154	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20000219_75/630/target	heet/adj/parool_20000219_75/630	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20030417_48/267/target	heet/adj/parool_20030417_48/267	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20000829_28/173/target	heet/adj/parool_20000829_28/173	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20030506_85/298/target	heet/adj/parool_20030506_85/298	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20010827_38/50/target	heet/adj/parool_20010827_38/50	target	heet	adj	heet/adj	heetste	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20001223_47/191/target	heet/adj/parool_20001223_47/191	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20010516_33/234/target	heet/adj/parool_20010516_33/234	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20011124_23/367/target	heet/adj/parool_20011124_23/367	target	heet	adj	heet/adj	heetste	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20020216_68/853/target	heet/adj/parool_20020216_68/853	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20010704_2/710/target	heet/adj/parool_20010704_2/710	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990731_80/3205/target	heet/adj/parool_19990731_80/3205	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20041112_68/310/target	heet/adj/parool_20041112_68/310	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990217_171/45/target	heet/adj/parool_19990217_171/45	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20010915_91/699/target	heet/adj/parool_20010915_91/699	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20000516_2/420/target	heet/adj/parool_20000516_2/420	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20020712_5/880/target	heet/adj/parool_20020712_5/880	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20011025_82/508/target	heet/adj/parool_20011025_82/508	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20031108_80/265/target	heet/adj/parool_20031108_80/265	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990626_2/360/target	heet/adj/parool_19990626_2/360	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19991105_50/856/target	heet/adj/parool_19991105_50/856	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20030419_57/288/target	heet/adj/parool_20030419_57/288	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20000622_91/434/target	heet/adj/parool_20000622_91/434	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20020222_94/30/target	heet/adj/parool_20020222_94/30	target	heet	adj	heet/adj	heetste	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990628_69/52/target	heet/adj/parool_19990628_69/52	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990129_26/362/target	heet/adj/parool_19990129_26/362	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20010410_66/381/target	heet/adj/parool_20010410_66/381	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20010824_17/361/target	heet/adj/parool_20010824_17/361	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20010707_26/216/target	heet/adj/parool_20010707_26/216	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20021009_27/633/target	heet/adj/parool_20021009_27/633	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20020504_91/1031/target	heet/adj/parool_20020504_91/1031	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20010929_132/2322/target	heet/adj/parool_20010929_132/2322	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19991029_90/1537/target	heet/adj/parool_19991029_90/1537	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20040528_63/347/target	heet/adj/algemeen_dagblad_20040528_63/347	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_19990904_165/110/target	heet/adj/algemeen_dagblad_19990904_165/110	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20010814_111/671/target	heet/adj/algemeen_dagblad_20010814_111/671	target	heet	adj	heet/adj	heter	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_19990507_36/265/target	heet/adj/algemeen_dagblad_19990507_36/265	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20010120_14/104/target	heet/adj/algemeen_dagblad_20010120_14/104	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20041221_131/409/target	heet/adj/algemeen_dagblad_20041221_131/409	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20000623_53/15/target	heet/adj/algemeen_dagblad_20000623_53/15	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20030809_32/206/target	heet/adj/algemeen_dagblad_20030809_32/206	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20020112_182/39/target	heet/adj/algemeen_dagblad_20020112_182/39	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_19990208_104/431/target	heet/adj/algemeen_dagblad_19990208_104/431	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20000224_63/432/target	heet/adj/algemeen_dagblad_20000224_63/432	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20011205_141/367/target	heet/adj/algemeen_dagblad_20011205_141/367	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20041007_87/38/target	heet/adj/algemeen_dagblad_20041007_87/38	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20001216_195/2305/target	heet/adj/algemeen_dagblad_20001216_195/2305	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20020427_185/258/target	heet/adj/algemeen_dagblad_20020427_185/258	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20040621_83/157/target	heet/adj/algemeen_dagblad_20040621_83/157	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20000411_115/48/target	heet/adj/algemeen_dagblad_20000411_115/48	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_19990116_87/129/target	heet/adj/algemeen_dagblad_19990116_87/129	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20020323_161/154/target	heet/adj/algemeen_dagblad_20020323_161/154	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20040701_65/362/target	heet/adj/algemeen_dagblad_20040701_65/362	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20010216_88/253/target	heet/adj/algemeen_dagblad_20010216_88/253	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_19990910_44/38/target	heet/adj/algemeen_dagblad_19990910_44/38	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20020116_138/359/target	heet/adj/algemeen_dagblad_20020116_138/359	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20040306_164/53/target	heet/adj/algemeen_dagblad_20040306_164/53	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20010413_168/29/target	heet/adj/algemeen_dagblad_20010413_168/29	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20001121_49/19/target	heet/adj/algemeen_dagblad_20001121_49/19	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20010904_119/278/target	heet/adj/algemeen_dagblad_20010904_119/278	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20031027_96/12/target	heet/adj/algemeen_dagblad_20031027_96/12	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20030908_109/123/target	heet/adj/algemeen_dagblad_20030908_109/123	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20020824_44/69/target	heet/adj/algemeen_dagblad_20020824_44/69	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20010716_120/329/target	heet/adj/algemeen_dagblad_20010716_120/329	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20031011_235/38/target	heet/adj/algemeen_dagblad_20031011_235/38	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20020405_20/22/target	heet/adj/algemeen_dagblad_20020405_20/22	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20010830_151/338/target	heet/adj/algemeen_dagblad_20010830_151/338	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_19990211_82/191/target	heet/adj/algemeen_dagblad_19990211_82/191	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20001204_86/105/target	heet/adj/algemeen_dagblad_20001204_86/105	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_19990104_89/111/target	heet/adj/algemeen_dagblad_19990104_89/111	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_19990119_133/134/target	heet/adj/algemeen_dagblad_19990119_133/134	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20010504_145/386/target	heet/adj/algemeen_dagblad_20010504_145/386	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20000410_52/639/target	heet/adj/algemeen_dagblad_20000410_52/639	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20001229_86/73/target	heet/adj/algemeen_dagblad_20001229_86/73	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_19990213_174/467/target	heet/adj/algemeen_dagblad_19990213_174/467	target	heet	adj	heet/adj	heet	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
heet/adj/algemeen_dagblad_20010331_185/2014/target	heet/adj/algemeen_dagblad_20010331_185/2014	target	heet	adj	heet/adj	hete	True	target	0	4.027337999999999	10676	242	FALSE	FALSE	FALSE	FALSE	0
