_id	_cws.dof.foc10.nav.weight.bound	_count.dof.foc10.nav.weight.bound	_cws.dof.foc10.nav.selection.bound	_count.dof.foc10.nav.selection.bound	_cws.dof.foc10.nav.no.bound	_count.dof.foc10.nav.no.bound	_cws.dof.foc10.all.weight.bound	_count.dof.foc10.all.weight.bound	_cws.dof.foc10.all.selection.bound	_count.dof.foc10.all.selection.bound	_cws.dof.foc10.all.no.bound	_count.dof.foc10.all.no.bound	_cws.dof.foc5.nav.weight.bound	_count.dof.foc5.nav.weight.bound	_cws.dof.foc5.nav.selection.bound	_count.dof.foc5.nav.selection.bound	_cws.dof.foc5.nav.no.bound	_count.dof.foc5.nav.no.bound	_cws.dof.foc5.all.weight.bound	_count.dof.foc5.all.weight.bound	_cws.dof.foc5.all.selection.bound	_count.dof.foc5.all.selection.bound	_cws.dof.foc5.all.no.bound	_count.dof.foc5.all.no.bound
dof/adj/nrc_handelsblad_20040305_08/110	gebrom/verb;klank/noun;ruis/noun;storing/noun	4	gebrom/verb;klank/noun;ruis/noun;storing/noun	4	gebrom/verb;klank/noun;ruis/noun;storing/noun	4	gebrom/verb;klank/noun;ruis/noun;storing/noun	4	gebrom/verb;klank/noun;ruis/noun;storing/noun	4	gebrom/verb;klank/noun;ruis/noun;storing/noun	4	gebrom/verb;klank/noun;ruis/noun;storing/noun	4	gebrom/verb;klank/noun;ruis/noun;storing/noun	4	gebrom/verb;klank/noun;ruis/noun;storing/noun	4	gebrom/verb;klank/noun;ruis/noun;storing/noun	4	gebrom/verb;klank/noun;ruis/noun;storing/noun	4	gebrom/verb;klank/noun;ruis/noun;storing/noun	4
dof/adj/nrc_handelsblad_19991217_1/465	akoestisch/adj;gitaar/noun;klink/verb;ondersteund/adj	4	akoestisch/adj;gitaar/noun;klink/verb;ondersteund/adj	4	akoestisch/adj;gitaar/noun;klink/verb;ondersteund/adj	4	akoestisch/adj;door/prep;een/det;gitaar/noun;klink/verb;ondersteund/adj;op/prep	7	akoestisch/adj;door/prep;een/det;gitaar/noun;klink/verb;ondersteund/adj;op/prep	7	akoestisch/adj;door/prep;een/det;gitaar/noun;klink/verb;ondersteund/adj;op/prep	7	akoestisch/adj;gitaar/noun;ondersteund/adj	3	akoestisch/adj;gitaar/noun;ondersteund/adj	3	akoestisch/adj;gitaar/noun;ondersteund/adj	3	akoestisch/adj;door/prep;gitaar/noun;ondersteund/adj	4	akoestisch/adj;door/prep;gitaar/noun;ondersteund/adj	4	akoestisch/adj;door/prep;gitaar/noun;ondersteund/adj	4
dof/adj/nrc_handelsblad_20010406_4/1637	schot/noun	1	schot/noun	1	schot/noun	1	een/det;schot/noun	2	een/det;schot/noun	2	een/det;schot/noun	2	schot/noun	1	schot/noun	1	schot/noun	1	een/det;schot/noun	2	een/det;schot/noun	2	een/det;schot/noun	2
dof/adj/nrc_handelsblad_20020314_54/906		0		0		0	die/det	1	die/det	1	die/det	1		0		0		0	die/det	1	die/det	1	die/det	1
dof/adj/nrc_handelsblad_20020607_175/786	alarmeer/adj;ben/verb;kalmeer/adj;klink/verb	4	alarmeer/adj;ben/verb;kalmeer/adj;klink/verb	4	alarmeer/adj;ben/verb;kalmeer/adj;klink/verb	4	alarmeer/adj;ben/verb;kalmeer/adj;klink/verb;te/adv	5	alarmeer/adj;ben/verb;kalmeer/adj;klink/verb;te/adv	5	alarmeer/adj;ben/verb;kalmeer/adj;klink/verb;te/adv	5	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;te/adv	2	ben/verb;te/adv	2	ben/verb;te/adv	2
dof/adj/nrc_handelsblad_20010430_78/527	begeleid/adj;blazer/noun;laag/adj;laat_af/adj;marteling/noun;somber/adj;uiterst/adj	7	begeleid/adj;blazer/noun;laag/adj;laat_af/adj;marteling/noun;somber/adj;uiterst/adj	7	begeleid/adj;blazer/noun;laag/adj;laat_af/adj;marteling/noun;somber/adj;uiterst/adj	7	begeleid/adj;blazer/noun;door/prep;een/det;laag/adj;laat_af/adj;marteling/noun;somber/adj;uiterst/adj	9	begeleid/adj;blazer/noun;door/prep;een/det;laag/adj;laat_af/adj;marteling/noun;somber/adj;uiterst/adj	9	begeleid/adj;blazer/noun;door/prep;een/det;laag/adj;laat_af/adj;marteling/noun;somber/adj;uiterst/adj	9	begeleid/adj;blazer/noun;laag/adj;laat_af/adj	4	begeleid/adj;blazer/noun;laag/adj;laat_af/adj	4	begeleid/adj;blazer/noun;laag/adj;laat_af/adj	4	begeleid/adj;blazer/noun;door/prep;laag/adj;laat_af/adj	5	begeleid/adj;blazer/noun;door/prep;laag/adj;laat_af/adj	5	begeleid/adj;blazer/noun;door/prep;laag/adj;laat_af/adj	5
dof/adj/nrc_handelsblad_20021014_112/728	opwinding/noun;werkelijkheid/noun	2	opwinding/noun;werkelijkheid/noun	2	opwinding/noun;werkelijkheid/noun	2	enig/det;hij/pron;opwinding/noun;werkelijkheid/noun;zonder/prep	5	enig/det;hij/pron;opwinding/noun;werkelijkheid/noun;zonder/prep	5	enig/det;hij/pron;opwinding/noun;werkelijkheid/noun;zonder/prep	5	opwinding/noun;werkelijkheid/noun	2	opwinding/noun;werkelijkheid/noun	2	opwinding/noun;werkelijkheid/noun	2	enig/det;opwinding/noun;werkelijkheid/noun;zonder/prep	4	enig/det;opwinding/noun;werkelijkheid/noun;zonder/prep	4	enig/det;opwinding/noun;werkelijkheid/noun;zonder/prep	4
dof/adj/nrc_handelsblad_19991021_151/28	ben/verb;goud/noun	2	ben/verb;goud/noun	2	ben/verb;goud/noun	2	ben/verb;goud/noun;het/det;nauwelijks/adv;nog/adv	5	ben/verb;goud/noun;het/det;nauwelijks/adv;nog/adv	5	ben/verb;goud/noun;het/det;nauwelijks/adv;nog/adv	5	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;nauwelijks/adv;nog/adv	3	ben/verb;nauwelijks/adv;nog/adv	3	ben/verb;nauwelijks/adv;nog/adv	3
dof/adj/nrc_handelsblad_20010618_114/147	ben/verb;kleur/noun;licht/adj;vergrijp/noun	4	ben/verb;kleur/noun;licht/adj;vergrijp/noun	4	ben/verb;kleur/noun;licht/adj;vergrijp/noun	4	ben/verb;een/det;kleur/noun;licht/adj;te/adv;vergrijp/noun	6	ben/verb;een/det;kleur/noun;licht/adj;te/adv;vergrijp/noun	6	ben/verb;een/det;kleur/noun;licht/adj;te/adv;vergrijp/noun	6	ben/verb;kleur/noun;licht/adj	3	ben/verb;kleur/noun;licht/adj	3	ben/verb;kleur/noun;licht/adj	3	ben/verb;kleur/noun;licht/adj;te/adv	4	ben/verb;kleur/noun;licht/adj;te/adv	4	ben/verb;kleur/noun;licht/adj;te/adv	4
dof/adj/nrc_handelsblad_20030807_121/308	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2
dof/adj/nrc_handelsblad_20000928_167/642	bezitter/noun;geworden/adj;loop/verb;vulpen/noun	4	bezitter/noun;geworden/adj;loop/verb;vulpen/noun	4	bezitter/noun;geworden/adj;loop/verb;vulpen/noun	4	bezitter/noun;een/det;geworden/adj;loop/verb;vulpen/noun;wat/adv;welk/det	7	bezitter/noun;een/det;geworden/adj;loop/verb;vulpen/noun;wat/adv;welk/det	7	bezitter/noun;een/det;geworden/adj;loop/verb;vulpen/noun;wat/adv;welk/det	7	bezitter/noun;geworden/adj;vulpen/noun	3	bezitter/noun;geworden/adj;vulpen/noun	3	bezitter/noun;geworden/adj;vulpen/noun	3	bezitter/noun;een/det;geworden/adj;vulpen/noun;wat/adv;welk/det	6	bezitter/noun;een/det;geworden/adj;vulpen/noun;wat/adv;welk/det	6	bezitter/noun;een/det;geworden/adj;vulpen/noun;wat/adv;welk/det	6
dof/adj/nrc_handelsblad_20000630_99/129	berusting/noun;laat/adj;verontwaardiging/noun;wanhoop/noun	4	berusting/noun;laat/adj;verontwaardiging/noun;wanhoop/noun	4	berusting/noun;laat/adj;verontwaardiging/noun;wanhoop/noun	4	al/part;berusting/noun;eerst/adv;laat/adj;verontwaardiging/noun;wanhoop/noun	6	al/part;berusting/noun;eerst/adv;laat/adj;verontwaardiging/noun;wanhoop/noun	6	al/part;berusting/noun;eerst/adv;laat/adj;verontwaardiging/noun;wanhoop/noun	6	berusting/noun;laat/adj;verontwaardiging/noun	3	berusting/noun;laat/adj;verontwaardiging/noun	3	berusting/noun;laat/adj;verontwaardiging/noun	3	berusting/noun;laat/adj;verontwaardiging/noun	3	berusting/noun;laat/adj;verontwaardiging/noun	3	berusting/noun;laat/adj;verontwaardiging/noun	3
dof/adj/nrc_handelsblad_20011228_20/187	gek/adj;hoor/verb;klank/noun	3	gek/adj;hoor/verb;klank/noun	3	gek/adj;hoor/verb;klank/noun	3	die/det;gek/adj;hoor/verb;je/pron;klank/noun;overal/adv	6	die/det;gek/adj;hoor/verb;je/pron;klank/noun;overal/adv	6	die/det;gek/adj;hoor/verb;je/pron;klank/noun;overal/adv	6	gek/adj;hoor/verb;klank/noun	3	gek/adj;hoor/verb;klank/noun	3	gek/adj;hoor/verb;klank/noun	3	die/det;gek/adj;hoor/verb;je/pron;klank/noun;overal/adv	6	die/det;gek/adj;hoor/verb;je/pron;klank/noun;overal/adv	6	die/det;gek/adj;hoor/verb;je/pron;klank/noun;overal/adv	6
dof/adj/nrc_handelsblad_20030710_143/121	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2
dof/adj/nrc_handelsblad_20020607_158/858	bonk/adj;geforceerd/adj;zwart/noun	3	bonk/adj;geforceerd/adj;zwart/noun	3	bonk/adj;geforceerd/adj;zwart/noun	3	bonk/adj;die/det;geforceerd/adj;het/det;zwart/noun	5	bonk/adj;die/det;geforceerd/adj;het/det;zwart/noun	5	bonk/adj;die/det;geforceerd/adj;het/det;zwart/noun	5	bonk/adj;zwart/noun	2	bonk/adj;zwart/noun	2	bonk/adj;zwart/noun	2	bonk/adj;die/det;zwart/noun	3	bonk/adj;die/det;zwart/noun	3	bonk/adj;die/det;zwart/noun	3
dof/adj/nrc_handelsblad_20030502_29/116	lig/verb;nauw/adj;oog/noun;over/adj;schrik/verb;sta/verb;waas/noun	7	lig/verb;nauw/adj;oog/noun;over/adj;schrik/verb;sta/verb;waas/noun	7	lig/verb;nauw/adj;oog/noun;over/adj;schrik/verb;sta/verb;waas/noun	7	een/det;er/adv;lig/verb;nauw/adj;oog/noun;over/adj;schrik/verb;sta/verb;waas/noun;ze/pron;zijn/det	11	een/det;er/adv;lig/verb;nauw/adj;oog/noun;over/adj;schrik/verb;sta/verb;waas/noun;ze/pron;zijn/det	11	een/det;er/adv;lig/verb;nauw/adj;oog/noun;over/adj;schrik/verb;sta/verb;waas/noun;ze/pron;zijn/det	11	lig/verb;nauw/adj;sta/verb	3	lig/verb;nauw/adj;sta/verb	3	lig/verb;nauw/adj;sta/verb	3	een/det;er/adv;lig/verb;nauw/adj;sta/verb;ze/pron	6	een/det;er/adv;lig/verb;nauw/adj;sta/verb;ze/pron	6	een/det;er/adv;lig/verb;nauw/adj;sta/verb;ze/pron	6
dof/adj/nrc_handelsblad_19990109_4/2093	berusting/noun;blik/noun;loop_aan/verb;oog/noun	4	berusting/noun;blik/noun;loop_aan/verb;oog/noun	4	berusting/noun;blik/noun;loop_aan/verb;oog/noun	4	berusting/noun;blik/noun;een/det;hun/det;loop_aan/verb;met/prep;oog/noun	7	berusting/noun;blik/noun;een/det;hun/det;loop_aan/verb;met/prep;oog/noun	7	berusting/noun;blik/noun;een/det;hun/det;loop_aan/verb;met/prep;oog/noun	7	berusting/noun;blik/noun;oog/noun	3	berusting/noun;blik/noun;oog/noun	3	berusting/noun;blik/noun;oog/noun	3	berusting/noun;blik/noun;een/det;hun/det;met/prep;oog/noun	6	berusting/noun;blik/noun;een/det;hun/det;met/prep;oog/noun	6	berusting/noun;blik/noun;een/det;hun/det;met/prep;oog/noun	6
dof/adj/nrc_handelsblad_20020302_211/158	klink/verb;loper/noun;mobiel/adj;muziek_installatie/noun;veraf/adj	5	klink/verb;loper/noun;mobiel/adj;muziek_installatie/noun;veraf/adj	5	klink/verb;loper/noun;mobiel/adj;muziek_installatie/noun;veraf/adj	5	een/det;hun/det;klink/verb;loper/noun;mobiel/adj;muziek_installatie/noun;veraf/adj	7	een/det;hun/det;klink/verb;loper/noun;mobiel/adj;muziek_installatie/noun;veraf/adj	7	een/det;hun/det;klink/verb;loper/noun;mobiel/adj;muziek_installatie/noun;veraf/adj	7	klink/verb;veraf/adj	2	klink/verb;veraf/adj	2	klink/verb;veraf/adj	2	een/det;klink/verb;veraf/adj	3	een/det;klink/verb;veraf/adj	3	een/det;klink/verb;veraf/adj	3
dof/adj/nrc_handelsblad_20030710_132/85	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2
dof/adj/nrc_handelsblad_20001007_165/479	geel_groen/adj;kleur/noun;kom_op/adj;verdwijn/verb	4	geel_groen/adj;kleur/noun;kom_op/adj;verdwijn/verb	4	geel_groen/adj;kleur/noun;kom_op/adj;verdwijn/verb	4	achter/prep;deels/adv;een/det;enigszins/adv;geel_groen/adj;kleur/noun;kom_op/adj;verdwijn/verb	8	achter/prep;deels/adv;een/det;enigszins/adv;geel_groen/adj;kleur/noun;kom_op/adj;verdwijn/verb	8	achter/prep;deels/adv;een/det;enigszins/adv;geel_groen/adj;kleur/noun;kom_op/adj;verdwijn/verb	8	geel_groen/adj;kleur/noun;verdwijn/verb	3	geel_groen/adj;kleur/noun;verdwijn/verb	3	geel_groen/adj;kleur/noun;verdwijn/verb	3	achter/prep;deels/adv;een/det;enigszins/adv;geel_groen/adj;kleur/noun;verdwijn/verb	7	achter/prep;deels/adv;een/det;enigszins/adv;geel_groen/adj;kleur/noun;verdwijn/verb	7	achter/prep;deels/adv;een/det;enigszins/adv;geel_groen/adj;kleur/noun;verdwijn/verb	7
dof/adj/nrc_handelsblad_20000923_135/128	haar/noun;ondervoed/adj;ongezond/adj;verweerd/adj;zie_uit/verb	5	haar/noun;ondervoed/adj;ongezond/adj;verweerd/adj;zie_uit/verb	5	haar/noun;ondervoed/adj;ongezond/adj;verweerd/adj;zie_uit/verb	5	haar/noun;ondervoed/adj;ongezond/adj;uit/part;verweerd/adj;ze/pron;zie_uit/verb	7	haar/noun;ondervoed/adj;ongezond/adj;uit/part;verweerd/adj;ze/pron;zie_uit/verb	7	haar/noun;ondervoed/adj;ongezond/adj;uit/part;verweerd/adj;ze/pron;zie_uit/verb	7	haar/noun;ondervoed/adj;verweerd/adj	3	haar/noun;ondervoed/adj;verweerd/adj	3	haar/noun;ondervoed/adj;verweerd/adj	3	haar/noun;ondervoed/adj;verweerd/adj	3	haar/noun;ondervoed/adj;verweerd/adj	3	haar/noun;ondervoed/adj;verweerd/adj	3
dof/adj/nrc_handelsblad_20020913_146/1125	berusting/noun;gezicht/noun;lens/noun;lig/verb	4	berusting/noun;gezicht/noun;lens/noun;lig/verb	4	berusting/noun;gezicht/noun;lens/noun;lig/verb	4	berusting/noun;die/pron;gezicht/noun;het/det;lens/noun;lig/verb	6	berusting/noun;die/pron;gezicht/noun;het/det;lens/noun;lig/verb	6	berusting/noun;die/pron;gezicht/noun;het/det;lens/noun;lig/verb	6	berusting/noun;gezicht/noun;lens/noun	3	berusting/noun;gezicht/noun;lens/noun	3	berusting/noun;gezicht/noun;lens/noun	3	berusting/noun;die/pron;gezicht/noun;lens/noun	4	berusting/noun;die/pron;gezicht/noun;lens/noun	4	berusting/noun;die/pron;gezicht/noun;lens/noun	4
dof/adj/nrc_handelsblad_20031205f_154/411	alles/noun;ben/verb;help/verb;hol/adj;klink/verb;pover/adj	6	alles/noun;ben/verb;help/verb;hol/adj;klink/verb;pover/adj	6	alles/noun;ben/verb;help/verb;hol/adj;klink/verb;pover/adj	6	alles/noun;ben/verb;help/verb;hol/adj;klink/verb;pover/adj	6	alles/noun;ben/verb;help/verb;hol/adj;klink/verb;pover/adj	6	alles/noun;ben/verb;help/verb;hol/adj;klink/verb;pover/adj	6	alles/noun;help/verb;hol/adj;klink/verb	4	alles/noun;help/verb;hol/adj;klink/verb	4	alles/noun;help/verb;hol/adj;klink/verb	4	alles/noun;help/verb;hol/adj;klink/verb	4	alles/noun;help/verb;hol/adj;klink/verb	4	alles/noun;help/verb;hol/adj;klink/verb	4
