_id	_cws.geestig.foc10.nav.weight.bound	_count.geestig.foc10.nav.weight.bound	_cws.geestig.foc10.nav.selection.bound	_count.geestig.foc10.nav.selection.bound	_cws.geestig.foc10.nav.no.bound	_count.geestig.foc10.nav.no.bound	_cws.geestig.foc10.all.weight.bound	_count.geestig.foc10.all.weight.bound	_cws.geestig.foc10.all.selection.bound	_count.geestig.foc10.all.selection.bound	_cws.geestig.foc10.all.no.bound	_count.geestig.foc10.all.no.bound	_cws.geestig.foc5.nav.weight.bound	_count.geestig.foc5.nav.weight.bound	_cws.geestig.foc5.nav.selection.bound	_count.geestig.foc5.nav.selection.bound	_cws.geestig.foc5.nav.no.bound	_count.geestig.foc5.nav.no.bound	_cws.geestig.foc5.all.weight.bound	_count.geestig.foc5.all.weight.bound	_cws.geestig.foc5.all.selection.bound	_count.geestig.foc5.all.selection.bound	_cws.geestig.foc5.all.no.bound	_count.geestig.foc5.all.no.bound
geestig/adj/algemeen_dagblad_20040519_73/13	ben/verb;dump/verb;hartaanval/noun;hoe/adj;wend_voor/verb;wijze/noun;wreed/adj	7	ben/verb;dump/verb;hartaanval/noun;hoe/adj;wend_voor/verb;wijze/noun;wreed/adj	7	ben/verb;dump/verb;hartaanval/noun;hoe/adj;wend_voor/verb;wijze/noun;wreed/adj	7	ben/verb;dump/verb;een/det;hartaanval/noun;hem/pron;hij/pron;hoe/adj;wel/adv;wend_voor/verb;wijze/noun;wreed/adj	11	ben/verb;dump/verb;een/det;hartaanval/noun;hem/pron;hij/pron;hoe/adj;wel/adv;wend_voor/verb;wijze/noun;wreed/adj	11	ben/verb;dump/verb;een/det;hartaanval/noun;hem/pron;hij/pron;hoe/adj;wel/adv;wend_voor/verb;wijze/noun;wreed/adj	11	ben/verb;hartaanval/noun;hoe/adj;wend_voor/verb;wreed/adj	5	ben/verb;hartaanval/noun;hoe/adj;wend_voor/verb;wreed/adj	5	ben/verb;hartaanval/noun;hoe/adj;wend_voor/verb;wreed/adj	5	ben/verb;hartaanval/noun;hoe/adj;wel/adv;wend_voor/verb;wreed/adj	6	ben/verb;hartaanval/noun;hoe/adj;wel/adv;wend_voor/verb;wreed/adj	6	ben/verb;hartaanval/noun;hoe/adj;wel/adv;wend_voor/verb;wreed/adj	6
geestig/adj/algemeen_dagblad_20040318_75/71	ben/verb;fris/adj;geplaatst/adj;goed/adj;idee/noun;kleurrijk/adj;milieu/noun;roman/noun;spits/adj;tempo/noun	10	ben/verb;fris/adj;geplaatst/adj;goed/adj;idee/noun;kleurrijk/adj;milieu/noun;roman/noun;spits/adj;tempo/noun	10	ben/verb;fris/adj;geplaatst/adj;goed/adj;idee/noun;kleurrijk/adj;milieu/noun;roman/noun;spits/adj;tempo/noun	10	ben/verb;een/det;fris/adj;geplaatst/adj;goed/adj;idee/noun;kleurrijk/adj;met/prep;milieu/noun;roman/noun;spits/adj;tempo/noun	12	ben/verb;een/det;fris/adj;geplaatst/adj;goed/adj;idee/noun;kleurrijk/adj;met/prep;milieu/noun;roman/noun;spits/adj;tempo/noun	12	ben/verb;een/det;fris/adj;geplaatst/adj;goed/adj;idee/noun;kleurrijk/adj;met/prep;milieu/noun;roman/noun;spits/adj;tempo/noun	12	ben/verb;fris/adj;roman/noun;spits/adj;tempo/noun	5	ben/verb;fris/adj;roman/noun;spits/adj;tempo/noun	5	ben/verb;fris/adj;roman/noun;spits/adj;tempo/noun	5	ben/verb;fris/adj;met/prep;roman/noun;spits/adj;tempo/noun	6	ben/verb;fris/adj;met/prep;roman/noun;spits/adj;tempo/noun	6	ben/verb;fris/adj;met/prep;roman/noun;spits/adj;tempo/noun	6
geestig/adj/algemeen_dagblad_20020610_96/409	collega/noun;krankzinnig/adj;verhaal/noun;welbespraakt/adj	4	collega/noun;krankzinnig/adj;verhaal/noun;welbespraakt/adj	4	collega/noun;krankzinnig/adj;verhaal/noun;welbespraakt/adj	4	collega/noun;krankzinnig/adj;toch/adv;verhaal/noun;welbespraakt/adj;zijn/det	6	collega/noun;krankzinnig/adj;toch/adv;verhaal/noun;welbespraakt/adj;zijn/det	6	collega/noun;krankzinnig/adj;toch/adv;verhaal/noun;welbespraakt/adj;zijn/det	6	welbespraakt/adj	1	welbespraakt/adj	1	welbespraakt/adj	1	toch/adv;welbespraakt/adj	2	toch/adv;welbespraakt/adj	2	toch/adv;welbespraakt/adj	2
geestig/adj/algemeen_dagblad_20020211_29/433	gehoor/noun;komedie/noun;lek/adj;lig/adj;verteder/adj	5	gehoor/noun;komedie/noun;lek/adj;lig/adj;verteder/adj	5	gehoor/noun;komedie/noun;lek/adj;lig/adj;verteder/adj	5	gehoor/noun;komedie/noun;lek/adj;lig/adj;met/prep;verteder/adj	6	gehoor/noun;komedie/noun;lek/adj;lig/adj;met/prep;verteder/adj	6	gehoor/noun;komedie/noun;lek/adj;lig/adj;met/prep;verteder/adj	6	komedie/noun;lek/adj;verteder/adj	3	komedie/noun;lek/adj;verteder/adj	3	komedie/noun;lek/adj;verteder/adj	3	komedie/noun;lek/adj;met/prep;verteder/adj	4	komedie/noun;lek/adj;met/prep;verteder/adj	4	komedie/noun;lek/adj;met/prep;verteder/adj	4
geestig/adj/algemeen_dagblad_20030424_90/320	ben/verb;charmant/adj;film/noun;onrustig/adj;opgebouwd/adj	5	ben/verb;charmant/adj;film/noun;onrustig/adj;opgebouwd/adj	5	ben/verb;charmant/adj;film/noun;onrustig/adj;opgebouwd/adj	5	ben/verb;charmant/adj;een/det;film/noun;nogal/adv;onrustig/adj;ook/adv;opgebouwd/adj	8	ben/verb;charmant/adj;een/det;film/noun;nogal/adv;onrustig/adj;ook/adv;opgebouwd/adj	8	ben/verb;charmant/adj;een/det;film/noun;nogal/adv;onrustig/adj;ook/adv;opgebouwd/adj	8	ben/verb;charmant/adj;onrustig/adj	3	ben/verb;charmant/adj;onrustig/adj	3	ben/verb;charmant/adj;onrustig/adj	3	ben/verb;charmant/adj;een/det;onrustig/adj;ook/adv	5	ben/verb;charmant/adj;een/det;onrustig/adj;ook/adv	5	ben/verb;charmant/adj;een/det;onrustig/adj;ook/adv	5
geestig/adj/algemeen_dagblad_20020712_87/1001	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;heel/adv;ook/adv	3	ben/verb;heel/adv;ook/adv	3	ben/verb;heel/adv;ook/adv	3	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;heel/adv;ook/adv	3	ben/verb;heel/adv;ook/adv	3	ben/verb;heel/adv;ook/adv	3
geestig/adj/algemeen_dagblad_20000413_124/586	hoe/adj;regisseur/noun;serie/noun	3	hoe/adj;regisseur/noun;serie/noun	3	hoe/adj;regisseur/noun;serie/noun	3	hoe/adj;over/prep;regisseur/noun;serie/noun	4	hoe/adj;over/prep;regisseur/noun;serie/noun	4	hoe/adj;over/prep;regisseur/noun;serie/noun	4	hoe/adj;serie/noun	2	hoe/adj;serie/noun	2	hoe/adj;serie/noun	2	hoe/adj;over/prep;serie/noun	3	hoe/adj;over/prep;serie/noun	3	hoe/adj;over/prep;serie/noun	3
geestig/adj/algemeen_dagblad_20010127_17/554	beminnelijk/adj;ben/verb;maak/verb	3	beminnelijk/adj;ben/verb;maak/verb	3	beminnelijk/adj;ben/verb;maak/verb	3	beminnelijk/adj;ben/verb;dat/det;hem/pron;maak/verb	5	beminnelijk/adj;ben/verb;dat/det;hem/pron;maak/verb	5	beminnelijk/adj;ben/verb;dat/det;hem/pron;maak/verb	5	beminnelijk/adj;maak/verb	2	beminnelijk/adj;maak/verb	2	beminnelijk/adj;maak/verb	2	beminnelijk/adj;dat/det;hem/pron;maak/verb	4	beminnelijk/adj;dat/det;hem/pron;maak/verb	4	beminnelijk/adj;dat/det;hem/pron;maak/verb	4
geestig/adj/algemeen_dagblad_20021015_49/103	vervolg/noun	1	vervolg/noun	1	vervolg/noun	1	door/prep;een/det;vervolg/noun	3	door/prep;een/det;vervolg/noun	3	door/prep;een/det;vervolg/noun	3	vervolg/noun	1	vervolg/noun	1	vervolg/noun	1	vervolg/noun	1	vervolg/noun	1	vervolg/noun	1
geestig/adj/algemeen_dagblad_20031129_114/285	laat/verb;reeks/noun;scherp/adj;zet_neer/verb	4	laat/verb;reeks/noun;scherp/adj;zet_neer/verb	4	laat/verb;reeks/noun;scherp/adj;zet_neer/verb	4	deze/det;een/det;laat/verb;reeks/noun;scherp/adj;zet_neer/verb;zo/adv	7	deze/det;een/det;laat/verb;reeks/noun;scherp/adj;zet_neer/verb;zo/adv	7	deze/det;een/det;laat/verb;reeks/noun;scherp/adj;zet_neer/verb;zo/adv	7	reeks/noun;scherp/adj;zet_neer/verb	3	reeks/noun;scherp/adj;zet_neer/verb	3	reeks/noun;scherp/adj;zet_neer/verb	3	deze/det;een/det;reeks/noun;scherp/adj;zet_neer/verb;zo/adv	6	deze/det;een/det;reeks/noun;scherp/adj;zet_neer/verb;zo/adv	6	deze/det;een/det;reeks/noun;scherp/adj;zet_neer/verb;zo/adv	6
geestig/adj/algemeen_dagblad_20031112_141/164	categorie/noun;oneliner/noun;populair/adj	3	categorie/noun;oneliner/noun;populair/adj	3	categorie/noun;oneliner/noun;populair/adj	3	categorie/noun;met/prep;oneliner/noun;populair/adj	4	categorie/noun;met/prep;oneliner/noun;populair/adj	4	categorie/noun;met/prep;oneliner/noun;populair/adj	4	oneliner/noun	1	oneliner/noun	1	oneliner/noun	1	met/prep;oneliner/noun	2	met/prep;oneliner/noun	2	met/prep;oneliner/noun	2
geestig/adj/algemeen_dagblad_20030728_45/15		0		0		0		0		0		0		0		0		0		0		0		0
geestig/adj/algemeen_dagblad_20040327_16/147	beeld/noun;computer/noun;eigenwijs/adj;gestuurd/adj;ontroerend/adj;spannend/adj;verbluffend/adj;zoek_tocht/noun	8	beeld/noun;computer/noun;eigenwijs/adj;gestuurd/adj;ontroerend/adj;spannend/adj;verbluffend/adj;zoek_tocht/noun	8	beeld/noun;computer/noun;eigenwijs/adj;gestuurd/adj;ontroerend/adj;spannend/adj;verbluffend/adj;zoek_tocht/noun	8	beeld/noun;computer/noun;een/det;eigenwijs/adj;gestuurd/adj;ontroerend/adj;spannend/adj;verbluffend/adj;zoek_tocht/noun	9	beeld/noun;computer/noun;een/det;eigenwijs/adj;gestuurd/adj;ontroerend/adj;spannend/adj;verbluffend/adj;zoek_tocht/noun	9	beeld/noun;computer/noun;een/det;eigenwijs/adj;gestuurd/adj;ontroerend/adj;spannend/adj;verbluffend/adj;zoek_tocht/noun	9	beeld/noun;computer/noun;gestuurd/adj;ontroerend/adj;spannend/adj;zoek_tocht/noun	6	beeld/noun;computer/noun;gestuurd/adj;ontroerend/adj;spannend/adj;zoek_tocht/noun	6	beeld/noun;computer/noun;gestuurd/adj;ontroerend/adj;spannend/adj;zoek_tocht/noun	6	beeld/noun;computer/noun;gestuurd/adj;ontroerend/adj;spannend/adj;zoek_tocht/noun	6	beeld/noun;computer/noun;gestuurd/adj;ontroerend/adj;spannend/adj;zoek_tocht/noun	6	beeld/noun;computer/noun;gestuurd/adj;ontroerend/adj;spannend/adj;zoek_tocht/noun	6
geestig/adj/de_morgen_20030924_01_13/118	adembenemend/adj;broer/noun;schrijnend/adj;tegelijk/adj;verdrink/verb;verhaal/noun	6	adembenemend/adj;broer/noun;schrijnend/adj;tegelijk/adj;verdrink/verb;verhaal/noun	6	adembenemend/adj;broer/noun;schrijnend/adj;tegelijk/adj;verdrink/verb;verhaal/noun	6	adembenemend/adj;alleszins/adv;broer/noun;dit/det;je/pron;schrijnend/adj;soms/adv;tegelijk/adj;verdrink/verb;verhaal/noun	10	adembenemend/adj;alleszins/adv;broer/noun;dit/det;je/pron;schrijnend/adj;soms/adv;tegelijk/adj;verdrink/verb;verhaal/noun	10	adembenemend/adj;alleszins/adv;broer/noun;dit/det;je/pron;schrijnend/adj;soms/adv;tegelijk/adj;verdrink/verb;verhaal/noun	10	adembenemend/adj;schrijnend/adj;tegelijk/adj;verhaal/noun	4	adembenemend/adj;schrijnend/adj;tegelijk/adj;verhaal/noun	4	adembenemend/adj;schrijnend/adj;tegelijk/adj;verhaal/noun	4	adembenemend/adj;alleszins/adv;dit/det;schrijnend/adj;soms/adv;tegelijk/adj;verhaal/noun	7	adembenemend/adj;alleszins/adv;dit/det;schrijnend/adj;soms/adv;tegelijk/adj;verhaal/noun	7	adembenemend/adj;alleszins/adv;dit/det;schrijnend/adj;soms/adv;tegelijk/adj;verhaal/noun	7
geestig/adj/de_morgen_20010314_01_41/16	overtuigend/adj;portret/noun	2	overtuigend/adj;portret/noun	2	overtuigend/adj;portret/noun	2	als/prep;een/det;overtuigend/adj;portret/noun	4	als/prep;een/det;overtuigend/adj;portret/noun	4	als/prep;een/det;overtuigend/adj;portret/noun	4	overtuigend/adj;portret/noun	2	overtuigend/adj;portret/noun	2	overtuigend/adj;portret/noun	2	als/prep;een/det;overtuigend/adj;portret/noun	4	als/prep;een/det;overtuigend/adj;portret/noun	4	als/prep;een/det;overtuigend/adj;portret/noun	4
geestig/adj/de_morgen_20000926_01_103/351	literair/adj;scherp/adj;wereld/noun	3	literair/adj;scherp/adj;wereld/noun	3	literair/adj;scherp/adj;wereld/noun	3	bovendien/adv;literair/adj;scherp/adj;wereld/noun	4	bovendien/adv;literair/adj;scherp/adj;wereld/noun	4	bovendien/adv;literair/adj;scherp/adj;wereld/noun	4	literair/adj;scherp/adj;wereld/noun	3	literair/adj;scherp/adj;wereld/noun	3	literair/adj;scherp/adj;wereld/noun	3	bovendien/adv;literair/adj;scherp/adj;wereld/noun	4	bovendien/adv;literair/adj;scherp/adj;wereld/noun	4	bovendien/adv;literair/adj;scherp/adj;wereld/noun	4
geestig/adj/de_morgen_20030512_01_114/164	Decorte/noun;duivel_DIM/noun;maak/verb;open_snijd/verb;origineel/noun	5	Decorte/noun;duivel_DIM/noun;maak/verb;open_snijd/verb;origineel/noun	5	Decorte/noun;duivel_DIM/noun;maak/verb;open_snijd/verb;origineel/noun	5	Decorte/noun;dat/det;duivel_DIM/noun;een/det;maak/verb;open_snijd/verb;origineel/noun	7	Decorte/noun;dat/det;duivel_DIM/noun;een/det;maak/verb;open_snijd/verb;origineel/noun	7	Decorte/noun;dat/det;duivel_DIM/noun;een/det;maak/verb;open_snijd/verb;origineel/noun	7	duivel_DIM/noun;maak/verb;origineel/noun	3	duivel_DIM/noun;maak/verb;origineel/noun	3	duivel_DIM/noun;maak/verb;origineel/noun	3	duivel_DIM/noun;maak/verb;origineel/noun	3	duivel_DIM/noun;maak/verb;origineel/noun	3	duivel_DIM/noun;maak/verb;origineel/noun	3
geestig/adj/de_morgen_20040630_01_6/484		0		0		0	anderen/adv	1	anderen/adv	1	anderen/adv	1		0		0		0		0		0		0
geestig/adj/de_morgen_20000808_01_26/113	echt/adj;flets/adj;komedie/noun;maker/noun;onevenwichtig/adj;regie/noun;slapstick/noun;voorspelbaar/adj	8	echt/adj;flets/adj;komedie/noun;maker/noun;onevenwichtig/adj;regie/noun;slapstick/noun;voorspelbaar/adj	8	echt/adj;flets/adj;komedie/noun;maker/noun;onevenwichtig/adj;regie/noun;slapstick/noun;voorspelbaar/adj	8	echt/adj;een/det;flets/adj;komedie/noun;maker/noun;onevenwichtig/adj;regie/noun;slapstick/noun;voorspelbaar/adj	9	echt/adj;een/det;flets/adj;komedie/noun;maker/noun;onevenwichtig/adj;regie/noun;slapstick/noun;voorspelbaar/adj	9	echt/adj;een/det;flets/adj;komedie/noun;maker/noun;onevenwichtig/adj;regie/noun;slapstick/noun;voorspelbaar/adj	9	echt/adj;flets/adj;komedie/noun;slapstick/noun;voorspelbaar/adj	5	echt/adj;flets/adj;komedie/noun;slapstick/noun;voorspelbaar/adj	5	echt/adj;flets/adj;komedie/noun;slapstick/noun;voorspelbaar/adj	5	echt/adj;flets/adj;komedie/noun;slapstick/noun;voorspelbaar/adj	5	echt/adj;flets/adj;komedie/noun;slapstick/noun;voorspelbaar/adj	5	echt/adj;flets/adj;komedie/noun;slapstick/noun;voorspelbaar/adj	5
geestig/adj/de_morgen_20010426_01_138/437	erg/adj;gedeeltelijk/adj;stuk/noun;verfrissend/adj;zanger/noun	5	erg/adj;gedeeltelijk/adj;stuk/noun;verfrissend/adj;zanger/noun	5	erg/adj;gedeeltelijk/adj;stuk/noun;verfrissend/adj;zanger/noun	5	een/det;erg/adj;gedeeltelijk/adj;met/prep;ook/adv;stuk/noun;verfrissend/adj;zanger/noun	8	een/det;erg/adj;gedeeltelijk/adj;met/prep;ook/adv;stuk/noun;verfrissend/adj;zanger/noun	8	een/det;erg/adj;gedeeltelijk/adj;met/prep;ook/adv;stuk/noun;verfrissend/adj;zanger/noun	8	erg/adj;stuk/noun;verfrissend/adj;zanger/noun	4	erg/adj;stuk/noun;verfrissend/adj;zanger/noun	4	erg/adj;stuk/noun;verfrissend/adj;zanger/noun	4	een/det;erg/adj;met/prep;stuk/noun;verfrissend/adj;zanger/noun	6	een/det;erg/adj;met/prep;stuk/noun;verfrissend/adj;zanger/noun	6	een/det;erg/adj;met/prep;stuk/noun;verfrissend/adj;zanger/noun	6
geestig/adj/de_morgen_19991016_01_121/169	ben/verb;vertoon/verb;zachtaardig/adj	3	ben/verb;vertoon/verb;zachtaardig/adj	3	ben/verb;vertoon/verb;zachtaardig/adj	3	ben/verb;hij/pron;vertoon/verb;zachtaardig/adj	4	ben/verb;hij/pron;vertoon/verb;zachtaardig/adj	4	ben/verb;hij/pron;vertoon/verb;zachtaardig/adj	4	ben/verb;vertoon/verb;zachtaardig/adj	3	ben/verb;vertoon/verb;zachtaardig/adj	3	ben/verb;vertoon/verb;zachtaardig/adj	3	ben/verb;hij/pron;vertoon/verb;zachtaardig/adj	4	ben/verb;hij/pron;vertoon/verb;zachtaardig/adj	4	ben/verb;hij/pron;vertoon/verb;zachtaardig/adj	4
geestig/adj/de_morgen_19990505_01_80/349	om_kade_ring/noun	1	om_kade_ring/noun	1	om_kade_ring/noun	1	om_kade_ring/noun;ook/adv;op/part;wat/adv	4	om_kade_ring/noun;ook/adv;op/part;wat/adv	4	om_kade_ring/noun;ook/adv;op/part;wat/adv	4	om_kade_ring/noun	1	om_kade_ring/noun	1	om_kade_ring/noun	1	om_kade_ring/noun;ook/adv;wat/adv	3	om_kade_ring/noun;ook/adv;wat/adv	3	om_kade_ring/noun;ook/adv;wat/adv	3
geestig/adj/de_morgen_20031117_01_97/1292	choreografie/noun;danser/noun;ondergoed/noun;origineel/adj;twaalftal/noun;uitgedost/adj;vaak/adj;werk_uit/verb	8	choreografie/noun;danser/noun;ondergoed/noun;origineel/adj;twaalftal/noun;uitgedost/adj;vaak/adj;werk_uit/verb	8	choreografie/noun;danser/noun;ondergoed/noun;origineel/adj;twaalftal/noun;uitgedost/adj;vaak/adj;werk_uit/verb	8	choreografie/noun;danser/noun;dat/det;door/prep;een/det;ondergoed/noun;origineel/adj;twaalftal/noun;uitgedost/adj;vaak/adj;werk_uit/verb	11	choreografie/noun;danser/noun;dat/det;door/prep;een/det;ondergoed/noun;origineel/adj;twaalftal/noun;uitgedost/adj;vaak/adj;werk_uit/verb	11	choreografie/noun;danser/noun;dat/det;door/prep;een/det;ondergoed/noun;origineel/adj;twaalftal/noun;uitgedost/adj;vaak/adj;werk_uit/verb	11	choreografie/noun;danser/noun;ondergoed/noun;origineel/adj;uitgedost/adj;vaak/adj	6	choreografie/noun;danser/noun;ondergoed/noun;origineel/adj;uitgedost/adj;vaak/adj	6	choreografie/noun;danser/noun;ondergoed/noun;origineel/adj;uitgedost/adj;vaak/adj	6	choreografie/noun;danser/noun;ondergoed/noun;origineel/adj;uitgedost/adj;vaak/adj	6	choreografie/noun;danser/noun;ondergoed/noun;origineel/adj;uitgedost/adj;vaak/adj	6	choreografie/noun;danser/noun;ondergoed/noun;origineel/adj;uitgedost/adj;vaak/adj	6
geestig/adj/de_morgen_20041102_01_39/342	spaar/verb	1	spaar/verb	1	spaar/verb	1	niemand/pron;spaar/verb;uitermate/adv	3	niemand/pron;spaar/verb;uitermate/adv	3	niemand/pron;spaar/verb;uitermate/adv	3	spaar/verb	1	spaar/verb	1	spaar/verb	1	niemand/pron;spaar/verb;uitermate/adv	3	niemand/pron;spaar/verb;uitermate/adv	3	niemand/pron;spaar/verb;uitermate/adv	3
geestig/adj/de_morgen_20030719_01_68/1965	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;vooral/adv	2	ben/verb;vooral/adv	2	ben/verb;vooral/adv	2	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;vooral/adv	2	ben/verb;vooral/adv	2	ben/verb;vooral/adv	2
geestig/adj/de_morgen_20040421_01_14/1476	ben/verb;boek/noun;erg/adj;humor/noun	4	ben/verb;boek/noun;erg/adj;humor/noun	4	ben/verb;boek/noun;erg/adj;humor/noun	4	ben/verb;boek/noun;een/det;eens/adv;erg/adj;helemaal/adv;humor/noun;ook/adv	8	ben/verb;boek/noun;een/det;eens/adv;erg/adj;helemaal/adv;humor/noun;ook/adv	8	ben/verb;boek/noun;een/det;eens/adv;erg/adj;helemaal/adv;humor/noun;ook/adv	8	boek/noun;erg/adj	2	boek/noun;erg/adj	2	boek/noun;erg/adj	2	boek/noun;een/det;eens/adv;erg/adj;ook/adv	5	boek/noun;een/det;eens/adv;erg/adj;ook/adv	5	boek/noun;een/det;eens/adv;erg/adj;ook/adv	5
geestig/adj/de_morgen_20010620_01_29/2925	schrijf/verb;vrijmoedig/adj	2	schrijf/verb;vrijmoedig/adj	2	schrijf/verb;vrijmoedig/adj	2	hij/pron;over/prep;schrijf/verb;vrijmoedig/adj	4	hij/pron;over/prep;schrijf/verb;vrijmoedig/adj	4	hij/pron;over/prep;schrijf/verb;vrijmoedig/adj	4	schrijf/verb;vrijmoedig/adj	2	schrijf/verb;vrijmoedig/adj	2	schrijf/verb;vrijmoedig/adj	2	hij/pron;over/prep;schrijf/verb;vrijmoedig/adj	4	hij/pron;over/prep;schrijf/verb;vrijmoedig/adj	4	hij/pron;over/prep;schrijf/verb;vrijmoedig/adj	4
geestig/adj/de_morgen_19991019_01_80/344	ben/verb;dans/noun;friet/noun;intiem/adj;mossel/noun;voer_uit/verb;werk_DIM/noun	7	ben/verb;dans/noun;friet/noun;intiem/adj;mossel/noun;voer_uit/verb;werk_DIM/noun	7	ben/verb;dans/noun;friet/noun;intiem/adj;mossel/noun;voer_uit/verb;werk_DIM/noun	7	ben/verb;dans/noun;een/det;friet/noun;heel/adv;intiem/adj;mossel/noun;trouwens/adv;voer_uit/verb;werk_DIM/noun	10	ben/verb;dans/noun;een/det;friet/noun;heel/adv;intiem/adj;mossel/noun;trouwens/adv;voer_uit/verb;werk_DIM/noun	10	ben/verb;dans/noun;een/det;friet/noun;heel/adv;intiem/adj;mossel/noun;trouwens/adv;voer_uit/verb;werk_DIM/noun	10	ben/verb;mossel/noun;werk_DIM/noun	3	ben/verb;mossel/noun;werk_DIM/noun	3	ben/verb;mossel/noun;werk_DIM/noun	3	ben/verb;heel/adv;mossel/noun;trouwens/adv;werk_DIM/noun	5	ben/verb;heel/adv;mossel/noun;trouwens/adv;werk_DIM/noun	5	ben/verb;heel/adv;mossel/noun;trouwens/adv;werk_DIM/noun	5
geestig/adj/de_morgen_20010801_01_10/894	erg/adj;laat/verb;stuk/noun	3	erg/adj;laat/verb;stuk/noun	3	erg/adj;laat/verb;stuk/noun	3	een/det;erg/adj;helemaal/adv;hij/pron;laat/verb;stuk/noun;trouwens/adv;zo/adv	8	een/det;erg/adj;helemaal/adv;hij/pron;laat/verb;stuk/noun;trouwens/adv;zo/adv	8	een/det;erg/adj;helemaal/adv;hij/pron;laat/verb;stuk/noun;trouwens/adv;zo/adv	8	erg/adj;stuk/noun	2	erg/adj;stuk/noun	2	erg/adj;stuk/noun	2	een/det;erg/adj;helemaal/adv;stuk/noun;trouwens/adv;zo/adv	6	een/det;erg/adj;helemaal/adv;stuk/noun;trouwens/adv;zo/adv	6	een/det;erg/adj;helemaal/adv;stuk/noun;trouwens/adv;zo/adv	6
geestig/adj/de_morgen_20010807_01_71/639	Nieuw-Zeelander/noun;ben/verb;eenvoudig/adj;gevat/adj	4	Nieuw-Zeelander/noun;ben/verb;eenvoudig/adj;gevat/adj	4	Nieuw-Zeelander/noun;ben/verb;eenvoudig/adj;gevat/adj	4	Nieuw-Zeelander/noun;altijd/adv;ben/verb;eenvoudig/adj;gevat/adj	5	Nieuw-Zeelander/noun;altijd/adv;ben/verb;eenvoudig/adj;gevat/adj	5	Nieuw-Zeelander/noun;altijd/adv;ben/verb;eenvoudig/adj;gevat/adj	5	Nieuw-Zeelander/noun;ben/verb;gevat/adj	3	Nieuw-Zeelander/noun;ben/verb;gevat/adj	3	Nieuw-Zeelander/noun;ben/verb;gevat/adj	3	Nieuw-Zeelander/noun;altijd/adv;ben/verb;gevat/adj	4	Nieuw-Zeelander/noun;altijd/adv;ben/verb;gevat/adj	4	Nieuw-Zeelander/noun;altijd/adv;ben/verb;gevat/adj	4
geestig/adj/de_morgen_20021206_01_62/149	absurd/adj;maker/noun;personage/noun;scène/noun;tragikomische/adj;zit/verb	6	absurd/adj;maker/noun;personage/noun;scène/noun;tragikomische/adj;zit/verb	6	absurd/adj;maker/noun;personage/noun;scène/noun;tragikomische/adj;zit/verb	6	absurd/adj;dat/det;eens/adv;maker/noun;personage/noun;scène/noun;soms/adv;tragikomische/adj;vol/prep;zit/verb	10	absurd/adj;dat/det;eens/adv;maker/noun;personage/noun;scène/noun;soms/adv;tragikomische/adj;vol/prep;zit/verb	10	absurd/adj;dat/det;eens/adv;maker/noun;personage/noun;scène/noun;soms/adv;tragikomische/adj;vol/prep;zit/verb	10	absurd/adj;tragikomische/adj	2	absurd/adj;tragikomische/adj	2	absurd/adj;tragikomische/adj	2	absurd/adj;soms/adv;tragikomische/adj;vol/prep	4	absurd/adj;soms/adv;tragikomische/adj;vol/prep	4	absurd/adj;soms/adv;tragikomische/adj;vol/prep	4
geestig/adj/de_morgen_19991211_01_92/501	jammer/adj;maak_mee/verb;onwaarschijnlijk/adj;vind/verb	4	jammer/adj;maak_mee/verb;onwaarschijnlijk/adj;vind/verb	4	jammer/adj;maak_mee/verb;onwaarschijnlijk/adj;vind/verb	4	als/prep;jammer/adj;maak_mee/verb;onwaarschijnlijk/adj;vind/verb	5	als/prep;jammer/adj;maak_mee/verb;onwaarschijnlijk/adj;vind/verb	5	als/prep;jammer/adj;maak_mee/verb;onwaarschijnlijk/adj;vind/verb	5	maak_mee/verb;onwaarschijnlijk/adj	2	maak_mee/verb;onwaarschijnlijk/adj	2	maak_mee/verb;onwaarschijnlijk/adj	2	als/prep;maak_mee/verb;onwaarschijnlijk/adj	3	als/prep;maak_mee/verb;onwaarschijnlijk/adj	3	als/prep;maak_mee/verb;onwaarschijnlijk/adj	3
geestig/adj/de_morgen_20020209_01_78/1309	parel/noun;prachtig/adj;stilistisch/adj;teken_uit/verb;wolf/noun	5	parel/noun;prachtig/adj;stilistisch/adj;teken_uit/verb;wolf/noun	5	parel/noun;prachtig/adj;stilistisch/adj;teken_uit/verb;wolf/noun	5	een/det;parel/noun;prachtig/adj;stilistisch/adj;teken_uit/verb;vooral/adv;wolf/noun	7	een/det;parel/noun;prachtig/adj;stilistisch/adj;teken_uit/verb;vooral/adv;wolf/noun	7	een/det;parel/noun;prachtig/adj;stilistisch/adj;teken_uit/verb;vooral/adv;wolf/noun	7	prachtig/adj;teken_uit/verb	2	prachtig/adj;teken_uit/verb	2	prachtig/adj;teken_uit/verb	2	prachtig/adj;teken_uit/verb;vooral/adv	3	prachtig/adj;teken_uit/verb;vooral/adv	3	prachtig/adj;teken_uit/verb;vooral/adv	3
