_id	_cws.geestig.foc10.nav.weight.bound	_count.geestig.foc10.nav.weight.bound	_cws.geestig.foc10.nav.selection.bound	_count.geestig.foc10.nav.selection.bound	_cws.geestig.foc10.nav.no.bound	_count.geestig.foc10.nav.no.bound	_cws.geestig.foc10.all.weight.bound	_count.geestig.foc10.all.weight.bound	_cws.geestig.foc10.all.selection.bound	_count.geestig.foc10.all.selection.bound	_cws.geestig.foc10.all.no.bound	_count.geestig.foc10.all.no.bound	_cws.geestig.foc5.nav.weight.bound	_count.geestig.foc5.nav.weight.bound	_cws.geestig.foc5.nav.selection.bound	_count.geestig.foc5.nav.selection.bound	_cws.geestig.foc5.nav.no.bound	_count.geestig.foc5.nav.no.bound	_cws.geestig.foc5.all.weight.bound	_count.geestig.foc5.all.weight.bound	_cws.geestig.foc5.all.selection.bound	_count.geestig.foc5.all.selection.bound	_cws.geestig.foc5.all.no.bound	_count.geestig.foc5.all.no.bound
geestig/adj/parool_20020412_32/53	mooi/adj	1	mooi/adj	1	mooi/adj	1	mooi/adj	1	mooi/adj	1	mooi/adj	1	mooi/adj	1	mooi/adj	1	mooi/adj	1	mooi/adj	1	mooi/adj	1	mooi/adj	1
geestig/adj/parool_20020726_288/13	juist/adj;kameleon/noun;ontroerend/adj;op/adj;roman/noun	5	juist/adj;kameleon/noun;ontroerend/adj;op/adj;roman/noun	5	juist/adj;kameleon/noun;ontroerend/adj;op/adj;roman/noun	5	een/det;juist/adj;kameleon/noun;ontroerend/adj;op/adj;roman/noun	6	een/det;juist/adj;kameleon/noun;ontroerend/adj;op/adj;roman/noun	6	een/det;juist/adj;kameleon/noun;ontroerend/adj;op/adj;roman/noun	6	juist/adj;ontroerend/adj;roman/noun	3	juist/adj;ontroerend/adj;roman/noun	3	juist/adj;ontroerend/adj;roman/noun	3	een/det;juist/adj;ontroerend/adj;roman/noun	4	een/det;juist/adj;ontroerend/adj;roman/noun	4	een/det;juist/adj;ontroerend/adj;roman/noun	4
geestig/adj/parool_20000510_78/858	ben/verb;cosmopolitisch/adj;erudiet/adj;vind/verb;werk/noun	5	ben/verb;cosmopolitisch/adj;erudiet/adj;vind/verb;werk/noun	5	ben/verb;cosmopolitisch/adj;erudiet/adj;vind/verb;werk/noun	5	als/prep;ben/verb;cosmopolitisch/adj;erudiet/adj;vind/verb;werk/noun;ze/pron	7	als/prep;ben/verb;cosmopolitisch/adj;erudiet/adj;vind/verb;werk/noun;ze/pron	7	als/prep;ben/verb;cosmopolitisch/adj;erudiet/adj;vind/verb;werk/noun;ze/pron	7	ben/verb;cosmopolitisch/adj;erudiet/adj;vind/verb	4	ben/verb;cosmopolitisch/adj;erudiet/adj;vind/verb	4	ben/verb;cosmopolitisch/adj;erudiet/adj;vind/verb	4	ben/verb;cosmopolitisch/adj;erudiet/adj;vind/verb	4	ben/verb;cosmopolitisch/adj;erudiet/adj;vind/verb	4	ben/verb;cosmopolitisch/adj;erudiet/adj;vind/verb	4
geestig/adj/parool_19990914_98/213	alles/noun;eruditie/noun;ongekend/adj;schrijf_op/verb	4	alles/noun;eruditie/noun;ongekend/adj;schrijf_op/verb	4	alles/noun;eruditie/noun;ongekend/adj;schrijf_op/verb	4	alles/noun;eruditie/noun;heel/adv;ongekend/adj;schrijf_op/verb	5	alles/noun;eruditie/noun;heel/adv;ongekend/adj;schrijf_op/verb	5	alles/noun;eruditie/noun;heel/adv;ongekend/adj;schrijf_op/verb	5	alles/noun;schrijf_op/verb	2	alles/noun;schrijf_op/verb	2	alles/noun;schrijf_op/verb	2	alles/noun;heel/adv;schrijf_op/verb	3	alles/noun;heel/adv;schrijf_op/verb	3	alles/noun;heel/adv;schrijf_op/verb	3
geestig/adj/parool_20001213_51/359	rijk/noun;scène/noun;time/verb	3	rijk/noun;scène/noun;time/verb	3	rijk/noun;scène/noun;time/verb	3	rijk/noun;scène/noun;time/verb	3	rijk/noun;scène/noun;time/verb	3	rijk/noun;scène/noun;time/verb	3	scène/noun;time/verb	2	scène/noun;time/verb	2	scène/noun;time/verb	2	scène/noun;time/verb	2	scène/noun;time/verb	2	scène/noun;time/verb	2
geestig/adj/parool_20020321_36/461	ben/verb;no/noun;nummertje/noun;ongelooflijk/adj;podium/noun	5	ben/verb;no/noun;nummertje/noun;ongelooflijk/adj;podium/noun	5	ben/verb;no/noun;nummertje/noun;ongelooflijk/adj;podium/noun	5	ben/verb;een/det;no/noun;nummertje/noun;ongelooflijk/adj;podium/noun	6	ben/verb;een/det;no/noun;nummertje/noun;ongelooflijk/adj;podium/noun	6	ben/verb;een/det;no/noun;nummertje/noun;ongelooflijk/adj;podium/noun	6	ben/verb;ongelooflijk/adj;podium/noun	3	ben/verb;ongelooflijk/adj;podium/noun	3	ben/verb;ongelooflijk/adj;podium/noun	3	ben/verb;ongelooflijk/adj;podium/noun	3	ben/verb;ongelooflijk/adj;podium/noun	3	ben/verb;ongelooflijk/adj;podium/noun	3
geestig/adj/parool_20020124_118/277	maak/verb;mild/adj;prikkel/adj;schrijf/verb;spot/adj;zin/noun	6	maak/verb;mild/adj;prikkel/adj;schrijf/verb;spot/adj;zin/noun	6	maak/verb;mild/adj;prikkel/adj;schrijf/verb;spot/adj;zin/noun	6	maak/verb;mild/adj;prikkel/adj;schrijf/verb;spot/adj;zin/noun	6	maak/verb;mild/adj;prikkel/adj;schrijf/verb;spot/adj;zin/noun	6	maak/verb;mild/adj;prikkel/adj;schrijf/verb;spot/adj;zin/noun	6	maak/verb;mild/adj;schrijf/verb;spot/adj;zin/noun	5	maak/verb;mild/adj;schrijf/verb;spot/adj;zin/noun	5	maak/verb;mild/adj;schrijf/verb;spot/adj;zin/noun	5	maak/verb;mild/adj;schrijf/verb;spot/adj;zin/noun	5	maak/verb;mild/adj;schrijf/verb;spot/adj;zin/noun	5	maak/verb;mild/adj;schrijf/verb;spot/adj;zin/noun	5
geestig/adj/parool_20011217_63/756	ben/verb;doe_open/verb;migraine/noun;voor_deur/noun	4	ben/verb;doe_open/verb;migraine/noun;voor_deur/noun	4	ben/verb;doe_open/verb;migraine/noun;voor_deur/noun	4	ben/verb;dat/det;doe_open/verb;een/det;je/pron;met/prep;migraine/noun;voor_deur/noun;wel/adv;zo/adv	10	ben/verb;dat/det;doe_open/verb;een/det;je/pron;met/prep;migraine/noun;voor_deur/noun;wel/adv;zo/adv	10	ben/verb;dat/det;doe_open/verb;een/det;je/pron;met/prep;migraine/noun;voor_deur/noun;wel/adv;zo/adv	10	migraine/noun	1	migraine/noun	1	migraine/noun	1	je/pron;met/prep;migraine/noun;wel/adv;zo/adv	5	je/pron;met/prep;migraine/noun;wel/adv;zo/adv	5	je/pron;met/prep;migraine/noun;wel/adv;zo/adv	5
geestig/adj/parool_20000106_95/1441	ben/verb;gelid/noun;prachtig/adj;rijm/verb	4	ben/verb;gelid/noun;prachtig/adj;rijm/verb	4	ben/verb;gelid/noun;prachtig/adj;rijm/verb	4	ben/verb;gelid/noun;ook/adv;prachtig/adj;rijm/verb	5	ben/verb;gelid/noun;ook/adv;prachtig/adj;rijm/verb	5	ben/verb;gelid/noun;ook/adv;prachtig/adj;rijm/verb	5	ben/verb;prachtig/adj;rijm/verb	3	ben/verb;prachtig/adj;rijm/verb	3	ben/verb;prachtig/adj;rijm/verb	3	ben/verb;ook/adv;prachtig/adj;rijm/verb	4	ben/verb;ook/adv;prachtig/adj;rijm/verb	4	ben/verb;ook/adv;prachtig/adj;rijm/verb	4
geestig/adj/parool_19991008_37/713	ademloos/adj;luister/verb;scherp/adj;schrijf/verb;vol/adj	5	ademloos/adj;luister/verb;scherp/adj;schrijf/verb;vol/adj	5	ademloos/adj;luister/verb;scherp/adj;schrijf/verb;vol/adj	5	ademloos/adj;luister/verb;scherp/adj;schrijf/verb;vol/adj	5	ademloos/adj;luister/verb;scherp/adj;schrijf/verb;vol/adj	5	ademloos/adj;luister/verb;scherp/adj;schrijf/verb;vol/adj	5	luister/verb;scherp/adj;schrijf/verb;vol/adj	4	luister/verb;scherp/adj;schrijf/verb;vol/adj	4	luister/verb;scherp/adj;schrijf/verb;vol/adj	4	luister/verb;scherp/adj;schrijf/verb;vol/adj	4	luister/verb;scherp/adj;schrijf/verb;vol/adj	4	luister/verb;scherp/adj;schrijf/verb;vol/adj	4
geestig/adj/parool_19990903_95/932	ben/verb;boek/noun;energiek/adj;hoe/adj;hoek/noun;schrijfster/noun;zwakte/noun	7	ben/verb;boek/noun;energiek/adj;hoe/adj;hoek/noun;schrijfster/noun;zwakte/noun	7	ben/verb;boek/noun;energiek/adj;hoe/adj;hoek/noun;schrijfster/noun;zwakte/noun	7	ben/verb;boek/noun;dat/det;energiek/adj;hoe/adj;hoek/noun;ook/adv;schrijfster/noun;zwakte/noun	9	ben/verb;boek/noun;dat/det;energiek/adj;hoe/adj;hoek/noun;ook/adv;schrijfster/noun;zwakte/noun	9	ben/verb;boek/noun;dat/det;energiek/adj;hoe/adj;hoek/noun;ook/adv;schrijfster/noun;zwakte/noun	9	boek/noun;energiek/adj;hoe/adj;schrijfster/noun	4	boek/noun;energiek/adj;hoe/adj;schrijfster/noun	4	boek/noun;energiek/adj;hoe/adj;schrijfster/noun	4	boek/noun;energiek/adj;hoe/adj;ook/adv;schrijfster/noun	5	boek/noun;energiek/adj;hoe/adj;ook/adv;schrijfster/noun	5	boek/noun;energiek/adj;hoe/adj;ook/adv;schrijfster/noun	5
geestig/adj/parool_20010704_31/271	aardig/adj;barst/verb;detail/noun;dialoog/noun;film/noun;meeslepend/adj	6	aardig/adj;barst/verb;detail/noun;dialoog/noun;film/noun;meeslepend/adj	6	aardig/adj;barst/verb;detail/noun;dialoog/noun;film/noun;meeslepend/adj	6	aardig/adj;barst/verb;detail/noun;dialoog/noun;film/noun;meeslepend/adj;te/adv;zonder/prep	8	aardig/adj;barst/verb;detail/noun;dialoog/noun;film/noun;meeslepend/adj;te/adv;zonder/prep	8	aardig/adj;barst/verb;detail/noun;dialoog/noun;film/noun;meeslepend/adj;te/adv;zonder/prep	8	aardig/adj;detail/noun;dialoog/noun	3	aardig/adj;detail/noun;dialoog/noun	3	aardig/adj;detail/noun;dialoog/noun	3	aardig/adj;detail/noun;dialoog/noun;zonder/prep	4	aardig/adj;detail/noun;dialoog/noun;zonder/prep	4	aardig/adj;detail/noun;dialoog/noun;zonder/prep	4
geestig/adj/parool_20001109_53/102	ben/verb;charmant/adj;gedrag/noun;intelligent/adj;onbesproken/adj;weduwnaar/noun	6	ben/verb;charmant/adj;gedrag/noun;intelligent/adj;onbesproken/adj;weduwnaar/noun	6	ben/verb;charmant/adj;gedrag/noun;intelligent/adj;onbesproken/adj;weduwnaar/noun	6	ben/verb;charmant/adj;een/det;gedrag/noun;intelligent/adj;onbesproken/adj;weduwnaar/noun	7	ben/verb;charmant/adj;een/det;gedrag/noun;intelligent/adj;onbesproken/adj;weduwnaar/noun	7	ben/verb;charmant/adj;een/det;gedrag/noun;intelligent/adj;onbesproken/adj;weduwnaar/noun	7	ben/verb;charmant/adj;intelligent/adj;onbesproken/adj;weduwnaar/noun	5	ben/verb;charmant/adj;intelligent/adj;onbesproken/adj;weduwnaar/noun	5	ben/verb;charmant/adj;intelligent/adj;onbesproken/adj;weduwnaar/noun	5	ben/verb;charmant/adj;een/det;intelligent/adj;onbesproken/adj;weduwnaar/noun	6	ben/verb;charmant/adj;een/det;intelligent/adj;onbesproken/adj;weduwnaar/noun	6	ben/verb;charmant/adj;een/det;intelligent/adj;onbesproken/adj;weduwnaar/noun	6
geestig/adj/parool_20001115_89/1549	geil/adj;gulzig/adj;hongerig/adj;leef/verb;onomstotelijk/adj;val_aan/verb	6	geil/adj;gulzig/adj;hongerig/adj;leef/verb;onomstotelijk/adj;val_aan/verb	6	geil/adj;gulzig/adj;hongerig/adj;leef/verb;onomstotelijk/adj;val_aan/verb	6	geil/adj;gulzig/adj;hongerig/adj;leef/verb;onomstotelijk/adj;val_aan/verb	6	geil/adj;gulzig/adj;hongerig/adj;leef/verb;onomstotelijk/adj;val_aan/verb	6	geil/adj;gulzig/adj;hongerig/adj;leef/verb;onomstotelijk/adj;val_aan/verb	6	geil/adj;gulzig/adj;onomstotelijk/adj	3	geil/adj;gulzig/adj;onomstotelijk/adj	3	geil/adj;gulzig/adj;onomstotelijk/adj	3	geil/adj;gulzig/adj;onomstotelijk/adj	3	geil/adj;gulzig/adj;onomstotelijk/adj	3	geil/adj;gulzig/adj;onomstotelijk/adj	3
geestig/adj/parool_20031125_61/272	acteur/noun;ben/verb;karikatuur/noun;stel/noun;zet_neer/verb	5	acteur/noun;ben/verb;karikatuur/noun;stel/noun;zet_neer/verb	5	acteur/noun;ben/verb;karikatuur/noun;stel/noun;zet_neer/verb	5	acteur/noun;ben/verb;een/det;karikatuur/noun;neer/part;stel/noun;zet_neer/verb	7	acteur/noun;ben/verb;een/det;karikatuur/noun;neer/part;stel/noun;zet_neer/verb	7	acteur/noun;ben/verb;een/det;karikatuur/noun;neer/part;stel/noun;zet_neer/verb	7	acteur/noun;karikatuur/noun;stel/noun;zet_neer/verb	4	acteur/noun;karikatuur/noun;stel/noun;zet_neer/verb	4	acteur/noun;karikatuur/noun;stel/noun;zet_neer/verb	4	acteur/noun;een/det;karikatuur/noun;neer/part;stel/noun;zet_neer/verb	6	acteur/noun;een/det;karikatuur/noun;neer/part;stel/noun;zet_neer/verb	6	acteur/noun;een/det;karikatuur/noun;neer/part;stel/noun;zet_neer/verb	6
geestig/adj/parool_20000627_26/732	beschrijving/noun;drama/noun;moeder/noun;relatie/noun;vader/noun	5	beschrijving/noun;drama/noun;moeder/noun;relatie/noun;vader/noun	5	beschrijving/noun;drama/noun;moeder/noun;relatie/noun;vader/noun	5	beschrijving/noun;die/pron;drama/noun;met/prep;moeder/noun;relatie/noun;vader/noun	7	beschrijving/noun;die/pron;drama/noun;met/prep;moeder/noun;relatie/noun;vader/noun	7	beschrijving/noun;die/pron;drama/noun;met/prep;moeder/noun;relatie/noun;vader/noun	7	beschrijving/noun;relatie/noun;vader/noun	3	beschrijving/noun;relatie/noun;vader/noun	3	beschrijving/noun;relatie/noun;vader/noun	3	beschrijving/noun;die/pron;relatie/noun;vader/noun	4	beschrijving/noun;die/pron;relatie/noun;vader/noun	4	beschrijving/noun;die/pron;relatie/noun;vader/noun	4
geestig/adj/parool_19990106_90/171	ben/verb;bijzonder/adj;film/noun;goed/adj;origineel/adj;poging/noun	6	ben/verb;bijzonder/adj;film/noun;goed/adj;origineel/adj;poging/noun	6	ben/verb;bijzonder/adj;film/noun;goed/adj;origineel/adj;poging/noun	6	ben/verb;bijzonder/adj;een/det;film/noun;goed/adj;origineel/adj;poging/noun	7	ben/verb;bijzonder/adj;een/det;film/noun;goed/adj;origineel/adj;poging/noun	7	ben/verb;bijzonder/adj;een/det;film/noun;goed/adj;origineel/adj;poging/noun	7	ben/verb;bijzonder/adj;film/noun;origineel/adj	4	ben/verb;bijzonder/adj;film/noun;origineel/adj	4	ben/verb;bijzonder/adj;film/noun;origineel/adj	4	ben/verb;bijzonder/adj;film/noun;origineel/adj	4	ben/verb;bijzonder/adj;film/noun;origineel/adj	4	ben/verb;bijzonder/adj;film/noun;origineel/adj	4
geestig/adj/parool_20020323_115/707	ben/verb;gevoel/noun;humor/noun;spits/adj	4	ben/verb;gevoel/noun;humor/noun;spits/adj	4	ben/verb;gevoel/noun;humor/noun;spits/adj	4	ben/verb;gevoel/noun;hij/pron;humor/noun;spits/adj	5	ben/verb;gevoel/noun;hij/pron;humor/noun;spits/adj	5	ben/verb;gevoel/noun;hij/pron;humor/noun;spits/adj	5	ben/verb;gevoel/noun;spits/adj	3	ben/verb;gevoel/noun;spits/adj	3	ben/verb;gevoel/noun;spits/adj	3	ben/verb;gevoel/noun;hij/pron;spits/adj	4	ben/verb;gevoel/noun;hij/pron;spits/adj	4	ben/verb;gevoel/noun;hij/pron;spits/adj	4
geestig/adj/parool_20031129_209/154	bedoel/verb;ben/verb;min/adj	3	bedoel/verb;ben/verb;min/adj	3	bedoel/verb;ben/verb;min/adj	3	bedoel/verb;ben/verb;min/adj	3	bedoel/verb;ben/verb;min/adj	3	bedoel/verb;ben/verb;min/adj	3	bedoel/verb;min/adj	2	bedoel/verb;min/adj	2	bedoel/verb;min/adj	2	bedoel/verb;min/adj	2	bedoel/verb;min/adj	2	bedoel/verb;min/adj	2
geestig/adj/parool_20020911_107/239	acteer/verb;ben/verb;improviseer/adj;lijk/verb	4	acteer/verb;ben/verb;improviseer/adj;lijk/verb	4	acteer/verb;ben/verb;improviseer/adj;lijk/verb	4	acteer/verb;ben/verb;dat/pron;improviseer/adj;lijk/verb	5	acteer/verb;ben/verb;dat/pron;improviseer/adj;lijk/verb	5	acteer/verb;ben/verb;dat/pron;improviseer/adj;lijk/verb	5	acteer/verb;improviseer/adj	2	acteer/verb;improviseer/adj	2	acteer/verb;improviseer/adj	2	acteer/verb;dat/pron;improviseer/adj	3	acteer/verb;dat/pron;improviseer/adj	3	acteer/verb;dat/pron;improviseer/adj	3
geestig/adj/parool_19990225_82/64	ben/verb;concertzaal/noun;geweldig/adj	3	ben/verb;concertzaal/noun;geweldig/adj	3	ben/verb;concertzaal/noun;geweldig/adj	3	ben/verb;concertzaal/noun;geweldig/adj;ook/adv;zo/adv	5	ben/verb;concertzaal/noun;geweldig/adj;ook/adv;zo/adv	5	ben/verb;concertzaal/noun;geweldig/adj;ook/adv;zo/adv	5	ben/verb;concertzaal/noun;geweldig/adj	3	ben/verb;concertzaal/noun;geweldig/adj	3	ben/verb;concertzaal/noun;geweldig/adj	3	ben/verb;concertzaal/noun;geweldig/adj;ook/adv;zo/adv	5	ben/verb;concertzaal/noun;geweldig/adj;ook/adv;zo/adv	5	ben/verb;concertzaal/noun;geweldig/adj;ook/adv;zo/adv	5
geestig/adj/parool_20020110_115/266	ben/verb;neig/verb	2	ben/verb;neig/verb	2	ben/verb;neig/verb	2	altijd/adv;ben/verb;die/pron;neig/verb	4	altijd/adv;ben/verb;die/pron;neig/verb	4	altijd/adv;ben/verb;die/pron;neig/verb	4	ben/verb;neig/verb	2	ben/verb;neig/verb	2	ben/verb;neig/verb	2	ben/verb;neig/verb	2	ben/verb;neig/verb	2	ben/verb;neig/verb	2
geestig/adj/parool_19990315_39/59	klink/verb;veer_op/verb	2	klink/verb;veer_op/verb	2	klink/verb;veer_op/verb	2	je/pron;keer/adv;klink/verb;op/adv;op/part;veer_op/verb;weer/adv;zo'n/det	8	je/pron;keer/adv;klink/verb;op/adv;op/part;veer_op/verb;weer/adv;zo'n/det	8	je/pron;keer/adv;klink/verb;op/adv;op/part;veer_op/verb;weer/adv;zo'n/det	8	klink/verb	1	klink/verb	1	klink/verb	1	klink/verb;op/part;weer/adv;zo'n/det	4	klink/verb;op/part;weer/adv;zo'n/det	4	klink/verb;op/part;weer/adv;zo'n/det	4
geestig/adj/parool_20040601_100/357	ben/verb;vrouw/noun;zwart/adj	3	ben/verb;vrouw/noun;zwart/adj	3	ben/verb;vrouw/noun;zwart/adj	3	ben/verb;een/det;vrouw/noun;zwart/adj	4	ben/verb;een/det;vrouw/noun;zwart/adj	4	ben/verb;een/det;vrouw/noun;zwart/adj	4	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb	1
geestig/adj/parool_19990702_131/223	belevenis/noun;erg/adj;film/noun;kort/adj;stijl/noun;volg/verb	6	belevenis/noun;erg/adj;film/noun;kort/adj;stijl/noun;volg/verb	6	belevenis/noun;erg/adj;film/noun;kort/adj;stijl/noun;volg/verb	6	belevenis/noun;die/pron;erg/adj;film/noun;kort/adj;stijl/noun;volg/verb	7	belevenis/noun;die/pron;erg/adj;film/noun;kort/adj;stijl/noun;volg/verb	7	belevenis/noun;die/pron;erg/adj;film/noun;kort/adj;stijl/noun;volg/verb	7	erg/adj;film/noun;kort/adj	3	erg/adj;film/noun;kort/adj	3	erg/adj;film/noun;kort/adj	3	die/pron;erg/adj;film/noun;kort/adj	4	die/pron;erg/adj;film/noun;kort/adj	4	die/pron;erg/adj;film/noun;kort/adj	4
geestig/adj/parool_20010727_13/123	ben/verb;onnozel/adj;rol/noun;speel/verb;werk_uit/verb	5	ben/verb;onnozel/adj;rol/noun;speel/verb;werk_uit/verb	5	ben/verb;onnozel/adj;rol/noun;speel/verb;werk_uit/verb	5	als/prep;ben/verb;die/pron;een/det;onnozel/adj;rol/noun;speel/verb;werk_uit/verb;ze/pron	9	als/prep;ben/verb;die/pron;een/det;onnozel/adj;rol/noun;speel/verb;werk_uit/verb;ze/pron	9	als/prep;ben/verb;die/pron;een/det;onnozel/adj;rol/noun;speel/verb;werk_uit/verb;ze/pron	9	ben/verb;speel/verb;werk_uit/verb	3	ben/verb;speel/verb;werk_uit/verb	3	ben/verb;speel/verb;werk_uit/verb	3	ben/verb;speel/verb;werk_uit/verb	3	ben/verb;speel/verb;werk_uit/verb	3	ben/verb;speel/verb;werk_uit/verb	3
geestig/adj/parool_20031108_179/170	ben/verb;blijmoedig/adj;kleurrijk/adj;neus_hoorn/noun;strapatsen/noun;virtuoos/adj	6	ben/verb;blijmoedig/adj;kleurrijk/adj;neus_hoorn/noun;strapatsen/noun;virtuoos/adj	6	ben/verb;blijmoedig/adj;kleurrijk/adj;neus_hoorn/noun;strapatsen/noun;virtuoos/adj	6	ben/verb;blijmoedig/adj;kleurrijk/adj;neus_hoorn/noun;strapatsen/noun;virtuoos/adj;wel/adv	7	ben/verb;blijmoedig/adj;kleurrijk/adj;neus_hoorn/noun;strapatsen/noun;virtuoos/adj;wel/adv	7	ben/verb;blijmoedig/adj;kleurrijk/adj;neus_hoorn/noun;strapatsen/noun;virtuoos/adj;wel/adv	7	ben/verb;neus_hoorn/noun;virtuoos/adj	3	ben/verb;neus_hoorn/noun;virtuoos/adj	3	ben/verb;neus_hoorn/noun;virtuoos/adj	3	ben/verb;neus_hoorn/noun;virtuoos/adj;wel/adv	4	ben/verb;neus_hoorn/noun;virtuoos/adj;wel/adv	4	ben/verb;neus_hoorn/noun;virtuoos/adj;wel/adv	4
geestig/adj/parool_20001103_68/418	boek/noun;erg/adj;lees/verb;lijk/verb	4	boek/noun;erg/adj;lees/verb;lijk/verb	4	boek/noun;erg/adj;lees/verb;lijk/verb	4	boek/noun;erg/adj;lees/verb;lijk/verb;zijn/det	5	boek/noun;erg/adj;lees/verb;lijk/verb;zijn/det	5	boek/noun;erg/adj;lees/verb;lijk/verb;zijn/det	5	erg/adj;lijk/verb	2	erg/adj;lijk/verb	2	erg/adj;lijk/verb	2	erg/adj;lijk/verb	2	erg/adj;lijk/verb	2	erg/adj;lijk/verb	2
geestig/adj/parool_20000224_19/547	ben/verb;componist/noun;hedonistisch/adj;onderwerp/noun;verhaal/noun	5	ben/verb;componist/noun;hedonistisch/adj;onderwerp/noun;verhaal/noun	5	ben/verb;componist/noun;hedonistisch/adj;onderwerp/noun;verhaal/noun	5	ben/verb;componist/noun;die/pron;door/prep;een/det;hedonistisch/adj;kwijt/part;onderwerp/noun;verhaal/noun;vooral/adv;zijn/det	11	ben/verb;componist/noun;die/pron;door/prep;een/det;hedonistisch/adj;kwijt/part;onderwerp/noun;verhaal/noun;vooral/adv;zijn/det	11	ben/verb;componist/noun;die/pron;door/prep;een/det;hedonistisch/adj;kwijt/part;onderwerp/noun;verhaal/noun;vooral/adv;zijn/det	11	ben/verb;componist/noun;hedonistisch/adj;onderwerp/noun	4	ben/verb;componist/noun;hedonistisch/adj;onderwerp/noun	4	ben/verb;componist/noun;hedonistisch/adj;onderwerp/noun	4	ben/verb;componist/noun;een/det;hedonistisch/adj;onderwerp/noun;vooral/adv	6	ben/verb;componist/noun;een/det;hedonistisch/adj;onderwerp/noun;vooral/adv	6	ben/verb;componist/noun;een/det;hedonistisch/adj;onderwerp/noun;vooral/adv	6
geestig/adj/parool_20031015_91/10	ben/verb;slim/adj	2	ben/verb;slim/adj	2	ben/verb;slim/adj	2	ben/verb;slim/adj	2	ben/verb;slim/adj	2	ben/verb;slim/adj	2	ben/verb;slim/adj	2	ben/verb;slim/adj	2	ben/verb;slim/adj	2	ben/verb;slim/adj	2	ben/verb;slim/adj	2	ben/verb;slim/adj	2
geestig/adj/parool_20000201_86/238	sprekend/adj;stuk/noun;titel/noun	3	sprekend/adj;stuk/noun;titel/noun	3	sprekend/adj;stuk/noun;titel/noun	3	als/prep;sprekend/adj;stuk/noun;titel/noun;zichzelf/pron	5	als/prep;sprekend/adj;stuk/noun;titel/noun;zichzelf/pron	5	als/prep;sprekend/adj;stuk/noun;titel/noun;zichzelf/pron	5	sprekend/adj;stuk/noun;titel/noun	3	sprekend/adj;stuk/noun;titel/noun	3	sprekend/adj;stuk/noun;titel/noun	3	sprekend/adj;stuk/noun;titel/noun;zichzelf/pron	4	sprekend/adj;stuk/noun;titel/noun;zichzelf/pron	4	sprekend/adj;stuk/noun;titel/noun;zichzelf/pron	4
geestig/adj/parool_20040301_86/184	gesprek/noun;goed/adj;hoe/adj;kunst/noun;laat/verb;zie/verb	6	gesprek/noun;goed/adj;hoe/adj;kunst/noun;laat/verb;zie/verb	6	gesprek/noun;goed/adj;hoe/adj;kunst/noun;laat/verb;zie/verb	6	gesprek/noun;goed/adj;hoe/adj;kunst/noun;laat/verb;over/prep;vooral/adv;zie/verb	8	gesprek/noun;goed/adj;hoe/adj;kunst/noun;laat/verb;over/prep;vooral/adv;zie/verb	8	gesprek/noun;goed/adj;hoe/adj;kunst/noun;laat/verb;over/prep;vooral/adv;zie/verb	8	gesprek/noun;kunst/noun;laat/verb	3	gesprek/noun;kunst/noun;laat/verb	3	gesprek/noun;kunst/noun;laat/verb	3	gesprek/noun;kunst/noun;laat/verb;over/prep;vooral/adv	5	gesprek/noun;kunst/noun;laat/verb;over/prep;vooral/adv	5	gesprek/noun;kunst/noun;laat/verb;over/prep;vooral/adv	5
geestig/adj/parool_20020119_150/949	bizar/adj;film/noun;wereld/noun	3	bizar/adj;film/noun;wereld/noun	3	bizar/adj;film/noun;wereld/noun	3	als/prep;bizar/adj;film/noun;net/adv;wereld/noun;wie/det;zo'n/det	7	als/prep;bizar/adj;film/noun;net/adv;wereld/noun;wie/det;zo'n/det	7	als/prep;bizar/adj;film/noun;net/adv;wereld/noun;wie/det;zo'n/det	7	bizar/adj;wereld/noun	2	bizar/adj;wereld/noun	2	bizar/adj;wereld/noun	2	als/prep;bizar/adj;net/adv;wereld/noun;zo'n/det	5	als/prep;bizar/adj;net/adv;wereld/noun;zo'n/det	5	als/prep;bizar/adj;net/adv;wereld/noun;zo'n/det	5
geestig/adj/parool_19990721_87/777	architect/noun;bloedserieus/adj;kleurrijk/adj;zo/adj	4	architect/noun;bloedserieus/adj;kleurrijk/adj;zo/adj	4	architect/noun;bloedserieus/adj;kleurrijk/adj;zo/adj	4	architect/noun;bloedserieus/adj;je/pron;kleurrijk/adj;zo/adj	5	architect/noun;bloedserieus/adj;je/pron;kleurrijk/adj;zo/adj	5	architect/noun;bloedserieus/adj;je/pron;kleurrijk/adj;zo/adj	5	kleurrijk/adj;zo/adj	2	kleurrijk/adj;zo/adj	2	kleurrijk/adj;zo/adj	2	je/pron;kleurrijk/adj;zo/adj	3	je/pron;kleurrijk/adj;zo/adj	3	je/pron;kleurrijk/adj;zo/adj	3
