_id	_cws.gekleurd.foc10.nav.weight.bound	_count.gekleurd.foc10.nav.weight.bound	_cws.gekleurd.foc10.nav.selection.bound	_count.gekleurd.foc10.nav.selection.bound	_cws.gekleurd.foc10.nav.no.bound	_count.gekleurd.foc10.nav.no.bound	_cws.gekleurd.foc10.all.weight.bound	_count.gekleurd.foc10.all.weight.bound	_cws.gekleurd.foc10.all.selection.bound	_count.gekleurd.foc10.all.selection.bound	_cws.gekleurd.foc10.all.no.bound	_count.gekleurd.foc10.all.no.bound	_cws.gekleurd.foc5.nav.weight.bound	_count.gekleurd.foc5.nav.weight.bound	_cws.gekleurd.foc5.nav.selection.bound	_count.gekleurd.foc5.nav.selection.bound	_cws.gekleurd.foc5.nav.no.bound	_count.gekleurd.foc5.nav.no.bound	_cws.gekleurd.foc5.all.weight.bound	_count.gekleurd.foc5.all.weight.bound	_cws.gekleurd.foc5.all.selection.bound	_count.gekleurd.foc5.all.selection.bound	_cws.gekleurd.foc5.all.no.bound	_count.gekleurd.foc5.all.no.bound
gekleurd/adj/nrc_handelsblad_19991210_154/1377	1942/noun;ben/verb;mythologie/noun;onthecht/adj;sfeer/noun;typerend/adj	6	1942/noun;ben/verb;mythologie/noun;onthecht/adj;sfeer/noun;typerend/adj	6	1942/noun;ben/verb;mythologie/noun;onthecht/adj;sfeer/noun;typerend/adj	6	1942/noun;ben/verb;met/prep;mythologie/noun;onthecht/adj;sfeer/noun;typerend/adj	7	1942/noun;ben/verb;met/prep;mythologie/noun;onthecht/adj;sfeer/noun;typerend/adj	7	1942/noun;ben/verb;met/prep;mythologie/noun;onthecht/adj;sfeer/noun;typerend/adj	7	ben/verb;mythologie/noun;sfeer/noun	3	ben/verb;mythologie/noun;sfeer/noun	3	ben/verb;mythologie/noun;sfeer/noun	3	ben/verb;met/prep;mythologie/noun;sfeer/noun	4	ben/verb;met/prep;mythologie/noun;sfeer/noun	4	ben/verb;met/prep;mythologie/noun;sfeer/noun	4
gekleurd/adj/nrc_handelsblad_20021011_5236/22	Engels/adj;ben/verb;erg/adj;geschiedenis/noun;voorstelling/noun	5	Engels/adj;ben/verb;erg/adj;geschiedenis/noun;voorstelling/noun	5	Engels/adj;ben/verb;erg/adj;geschiedenis/noun;voorstelling/noun	5	Engels/adj;ben/verb;door/prep;erg/adj;geschiedenis/noun;voorstelling/noun;waar/adv;wie/det	8	Engels/adj;ben/verb;door/prep;erg/adj;geschiedenis/noun;voorstelling/noun;waar/adv;wie/det	8	Engels/adj;ben/verb;door/prep;erg/adj;geschiedenis/noun;voorstelling/noun;waar/adv;wie/det	8	Engels/adj;ben/verb;erg/adj;geschiedenis/noun	4	Engels/adj;ben/verb;erg/adj;geschiedenis/noun	4	Engels/adj;ben/verb;erg/adj;geschiedenis/noun	4	Engels/adj;ben/verb;door/prep;erg/adj;geschiedenis/noun;waar/adv	6	Engels/adj;ben/verb;door/prep;erg/adj;geschiedenis/noun;waar/adv	6	Engels/adj;ben/verb;door/prep;erg/adj;geschiedenis/noun;waar/adv	6
gekleurd/adj/nrc_handelsblad_20031128_650/27	bezem/noun;gebouwd/adj;groep_DIM/noun;licht/adj;loop_af/verb;mausoleum/noun;oog/noun;opvallend/adj	8	bezem/noun;gebouwd/adj;groep_DIM/noun;licht/adj;loop_af/verb;mausoleum/noun;oog/noun;opvallend/adj	8	bezem/noun;gebouwd/adj;groep_DIM/noun;licht/adj;loop_af/verb;mausoleum/noun;oog/noun;opvallend/adj	8	bezem/noun;een/det;gebouwd/adj;groep_DIM/noun;licht/adj;loop_af/verb;mausoleum/noun;met/prep;oog/noun;opvallend/adj	10	bezem/noun;een/det;gebouwd/adj;groep_DIM/noun;licht/adj;loop_af/verb;mausoleum/noun;met/prep;oog/noun;opvallend/adj	10	bezem/noun;een/det;gebouwd/adj;groep_DIM/noun;licht/adj;loop_af/verb;mausoleum/noun;met/prep;oog/noun;opvallend/adj	10	gebouwd/adj;licht/adj;oog/noun;opvallend/adj	4	gebouwd/adj;licht/adj;oog/noun;opvallend/adj	4	gebouwd/adj;licht/adj;oog/noun;opvallend/adj	4	gebouwd/adj;licht/adj;oog/noun;opvallend/adj	4	gebouwd/adj;licht/adj;oog/noun;opvallend/adj	4	gebouwd/adj;licht/adj;oog/noun;opvallend/adj	4
gekleurd/adj/nrc_handelsblad_20000902_3/674	Caraïbische/adj;feestelijk/adj;kleding/noun;voorkeur/noun	4	Caraïbische/adj;feestelijk/adj;kleding/noun;voorkeur/noun	4	Caraïbische/adj;feestelijk/adj;kleding/noun;voorkeur/noun	4	Caraïbische/adj;als/prep;een/det;feestelijk/adj;kleding/noun;voorkeur/noun	6	Caraïbische/adj;als/prep;een/det;feestelijk/adj;kleding/noun;voorkeur/noun	6	Caraïbische/adj;als/prep;een/det;feestelijk/adj;kleding/noun;voorkeur/noun	6	Caraïbische/adj;feestelijk/adj;kleding/noun;voorkeur/noun	4	Caraïbische/adj;feestelijk/adj;kleding/noun;voorkeur/noun	4	Caraïbische/adj;feestelijk/adj;kleding/noun;voorkeur/noun	4	Caraïbische/adj;een/det;feestelijk/adj;kleding/noun;voorkeur/noun	5	Caraïbische/adj;een/det;feestelijk/adj;kleding/noun;voorkeur/noun	5	Caraïbische/adj;een/det;feestelijk/adj;kleding/noun;voorkeur/noun	5
gekleurd/adj/nrc_handelsblad_20000327_73/124	divers/adj;figuur/noun;fraai/adj;pas/verb	4	divers/adj;figuur/noun;fraai/adj;pas/verb	4	divers/adj;figuur/noun;fraai/adj;pas/verb	4	die/pron;divers/adj;figuur/noun;fraai/adj;op/prep;pas/verb	6	die/pron;divers/adj;figuur/noun;fraai/adj;op/prep;pas/verb	6	die/pron;divers/adj;figuur/noun;fraai/adj;op/prep;pas/verb	6	divers/adj;figuur/noun;fraai/adj;pas/verb	4	divers/adj;figuur/noun;fraai/adj;pas/verb	4	divers/adj;figuur/noun;fraai/adj;pas/verb	4	divers/adj;figuur/noun;fraai/adj;pas/verb	4	divers/adj;figuur/noun;fraai/adj;pas/verb	4	divers/adj;figuur/noun;fraai/adj;pas/verb	4
gekleurd/adj/nrc_handelsblad_20010326_122/428	Deen/noun;geef/verb	2	Deen/noun;geef/verb	2	Deen/noun;geef/verb	2	Deen/noun;geef/verb	2	Deen/noun;geef/verb	2	Deen/noun;geef/verb	2		0		0		0		0		0		0
gekleurd/adj/nrc_handelsblad_19991004_1/455	Afrikaans/adj;Mechelaar/noun;bastaard/noun;ben/verb;loep_zuiver/adj;vreemd/adj	6	Afrikaans/adj;Mechelaar/noun;bastaard/noun;ben/verb;loep_zuiver/adj;vreemd/adj	6	Afrikaans/adj;Mechelaar/noun;bastaard/noun;ben/verb;loep_zuiver/adj;vreemd/adj	6	Afrikaans/adj;Mechelaar/noun;bastaard/noun;ben/verb;die/det;een/det;loep_zuiver/adj;vreemd/adj	8	Afrikaans/adj;Mechelaar/noun;bastaard/noun;ben/verb;die/det;een/det;loep_zuiver/adj;vreemd/adj	8	Afrikaans/adj;Mechelaar/noun;bastaard/noun;ben/verb;die/det;een/det;loep_zuiver/adj;vreemd/adj	8	Mechelaar/noun;bastaard/noun;ben/verb;vreemd/adj	4	Mechelaar/noun;bastaard/noun;ben/verb;vreemd/adj	4	Mechelaar/noun;bastaard/noun;ben/verb;vreemd/adj	4	Mechelaar/noun;bastaard/noun;ben/verb;die/det;een/det;vreemd/adj	6	Mechelaar/noun;bastaard/noun;ben/verb;die/det;een/det;vreemd/adj	6	Mechelaar/noun;bastaard/noun;ben/verb;die/det;een/det;vreemd/adj	6
gekleurd/adj/nrc_handelsblad_20020410_105/1059	moralistisch/adj;unilateralisme/noun;vervang/verb	3	moralistisch/adj;unilateralisme/noun;vervang/verb	3	moralistisch/adj;unilateralisme/noun;vervang/verb	3	door/prep;een/det;moralistisch/adj;unilateralisme/noun;vervang/verb	5	door/prep;een/det;moralistisch/adj;unilateralisme/noun;vervang/verb	5	door/prep;een/det;moralistisch/adj;unilateralisme/noun;vervang/verb	5	moralistisch/adj;unilateralisme/noun;vervang/verb	3	moralistisch/adj;unilateralisme/noun;vervang/verb	3	moralistisch/adj;unilateralisme/noun;vervang/verb	3	door/prep;een/det;moralistisch/adj;unilateralisme/noun;vervang/verb	5	door/prep;een/det;moralistisch/adj;unilateralisme/noun;vervang/verb	5	door/prep;een/det;moralistisch/adj;unilateralisme/noun;vervang/verb	5
gekleurd/adj/nrc_handelsblad_19991106_1/58	sta/verb;winkel_centrum/noun	2	sta/verb;winkel_centrum/noun	2	sta/verb;winkel_centrum/noun	2	der/adv;en/adv;her/adv;sta/verb;winkel_centrum/noun;ze/pron	6	der/adv;en/adv;her/adv;sta/verb;winkel_centrum/noun;ze/pron	6	der/adv;en/adv;her/adv;sta/verb;winkel_centrum/noun;ze/pron	6	sta/verb	1	sta/verb	1	sta/verb	1	der/adv;en/adv;her/adv;sta/verb;ze/pron	5	der/adv;en/adv;her/adv;sta/verb;ze/pron	5	der/adv;en/adv;her/adv;sta/verb;ze/pron	5
gekleurd/adj/nrc_handelsblad_20010312_64/183	meter/noun;podium/noun;rood-wit_blauw/adj	3	meter/noun;podium/noun;rood-wit_blauw/adj	3	meter/noun;podium/noun;rood-wit_blauw/adj	3	een/det;meter/noun;op/prep;podium/noun;rood-wit_blauw/adj	5	een/det;meter/noun;op/prep;podium/noun;rood-wit_blauw/adj	5	een/det;meter/noun;op/prep;podium/noun;rood-wit_blauw/adj	5	meter/noun;podium/noun;rood-wit_blauw/adj	3	meter/noun;podium/noun;rood-wit_blauw/adj	3	meter/noun;podium/noun;rood-wit_blauw/adj	3	een/det;meter/noun;op/prep;podium/noun;rood-wit_blauw/adj	5	een/det;meter/noun;op/prep;podium/noun;rood-wit_blauw/adj	5	een/det;meter/noun;op/prep;podium/noun;rood-wit_blauw/adj	5
gekleurd/adj/nrc_handelsblad_20001230_82/507	aquarel/noun;beeld/noun;ben/verb;breng/verb;gedetailleerd/adj;gewas/noun;hand/noun;inheems/adj;prachtig/adj;serie/noun;zie/verb	11	aquarel/noun;beeld/noun;ben/verb;breng/verb;gedetailleerd/adj;gewas/noun;hand/noun;inheems/adj;prachtig/adj;serie/noun;zie/verb	11	aquarel/noun;beeld/noun;ben/verb;breng/verb;gedetailleerd/adj;gewas/noun;hand/noun;inheems/adj;prachtig/adj;serie/noun;zie/verb	11	allerlei/det;aquarel/noun;beeld/noun;ben/verb;breng/verb;die/pron;een/det;gedetailleerd/adj;gewas/noun;hand/noun;inheems/adj;prachtig/adj;serie/noun;zeer/adv;zie/verb	15	allerlei/det;aquarel/noun;beeld/noun;ben/verb;breng/verb;die/pron;een/det;gedetailleerd/adj;gewas/noun;hand/noun;inheems/adj;prachtig/adj;serie/noun;zeer/adv;zie/verb	15	allerlei/det;aquarel/noun;beeld/noun;ben/verb;breng/verb;die/pron;een/det;gedetailleerd/adj;gewas/noun;hand/noun;inheems/adj;prachtig/adj;serie/noun;zeer/adv;zie/verb	15	aquarel/noun;gedetailleerd/adj;prachtig/adj;serie/noun;zie/verb	5	aquarel/noun;gedetailleerd/adj;prachtig/adj;serie/noun;zie/verb	5	aquarel/noun;gedetailleerd/adj;prachtig/adj;serie/noun;zie/verb	5	allerlei/det;aquarel/noun;die/pron;gedetailleerd/adj;prachtig/adj;serie/noun;zeer/adv;zie/verb	8	allerlei/det;aquarel/noun;die/pron;gedetailleerd/adj;prachtig/adj;serie/noun;zeer/adv;zie/verb	8	allerlei/det;aquarel/noun;die/pron;gedetailleerd/adj;prachtig/adj;serie/noun;zeer/adv;zie/verb	8
gekleurd/adj/nrc_handelsblad_20000417_114/837	fel/adj;tamtam/noun;voering/noun	3	fel/adj;tamtam/noun;voering/noun	3	fel/adj;tamtam/noun;voering/noun	3	fel/adj;hun/det;met/prep;tamtam/noun;veel/det;voering/noun	6	fel/adj;hun/det;met/prep;tamtam/noun;veel/det;voering/noun	6	fel/adj;hun/det;met/prep;tamtam/noun;veel/det;voering/noun	6	fel/adj;voering/noun	2	fel/adj;voering/noun	2	fel/adj;voering/noun	2	fel/adj;hun/det;met/prep;voering/noun	4	fel/adj;hun/det;met/prep;voering/noun	4	fel/adj;hun/det;met/prep;voering/noun	4
gekleurd/adj/nrc_handelsblad_20020706_27/96	bijeen/adj;groep_DIM/noun;jong/adj;klein/adj;prachtig/adj;sta/verb;vrouw/noun	7	bijeen/adj;groep_DIM/noun;jong/adj;klein/adj;prachtig/adj;sta/verb;vrouw/noun	7	bijeen/adj;groep_DIM/noun;jong/adj;klein/adj;prachtig/adj;sta/verb;vrouw/noun	7	bijeen/adj;er/adv;groep_DIM/noun;jong/adj;klein/adj;met/prep;prachtig/adj;sta/verb;vrouw/noun	9	bijeen/adj;er/adv;groep_DIM/noun;jong/adj;klein/adj;met/prep;prachtig/adj;sta/verb;vrouw/noun	9	bijeen/adj;er/adv;groep_DIM/noun;jong/adj;klein/adj;met/prep;prachtig/adj;sta/verb;vrouw/noun	9	bijeen/adj;jong/adj;prachtig/adj;vrouw/noun	4	bijeen/adj;jong/adj;prachtig/adj;vrouw/noun	4	bijeen/adj;jong/adj;prachtig/adj;vrouw/noun	4	bijeen/adj;jong/adj;met/prep;prachtig/adj;vrouw/noun	5	bijeen/adj;jong/adj;met/prep;prachtig/adj;vrouw/noun	5	bijeen/adj;jong/adj;met/prep;prachtig/adj;vrouw/noun	5
gekleurd/adj/nrc_handelsblad_20011214_66/533	bont/adj;doek/noun;gekleed/adj;gewikkeld/adj;handdruk/noun;jurk/noun;laat_achter/adj;lang/adj;ruis/verb	9	bont/adj;doek/noun;gekleed/adj;gewikkeld/adj;handdruk/noun;jurk/noun;laat_achter/adj;lang/adj;ruis/verb	9	bont/adj;doek/noun;gekleed/adj;gewikkeld/adj;handdruk/noun;jurk/noun;laat_achter/adj;lang/adj;ruis/verb	9	bont/adj;doek/noun;een/det;eveneens/adv;gekleed/adj;gewikkeld/adj;handdruk/noun;jurk/noun;laat_achter/adj;lang/adj;ruis/verb;voorbij/adv	12	bont/adj;doek/noun;een/det;eveneens/adv;gekleed/adj;gewikkeld/adj;handdruk/noun;jurk/noun;laat_achter/adj;lang/adj;ruis/verb;voorbij/adv	12	bont/adj;doek/noun;een/det;eveneens/adv;gekleed/adj;gewikkeld/adj;handdruk/noun;jurk/noun;laat_achter/adj;lang/adj;ruis/verb;voorbij/adv	12	bont/adj;jurk/noun;lang/adj;ruis/verb	4	bont/adj;jurk/noun;lang/adj;ruis/verb	4	bont/adj;jurk/noun;lang/adj;ruis/verb	4	bont/adj;eveneens/adv;jurk/noun;lang/adj;ruis/verb;voorbij/adv	6	bont/adj;eveneens/adv;jurk/noun;lang/adj;ruis/verb;voorbij/adv	6	bont/adj;eveneens/adv;jurk/noun;lang/adj;ruis/verb;voorbij/adv	6
gekleurd/adj/nrc_handelsblad_20031128_966/304	niet_besta/adj;zwart/adj	2	niet_besta/adj;zwart/adj	2	niet_besta/adj;zwart/adj	2	niet_besta/adj;zwart/adj	2	niet_besta/adj;zwart/adj	2	niet_besta/adj;zwart/adj	2	zwart/adj	1	zwart/adj	1	zwart/adj	1	zwart/adj	1	zwart/adj	1	zwart/adj	1
gekleurd/adj/nrc_handelsblad_20020528_32/771	aandacht/noun;ben/verb;ene/adj;exemplaar/noun;richt/verb;vrouw_DIM/noun;zuidelijk/adj	7	aandacht/noun;ben/verb;ene/adj;exemplaar/noun;richt/verb;vrouw_DIM/noun;zuidelijk/adj	7	aandacht/noun;ben/verb;ene/adj;exemplaar/noun;richt/verb;vrouw_DIM/noun;zuidelijk/adj	7	aandacht/noun;ben/verb;dat/pron;een/det;ene/adj;exemplaar/noun;op/prep;richt/verb;uit/prep;vrouw_DIM/noun;zuidelijk/adj	11	aandacht/noun;ben/verb;dat/pron;een/det;ene/adj;exemplaar/noun;op/prep;richt/verb;uit/prep;vrouw_DIM/noun;zuidelijk/adj	11	aandacht/noun;ben/verb;dat/pron;een/det;ene/adj;exemplaar/noun;op/prep;richt/verb;uit/prep;vrouw_DIM/noun;zuidelijk/adj	11	ene/adj;exemplaar/noun;vrouw_DIM/noun	3	ene/adj;exemplaar/noun;vrouw_DIM/noun	3	ene/adj;exemplaar/noun;vrouw_DIM/noun	3	dat/pron;een/det;ene/adj;exemplaar/noun;vrouw_DIM/noun	5	dat/pron;een/det;ene/adj;exemplaar/noun;vrouw_DIM/noun	5	dat/pron;een/det;ene/adj;exemplaar/noun;vrouw_DIM/noun	5
gekleurd/adj/nrc_handelsblad_20030531_182/325	autentiek/adj;gezien/adj;shock/noun	3	autentiek/adj;gezien/adj;shock/noun	3	autentiek/adj;gezien/adj;shock/noun	3	autentiek/adj;gezien/adj;shock/noun	3	autentiek/adj;gezien/adj;shock/noun	3	autentiek/adj;gezien/adj;shock/noun	3	autentiek/adj;gezien/adj	2	autentiek/adj;gezien/adj	2	autentiek/adj;gezien/adj	2	autentiek/adj;gezien/adj	2	autentiek/adj;gezien/adj	2	autentiek/adj;gezien/adj	2
gekleurd/adj/nrc_handelsblad_20010315_62/249	intiem/adj;knus/adj;sta/verb;stoel/noun;tafel_DIM/noun	5	intiem/adj;knus/adj;sta/verb;stoel/noun;tafel_DIM/noun	5	intiem/adj;knus/adj;sta/verb;stoel/noun;tafel_DIM/noun	5	er/adv;intiem/adj;knus/adj;met/prep;sta/verb;stoel/noun;tafel_DIM/noun	7	er/adv;intiem/adj;knus/adj;met/prep;sta/verb;stoel/noun;tafel_DIM/noun	7	er/adv;intiem/adj;knus/adj;met/prep;sta/verb;stoel/noun;tafel_DIM/noun	7	intiem/adj;knus/adj;tafel_DIM/noun	3	intiem/adj;knus/adj;tafel_DIM/noun	3	intiem/adj;knus/adj;tafel_DIM/noun	3	intiem/adj;knus/adj;met/prep;tafel_DIM/noun	4	intiem/adj;knus/adj;met/prep;tafel_DIM/noun	4	intiem/adj;knus/adj;met/prep;tafel_DIM/noun	4
gekleurd/adj/nrc_handelsblad_20010106_1/138	Balinese/adj;groot/adj;klein/adj;masker/noun;teddy_beer/noun	5	Balinese/adj;groot/adj;klein/adj;masker/noun;teddy_beer/noun	5	Balinese/adj;groot/adj;klein/adj;masker/noun;teddy_beer/noun	5	Balinese/adj;een/det;groot/adj;klein/adj;masker/noun;met/prep;op/prep;teddy_beer/noun	8	Balinese/adj;een/det;groot/adj;klein/adj;masker/noun;met/prep;op/prep;teddy_beer/noun	8	Balinese/adj;een/det;groot/adj;klein/adj;masker/noun;met/prep;op/prep;teddy_beer/noun	8	klein/adj	1	klein/adj	1	klein/adj	1	een/det;klein/adj;met/prep;op/prep	4	een/det;klein/adj;met/prep;op/prep	4	een/det;klein/adj;met/prep;op/prep	4
