_id	_cws.hoekig.foc10.nav.weight.bound	_count.hoekig.foc10.nav.weight.bound	_cws.hoekig.foc10.nav.selection.bound	_count.hoekig.foc10.nav.selection.bound	_cws.hoekig.foc10.nav.no.bound	_count.hoekig.foc10.nav.no.bound	_cws.hoekig.foc10.all.weight.bound	_count.hoekig.foc10.all.weight.bound	_cws.hoekig.foc10.all.selection.bound	_count.hoekig.foc10.all.selection.bound	_cws.hoekig.foc10.all.no.bound	_count.hoekig.foc10.all.no.bound	_cws.hoekig.foc5.nav.weight.bound	_count.hoekig.foc5.nav.weight.bound	_cws.hoekig.foc5.nav.selection.bound	_count.hoekig.foc5.nav.selection.bound	_cws.hoekig.foc5.nav.no.bound	_count.hoekig.foc5.nav.no.bound	_cws.hoekig.foc5.all.weight.bound	_count.hoekig.foc5.all.weight.bound	_cws.hoekig.foc5.all.selection.bound	_count.hoekig.foc5.all.selection.bound	_cws.hoekig.foc5.all.no.bound	_count.hoekig.foc5.all.no.bound
hoekig/adj/nrc_handelsblad_20030923_73/280	extreem/adj;gebaar/noun;leid/verb;teatraal/adj;uitbundig/adj	5	extreem/adj;gebaar/noun;leid/verb;teatraal/adj;uitbundig/adj	5	extreem/adj;gebaar/noun;leid/verb;teatraal/adj;uitbundig/adj	5	een/det;extreem/adj;gebaar/noun;leid/verb;met/prep;teatraal/adj;uitbundig/adj;zijn/det	8	een/det;extreem/adj;gebaar/noun;leid/verb;met/prep;teatraal/adj;uitbundig/adj;zijn/det	8	een/det;extreem/adj;gebaar/noun;leid/verb;met/prep;teatraal/adj;uitbundig/adj;zijn/det	8	extreem/adj;gebaar/noun;uitbundig/adj	3	extreem/adj;gebaar/noun;uitbundig/adj	3	extreem/adj;gebaar/noun;uitbundig/adj	3	een/det;extreem/adj;gebaar/noun;uitbundig/adj	4	een/det;extreem/adj;gebaar/noun;uitbundig/adj	4	een/det;extreem/adj;gebaar/noun;uitbundig/adj	4
hoekig/adj/nrc_handelsblad_20000414_55/147	alleen/adj;break/noun;grooves/noun;loodzwaar/adj;smeed/verb;stuw/adj;subtiel/adj;zorg/verb	8	alleen/adj;break/noun;grooves/noun;loodzwaar/adj;smeed/verb;stuw/adj;subtiel/adj;zorg/verb	8	alleen/adj;break/noun;grooves/noun;loodzwaar/adj;smeed/verb;stuw/adj;subtiel/adj;zorg/verb	8	alleen/adj;break/noun;grooves/noun;loodzwaar/adj;met/prep;smeed/verb;stuw/adj;subtiel/adj;uit/prep;zorg/verb	10	alleen/adj;break/noun;grooves/noun;loodzwaar/adj;met/prep;smeed/verb;stuw/adj;subtiel/adj;uit/prep;zorg/verb	10	alleen/adj;break/noun;grooves/noun;loodzwaar/adj;met/prep;smeed/verb;stuw/adj;subtiel/adj;uit/prep;zorg/verb	10	loodzwaar/adj;smeed/verb	2	loodzwaar/adj;smeed/verb	2	loodzwaar/adj;smeed/verb	2	loodzwaar/adj;met/prep;smeed/verb;uit/prep	4	loodzwaar/adj;met/prep;smeed/verb;uit/prep	4	loodzwaar/adj;met/prep;smeed/verb;uit/prep	4
hoekig/adj/nrc_handelsblad_20001016_53/495	hardhandig/adj;klink/verb;luid/adj	3	hardhandig/adj;klink/verb;luid/adj	3	hardhandig/adj;klink/verb;luid/adj	3	hardhandig/adj;klink/verb;luid/adj;maar/adv;veelal/adv;zeer/adv;zonder/prep	7	hardhandig/adj;klink/verb;luid/adj;maar/adv;veelal/adv;zeer/adv;zonder/prep	7	hardhandig/adj;klink/verb;luid/adj;maar/adv;veelal/adv;zeer/adv;zonder/prep	7	hardhandig/adj;klink/verb	2	hardhandig/adj;klink/verb	2	hardhandig/adj;klink/verb	2	hardhandig/adj;klink/verb;veelal/adv;zeer/adv	4	hardhandig/adj;klink/verb;veelal/adv;zeer/adv	4	hardhandig/adj;klink/verb;veelal/adv;zeer/adv	4
hoekig/adj/nrc_handelsblad_19991208_2/298	allen/noun;dans/verb;even/adj;heel/adj;synchroon/adj;weerbarstig/adj	6	allen/noun;dans/verb;even/adj;heel/adj;synchroon/adj;weerbarstig/adj	6	allen/noun;dans/verb;even/adj;heel/adj;synchroon/adj;weerbarstig/adj	6	achterover/adv;allen/noun;dans/verb;even/adj;heel/adj;met/prep;synchroon/adj;weerbarstig/adj;z'n/det;ze/pron	10	achterover/adv;allen/noun;dans/verb;even/adj;heel/adj;met/prep;synchroon/adj;weerbarstig/adj;z'n/det;ze/pron	10	achterover/adv;allen/noun;dans/verb;even/adj;heel/adj;met/prep;synchroon/adj;weerbarstig/adj;z'n/det;ze/pron	10	allen/noun;synchroon/adj;weerbarstig/adj	3	allen/noun;synchroon/adj;weerbarstig/adj	3	allen/noun;synchroon/adj;weerbarstig/adj	3	achterover/adv;allen/noun;synchroon/adj;weerbarstig/adj;z'n/det	5	achterover/adv;allen/noun;synchroon/adj;weerbarstig/adj;z'n/det	5	achterover/adv;allen/noun;synchroon/adj;weerbarstig/adj;z'n/det	5
hoekig/adj/nrc_handelsblad_20040324_117/196	ingewikkeld/adj;kaal/adj;letter/noun;strak/adj	4	ingewikkeld/adj;kaal/adj;letter/noun;strak/adj	4	ingewikkeld/adj;kaal/adj;letter/noun;strak/adj	4	een/det;ingewikkeld/adj;kaal/adj;letter/noun;strak/adj	5	een/det;ingewikkeld/adj;kaal/adj;letter/noun;strak/adj	5	een/det;ingewikkeld/adj;kaal/adj;letter/noun;strak/adj	5	ingewikkeld/adj;letter/noun;strak/adj	3	ingewikkeld/adj;letter/noun;strak/adj	3	ingewikkeld/adj;letter/noun;strak/adj	3	ingewikkeld/adj;letter/noun;strak/adj	3	ingewikkeld/adj;letter/noun;strak/adj	3	ingewikkeld/adj;letter/noun;strak/adj	3
hoekig/adj/nrc_handelsblad_20020722_35/299	ben/verb;ontwerp/noun;takel_toe/verb;vorm/noun	4	ben/verb;ontwerp/noun;takel_toe/verb;vorm/noun	4	ben/verb;ontwerp/noun;takel_toe/verb;vorm/noun	4	ben/verb;een/det;ontwerp/noun;takel_toe/verb;vorm/noun	5	ben/verb;een/det;ontwerp/noun;takel_toe/verb;vorm/noun	5	ben/verb;een/det;ontwerp/noun;takel_toe/verb;vorm/noun	5	ben/verb;vorm/noun	2	ben/verb;vorm/noun	2	ben/verb;vorm/noun	2	ben/verb;vorm/noun	2	ben/verb;vorm/noun	2	ben/verb;vorm/noun	2
hoekig/adj/nrc_handelsblad_20010301_149/230	solo/noun	1	solo/noun	1	solo/noun	1	een/det;met/prep;solo/noun	3	een/det;met/prep;solo/noun	3	een/det;met/prep;solo/noun	3	solo/noun	1	solo/noun	1	solo/noun	1	een/det;solo/noun	2	een/det;solo/noun	2	een/det;solo/noun	2
hoekig/adj/nrc_handelsblad_19991101_79/401	komedie/noun;la/noun;ongemakkelijk/adj;vaart/noun;zorgvuldig/adj	5	komedie/noun;la/noun;ongemakkelijk/adj;vaart/noun;zorgvuldig/adj	5	komedie/noun;la/noun;ongemakkelijk/adj;vaart/noun;zorgvuldig/adj	5	een/det;komedie/noun;la/noun;ongemakkelijk/adj;te/adv;vaart/noun;veel/det;zorgvuldig/adj	8	een/det;komedie/noun;la/noun;ongemakkelijk/adj;te/adv;vaart/noun;veel/det;zorgvuldig/adj	8	een/det;komedie/noun;la/noun;ongemakkelijk/adj;te/adv;vaart/noun;veel/det;zorgvuldig/adj	8	la/noun;ongemakkelijk/adj;zorgvuldig/adj	3	la/noun;ongemakkelijk/adj;zorgvuldig/adj	3	la/noun;ongemakkelijk/adj;zorgvuldig/adj	3	la/noun;ongemakkelijk/adj;zorgvuldig/adj	3	la/noun;ongemakkelijk/adj;zorgvuldig/adj	3	la/noun;ongemakkelijk/adj;zorgvuldig/adj	3
hoekig/adj/nrc_handelsblad_20010105_161/1097	ben/verb;computer/noun;gebouw/noun;maak/verb	4	ben/verb;computer/noun;gebouw/noun;maak/verb	4	ben/verb;computer/noun;gebouw/noun;maak/verb	4	ben/verb;computer/noun;gebouw/noun;maak/verb;zo/adv	5	ben/verb;computer/noun;gebouw/noun;maak/verb;zo/adv	5	ben/verb;computer/noun;gebouw/noun;maak/verb;zo/adv	5	gebouw/noun;maak/verb	2	gebouw/noun;maak/verb	2	gebouw/noun;maak/verb	2	gebouw/noun;maak/verb	2	gebouw/noun;maak/verb	2	gebouw/noun;maak/verb	2
hoekig/adj/nrc_handelsblad_20020323_199/504	kom_terecht/verb;la/noun	2	kom_terecht/verb;la/noun	2	kom_terecht/verb;la/noun	2	een/det;kom_terecht/verb;la/noun	3	een/det;kom_terecht/verb;la/noun	3	een/det;kom_terecht/verb;la/noun	3	la/noun	1	la/noun	1	la/noun	1	een/det;la/noun	2	een/det;la/noun	2	een/det;la/noun	2
hoekig/adj/nrc_handelsblad_20000125_37/449	ben/verb;omvangrijk/adj;torso/noun	3	ben/verb;omvangrijk/adj;torso/noun	3	ben/verb;omvangrijk/adj;torso/noun	3	ben/verb;die/det;even/adv;hij/pron;omvangrijk/adj;torso/noun;zijn/det	7	ben/verb;die/det;even/adv;hij/pron;omvangrijk/adj;torso/noun;zijn/det	7	ben/verb;die/det;even/adv;hij/pron;omvangrijk/adj;torso/noun;zijn/det	7	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;hij/pron;zijn/det	3	ben/verb;hij/pron;zijn/det	3	ben/verb;hij/pron;zijn/det	3
hoekig/adj/nrc_handelsblad_20001006_82/270	1937/noun;beroemd/adj;sober/adj;stijl/noun	4	1937/noun;beroemd/adj;sober/adj;stijl/noun	4	1937/noun;beroemd/adj;sober/adj;stijl/noun	4	1937/noun;als/prep;beroemd/adj;een/det;met/prep;sober/adj;stijl/noun	7	1937/noun;als/prep;beroemd/adj;een/det;met/prep;sober/adj;stijl/noun	7	1937/noun;als/prep;beroemd/adj;een/det;met/prep;sober/adj;stijl/noun	7	beroemd/adj;sober/adj;stijl/noun	3	beroemd/adj;sober/adj;stijl/noun	3	beroemd/adj;sober/adj;stijl/noun	3	als/prep;beroemd/adj;een/det;met/prep;sober/adj;stijl/noun	6	als/prep;beroemd/adj;een/det;met/prep;sober/adj;stijl/noun	6	als/prep;beroemd/adj;een/det;met/prep;sober/adj;stijl/noun	6
hoekig/adj/nrc_handelsblad_20000729_114/333	astronaut/noun;ben/verb;choreografie/noun;geef/verb;maan/noun;zie/verb	6	astronaut/noun;ben/verb;choreografie/noun;geef/verb;maan/noun;zie/verb	6	astronaut/noun;ben/verb;choreografie/noun;geef/verb;maan/noun;zie/verb	6	af/adv;astronaut/noun;ben/verb;choreografie/noun;die/pron;een/det;en/adv;geef/verb;maan/noun;toe/adv;zie/verb	11	af/adv;astronaut/noun;ben/verb;choreografie/noun;die/pron;een/det;en/adv;geef/verb;maan/noun;toe/adv;zie/verb	11	af/adv;astronaut/noun;ben/verb;choreografie/noun;die/pron;een/det;en/adv;geef/verb;maan/noun;toe/adv;zie/verb	11	choreografie/noun;geef/verb;zie/verb	3	choreografie/noun;geef/verb;zie/verb	3	choreografie/noun;geef/verb;zie/verb	3	af/adv;choreografie/noun;een/det;en/adv;geef/verb;toe/adv;zie/verb	7	af/adv;choreografie/noun;een/det;en/adv;geef/verb;toe/adv;zie/verb	7	af/adv;choreografie/noun;een/det;en/adv;geef/verb;toe/adv;zie/verb	7
hoekig/adj/nrc_handelsblad_20031112_131/55	gekomen/adj;moeizaam/adj;op_licht_rij/noun;verfilming/noun	4	gekomen/adj;moeizaam/adj;op_licht_rij/noun;verfilming/noun	4	gekomen/adj;moeizaam/adj;op_licht_rij/noun;verfilming/noun	4	gekomen/adj;maar/adv;moeizaam/adj;op_licht_rij/noun;verfilming/noun	5	gekomen/adj;maar/adv;moeizaam/adj;op_licht_rij/noun;verfilming/noun	5	gekomen/adj;maar/adv;moeizaam/adj;op_licht_rij/noun;verfilming/noun	5	gekomen/adj;moeizaam/adj;verfilming/noun	3	gekomen/adj;moeizaam/adj;verfilming/noun	3	gekomen/adj;moeizaam/adj;verfilming/noun	3	gekomen/adj;moeizaam/adj;verfilming/noun	3	gekomen/adj;moeizaam/adj;verfilming/noun	3	gekomen/adj;moeizaam/adj;verfilming/noun	3
hoekig/adj/nrc_handelsblad_20001021_63/235	breakdance/noun;doe/verb;flamenco/noun;flard/noun;voorgrond/noun;zit/verb	6	breakdance/noun;doe/verb;flamenco/noun;flard/noun;voorgrond/noun;zit/verb	6	breakdance/noun;doe/verb;flamenco/noun;flard/noun;voorgrond/noun;zit/verb	6	breakdance/noun;die/det;doe/verb;een/det;flamenco/noun;flard/noun;voorgrond/noun;zit/verb	8	breakdance/noun;die/det;doe/verb;een/det;flamenco/noun;flard/noun;voorgrond/noun;zit/verb	8	breakdance/noun;die/det;doe/verb;een/det;flamenco/noun;flard/noun;voorgrond/noun;zit/verb	8	breakdance/noun;flamenco/noun;flard/noun;zit/verb	4	breakdance/noun;flamenco/noun;flard/noun;zit/verb	4	breakdance/noun;flamenco/noun;flard/noun;zit/verb	4	breakdance/noun;die/det;een/det;flamenco/noun;flard/noun;zit/verb	6	breakdance/noun;die/det;een/det;flamenco/noun;flard/noun;zit/verb	6	breakdance/noun;die/det;een/det;flamenco/noun;flard/noun;zit/verb	6
hoekig/adj/nrc_handelsblad_20040319_178/114	koel_wagen/noun;kom_om/verb;rauw/adj;zuurstof_gebrek/noun	4	koel_wagen/noun;kom_om/verb;rauw/adj;zuurstof_gebrek/noun	4	koel_wagen/noun;kom_om/verb;rauw/adj;zuurstof_gebrek/noun	4	die/pron;door/prep;een/det;heen/part;koel_wagen/noun;kom_om/verb;rauw/adj;zuurstof_gebrek/noun	8	die/pron;door/prep;een/det;heen/part;koel_wagen/noun;kom_om/verb;rauw/adj;zuurstof_gebrek/noun	8	die/pron;door/prep;een/det;heen/part;koel_wagen/noun;kom_om/verb;rauw/adj;zuurstof_gebrek/noun	8	koel_wagen/noun;rauw/adj	2	koel_wagen/noun;rauw/adj	2	koel_wagen/noun;rauw/adj	2	door/prep;heen/part;koel_wagen/noun;rauw/adj	4	door/prep;heen/part;koel_wagen/noun;rauw/adj	4	door/prep;heen/part;koel_wagen/noun;rauw/adj	4
hoekig/adj/nrc_handelsblad_20020312_117/40	zonnebril/noun	1	zonnebril/noun	1	zonnebril/noun	1	met/prep;zonnebril/noun	2	met/prep;zonnebril/noun	2	met/prep;zonnebril/noun	2	zonnebril/noun	1	zonnebril/noun	1	zonnebril/noun	1	met/prep;zonnebril/noun	2	met/prep;zonnebril/noun	2	met/prep;zonnebril/noun	2
hoekig/adj/nrc_handelsblad_20011117_34/125	blazer/noun;gitaar/noun;lied/noun;zet_in/verb	4	blazer/noun;gitaar/noun;lied/noun;zet_in/verb	4	blazer/noun;gitaar/noun;lied/noun;zet_in/verb	4	blazer/noun;een/det;gitaar/noun;in/part;lied/noun;zet_in/verb	6	blazer/noun;een/det;gitaar/noun;in/part;lied/noun;zet_in/verb	6	blazer/noun;een/det;gitaar/noun;in/part;lied/noun;zet_in/verb	6	blazer/noun;gitaar/noun;lied/noun;zet_in/verb	4	blazer/noun;gitaar/noun;lied/noun;zet_in/verb	4	blazer/noun;gitaar/noun;lied/noun;zet_in/verb	4	blazer/noun;een/det;gitaar/noun;in/part;lied/noun;zet_in/verb	6	blazer/noun;een/det;gitaar/noun;in/part;lied/noun;zet_in/verb	6	blazer/noun;een/det;gitaar/noun;in/part;lied/noun;zet_in/verb	6
hoekig/adj/nrc_handelsblad_20020112_194/3	mineur/noun	1	mineur/noun	1	mineur/noun	1	mineur/noun;zo/adv	2	mineur/noun;zo/adv	2	mineur/noun;zo/adv	2	mineur/noun	1	mineur/noun	1	mineur/noun	1	mineur/noun;zo/adv	2	mineur/noun;zo/adv	2	mineur/noun;zo/adv	2
hoekig/adj/nrc_handelsblad_20001222_43/1275	bedwelm/adj;beweging/noun;huid/noun;lijk/verb;oosters/adj;parallel/adj;reken_af/verb;sensualiteit/noun;zit/verb	9	bedwelm/adj;beweging/noun;huid/noun;lijk/verb;oosters/adj;parallel/adj;reken_af/verb;sensualiteit/noun;zit/verb	9	bedwelm/adj;beweging/noun;huid/noun;lijk/verb;oosters/adj;parallel/adj;reken_af/verb;sensualiteit/noun;zit/verb	9	af/part;bedwelm/adj;beweging/noun;door/prep;huid/noun;lijk/verb;met/prep;oosters/adj;parallel/adj;reken_af/verb;sensualiteit/noun;zit/verb	12	af/part;bedwelm/adj;beweging/noun;door/prep;huid/noun;lijk/verb;met/prep;oosters/adj;parallel/adj;reken_af/verb;sensualiteit/noun;zit/verb	12	af/part;bedwelm/adj;beweging/noun;door/prep;huid/noun;lijk/verb;met/prep;oosters/adj;parallel/adj;reken_af/verb;sensualiteit/noun;zit/verb	12	beweging/noun;parallel/adj;reken_af/verb;zit/verb	4	beweging/noun;parallel/adj;reken_af/verb;zit/verb	4	beweging/noun;parallel/adj;reken_af/verb;zit/verb	4	af/part;beweging/noun;door/prep;parallel/adj;reken_af/verb;zit/verb	6	af/part;beweging/noun;door/prep;parallel/adj;reken_af/verb;zit/verb	6	af/part;beweging/noun;door/prep;parallel/adj;reken_af/verb;zit/verb	6
hoekig/adj/nrc_handelsblad_20030430_70/76	beeld/noun;ben/verb;plein/noun;sta/verb;vierkant/adj;wereldstad/noun	6	beeld/noun;ben/verb;plein/noun;sta/verb;vierkant/adj;wereldstad/noun	6	beeld/noun;ben/verb;plein/noun;sta/verb;vierkant/adj;wereldstad/noun	6	als/prep;altijd/adv;beeld/noun;ben/verb;die/pron;plein/noun;sta/verb;tegenstelling/prep;vierkant/adj;wereldstad/noun	10	als/prep;altijd/adv;beeld/noun;ben/verb;die/pron;plein/noun;sta/verb;tegenstelling/prep;vierkant/adj;wereldstad/noun	10	als/prep;altijd/adv;beeld/noun;ben/verb;die/pron;plein/noun;sta/verb;tegenstelling/prep;vierkant/adj;wereldstad/noun	10	beeld/noun;ben/verb;sta/verb;vierkant/adj	4	beeld/noun;ben/verb;sta/verb;vierkant/adj	4	beeld/noun;ben/verb;sta/verb;vierkant/adj	4	altijd/adv;beeld/noun;ben/verb;sta/verb;vierkant/adj	5	altijd/adv;beeld/noun;ben/verb;sta/verb;vierkant/adj	5	altijd/adv;beeld/noun;ben/verb;sta/verb;vierkant/adj	5
hoekig/adj/nrc_handelsblad_20020209_125/168	Egyptenaar/noun;beeld_af/verb;ben/verb;beweeg/verb;gebaar/verb;maak/verb;manier/noun;ontleend/adj;stram/adj	9	Egyptenaar/noun;beeld_af/verb;ben/verb;beweeg/verb;gebaar/verb;maak/verb;manier/noun;ontleend/adj;stram/adj	9	Egyptenaar/noun;beeld_af/verb;ben/verb;beweeg/verb;gebaar/verb;maak/verb;manier/noun;ontleend/adj;stram/adj	9	Egyptenaar/noun;beeld_af/verb;ben/verb;beweeg/verb;gebaar/verb;maak/verb;manier/noun;ontleend/adj;stram/adj;zichzelf/pron	10	Egyptenaar/noun;beeld_af/verb;ben/verb;beweeg/verb;gebaar/verb;maak/verb;manier/noun;ontleend/adj;stram/adj;zichzelf/pron	10	Egyptenaar/noun;beeld_af/verb;ben/verb;beweeg/verb;gebaar/verb;maak/verb;manier/noun;ontleend/adj;stram/adj;zichzelf/pron	10	ben/verb;maak/verb;manier/noun;ontleend/adj;stram/adj	5	ben/verb;maak/verb;manier/noun;ontleend/adj;stram/adj	5	ben/verb;maak/verb;manier/noun;ontleend/adj;stram/adj	5	ben/verb;maak/verb;manier/noun;ontleend/adj;stram/adj	5	ben/verb;maak/verb;manier/noun;ontleend/adj;stram/adj	5	ben/verb;maak/verb;manier/noun;ontleend/adj;stram/adj	5
hoekig/adj/nrc_handelsblad_20020711_8/40	dwingend/adj;georganiseerd/adj;ritme/noun;schoonheid/noun;schraag/verb;voorrang/noun;vorm/noun	7	dwingend/adj;georganiseerd/adj;ritme/noun;schoonheid/noun;schraag/verb;voorrang/noun;vorm/noun	7	dwingend/adj;georganiseerd/adj;ritme/noun;schoonheid/noun;schraag/verb;voorrang/noun;vorm/noun	7	door/prep;dwingend/adj;een/det;georganiseerd/adj;ritme/noun;schoonheid/noun;schraag/verb;voorrang/noun;vorm/noun	9	door/prep;dwingend/adj;een/det;georganiseerd/adj;ritme/noun;schoonheid/noun;schraag/verb;voorrang/noun;vorm/noun	9	door/prep;dwingend/adj;een/det;georganiseerd/adj;ritme/noun;schoonheid/noun;schraag/verb;voorrang/noun;vorm/noun	9	georganiseerd/adj;ritme/noun;voorrang/noun;vorm/noun	4	georganiseerd/adj;ritme/noun;voorrang/noun;vorm/noun	4	georganiseerd/adj;ritme/noun;voorrang/noun;vorm/noun	4	een/det;georganiseerd/adj;ritme/noun;voorrang/noun;vorm/noun	5	een/det;georganiseerd/adj;ritme/noun;voorrang/noun;vorm/noun	5	een/det;georganiseerd/adj;ritme/noun;voorrang/noun;vorm/noun	5
hoekig/adj/nrc_handelsblad_20020517_4599/5	ben/verb;beweeg/verb;camera/noun	3	ben/verb;beweeg/verb;camera/noun	3	ben/verb;beweeg/verb;camera/noun	3	amper/adv;ben/verb;beweeg/verb;camera/noun;soms/adv	5	amper/adv;ben/verb;beweeg/verb;camera/noun;soms/adv	5	amper/adv;ben/verb;beweeg/verb;camera/noun;soms/adv	5	ben/verb;beweeg/verb;camera/noun	3	ben/verb;beweeg/verb;camera/noun	3	ben/verb;beweeg/verb;camera/noun	3	amper/adv;ben/verb;beweeg/verb;camera/noun	4	amper/adv;ben/verb;beweeg/verb;camera/noun	4	amper/adv;ben/verb;beweeg/verb;camera/noun	4
hoekig/adj/nrc_handelsblad_20000212_131/42	clowneske/adj;fragmentarisch/adj;lichaam_taal/noun;talent/noun;versterk/verb;vreemd/adj	6	clowneske/adj;fragmentarisch/adj;lichaam_taal/noun;talent/noun;versterk/verb;vreemd/adj	6	clowneske/adj;fragmentarisch/adj;lichaam_taal/noun;talent/noun;versterk/verb;vreemd/adj	6	clowneske/adj;die/pron;fragmentarisch/adj;haar/det;lichaam_taal/noun;talent/noun;versterk/verb;vreemd/adj	8	clowneske/adj;die/pron;fragmentarisch/adj;haar/det;lichaam_taal/noun;talent/noun;versterk/verb;vreemd/adj	8	clowneske/adj;die/pron;fragmentarisch/adj;haar/det;lichaam_taal/noun;talent/noun;versterk/verb;vreemd/adj	8	clowneske/adj;lichaam_taal/noun;talent/noun;vreemd/adj	4	clowneske/adj;lichaam_taal/noun;talent/noun;vreemd/adj	4	clowneske/adj;lichaam_taal/noun;talent/noun;vreemd/adj	4	clowneske/adj;haar/det;lichaam_taal/noun;talent/noun;vreemd/adj	5	clowneske/adj;haar/det;lichaam_taal/noun;talent/noun;vreemd/adj	5	clowneske/adj;haar/det;lichaam_taal/noun;talent/noun;vreemd/adj	5
hoekig/adj/nrc_handelsblad_20010120_69/2210	ken/verb;letter/noun;schrift/noun;smal/adj;vel_DIM/noun	5	ken/verb;letter/noun;schrift/noun;smal/adj;vel_DIM/noun	5	ken/verb;letter/noun;schrift/noun;smal/adj;vel_DIM/noun	5	dat/pron;een/det;ken/verb;letter/noun;met/prep;schrift/noun;smal/adj;vel_DIM/noun	8	dat/pron;een/det;ken/verb;letter/noun;met/prep;schrift/noun;smal/adj;vel_DIM/noun	8	dat/pron;een/det;ken/verb;letter/noun;met/prep;schrift/noun;smal/adj;vel_DIM/noun	8	letter/noun;schrift/noun;smal/adj;vel_DIM/noun	4	letter/noun;schrift/noun;smal/adj;vel_DIM/noun	4	letter/noun;schrift/noun;smal/adj;vel_DIM/noun	4	een/det;letter/noun;met/prep;schrift/noun;smal/adj;vel_DIM/noun	6	een/det;letter/noun;met/prep;schrift/noun;smal/adj;vel_DIM/noun	6	een/det;letter/noun;met/prep;schrift/noun;smal/adj;vel_DIM/noun	6
hoekig/adj/nrc_handelsblad_20010405_33/270	drum_stel/noun;piepklein/adj;trant/noun;zet_neer/verb	4	drum_stel/noun;piepklein/adj;trant/noun;zet_neer/verb	4	drum_stel/noun;piepklein/adj;trant/noun;zet_neer/verb	4	achter/prep;die/pron;drum_stel/noun;een/det;piepklein/adj;trant/noun;zet_neer/verb;zijn/det	8	achter/prep;die/pron;drum_stel/noun;een/det;piepklein/adj;trant/noun;zet_neer/verb;zijn/det	8	achter/prep;die/pron;drum_stel/noun;een/det;piepklein/adj;trant/noun;zet_neer/verb;zijn/det	8	drum_stel/noun;piepklein/adj;trant/noun	3	drum_stel/noun;piepklein/adj;trant/noun	3	drum_stel/noun;piepklein/adj;trant/noun	3	achter/prep;drum_stel/noun;een/det;piepklein/adj;trant/noun;zijn/det	6	achter/prep;drum_stel/noun;een/det;piepklein/adj;trant/noun;zijn/det	6	achter/prep;drum_stel/noun;een/det;piepklein/adj;trant/noun;zijn/det	6
hoekig/adj/nrc_handelsblad_19991220_89/409	ben/verb;glas/noun;nors/adj;opgetrokken/adj	4	ben/verb;glas/noun;nors/adj;opgetrokken/adj	4	ben/verb;glas/noun;nors/adj;opgetrokken/adj	4	ben/verb;een/det;glas/noun;nors/adj;opgetrokken/adj;uit/prep	6	ben/verb;een/det;glas/noun;nors/adj;opgetrokken/adj;uit/prep	6	ben/verb;een/det;glas/noun;nors/adj;opgetrokken/adj;uit/prep	6	glas/noun;opgetrokken/adj	2	glas/noun;opgetrokken/adj	2	glas/noun;opgetrokken/adj	2	glas/noun;opgetrokken/adj;uit/prep	3	glas/noun;opgetrokken/adj;uit/prep	3	glas/noun;opgetrokken/adj;uit/prep	3
hoekig/adj/nrc_handelsblad_20010228_140/91	ben/verb;experimenteel/adj;getint/adj;hardcore/noun;rauw/adj;ruil_in/verb	6	ben/verb;experimenteel/adj;getint/adj;hardcore/noun;rauw/adj;ruil_in/verb	6	ben/verb;experimenteel/adj;getint/adj;hardcore/noun;rauw/adj;ruil_in/verb	6	altijd/adv;ben/verb;door/prep;experimenteel/adj;getint/adj;hardcore/noun;heen/part;rauw/adj;ruil_in/verb	9	altijd/adv;ben/verb;door/prep;experimenteel/adj;getint/adj;hardcore/noun;heen/part;rauw/adj;ruil_in/verb	9	altijd/adv;ben/verb;door/prep;experimenteel/adj;getint/adj;hardcore/noun;heen/part;rauw/adj;ruil_in/verb	9	ben/verb;hardcore/noun;rauw/adj	3	ben/verb;hardcore/noun;rauw/adj	3	ben/verb;hardcore/noun;rauw/adj	3	altijd/adv;ben/verb;door/prep;hardcore/noun;rauw/adj	5	altijd/adv;ben/verb;door/prep;hardcore/noun;rauw/adj	5	altijd/adv;ben/verb;door/prep;hardcore/noun;rauw/adj	5
hoekig/adj/nrc_handelsblad_20020812_16/447	gast/noun;gastheer/noun;kant/noun;vilein/adj	4	gast/noun;gastheer/noun;kant/noun;vilein/adj	4	gast/noun;gastheer/noun;kant/noun;vilein/adj	4	gast/noun;gastheer/noun;kant/noun;vilein/adj;voren/adv;zijn/det	6	gast/noun;gastheer/noun;kant/noun;vilein/adj;voren/adv;zijn/det	6	gast/noun;gastheer/noun;kant/noun;vilein/adj;voren/adv;zijn/det	6	gast/noun;kant/noun;vilein/adj	3	gast/noun;kant/noun;vilein/adj	3	gast/noun;kant/noun;vilein/adj	3	gast/noun;kant/noun;vilein/adj;zijn/det	4	gast/noun;kant/noun;vilein/adj;zijn/det	4	gast/noun;kant/noun;vilein/adj;zijn/det	4
hoekig/adj/nrc_handelsblad_20000403_76/220	kom_op/verb;kop/noun;man/noun;vierkant/adj	4	kom_op/verb;kop/noun;man/noun;vierkant/adj	4	kom_op/verb;kop/noun;man/noun;vierkant/adj	4	als/prep;kom_op/verb;kop/noun;man/noun;vierkant/adj	5	als/prep;kom_op/verb;kop/noun;man/noun;vierkant/adj	5	als/prep;kom_op/verb;kop/noun;man/noun;vierkant/adj	5	kop/noun;man/noun;vierkant/adj	3	kop/noun;man/noun;vierkant/adj	3	kop/noun;man/noun;vierkant/adj	3	kop/noun;man/noun;vierkant/adj	3	kop/noun;man/noun;vierkant/adj	3	kop/noun;man/noun;vierkant/adj	3
