_id	_cws.hoekig.foc10.nav.weight.bound	_count.hoekig.foc10.nav.weight.bound	_cws.hoekig.foc10.nav.selection.bound	_count.hoekig.foc10.nav.selection.bound	_cws.hoekig.foc10.nav.no.bound	_count.hoekig.foc10.nav.no.bound	_cws.hoekig.foc10.all.weight.bound	_count.hoekig.foc10.all.weight.bound	_cws.hoekig.foc10.all.selection.bound	_count.hoekig.foc10.all.selection.bound	_cws.hoekig.foc10.all.no.bound	_count.hoekig.foc10.all.no.bound	_cws.hoekig.foc5.nav.weight.bound	_count.hoekig.foc5.nav.weight.bound	_cws.hoekig.foc5.nav.selection.bound	_count.hoekig.foc5.nav.selection.bound	_cws.hoekig.foc5.nav.no.bound	_count.hoekig.foc5.nav.no.bound	_cws.hoekig.foc5.all.weight.bound	_count.hoekig.foc5.all.weight.bound	_cws.hoekig.foc5.all.selection.bound	_count.hoekig.foc5.all.selection.bound	_cws.hoekig.foc5.all.no.bound	_count.hoekig.foc5.all.no.bound
hoekig/adj/parool_20001020_77/736	alleen/adj;ben/verb;lijk/verb;wit/adj	4	alleen/adj;ben/verb;lijk/verb;wit/adj	4	alleen/adj;ben/verb;lijk/verb;wit/adj	4	alleen/adj;ben/verb;lijk/verb;wat/adv;wit/adj;ze/pron	6	alleen/adj;ben/verb;lijk/verb;wat/adv;wit/adj;ze/pron	6	alleen/adj;ben/verb;lijk/verb;wat/adv;wit/adj;ze/pron	6	alleen/adj;ben/verb	2	alleen/adj;ben/verb	2	alleen/adj;ben/verb	2	alleen/adj;ben/verb;wat/adv;ze/pron	4	alleen/adj;ben/verb;wat/adv;ze/pron	4	alleen/adj;ben/verb;wat/adv;ze/pron	4
hoekig/adj/parool_20000407_96/239	ben/verb;denk/verb;roman/noun	3	ben/verb;denk/verb;roman/noun	3	ben/verb;denk/verb;roman/noun	3	ben/verb;denk/verb;een/det;roman/noun;zijn/det	5	ben/verb;denk/verb;een/det;roman/noun;zijn/det	5	ben/verb;denk/verb;een/det;roman/noun;zijn/det	5	ben/verb;denk/verb	2	ben/verb;denk/verb	2	ben/verb;denk/verb	2	ben/verb;denk/verb;zijn/det	3	ben/verb;denk/verb;zijn/det	3	ben/verb;denk/verb;zijn/det	3
hoekig/adj/parool_20000224_79/554	karakter/noun;maak/verb;zijdelings/adj	3	karakter/noun;maak/verb;zijdelings/adj	3	karakter/noun;maak/verb;zijdelings/adj	3	karakter/noun;maak/verb;maar/adv;met/prep;wat/adv;zijdelings/adj;zijn/det	7	karakter/noun;maak/verb;maar/adv;met/prep;wat/adv;zijdelings/adj;zijn/det	7	karakter/noun;maak/verb;maar/adv;met/prep;wat/adv;zijdelings/adj;zijn/det	7	karakter/noun;zijdelings/adj	2	karakter/noun;zijdelings/adj	2	karakter/noun;zijdelings/adj	2	karakter/noun;maar/adv;wat/adv;zijdelings/adj;zijn/det	5	karakter/noun;maar/adv;wat/adv;zijdelings/adj;zijn/det	5	karakter/noun;maar/adv;wat/adv;zijdelings/adj;zijn/det	5
hoekig/adj/parool_20001215_82/470	Japans/adj;acteur/noun;geef/verb;moraal/noun;parabel/noun;uitwerking/noun	6	Japans/adj;acteur/noun;geef/verb;moraal/noun;parabel/noun;uitwerking/noun	6	Japans/adj;acteur/noun;geef/verb;moraal/noun;parabel/noun;uitwerking/noun	6	Japans/adj;acteur/noun;die/pron;een/det;geef/verb;moraal/noun;parabel/noun;uitwerking/noun;zijn/det	9	Japans/adj;acteur/noun;die/pron;een/det;geef/verb;moraal/noun;parabel/noun;uitwerking/noun;zijn/det	9	Japans/adj;acteur/noun;die/pron;een/det;geef/verb;moraal/noun;parabel/noun;uitwerking/noun;zijn/det	9	Japans/adj;acteur/noun;geef/verb;moraal/noun;uitwerking/noun	5	Japans/adj;acteur/noun;geef/verb;moraal/noun;uitwerking/noun	5	Japans/adj;acteur/noun;geef/verb;moraal/noun;uitwerking/noun	5	Japans/adj;acteur/noun;die/pron;een/det;geef/verb;moraal/noun;uitwerking/noun;zijn/det	8	Japans/adj;acteur/noun;die/pron;een/det;geef/verb;moraal/noun;uitwerking/noun;zijn/det	8	Japans/adj;acteur/noun;die/pron;een/det;geef/verb;moraal/noun;uitwerking/noun;zijn/det	8
hoekig/adj/parool_20040921_52/420	aanstekelijk/adj;beat/noun;dansbare/adj;gespeeld/adj;rock_song/noun;scherp/adj	6	aanstekelijk/adj;beat/noun;dansbare/adj;gespeeld/adj;rock_song/noun;scherp/adj	6	aanstekelijk/adj;beat/noun;dansbare/adj;gespeeld/adj;rock_song/noun;scherp/adj	6	aanstekelijk/adj;beat/noun;dansbare/adj;door/prep;gespeeld/adj;met/prep;rock_song/noun;scherp/adj	8	aanstekelijk/adj;beat/noun;dansbare/adj;door/prep;gespeeld/adj;met/prep;rock_song/noun;scherp/adj	8	aanstekelijk/adj;beat/noun;dansbare/adj;door/prep;gespeeld/adj;met/prep;rock_song/noun;scherp/adj	8	aanstekelijk/adj;beat/noun;dansbare/adj;gespeeld/adj;rock_song/noun;scherp/adj	6	aanstekelijk/adj;beat/noun;dansbare/adj;gespeeld/adj;rock_song/noun;scherp/adj	6	aanstekelijk/adj;beat/noun;dansbare/adj;gespeeld/adj;rock_song/noun;scherp/adj	6	aanstekelijk/adj;beat/noun;dansbare/adj;gespeeld/adj;met/prep;rock_song/noun;scherp/adj	7	aanstekelijk/adj;beat/noun;dansbare/adj;gespeeld/adj;met/prep;rock_song/noun;scherp/adj	7	aanstekelijk/adj;beat/noun;dansbare/adj;gespeeld/adj;met/prep;rock_song/noun;scherp/adj	7
hoekig/adj/parool_19990330_101/220	irritatie/noun;motoriek/noun;onderhuids/adj;verraad/verb	4	irritatie/noun;motoriek/noun;onderhuids/adj;verraad/verb	4	irritatie/noun;motoriek/noun;onderhuids/adj;verraad/verb	4	irritatie/noun;motoriek/noun;onderhuids/adj;verraad/verb;zijn/det	5	irritatie/noun;motoriek/noun;onderhuids/adj;verraad/verb;zijn/det	5	irritatie/noun;motoriek/noun;onderhuids/adj;verraad/verb;zijn/det	5	irritatie/noun;motoriek/noun;onderhuids/adj;verraad/verb	4	irritatie/noun;motoriek/noun;onderhuids/adj;verraad/verb	4	irritatie/noun;motoriek/noun;onderhuids/adj;verraad/verb	4	irritatie/noun;motoriek/noun;onderhuids/adj;verraad/verb;zijn/det	5	irritatie/noun;motoriek/noun;onderhuids/adj;verraad/verb;zijn/det	5	irritatie/noun;motoriek/noun;onderhuids/adj;verraad/verb;zijn/det	5
hoekig/adj/parool_19990215_28/392	betekenis/noun;hard/adj;hitsig/adj;zacht/adj;zwoel/adj	5	betekenis/noun;hard/adj;hitsig/adj;zacht/adj;zwoel/adj	5	betekenis/noun;hard/adj;hitsig/adj;zacht/adj;zwoel/adj	5	betekenis/noun;hard/adj;hitsig/adj;maar/adv;zacht/adj;zwoel/adj	6	betekenis/noun;hard/adj;hitsig/adj;maar/adv;zacht/adj;zwoel/adj	6	betekenis/noun;hard/adj;hitsig/adj;maar/adv;zacht/adj;zwoel/adj	6	hard/adj;hitsig/adj;zwoel/adj	3	hard/adj;hitsig/adj;zwoel/adj	3	hard/adj;hitsig/adj;zwoel/adj	3	hard/adj;hitsig/adj;maar/adv;zwoel/adj	4	hard/adj;hitsig/adj;maar/adv;zwoel/adj	4	hard/adj;hitsig/adj;maar/adv;zwoel/adj	4
hoekig/adj/parool_19990724_30/465	baard/noun;echt/adj;figuur/noun;haar/noun;oorbel/noun	5	baard/noun;echt/adj;figuur/noun;haar/noun;oorbel/noun	5	baard/noun;echt/adj;figuur/noun;haar/noun;oorbel/noun	5	als/prep;baard/noun;echt/adj;een/det;figuur/noun;haar/noun;met/prep;oorbel/noun	8	als/prep;baard/noun;echt/adj;een/det;figuur/noun;haar/noun;met/prep;oorbel/noun	8	als/prep;baard/noun;echt/adj;een/det;figuur/noun;haar/noun;met/prep;oorbel/noun	8	figuur/noun;oorbel/noun	2	figuur/noun;oorbel/noun	2	figuur/noun;oorbel/noun	2	als/prep;een/det;figuur/noun;met/prep;oorbel/noun	5	als/prep;een/det;figuur/noun;met/prep;oorbel/noun	5	als/prep;een/det;figuur/noun;met/prep;oorbel/noun	5
hoekig/adj/parool_20000722_84/2856	Chinees/adj;Japans/adj;andersom/adj;ben/verb;rond/adj;stok_DIM/noun	6	Chinees/adj;Japans/adj;andersom/adj;ben/verb;rond/adj;stok_DIM/noun	6	Chinees/adj;Japans/adj;andersom/adj;ben/verb;rond/adj;stok_DIM/noun	6	Chinees/adj;Japans/adj;andersom/adj;ben/verb;rond/adj;stok_DIM/noun;weer/adv;zijn/det	8	Chinees/adj;Japans/adj;andersom/adj;ben/verb;rond/adj;stok_DIM/noun;weer/adv;zijn/det	8	Chinees/adj;Japans/adj;andersom/adj;ben/verb;rond/adj;stok_DIM/noun;weer/adv;zijn/det	8	Chinees/adj;ben/verb;rond/adj;stok_DIM/noun	4	Chinees/adj;ben/verb;rond/adj;stok_DIM/noun	4	Chinees/adj;ben/verb;rond/adj;stok_DIM/noun	4	Chinees/adj;ben/verb;rond/adj;stok_DIM/noun	4	Chinees/adj;ben/verb;rond/adj;stok_DIM/noun	4	Chinees/adj;ben/verb;rond/adj;stok_DIM/noun	4
hoekig/adj/parool_20020618_102/2658	doorgang/noun;interieur/noun;licht_inval/noun;open/adj;opgebouwd/adj;recht/adj;soort/noun;vaak/adj;zorg/verb	9	doorgang/noun;interieur/noun;licht_inval/noun;open/adj;opgebouwd/adj;recht/adj;soort/noun;vaak/adj;zorg/verb	9	doorgang/noun;interieur/noun;licht_inval/noun;open/adj;opgebouwd/adj;recht/adj;soort/noun;vaak/adj;zorg/verb	9	doorgang/noun;eenzelfde/det;eveneens/adv;interieur/noun;licht_inval/noun;open/adj;opgebouwd/adj;recht/adj;soort/noun;vaak/adj;zorg/verb	11	doorgang/noun;eenzelfde/det;eveneens/adv;interieur/noun;licht_inval/noun;open/adj;opgebouwd/adj;recht/adj;soort/noun;vaak/adj;zorg/verb	11	doorgang/noun;eenzelfde/det;eveneens/adv;interieur/noun;licht_inval/noun;open/adj;opgebouwd/adj;recht/adj;soort/noun;vaak/adj;zorg/verb	11	doorgang/noun;open/adj;opgebouwd/adj;recht/adj;vaak/adj;zorg/verb	6	doorgang/noun;open/adj;opgebouwd/adj;recht/adj;vaak/adj;zorg/verb	6	doorgang/noun;open/adj;opgebouwd/adj;recht/adj;vaak/adj;zorg/verb	6	doorgang/noun;eveneens/adv;open/adj;opgebouwd/adj;recht/adj;vaak/adj;zorg/verb	7	doorgang/noun;eveneens/adv;open/adj;opgebouwd/adj;recht/adj;vaak/adj;zorg/verb	7	doorgang/noun;eveneens/adv;open/adj;opgebouwd/adj;recht/adj;vaak/adj;zorg/verb	7
hoekig/adj/parool_19990114_720/11	ben/verb;controleur/noun;dirigent/noun;eerder/adj;fysiek/noun;gevoeligheid/noun;heb_tegen/verb;moment/noun	8	ben/verb;controleur/noun;dirigent/noun;eerder/adj;fysiek/noun;gevoeligheid/noun;heb_tegen/verb;moment/noun	8	ben/verb;controleur/noun;dirigent/noun;eerder/adj;fysiek/noun;gevoeligheid/noun;heb_tegen/verb;moment/noun	8	ben/verb;controleur/noun;dirigent/noun;een/det;eenmaal/adv;eerder/adj;fysiek/noun;gevoeligheid/noun;heb_tegen/verb;moment/noun;tegen/part;zijn/det	12	ben/verb;controleur/noun;dirigent/noun;een/det;eenmaal/adv;eerder/adj;fysiek/noun;gevoeligheid/noun;heb_tegen/verb;moment/noun;tegen/part;zijn/det	12	ben/verb;controleur/noun;dirigent/noun;een/det;eenmaal/adv;eerder/adj;fysiek/noun;gevoeligheid/noun;heb_tegen/verb;moment/noun;tegen/part;zijn/det	12	ben/verb;fysiek/noun;gevoeligheid/noun;moment/noun	4	ben/verb;fysiek/noun;gevoeligheid/noun;moment/noun	4	ben/verb;fysiek/noun;gevoeligheid/noun;moment/noun	4	ben/verb;fysiek/noun;gevoeligheid/noun;moment/noun;tegen/part;zijn/det	6	ben/verb;fysiek/noun;gevoeligheid/noun;moment/noun;tegen/part;zijn/det	6	ben/verb;fysiek/noun;gevoeligheid/noun;moment/noun;tegen/part;zijn/det	6
hoekig/adj/parool_19990623_121/1929	aanzien/noun;geef/verb;strak/adj;zaal/noun;zweef/verb	5	aanzien/noun;geef/verb;strak/adj;zaal/noun;zweef/verb	5	aanzien/noun;geef/verb;strak/adj;zaal/noun;zweef/verb	5	aanzien/noun;een/det;geef/verb;strak/adj;zaal/noun;ze/pron;zweef/verb	7	aanzien/noun;een/det;geef/verb;strak/adj;zaal/noun;ze/pron;zweef/verb	7	aanzien/noun;een/det;geef/verb;strak/adj;zaal/noun;ze/pron;zweef/verb	7	aanzien/noun;geef/verb;strak/adj;zaal/noun	4	aanzien/noun;geef/verb;strak/adj;zaal/noun	4	aanzien/noun;geef/verb;strak/adj;zaal/noun	4	aanzien/noun;een/det;geef/verb;strak/adj;zaal/noun	5	aanzien/noun;een/det;geef/verb;strak/adj;zaal/noun	5	aanzien/noun;een/det;geef/verb;strak/adj;zaal/noun	5
hoekig/adj/parool_20000510_77/563	klein/adj;modern/adj;vervang/verb	3	klein/adj;modern/adj;vervang/verb	3	klein/adj;modern/adj;vervang/verb	3	door/prep;iets/adv;klein/adj;modern/adj;vervang/verb;wel/adv	6	door/prep;iets/adv;klein/adj;modern/adj;vervang/verb;wel/adv	6	door/prep;iets/adv;klein/adj;modern/adj;vervang/verb;wel/adv	6	vervang/verb	1	vervang/verb	1	vervang/verb	1	vervang/verb;wel/adv	2	vervang/verb;wel/adv	2	vervang/verb;wel/adv	2
hoekig/adj/parool_19991113_13/171	balkon/noun;ben/verb;gehuld/adj;gevaarte/noun;glas/noun;kaarsrecht/adj;reusachtig/adj;rond/adj	8	balkon/noun;ben/verb;gehuld/adj;gevaarte/noun;glas/noun;kaarsrecht/adj;reusachtig/adj;rond/adj	8	balkon/noun;ben/verb;gehuld/adj;gevaarte/noun;glas/noun;kaarsrecht/adj;reusachtig/adj;rond/adj	8	allesbehalve/adv;balkon/noun;ben/verb;buiten/adv;gehuld/adj;gevaarte/noun;glas/noun;kaarsrecht/adj;maar/adv;reusachtig/adj;rond/adj	11	allesbehalve/adv;balkon/noun;ben/verb;buiten/adv;gehuld/adj;gevaarte/noun;glas/noun;kaarsrecht/adj;maar/adv;reusachtig/adj;rond/adj	11	allesbehalve/adv;balkon/noun;ben/verb;buiten/adv;gehuld/adj;gevaarte/noun;glas/noun;kaarsrecht/adj;maar/adv;reusachtig/adj;rond/adj	11	gevaarte/noun;glas/noun;kaarsrecht/adj	3	gevaarte/noun;glas/noun;kaarsrecht/adj	3	gevaarte/noun;glas/noun;kaarsrecht/adj	3	gevaarte/noun;glas/noun;kaarsrecht/adj;maar/adv	4	gevaarte/noun;glas/noun;kaarsrecht/adj;maar/adv	4	gevaarte/noun;glas/noun;kaarsrecht/adj;maar/adv	4
hoekig/adj/parool_20010106_62/86	dynamiek/noun;gelikt/adj;geluid/noun;kenmerk/verb;ritmiek/noun;stijl/noun;volstrekt/adj	7	dynamiek/noun;gelikt/adj;geluid/noun;kenmerk/verb;ritmiek/noun;stijl/noun;volstrekt/adj	7	dynamiek/noun;gelikt/adj;geluid/noun;kenmerk/verb;ritmiek/noun;stijl/noun;volstrekt/adj	7	die/pron;door/prep;dynamiek/noun;een/det;gelikt/adj;geluid/noun;kenmerk/verb;met/prep;ritmiek/noun;stijl/noun;van/adv;veel/det;verre/adv;volstrekt/adj;zijn/det	15	die/pron;door/prep;dynamiek/noun;een/det;gelikt/adj;geluid/noun;kenmerk/verb;met/prep;ritmiek/noun;stijl/noun;van/adv;veel/det;verre/adv;volstrekt/adj;zijn/det	15	die/pron;door/prep;dynamiek/noun;een/det;gelikt/adj;geluid/noun;kenmerk/verb;met/prep;ritmiek/noun;stijl/noun;van/adv;veel/det;verre/adv;volstrekt/adj;zijn/det	15	dynamiek/noun;kenmerk/verb;ritmiek/noun	3	dynamiek/noun;kenmerk/verb;ritmiek/noun	3	dynamiek/noun;kenmerk/verb;ritmiek/noun	3	die/pron;door/prep;dynamiek/noun;kenmerk/verb;ritmiek/noun;veel/det	6	die/pron;door/prep;dynamiek/noun;kenmerk/verb;ritmiek/noun;veel/det	6	die/pron;door/prep;dynamiek/noun;kenmerk/verb;ritmiek/noun;veel/det	6
hoekig/adj/parool_19990928_30/265	combineer/verb;gitaar/noun;neem_door/verb;rap/noun;schreeuwerige/adj;snerp/adj;ver/adj;vroeg/adj	8	combineer/verb;gitaar/noun;neem_door/verb;rap/noun;schreeuwerige/adj;snerp/adj;ver/adj;vroeg/adj	8	combineer/verb;gitaar/noun;neem_door/verb;rap/noun;schreeuwerige/adj;snerp/adj;ver/adj;vroeg/adj	8	combineer/verb;een/det;gitaar/noun;met/prep;neem_door/verb;rap/noun;schreeuwerige/adj;snerp/adj;ver/adj;vroeg/adj;zo/adv	11	combineer/verb;een/det;gitaar/noun;met/prep;neem_door/verb;rap/noun;schreeuwerige/adj;snerp/adj;ver/adj;vroeg/adj;zo/adv	11	combineer/verb;een/det;gitaar/noun;met/prep;neem_door/verb;rap/noun;schreeuwerige/adj;snerp/adj;ver/adj;vroeg/adj;zo/adv	11	combineer/verb;gitaar/noun;neem_door/verb;rap/noun;snerp/adj	5	combineer/verb;gitaar/noun;neem_door/verb;rap/noun;snerp/adj	5	combineer/verb;gitaar/noun;neem_door/verb;rap/noun;snerp/adj	5	combineer/verb;gitaar/noun;met/prep;neem_door/verb;rap/noun;snerp/adj;zo/adv	7	combineer/verb;gitaar/noun;met/prep;neem_door/verb;rap/noun;snerp/adj;zo/adv	7	combineer/verb;gitaar/noun;met/prep;neem_door/verb;rap/noun;snerp/adj;zo/adv	7
hoekig/adj/parool_19990528_46/789	klink/verb;speels/adj	2	klink/verb;speels/adj	2	klink/verb;speels/adj	2	klink/verb;net/adv;speels/adj	3	klink/verb;net/adv;speels/adj	3	klink/verb;net/adv;speels/adj	3	speels/adj	1	speels/adj	1	speels/adj	1	speels/adj	1	speels/adj	1	speels/adj	1
hoekig/adj/parool_20010303_49/379	ben/verb;dik/adj;glazuur/noun;klein/adj;laag/noun;tand/noun	6	ben/verb;dik/adj;glazuur/noun;klein/adj;laag/noun;tand/noun	6	ben/verb;dik/adj;glazuur/noun;klein/adj;laag/noun;tand/noun	6	ben/verb;die/det;dik/adj;een/det;glazuur/noun;klein/adj;laag/noun;net/adv;tand/noun;uit/prep	10	ben/verb;die/det;dik/adj;een/det;glazuur/noun;klein/adj;laag/noun;net/adv;tand/noun;uit/prep	10	ben/verb;die/det;dik/adj;een/det;glazuur/noun;klein/adj;laag/noun;net/adv;tand/noun;uit/prep	10	ben/verb;dik/adj;klein/adj;laag/noun	4	ben/verb;dik/adj;klein/adj;laag/noun	4	ben/verb;dik/adj;klein/adj;laag/noun	4	ben/verb;die/det;dik/adj;een/det;klein/adj;laag/noun	6	ben/verb;die/det;dik/adj;een/det;klein/adj;laag/noun	6	ben/verb;die/det;dik/adj;een/det;klein/adj;laag/noun	6
hoekig/adj/parool_19990507_24/71	ben/verb;luid/adj;subtiel/adj;verfijnd/adj	4	ben/verb;luid/adj;subtiel/adj;verfijnd/adj	4	ben/verb;luid/adj;subtiel/adj;verfijnd/adj	4	ben/verb;die/det;luid/adj;subtiel/adj;veelal/adv;verfijnd/adj	6	ben/verb;die/det;luid/adj;subtiel/adj;veelal/adv;verfijnd/adj	6	ben/verb;die/det;luid/adj;subtiel/adj;veelal/adv;verfijnd/adj	6	ben/verb;luid/adj	2	ben/verb;luid/adj	2	ben/verb;luid/adj	2	ben/verb;die/det;luid/adj;veelal/adv	4	ben/verb;die/det;luid/adj;veelal/adv	4	ben/verb;die/det;luid/adj;veelal/adv	4
hoekig/adj/algemeen_dagblad_20030519_83/392	bos/noun;enorm/adj;jongen_DIM/noun;slordig/adj;sneuvel/verb	5	bos/noun;enorm/adj;jongen_DIM/noun;slordig/adj;sneuvel/verb	5	bos/noun;enorm/adj;jongen_DIM/noun;slordig/adj;sneuvel/verb	5	bos/noun;een/det;enorm/adj;haar/det;jongen_DIM/noun;met/prep;slordig/adj;sneuvel/verb	8	bos/noun;een/det;enorm/adj;haar/det;jongen_DIM/noun;met/prep;slordig/adj;sneuvel/verb	8	bos/noun;een/det;enorm/adj;haar/det;jongen_DIM/noun;met/prep;slordig/adj;sneuvel/verb	8	bos/noun;enorm/adj;sneuvel/verb	3	bos/noun;enorm/adj;sneuvel/verb	3	bos/noun;enorm/adj;sneuvel/verb	3	bos/noun;enorm/adj;haar/det;sneuvel/verb	4	bos/noun;enorm/adj;haar/det;sneuvel/verb	4	bos/noun;enorm/adj;haar/det;sneuvel/verb	4
hoekig/adj/algemeen_dagblad_20031216_100/263	achtergrond/noun;banier/noun;gotisch/adj;symbool/noun;zuil/noun;zwart/adj	6	achtergrond/noun;banier/noun;gotisch/adj;symbool/noun;zuil/noun;zwart/adj	6	achtergrond/noun;banier/noun;gotisch/adj;symbool/noun;zuil/noun;zwart/adj	6	achtergrond/noun;banier/noun;gotisch/adj;symbool/noun;zuil/noun;zwart/adj	6	achtergrond/noun;banier/noun;gotisch/adj;symbool/noun;zuil/noun;zwart/adj	6	achtergrond/noun;banier/noun;gotisch/adj;symbool/noun;zuil/noun;zwart/adj	6	banier/noun;gotisch/adj;symbool/noun;zuil/noun	4	banier/noun;gotisch/adj;symbool/noun;zuil/noun	4	banier/noun;gotisch/adj;symbool/noun;zuil/noun	4	banier/noun;gotisch/adj;symbool/noun;zuil/noun	4	banier/noun;gotisch/adj;symbool/noun;zuil/noun	4	banier/noun;gotisch/adj;symbool/noun;zuil/noun	4
hoekig/adj/algemeen_dagblad_20000726_43/1008	afgrijzen/noun;grijs/adj;unaniem/adj	3	afgrijzen/noun;grijs/adj;unaniem/adj	3	afgrijzen/noun;grijs/adj;unaniem/adj	3	afgrijzen/noun;daarentegen/adv;grijs/adj;uit/prep;unaniem/adj	5	afgrijzen/noun;daarentegen/adv;grijs/adj;uit/prep;unaniem/adj	5	afgrijzen/noun;daarentegen/adv;grijs/adj;uit/prep;unaniem/adj	5	grijs/adj	1	grijs/adj	1	grijs/adj	1	daarentegen/adv;grijs/adj;uit/prep	3	daarentegen/adv;grijs/adj;uit/prep	3	daarentegen/adv;grijs/adj;uit/prep	3
hoekig/adj/algemeen_dagblad_20021003_124/260	figuur/noun;geel/adj	2	figuur/noun;geel/adj	2	figuur/noun;geel/adj	2	figuur/noun;geel/adj	2	figuur/noun;geel/adj	2	figuur/noun;geel/adj	2	figuur/noun;geel/adj	2	figuur/noun;geel/adj	2	figuur/noun;geel/adj	2	figuur/noun;geel/adj	2	figuur/noun;geel/adj	2	figuur/noun;geel/adj	2
hoekig/adj/algemeen_dagblad_20021012_176/63	aluminium/adj;kap_DIM/noun;onderkant/noun;uiteinde/noun	4	aluminium/adj;kap_DIM/noun;onderkant/noun;uiteinde/noun	4	aluminium/adj;kap_DIM/noun;onderkant/noun;uiteinde/noun	4	aluminium/adj;een/det;kap_DIM/noun;met/prep;onderkant/noun;uiteinde/noun	6	aluminium/adj;een/det;kap_DIM/noun;met/prep;onderkant/noun;uiteinde/noun	6	aluminium/adj;een/det;kap_DIM/noun;met/prep;onderkant/noun;uiteinde/noun	6	aluminium/adj;kap_DIM/noun;uiteinde/noun	3	aluminium/adj;kap_DIM/noun;uiteinde/noun	3	aluminium/adj;kap_DIM/noun;uiteinde/noun	3	aluminium/adj;een/det;kap_DIM/noun;met/prep;uiteinde/noun	5	aluminium/adj;een/det;kap_DIM/noun;met/prep;uiteinde/noun	5	aluminium/adj;een/det;kap_DIM/noun;met/prep;uiteinde/noun	5
hoekig/adj/algemeen_dagblad_20010223_145/37	ben/verb;kwetsuur/noun;tennisbaan/noun;verkrampt/adj	4	ben/verb;kwetsuur/noun;tennisbaan/noun;verkrampt/adj	4	ben/verb;kwetsuur/noun;tennisbaan/noun;verkrampt/adj	4	ben/verb;kwetsuur/noun;tennisbaan/noun;verkrampt/adj	4	ben/verb;kwetsuur/noun;tennisbaan/noun;verkrampt/adj	4	ben/verb;kwetsuur/noun;tennisbaan/noun;verkrampt/adj	4	ben/verb;verkrampt/adj	2	ben/verb;verkrampt/adj	2	ben/verb;verkrampt/adj	2	ben/verb;verkrampt/adj	2	ben/verb;verkrampt/adj	2	ben/verb;verkrampt/adj	2
hoekig/adj/algemeen_dagblad_20001209_139/1581	bril_DIM/noun;draag/verb;glas/noun;gouden/adj	4	bril_DIM/noun;draag/verb;glas/noun;gouden/adj	4	bril_DIM/noun;draag/verb;glas/noun;gouden/adj	4	bril_DIM/noun;draag/verb;een/det;glas/noun;gouden/adj;met/prep	6	bril_DIM/noun;draag/verb;een/det;glas/noun;gouden/adj;met/prep	6	bril_DIM/noun;draag/verb;een/det;glas/noun;gouden/adj;met/prep	6	bril_DIM/noun;draag/verb;glas/noun;gouden/adj	4	bril_DIM/noun;draag/verb;glas/noun;gouden/adj	4	bril_DIM/noun;draag/verb;glas/noun;gouden/adj	4	bril_DIM/noun;draag/verb;een/det;glas/noun;gouden/adj;met/prep	6	bril_DIM/noun;draag/verb;een/det;glas/noun;gouden/adj;met/prep	6	bril_DIM/noun;draag/verb;een/det;glas/noun;gouden/adj;met/prep	6
hoekig/adj/algemeen_dagblad_20020309_166/186	buurman/noun;dak/noun;gauw/adj;hoog/adj;lijn/noun;steil/adj;voorruit/noun	7	buurman/noun;dak/noun;gauw/adj;hoog/adj;lijn/noun;steil/adj;voorruit/noun	7	buurman/noun;dak/noun;gauw/adj;hoog/adj;lijn/noun;steil/adj;voorruit/noun	7	buurman/noun;dak/noun;gauw/adj;hoog/adj;lijn/noun;met/prep;steil/adj;voorruit/noun;zijn/det	9	buurman/noun;dak/noun;gauw/adj;hoog/adj;lijn/noun;met/prep;steil/adj;voorruit/noun;zijn/det	9	buurman/noun;dak/noun;gauw/adj;hoog/adj;lijn/noun;met/prep;steil/adj;voorruit/noun;zijn/det	9	dak/noun;hoog/adj;lijn/noun;steil/adj;voorruit/noun	5	dak/noun;hoog/adj;lijn/noun;steil/adj;voorruit/noun	5	dak/noun;hoog/adj;lijn/noun;steil/adj;voorruit/noun	5	dak/noun;hoog/adj;lijn/noun;met/prep;steil/adj;voorruit/noun;zijn/det	7	dak/noun;hoog/adj;lijn/noun;met/prep;steil/adj;voorruit/noun;zijn/det	7	dak/noun;hoog/adj;lijn/noun;met/prep;steil/adj;voorruit/noun;zijn/det	7
hoekig/adj/algemeen_dagblad_20010224_116/1229	gangbaar/adj;gezicht/noun;heel/adj;ronde/noun;vorm/noun	5	gangbaar/adj;gezicht/noun;heel/adj;ronde/noun;vorm/noun	5	gangbaar/adj;gezicht/noun;heel/adj;ronde/noun;vorm/noun	5	een/det;gangbaar/adj;gezicht/noun;heel/adj;met/prep;plaats/prep;ronde/noun;vorm/noun	8	een/det;gangbaar/adj;gezicht/noun;heel/adj;met/prep;plaats/prep;ronde/noun;vorm/noun	8	een/det;gangbaar/adj;gezicht/noun;heel/adj;met/prep;plaats/prep;ronde/noun;vorm/noun	8	gangbaar/adj;gezicht/noun;heel/adj	3	gangbaar/adj;gezicht/noun;heel/adj	3	gangbaar/adj;gezicht/noun;heel/adj	3	een/det;gangbaar/adj;gezicht/noun;heel/adj;met/prep;plaats/prep	6	een/det;gangbaar/adj;gezicht/noun;heel/adj;met/prep;plaats/prep	6	een/det;gangbaar/adj;gezicht/noun;heel/adj;met/prep;plaats/prep	6
