filename	lemma	twcorpus	twppmi	twllr	twL	twR	socccorpus	soccppmi	soccllr	soccL	soccR	sample	tokenL	tokenR	stress
church.Semcor.ppmi3.ll0.COHA.ppmi1.ll0	church	Semcor	ppmi3	ll0	10	10	COHA	ppmi1	ll0	10	10	129	10	10	0.22375306588215
church.Semcor.ppmi3.ll0.COHA.ppmi1.ll1	church	Semcor	ppmi3	ll0	10	10	COHA	ppmi1	ll1	10	10	129	10	10	0.221734075199407
church.Semcor.ppmi3.ll0.COHA.ppmi2.ll0	church	Semcor	ppmi3	ll0	10	10	COHA	ppmi2	ll0	10	10	129	10	10	0.231567469419941
church.Semcor.ppmi3.ll0.COHA.ppmi2.ll1	church	Semcor	ppmi3	ll0	10	10	COHA	ppmi2	ll1	10	10	129	10	10	0.231170562208777
church.Semcor.ppmi3.ll0.Semcor.ppmi0.ll0	church	Semcor	ppmi3	ll0	10	10	Semcor	ppmi0	ll0	10	10	129	10	10	0.248649311087552
church.Semcor.ppmi3.ll0.Semcor.ppmi0.ll1	church	Semcor	ppmi3	ll0	10	10	Semcor	ppmi0	ll1	10	10	129	10	10	0.247334577363917
church.Semcor.ppmi3.ll0.Semcor.ppmi1.ll0	church	Semcor	ppmi3	ll0	10	10	Semcor	ppmi1	ll0	10	10	129	10	10	0.246766323534256
church.Semcor.ppmi3.ll0.Semcor.ppmi1.ll1	church	Semcor	ppmi3	ll0	10	10	Semcor	ppmi1	ll1	10	10	129	10	10	0.247173510455372
church.Semcor.ppmi3.ll0.Semcor.ppmi2.ll0	church	Semcor	ppmi3	ll0	10	10	Semcor	ppmi2	ll0	10	10	129	10	10	0.245194159239795
church.Semcor.ppmi3.ll0.Semcor.ppmi2.ll1	church	Semcor	ppmi3	ll0	10	10	Semcor	ppmi2	ll1	10	10	129	10	10	0.245194159239795
church.Semcor.ppmi3.ll1.COHA.ppmi0.ll0	church	Semcor	ppmi3	ll1	10	10	COHA	ppmi0	ll0	10	10	129	10	10	0.225516118920787
church.Semcor.ppmi3.ll1.COHA.ppmi0.ll1	church	Semcor	ppmi3	ll1	10	10	COHA	ppmi0	ll1	10	10	129	10	10	0.226574937298269
church.Semcor.ppmi3.ll1.COHA.ppmi1.ll0	church	Semcor	ppmi3	ll1	10	10	COHA	ppmi1	ll0	10	10	129	10	10	0.220595594849195
church.Semcor.ppmi3.ll1.COHA.ppmi1.ll1	church	Semcor	ppmi3	ll1	10	10	COHA	ppmi1	ll1	10	10	129	10	10	0.22567187354852
church.Semcor.ppmi3.ll1.COHA.ppmi2.ll0	church	Semcor	ppmi3	ll1	10	10	COHA	ppmi2	ll0	10	10	129	10	10	0.230352160397693
church.Semcor.ppmi3.ll1.COHA.ppmi2.ll1	church	Semcor	ppmi3	ll1	10	10	COHA	ppmi2	ll1	10	10	129	10	10	0.228880841433255
church.Semcor.ppmi3.ll1.Semcor.ppmi0.ll0	church	Semcor	ppmi3	ll1	10	10	Semcor	ppmi0	ll0	10	10	129	10	10	0.248052442368766
church.Semcor.ppmi3.ll1.Semcor.ppmi0.ll1	church	Semcor	ppmi3	ll1	10	10	Semcor	ppmi0	ll1	10	10	129	10	10	0.248590629953878
church.Semcor.ppmi3.ll1.Semcor.ppmi1.ll0	church	Semcor	ppmi3	ll1	10	10	Semcor	ppmi1	ll0	10	10	129	10	10	0.247557126238299
church.Semcor.ppmi3.ll1.Semcor.ppmi1.ll1	church	Semcor	ppmi3	ll1	10	10	Semcor	ppmi1	ll1	10	10	129	10	10	0.246430293499519
church.Semcor.ppmi3.ll1.Semcor.ppmi2.ll0	church	Semcor	ppmi3	ll1	10	10	Semcor	ppmi2	ll0	10	10	129	10	10	0.245194159239795
church.Semcor.ppmi3.ll1.Semcor.ppmi2.ll1	church	Semcor	ppmi3	ll1	10	10	Semcor	ppmi2	ll1	10	10	129	10	10	0.245194159239795
state.Semcor.ppmi0.ll0.COHA.ppmi0.ll0	state	Semcor	ppmi0	ll0	10	10	COHA	ppmi0	ll0	10	10	906	10	10	0.249088045405535
state.Semcor.ppmi0.ll0.COHA.ppmi0.ll1	state	Semcor	ppmi0	ll0	10	10	COHA	ppmi0	ll1	10	10	906	10	10	0.253039253836675
state.Semcor.ppmi0.ll0.COHA.ppmi1.ll0	state	Semcor	ppmi0	ll0	10	10	COHA	ppmi1	ll0	10	10	906	10	10	0.253788467031007
state.Semcor.ppmi0.ll0.COHA.ppmi1.ll1	state	Semcor	ppmi0	ll0	10	10	COHA	ppmi1	ll1	10	10	906	10	10	0.253511401466381
state.Semcor.ppmi0.ll0.COHA.ppmi2.ll0	state	Semcor	ppmi0	ll0	10	10	COHA	ppmi2	ll0	10	10	905	10	10	0.0982561284871978
state.Semcor.ppmi0.ll0.COHA.ppmi2.ll1	state	Semcor	ppmi0	ll0	10	10	COHA	ppmi2	ll1	10	10	905	10	10	0.0982536366205489
state.Semcor.ppmi0.ll0.Semcor.ppmi0.ll0	state	Semcor	ppmi0	ll0	10	10	Semcor	ppmi0	ll0	10	10	921	10	10	0.285620361081576
state.Semcor.ppmi0.ll0.Semcor.ppmi0.ll1	state	Semcor	ppmi0	ll0	10	10	Semcor	ppmi0	ll1	10	10	906	10	10	0.288806554598005
state.Semcor.ppmi0.ll0.Semcor.ppmi1.ll0	state	Semcor	ppmi0	ll0	10	10	Semcor	ppmi1	ll0	10	10	906	10	10	0.28970572363614
state.Semcor.ppmi0.ll0.Semcor.ppmi1.ll1	state	Semcor	ppmi0	ll0	10	10	Semcor	ppmi1	ll1	10	10	906	10	10	0.28970572363614
state.Semcor.ppmi0.ll0.Semcor.ppmi2.ll0	state	Semcor	ppmi0	ll0	10	10	Semcor	ppmi2	ll0	10	10	906	10	10	0.267988811721778
state.Semcor.ppmi0.ll0.Semcor.ppmi2.ll1	state	Semcor	ppmi0	ll0	10	10	Semcor	ppmi2	ll1	10	10	906	10	10	0.267965554746366
state.Semcor.ppmi0.ll1.COHA.ppmi0.ll0	state	Semcor	ppmi0	ll1	10	10	COHA	ppmi0	ll0	10	10	867	10	10	0.249710765888578
state.Semcor.ppmi0.ll1.COHA.ppmi0.ll1	state	Semcor	ppmi0	ll1	10	10	COHA	ppmi0	ll1	10	10	867	10	10	0.256641698561554
state.Semcor.ppmi0.ll1.COHA.ppmi1.ll0	state	Semcor	ppmi0	ll1	10	10	COHA	ppmi1	ll0	10	10	867	10	10	0.256267657423691
state.Semcor.ppmi0.ll1.COHA.ppmi1.ll1	state	Semcor	ppmi0	ll1	10	10	COHA	ppmi1	ll1	10	10	867	10	10	0.256300942734467
state.Semcor.ppmi0.ll1.COHA.ppmi2.ll0	state	Semcor	ppmi0	ll1	10	10	COHA	ppmi2	ll0	10	10	866	10	10	0.101127352128867
state.Semcor.ppmi0.ll1.COHA.ppmi2.ll1	state	Semcor	ppmi0	ll1	10	10	COHA	ppmi2	ll1	10	10	866	10	10	0.101128780711264
state.Semcor.ppmi0.ll1.Semcor.ppmi0.ll0	state	Semcor	ppmi0	ll1	10	10	Semcor	ppmi0	ll0	10	10	867	10	10	0.283734562223296
state.Semcor.ppmi0.ll1.Semcor.ppmi0.ll1	state	Semcor	ppmi0	ll1	10	10	Semcor	ppmi0	ll1	10	10	867	10	10	0.289599012310471
state.Semcor.ppmi0.ll1.Semcor.ppmi1.ll0	state	Semcor	ppmi0	ll1	10	10	Semcor	ppmi1	ll0	10	10	867	10	10	0.290249806731526
state.Semcor.ppmi0.ll1.Semcor.ppmi1.ll1	state	Semcor	ppmi0	ll1	10	10	Semcor	ppmi1	ll1	10	10	867	10	10	0.290338604107973
state.Semcor.ppmi0.ll1.Semcor.ppmi2.ll0	state	Semcor	ppmi0	ll1	10	10	Semcor	ppmi2	ll0	10	10	867	10	10	0.271627609001788
state.Semcor.ppmi0.ll1.Semcor.ppmi2.ll1	state	Semcor	ppmi0	ll1	10	10	Semcor	ppmi2	ll1	10	10	867	10	10	0.271658479677553
state.Semcor.ppmi1.ll0.COHA.ppmi0.ll0	state	Semcor	ppmi1	ll0	10	10	COHA	ppmi0	ll0	10	10	664	10	10	0.241326182691617
state.Semcor.ppmi1.ll0.COHA.ppmi0.ll1	state	Semcor	ppmi1	ll0	10	10	COHA	ppmi0	ll1	10	10	664	10	10	0.249492850644012
state.Semcor.ppmi1.ll0.COHA.ppmi1.ll0	state	Semcor	ppmi1	ll0	10	10	COHA	ppmi1	ll0	10	10	664	10	10	0.251411488878311
state.Semcor.ppmi1.ll0.COHA.ppmi1.ll1	state	Semcor	ppmi1	ll0	10	10	COHA	ppmi1	ll1	10	10	664	10	10	0.251583528690126
state.Semcor.ppmi1.ll0.COHA.ppmi2.ll0	state	Semcor	ppmi1	ll0	10	10	COHA	ppmi2	ll0	10	10	664	10	10	0.263452994320211
state.Semcor.ppmi1.ll0.COHA.ppmi2.ll1	state	Semcor	ppmi1	ll0	10	10	COHA	ppmi2	ll1	10	10	664	10	10	0.263364293945426
state.Semcor.ppmi1.ll0.Semcor.ppmi0.ll0	state	Semcor	ppmi1	ll0	10	10	Semcor	ppmi0	ll0	10	10	664	10	10	0.294420718130358
state.Semcor.ppmi1.ll0.Semcor.ppmi0.ll1	state	Semcor	ppmi1	ll0	10	10	Semcor	ppmi0	ll1	10	10	664	10	10	0.29626207797017
state.Semcor.ppmi1.ll0.Semcor.ppmi1.ll0	state	Semcor	ppmi1	ll0	10	10	Semcor	ppmi1	ll0	10	10	664	10	10	0.29529732863319
state.Semcor.ppmi1.ll0.Semcor.ppmi1.ll1	state	Semcor	ppmi1	ll0	10	10	Semcor	ppmi1	ll1	10	10	664	10	10	0.295675129835432
state.Semcor.ppmi1.ll0.Semcor.ppmi2.ll0	state	Semcor	ppmi1	ll0	10	10	Semcor	ppmi2	ll0	10	10	664	10	10	0.303141137056635
state.Semcor.ppmi1.ll0.Semcor.ppmi2.ll1	state	Semcor	ppmi1	ll0	10	10	Semcor	ppmi2	ll1	10	10	664	10	10	0.30382121446189
state.Semcor.ppmi1.ll1.COHA.ppmi0.ll0	state	Semcor	ppmi1	ll1	10	10	COHA	ppmi0	ll0	10	10	657	10	10	0.243649947551268
state.Semcor.ppmi1.ll1.COHA.ppmi0.ll1	state	Semcor	ppmi1	ll1	10	10	COHA	ppmi0	ll1	10	10	657	10	10	0.251093155295089
state.Semcor.ppmi1.ll1.COHA.ppmi1.ll0	state	Semcor	ppmi1	ll1	10	10	COHA	ppmi1	ll0	10	10	657	10	10	0.252857021702222
state.Semcor.ppmi1.ll1.COHA.ppmi1.ll1	state	Semcor	ppmi1	ll1	10	10	COHA	ppmi1	ll1	10	10	657	10	10	0.253621292013464
state.Semcor.ppmi1.ll1.COHA.ppmi2.ll0	state	Semcor	ppmi1	ll1	10	10	COHA	ppmi2	ll0	10	10	657	10	10	0.264276481705816
state.Semcor.ppmi1.ll1.COHA.ppmi2.ll1	state	Semcor	ppmi1	ll1	10	10	COHA	ppmi2	ll1	10	10	657	10	10	0.264337933832565
