_id	_cws.stof.foc10.nav.ppmi_weight.bound	_count.stof.foc10.nav.ppmi_weight.bound	_cws.stof.foc10.nav.ppmi_sel.bound	_count.stof.foc10.nav.ppmi_sel.bound	_cws.stof.foc10.nav.no_ppmi.bound	_count.stof.foc10.nav.no_ppmi.bound	_cws.stof.foc10.all.ppmi_weight.bound	_count.stof.foc10.all.ppmi_weight.bound	_cws.stof.foc10.all.ppmi_sel.bound	_count.stof.foc10.all.ppmi_sel.bound	_cws.stof.foc10.all.no_ppmi.bound	_count.stof.foc10.all.no_ppmi.bound	_cws.stof.foc5.nav.ppmi_weight.bound	_count.stof.foc5.nav.ppmi_weight.bound	_cws.stof.foc5.nav.ppmi_sel.bound	_count.stof.foc5.nav.ppmi_sel.bound	_cws.stof.foc5.nav.no_ppmi.bound	_count.stof.foc5.nav.no_ppmi.bound	_cws.stof.foc5.all.ppmi_weight.bound	_count.stof.foc5.all.ppmi_weight.bound	_cws.stof.foc5.all.ppmi_sel.bound	_count.stof.foc5.all.ppmi_sel.bound	_cws.stof.foc5.all.no_ppmi.bound	_count.stof.foc5.all.no_ppmi.bound
stof/noun/de_standaard_20000425_01_106/266	bied/verb;interpretatie/noun;puriteins/adj;speculatie/noun	4	bied/verb;interpretatie/noun;puriteins/adj;speculatie/noun	4	Amerikaan/noun;bied/verb;interpretatie/noun;leven/noun;puriteins/adj;speculatie/noun;werk/noun	7	allerlei/det;bied/verb;de/det;die/pron;interpretatie/noun;puriteins/adj;speculatie/noun;voor/prep	8	allerlei/det;bied/verb;de/det;die/pron;interpretatie/noun;puriteins/adj;speculatie/noun;voor/prep	8	Amerikaan/noun;allerlei/det;bied/verb;de/det;die/pron;interpretatie/noun;leven/noun;puriteins/adj;speculatie/noun;voor/prep;werk/noun;zijn/det	12	bied/verb;puriteins/adj;speculatie/noun	3	bied/verb;puriteins/adj;speculatie/noun	3	Amerikaan/noun;bied/verb;puriteins/adj;speculatie/noun	4	allerlei/det;bied/verb;de/det;die/pron;puriteins/adj;speculatie/noun;voor/prep	7	allerlei/det;bied/verb;de/det;die/pron;puriteins/adj;speculatie/noun;voor/prep	7	Amerikaan/noun;allerlei/det;bied/verb;de/det;die/pron;puriteins/adj;speculatie/noun;voor/prep	8
stof/noun/het_laatste_nieuws_20010906_01_464/76	doe/verb;enorm/adj;veel/adj;waai_op/verb	4	doe/verb;enorm/adj;veel/adj;waai_op/verb	4	doe/verb;enorm/adj;uitspraak/noun;veel/adj;waai_op/verb	5	doe/verb;een/det;enorm/adj;het/det;van/prep;veel/adj;waai_op/verb	7	doe/verb;een/det;enorm/adj;het/det;van/prep;veel/adj;waai_op/verb	7	doe/verb;een/det;enorm/adj;het/det;nog/adv;uitspraak/noun;van/prep;veel/adj;waai_op/verb	9	enorm/adj;veel/adj;waai_op/verb	3	enorm/adj;veel/adj;waai_op/verb	3	enorm/adj;veel/adj;waai_op/verb	3	enorm/adj;veel/adj;waai_op/verb	3	enorm/adj;veel/adj;waai_op/verb	3	enorm/adj;nog/adv;veel/adj;waai_op/verb	4
stof/noun/het_laatste_nieuws_20000927_01_212/212	bevat/verb;gezondheid/noun;tapijt/noun	3	bevat/verb;gezondheid/noun;tapijt/noun	3	bevat/verb;geef_weg/verb;gezondheid/noun;tapijt/noun	4	bevat/verb;een/det;gezondheid/noun;tapijt/noun;teveel/det;voor/prep;weg/part;ze/pron	8	bevat/verb;een/det;gezondheid/noun;tapijt/noun;teveel/det;voor/prep;weg/part;ze/pron	8	bevat/verb;dan/adv;een/det;geef_weg/verb;gezondheid/noun;tapijt/noun;teveel/det;u/pron;voor/prep;weg/part;ze/pron	11	bevat/verb;tapijt/noun	2	bevat/verb;tapijt/noun	2	bevat/verb;geef_weg/verb;tapijt/noun	3	bevat/verb;een/det;tapijt/noun;teveel/det;voor/prep	5	bevat/verb;een/det;tapijt/noun;teveel/det;voor/prep	5	bevat/verb;een/det;geef_weg/verb;tapijt/noun;teveel/det;u/pron;voor/prep	7
stof/noun/het_laatste_nieuws_20020606_01_397/1297	elektriciteit/noun;laad_op/verb;statisch/adj;trek_aan/verb	4	elektriciteit/noun;laad_op/verb;statisch/adj;trek_aan/verb	4	elektriciteit/noun;laad_op/verb;statisch/adj;trek_aan/verb	4	aan/part;dus/adv;elektriciteit/noun;geen/det;het/det;laad_op/verb;op/part;statisch/adj;trek_aan/verb	9	aan/part;dus/adv;elektriciteit/noun;geen/det;het/det;laad_op/verb;op/part;statisch/adj;trek_aan/verb	9	aan/part;dus/adv;elektriciteit/noun;geen/det;het/det;laad_op/verb;op/part;statisch/adj;trek_aan/verb	9	trek_aan/verb	1	trek_aan/verb	1	trek_aan/verb	1	aan/part;dus/adv;geen/det;het/det;trek_aan/verb	5	aan/part;dus/adv;geen/det;het/det;trek_aan/verb	5	aan/part;dus/adv;geen/det;het/det;trek_aan/verb	5
stof/noun/het_laatste_nieuws_20000904_01_190/472	ander/adj;bescherm/verb;huid/noun;schadelijk/adj;zon/noun	5	ander/adj;bescherm/verb;huid/noun;schadelijk/adj;zon/noun	5	ander/adj;bescherm/verb;huid/noun;schadelijk/adj;zon/noun	5	ander/adj;bescherm/verb;de/det;huid/noun;schadelijk/adj;u/det;zon/noun	7	ander/adj;bescherm/verb;de/det;huid/noun;schadelijk/adj;u/det;zon/noun	7	ander/adj;bescherm/verb;de/det;huid/noun;schadelijk/adj;tegen/prep;u/det;zon/noun	8	ander/adj;schadelijk/adj;zon/noun	3	ander/adj;schadelijk/adj;zon/noun	3	ander/adj;schadelijk/adj;zon/noun	3	ander/adj;de/det;schadelijk/adj;zon/noun	4	ander/adj;de/det;schadelijk/adj;zon/noun	4	ander/adj;de/det;schadelijk/adj;zon/noun	4
stof/noun/het_laatste_nieuws_20030908_01_220/369	ben/verb;kort/adj	2	ben/verb;kort/adj	2	ben/verb;duidelijk/adj;e/noun;eerder/adj;kort/adj	5	ben/verb;kort/adj;van/prep	3	ben/verb;kort/adj;van/prep	3	ben/verb;duidelijk/adj;e/noun;eerder/adj;kort/adj;maar/adv;van/prep	7	ben/verb;kort/adj	2	ben/verb;kort/adj	2	ben/verb;duidelijk/adj;e/noun;eerder/adj;kort/adj	5	ben/verb;kort/adj;van/prep	3	ben/verb;kort/adj;van/prep	3	ben/verb;duidelijk/adj;e/noun;eerder/adj;kort/adj;maar/adv;van/prep	7
stof/noun/het_laatste_nieuws_20020305_01_367/56	normaal/adj;ontdek/verb;werking/noun	3	normaal/adj;ontdek/verb;werking/noun	3	befaamd/adj;heb/verb;normaal/adj;ontdek/verb;werking/noun	5	de/det;die/pron;een/det;genoemd/prep;het/det;in/prep;normaal/adj;ontdek/verb;van/prep;werking/noun	10	de/det;die/pron;een/det;genoemd/prep;het/det;in/prep;normaal/adj;ontdek/verb;van/prep;werking/noun	10	befaamd/adj;de/det;die/pron;een/det;genoemd/prep;heb/verb;het/det;in/prep;normaal/adj;ontdek/verb;van/prep;werking/noun	12	ontdek/verb	1	ontdek/verb	1	heb/verb;ontdek/verb	2	een/det;genoemd/prep;ontdek/verb	3	een/det;genoemd/prep;ontdek/verb	3	een/det;genoemd/prep;heb/verb;ontdek/verb	4
stof/noun/het_laatste_nieuws_20000429_01_527/102	decoratief/adj;design/noun;hout/noun;kleur/noun;staal_DIM/noun;steen/noun;vernuft/noun	7	decoratief/adj;design/noun;hout/noun;kleur/noun;staal_DIM/noun;steen/noun;vernuft/noun	7	decoratief/adj;design/noun;hout/noun;kleur/noun;staal_DIM/noun;steen/noun;vermag/verb;vernuft/noun	8	decoratief/adj;design/noun;hout/noun;kleur/noun;met/prep;staal_DIM/noun;steen/noun;van/prep;vernuft/noun;zoal/adv	10	decoratief/adj;design/noun;hout/noun;kleur/noun;met/prep;staal_DIM/noun;steen/noun;van/prep;vernuft/noun;zoal/adv	10	decoratief/adj;design/noun;hout/noun;kleur/noun;met/prep;staal_DIM/noun;steen/noun;van/prep;vermag/verb;vernuft/noun;wat/pron;zoal/adv	12	design/noun;kleur/noun;steen/noun	3	design/noun;kleur/noun;steen/noun	3	design/noun;kleur/noun;steen/noun;vermag/verb	4	design/noun;kleur/noun;met/prep;steen/noun;zoal/adv	5	design/noun;kleur/noun;met/prep;steen/noun;zoal/adv	5	design/noun;kleur/noun;met/prep;steen/noun;vermag/verb;zoal/adv	6
stof/noun/het_laatste_nieuws_20040805_01_15/34	gevaarlijk/adj	1	gevaarlijk/adj	1	gevaarlijk/adj;officier/noun;opleiding/noun;regionaal/adj;volg/verb	5	de/det;gevaarlijk/adj;in/prep;tot/prep;van/prep	5	de/det;gevaarlijk/adj;in/prep;tot/prep;van/prep	5	de/det;gevaarlijk/adj;in/prep;officier/noun;opleiding/noun;regionaal/adj;tot/prep;van/prep;volg/verb	9	gevaarlijk/adj	1	gevaarlijk/adj	1	gevaarlijk/adj;officier/noun;regionaal/adj;volg/verb	4	gevaarlijk/adj;van/prep	2	gevaarlijk/adj;van/prep	2	gevaarlijk/adj;officier/noun;regionaal/adj;van/prep;volg/verb	5
stof/noun/het_laatste_nieuws_20040908_01_575/85	kankerverwekkend/adj;stel_bloot/verb;word/verb	3	kankerverwekkend/adj;stel_bloot/verb;word/verb	3	kankerverwekkend/adj;mag/verb;stel/verb;stel_bloot/verb;wil/noun;word/verb	6	de/det;kankerverwekkend/adj;stel_bloot/verb;word/verb	4	de/det;kankerverwekkend/adj;stel_bloot/verb;word/verb	4	aan/prep;buiten/prep;de/det;kankerverwekkend/adj;mag/verb;niemand/pron;stel/verb;stel_bloot/verb;wil/noun;word/verb;zijn/det	11	kankerverwekkend/adj;stel_bloot/verb;word/verb	3	kankerverwekkend/adj;stel_bloot/verb;word/verb	3	kankerverwekkend/adj;stel/verb;stel_bloot/verb;wil/noun;word/verb	5	de/det;kankerverwekkend/adj;stel_bloot/verb;word/verb	4	de/det;kankerverwekkend/adj;stel_bloot/verb;word/verb	4	aan/prep;de/det;kankerverwekkend/adj;stel/verb;stel_bloot/verb;wil/noun;word/verb	7
stof/noun/het_laatste_nieuws_19990517_01_379/571	uitgekiend/adj	1	uitgekiend/adj	1	commercieel/adj;ploeg/noun;uitgekiend/adj;verrijs/verb	4	de/det;een/det;het/det;met/prep;uit/prep;uitgekiend/adj;van/prep	7	de/det;een/det;het/det;met/prep;uit/prep;uitgekiend/adj;van/prep	7	commercieel/adj;de/det;een/det;het/det;met/prep;ploeg/noun;uit/prep;uitgekiend/adj;van/prep;verrijs/verb	10		0		0	verrijs/verb	1	de/det;het/det;uit/prep;van/prep	4	de/det;het/det;uit/prep;van/prep	4	de/det;het/det;uit/prep;van/prep;verrijs/verb	5
stof/noun/het_laatste_nieuws_20030808_01_245/103	aantal/noun;meter/noun	2	aantal/noun;meter/noun	2	aantal/noun;meter/noun	2	aantal/noun;meter/noun	2	aantal/noun;meter/noun	2	aantal/noun;meter/noun	2	aantal/noun;meter/noun	2	aantal/noun;meter/noun	2	aantal/noun;meter/noun	2	aantal/noun;meter/noun	2	aantal/noun;meter/noun	2	aantal/noun;meter/noun	2
stof/noun/het_laatste_nieuws_20000905_01_148/85	bevang/verb;chemisch/adj;lek/verb;tank/noun;tank_wagen/noun;word/verb	6	bevang/verb;chemisch/adj;lek/verb;tank/noun;tank_wagen/noun;word/verb	6	bestuurder/noun;bevang/verb;chemisch/adj;lek/verb;tank/noun;tank_wagen/noun;word/verb	7	bevang/verb;chemisch/adj;de/det;die/pron;door/prep;lek/verb;tank/noun;tank_wagen/noun;uit/prep;van/prep;word/verb	11	bevang/verb;chemisch/adj;de/det;die/pron;door/prep;lek/verb;tank/noun;tank_wagen/noun;uit/prep;van/prep;word/verb	11	bestuurder/noun;bevang/verb;chemisch/adj;de/det;die/pron;door/prep;lek/verb;tank/noun;tank_wagen/noun;uit/prep;van/prep;word/verb	12	bevang/verb;chemisch/adj;lek/verb;tank/noun;tank_wagen/noun;word/verb	6	bevang/verb;chemisch/adj;lek/verb;tank/noun;tank_wagen/noun;word/verb	6	bevang/verb;chemisch/adj;lek/verb;tank/noun;tank_wagen/noun;word/verb	6	bevang/verb;chemisch/adj;de/det;die/pron;door/prep;lek/verb;tank/noun;tank_wagen/noun;uit/prep;word/verb	10	bevang/verb;chemisch/adj;de/det;die/pron;door/prep;lek/verb;tank/noun;tank_wagen/noun;uit/prep;word/verb	10	bevang/verb;chemisch/adj;de/det;die/pron;door/prep;lek/verb;tank/noun;tank_wagen/noun;uit/prep;word/verb	10
stof/noun/het_laatste_nieuws_20010119_01_188/119	bodem/noun;neem_op/verb;vervuild/adj;vis/noun	4	bodem/noun;neem_op/verb;vervuild/adj;vis/noun	4	bodem/noun;leef/verb;neem_op/verb;snel/adj;vervuild/adj;vis/noun	6	bijgevolg/adv;bodem/noun;de/det;die/det;die/pron;neem_op/verb;op/part;uit/prep;vervuild/adj;vis/noun	10	bijgevolg/adv;bodem/noun;de/det;die/det;die/pron;neem_op/verb;op/part;uit/prep;vervuild/adj;vis/noun	10	bijgevolg/adv;bodem/noun;de/det;die/det;die/pron;leef/verb;neem_op/verb;op/part;op/prep;snel/adj;uit/prep;vervuild/adj;vis/noun	13	bodem/noun;neem_op/verb;vervuild/adj	3	bodem/noun;neem_op/verb;vervuild/adj	3	bodem/noun;leef/verb;neem_op/verb;snel/adj;vervuild/adj	5	bijgevolg/adv;bodem/noun;de/det;die/det;neem_op/verb;uit/prep;vervuild/adj	7	bijgevolg/adv;bodem/noun;de/det;die/det;neem_op/verb;uit/prep;vervuild/adj	7	bijgevolg/adv;bodem/noun;de/det;die/det;leef/verb;neem_op/verb;snel/adj;uit/prep;vervuild/adj	9
stof/noun/het_laatste_nieuws_20040706_01_664/365	ben/verb;haal/verb	2	ben/verb;haal/verb	2	Frans/adj;ben/verb;haal/verb	3	ben/verb;er/adv;haal/verb;het/det;vanonder/prep	5	ben/verb;er/adv;haal/verb;het/det;vanonder/prep	5	Frans/adj;al/adv;ben/verb;er/adv;haal/verb;het/det;nu/adv;vanonder/prep	8	haal/verb	1	haal/verb	1	Frans/adj;haal/verb	2	haal/verb;het/det;vanonder/prep	3	haal/verb;het/det;vanonder/prep	3	Frans/adj;haal/verb;het/det;vanonder/prep	4
stof/noun/het_laatste_nieuws_20020627_01_405/14	modehuis/noun;nodig/adj;ontwerper/noun;veel/adj	4	modehuis/noun;nodig/adj;ontwerper/noun;veel/adj	4	heb/verb;modehuis/noun;nodig/adj;ontwerper/noun;veel/adj	5	de/det;het/det;modehuis/noun;nodig/adj;ontwerper/noun;van/prep;veel/adj;voor/prep	8	de/det;het/det;modehuis/noun;nodig/adj;ontwerper/noun;van/prep;veel/adj;voor/prep	8	de/det;heb/verb;het/det;modehuis/noun;niet/adv;nodig/adj;ontwerper/noun;van/prep;veel/adj;voor/prep	10	ontwerper/noun;veel/adj	2	ontwerper/noun;veel/adj	2	heb/verb;ontwerper/noun;veel/adj	3	de/det;het/det;ontwerper/noun;van/prep;veel/adj	5	de/det;het/det;ontwerper/noun;van/prep;veel/adj	5	de/det;heb/verb;het/det;ontwerper/noun;van/prep;veel/adj	6
stof/noun/het_laatste_nieuws_19990903_01_364/196	hang_op/verb;lap/noun;mooi/adj;stoel/noun	4	hang_op/verb;lap/noun;mooi/adj;stoel/noun	4	groot/adj;hang_op/verb;lap/noun;mooi/adj;stoel/noun	5	de/det;die/pron;een/det;er/adv;hang_op/verb;heen/part;je/pron;lap/noun;mooi/adj;om/prep;op/part;stoel/noun	12	de/det;die/pron;een/det;er/adv;hang_op/verb;heen/part;je/pron;lap/noun;mooi/adj;om/prep;op/part;stoel/noun	12	de/det;die/pron;een/det;er/adv;groot/adj;hang_op/verb;heen/part;je/pron;lap/noun;mooi/adj;om/prep;op/part;stoel/noun	13	lap/noun;stoel/noun	2	lap/noun;stoel/noun	2	groot/adj;lap/noun;stoel/noun	3	de/det;die/pron;een/det;je/pron;lap/noun;om/prep;stoel/noun	7	de/det;die/pron;een/det;je/pron;lap/noun;om/prep;stoel/noun	7	de/det;die/pron;een/det;groot/adj;je/pron;lap/noun;om/prep;stoel/noun	8
stof/noun/het_laatste_nieuws_20020205_01_283/183	deel/noun;doe/verb;soort/noun;vul/verb;wol/noun	5	deel/noun;doe/verb;soort/noun;vul/verb;wol/noun	5	deel/noun;doe/verb;moet_op/verb;soort/noun;vul/verb;werk/noun;wol/noun	7	de/det;deel/noun;doe/verb;een/det;het/det;met/prep;op/part;soort/noun;van/prep;vul/verb;wol/noun	11	de/det;deel/noun;doe/verb;een/det;het/det;met/prep;op/part;soort/noun;van/prep;vul/verb;wol/noun	11	de/det;deel/noun;doe/verb;een/det;het/det;met/prep;moet_op/verb;op/part;soort/noun;van/prep;vul/verb;werk/noun;wij/pron;wol/noun	14	vul/verb	1	vul/verb	1	moet_op/verb;vul/verb;werk/noun	3	de/det;een/det;met/prep;op/part;vul/verb	5	de/det;een/det;met/prep;op/part;vul/verb	5	de/det;een/det;met/prep;moet_op/verb;op/part;vul/verb;werk/noun;wij/pron	8
stof/noun/het_laatste_nieuws_20030818_01_34/69	bepaald/adj;enkel/adj;kan/verb;leven_middel/noun;spoor_op/verb;test/noun	6	bepaald/adj;enkel/adj;kan/verb;leven_middel/noun;spoor_op/verb;test/noun	6	bepaald/adj;enkel/adj;gebeur/verb;kan/verb;leven_middel/noun;spoor_op/verb;test/noun	7	bepaald/adj;bij/prep;een/det;enkel/adj;enkel/det;in/prep;kan/verb;leven_middel/noun;op/part;spoor_op/verb;test/noun	11	bepaald/adj;bij/prep;een/det;enkel/adj;enkel/det;in/prep;kan/verb;leven_middel/noun;op/part;spoor_op/verb;test/noun	11	bepaald/adj;bij/prep;een/det;enkel/adj;enkel/det;gebeur/verb;in/prep;kan/verb;leven_middel/noun;op/part;spoor_op/verb;test/noun	12	bepaald/adj;leven_middel/noun;spoor_op/verb;test/noun	4	bepaald/adj;leven_middel/noun;spoor_op/verb;test/noun	4	bepaald/adj;leven_middel/noun;spoor_op/verb;test/noun	4	bepaald/adj;enkel/det;in/prep;leven_middel/noun;op/part;spoor_op/verb;test/noun	7	bepaald/adj;enkel/det;in/prep;leven_middel/noun;op/part;spoor_op/verb;test/noun	7	bepaald/adj;enkel/det;in/prep;leven_middel/noun;op/part;spoor_op/verb;test/noun	7
stof/noun/het_laatste_nieuws_20031128_01_1/23	gevaarlijk/adj;los/adj	2	gevaarlijk/adj;los/adj	2	aanhang_wagen/noun;botsing/noun;gevaarlijk/adj;los/adj	4	gevaarlijk/adj;los/adj;met/prep	3	gevaarlijk/adj;los/adj;met/prep	3	aanhang_wagen/noun;botsing/noun;gevaarlijk/adj;los/adj;met/prep;na/prep	6	gevaarlijk/adj;los/adj	2	gevaarlijk/adj;los/adj	2	aanhang_wagen/noun;botsing/noun;gevaarlijk/adj;los/adj	4	gevaarlijk/adj;los/adj;met/prep	3	gevaarlijk/adj;los/adj;met/prep	3	aanhang_wagen/noun;botsing/noun;gevaarlijk/adj;los/adj;met/prep;na/prep	6
stof/noun/het_laatste_nieuws_20010911_01_133/205		0		0	heb/verb;jaar/noun;kasteel/noun;kom/adj	4	de/det;enkel/det;genoeg/adv;voor/prep	4	de/det;enkel/det;genoeg/adv;voor/prep	4	de/det;enkel/det;genoeg/adv;heb/verb;jaar/noun;kasteel/noun;kom/adj;nog/adv;voor/prep;we/pron	10		0		0	heb/verb;jaar/noun;kom/adj	3	de/det;genoeg/adv;voor/prep	3	de/det;genoeg/adv;voor/prep	3	de/det;genoeg/adv;heb/verb;jaar/noun;kom/adj;nog/adv;voor/prep;we/pron	8
stof/noun/het_laatste_nieuws_20030820_01_5/37	beland/verb;ben/verb;giftig/adj;vat/noun	4	beland/verb;ben/verb;giftig/adj;vat/noun	4	beland/verb;ben/verb;giftig/adj;vat/noun	4	beland/verb;ben/verb;de/det;een/det;giftig/adj;het/det;in/prep;met/prep;vat/noun	9	beland/verb;ben/verb;de/det;een/det;giftig/adj;het/det;in/prep;met/prep;vat/noun	9	aan/prep;beland/verb;ben/verb;de/det;een/det;giftig/adj;gisterenmiddag/adv;het/det;in/prep;met/prep;vat/noun	11	beland/verb;giftig/adj;vat/noun	3	beland/verb;giftig/adj;vat/noun	3	beland/verb;giftig/adj;vat/noun	3	beland/verb;de/det;een/det;giftig/adj;in/prep;met/prep;vat/noun	7	beland/verb;de/det;een/det;giftig/adj;in/prep;met/prep;vat/noun	7	beland/verb;de/det;een/det;giftig/adj;in/prep;met/prep;vat/noun	7
stof/noun/het_laatste_nieuws_19990508_01_376/1489	ben/verb;gezicht/noun;pikzwart/adj;word/verb	4	ben/verb;gezicht/noun;pikzwart/adj;word/verb	4	ben/verb;gezicht/noun;pikzwart/adj;word/verb	4	ben/verb;dat/pron;gezicht/noun;het/det;pikzwart/adj;van/prep;word/verb	7	ben/verb;dat/pron;gezicht/noun;het/det;pikzwart/adj;van/prep;word/verb	7	ben/verb;dat/pron;gezicht/noun;het/det;hun/det;pikzwart/adj;van/prep;word/verb	8	ben/verb;pikzwart/adj;word/verb	3	ben/verb;pikzwart/adj;word/verb	3	ben/verb;pikzwart/adj;word/verb	3	ben/verb;dat/pron;het/det;pikzwart/adj;van/prep;word/verb	6	ben/verb;dat/pron;het/det;pikzwart/adj;van/prep;word/verb	6	ben/verb;dat/pron;het/det;pikzwart/adj;van/prep;word/verb	6
stof/noun/het_laatste_nieuws_20020618_01_334/131	lig/verb;pleister_werk/noun;tafel/noun;wit/adj	4	lig/verb;pleister_werk/noun;tafel/noun;wit/adj	4	lig/verb;merk/verb;namiddag/noun;pleister_werk/noun;tafel/noun;twee/noun;uur/noun;wit/adj	8	de/det;er/adv;het/det;in/prep;lig/verb;pleister_werk/noun;tafel/noun;wit/adj	8	de/det;er/adv;het/det;in/prep;lig/verb;pleister_werk/noun;tafel/noun;wit/adj	8	al/adv;de/det;er/adv;het/det;in/prep;lig/verb;merk/verb;namiddag/noun;op/prep;pleister_werk/noun;tafel/noun;twee/noun;uur/noun;wit/adj	14	lig/verb;tafel/noun;wit/adj	3	lig/verb;tafel/noun;wit/adj	3	lig/verb;merk/verb;tafel/noun;wit/adj	4	de/det;er/adv;lig/verb;tafel/noun;wit/adj	5	de/det;er/adv;lig/verb;tafel/noun;wit/adj	5	al/adv;de/det;er/adv;lig/verb;merk/verb;op/prep;tafel/noun;wit/adj	8
stof/noun/het_laatste_nieuws_20000512_01_41/98	afbeelding/noun;ben/verb;deken/noun;klein/adj;maak/verb;naai/verb;stuk_DIM/noun;vaak/adj	8	afbeelding/noun;ben/verb;deken/noun;klein/adj;maak/verb;naai/verb;stuk_DIM/noun;vaak/adj	8	afbeelding/noun;ben/verb;deken/noun;klein/adj;maak/verb;naai/verb;stuk_DIM/noun;vaak/adj	8	afbeelding/noun;ben/verb;deken/noun;die/pron;een/det;elkaar/pron;klein/adj;maak/verb;met/prep;naai/verb;stuk_DIM/noun;uit/prep;vaak/adj	13	afbeelding/noun;ben/verb;deken/noun;die/pron;een/det;elkaar/pron;klein/adj;maak/verb;met/prep;naai/verb;stuk_DIM/noun;uit/prep;vaak/adj	13	aan/prep;afbeelding/noun;ben/verb;deken/noun;die/pron;een/det;elkaar/pron;klein/adj;maak/verb;met/prep;naai/verb;stuk_DIM/noun;uit/prep;vaak/adj	14	afbeelding/noun;ben/verb;klein/adj;maak/verb;stuk_DIM/noun;vaak/adj	6	afbeelding/noun;ben/verb;klein/adj;maak/verb;stuk_DIM/noun;vaak/adj	6	afbeelding/noun;ben/verb;klein/adj;maak/verb;stuk_DIM/noun;vaak/adj	6	afbeelding/noun;ben/verb;een/det;klein/adj;maak/verb;met/prep;stuk_DIM/noun;uit/prep;vaak/adj	9	afbeelding/noun;ben/verb;een/det;klein/adj;maak/verb;met/prep;stuk_DIM/noun;uit/prep;vaak/adj	9	afbeelding/noun;ben/verb;een/det;klein/adj;maak/verb;met/prep;stuk_DIM/noun;uit/prep;vaak/adj	9
stof/noun/het_laatste_nieuws_20020115_01_386/516	kan/verb;sterk/adj;vereenvoudigd/adj;zorg/verb	4	kan/verb;sterk/adj;vereenvoudigd/adj;zorg/verb	4	goed/adj;kan/verb;stel/verb;sterk/adj;vereenvoudigd/adj;voel/verb;zal/verb;zorg/verb	8	die/det;je/pron;kan/verb;sterk/adj;vereenvoudigd/adj;zorg/verb	6	die/det;je/pron;kan/verb;sterk/adj;vereenvoudigd/adj;zorg/verb	6	die/det;goed/adj;je/pron;kan/verb;stel/verb;sterk/adj;vereenvoudigd/adj;voel/verb;zal/verb;zorg/verb	10	kan/verb;zorg/verb	2	kan/verb;zorg/verb	2	kan/verb;stel/verb;zorg/verb	3	die/det;je/pron;kan/verb;zorg/verb	4	die/det;je/pron;kan/verb;zorg/verb	4	die/det;je/pron;kan/verb;stel/verb;zorg/verb	5
stof/noun/het_laatste_nieuws_20030709_01_28/522	ben/verb;ijzeren/adj;lawaai/noun	3	ben/verb;ijzeren/adj;lawaai/noun	3	ben/verb;huis/noun;ijzeren/adj;lawaai/noun;spreek/verb;sta/verb	6	ben/verb;de/det;die/pron;het/det;ijzeren/adj;lawaai/noun;ook/adv;voor/prep	8	ben/verb;de/det;die/pron;het/det;ijzeren/adj;lawaai/noun;ook/adv;voor/prep	8	ben/verb;de/det;die/pron;het/det;huis/noun;hun/det;ijzeren/adj;lawaai/noun;niet/adv;ook/adv;over/prep;spreek/verb;sta/verb;voor/prep	14	ijzeren/adj;lawaai/noun	2	ijzeren/adj;lawaai/noun	2	ijzeren/adj;lawaai/noun	2	de/det;die/pron;het/det;ijzeren/adj;lawaai/noun	5	de/det;die/pron;het/det;ijzeren/adj;lawaai/noun	5	de/det;die/pron;het/det;ijzeren/adj;lawaai/noun;over/prep	6
stof/noun/het_laatste_nieuws_20020912_01_153/137	lap_DIM/noun;word/verb	2	lap_DIM/noun;word/verb	2	kind/noun;lap_DIM/noun;signeer/verb;word/verb	4	de/det;door/prep;lap_DIM/noun;word/verb	4	de/det;door/prep;lap_DIM/noun;word/verb	4	de/det;door/prep;kind/noun;lap_DIM/noun;signeer/verb;word/verb	6	lap_DIM/noun;word/verb	2	lap_DIM/noun;word/verb	2	kind/noun;lap_DIM/noun;signeer/verb;word/verb	4	de/det;door/prep;lap_DIM/noun;word/verb	4	de/det;door/prep;lap_DIM/noun;word/verb	4	de/det;door/prep;kind/noun;lap_DIM/noun;signeer/verb;word/verb	6
stof/noun/het_laatste_nieuws_20010927_01_260/208	ben/verb;boeiend/adj;toekenning/noun;wild_card/noun	4	ben/verb;boeiend/adj;toekenning/noun;wild_card/noun	4	ben/verb;boeiend/adj;gesprek/noun;toekenning/noun;wild_card/noun	5	ben/verb;boeiend/adj;de/det;toekenning/noun;van/prep;voor/prep;wild_card/noun	7	ben/verb;boeiend/adj;de/det;toekenning/noun;van/prep;voor/prep;wild_card/noun	7	alvast/adv;ben/verb;boeiend/adj;de/det;gesprek/noun;toekenning/noun;van/prep;voor/prep;wild_card/noun	9	ben/verb;boeiend/adj;wild_card/noun	3	ben/verb;boeiend/adj;wild_card/noun	3	ben/verb;boeiend/adj;gesprek/noun;wild_card/noun	4	ben/verb;boeiend/adj;de/det;voor/prep;wild_card/noun	5	ben/verb;boeiend/adj;de/det;voor/prep;wild_card/noun	5	alvast/adv;ben/verb;boeiend/adj;de/det;gesprek/noun;voor/prep;wild_card/noun	7
