_model	model.x	model.y	foc_boundaries	foc_foc_pos	foc_foc_win	foc_ppmi	foc_context_words	foc_minimum_features	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress
hoopvol.foc10.nav.selection.bound.min1.soc10.nav.FOC	-0.010227050786682939	-0.19733409203101002	bound	nav	10_10	selection	492	1	FOC	492	nav	10_10	233	hoopvol	0.27188370361654285
hoopvol.foc10.nav.selection.bound.min1.soc4.all.5000	0.03100532820859857	-0.20550028395295175	bound	nav	10_10	selection	492	1	5000	5000	all	4_4	233	hoopvol	0.2657256296442903
hoopvol.foc10.nav.selection.bound.min1.soc4.all.10000	0.033825547915975133	-0.20394223510205303	bound	nav	10_10	selection	492	1	10000	10000	all	4_4	233	hoopvol	0.26375468539491403
hoopvol.foc10.nav.selection.bound.min1.soc4.all.FOC	0.010084134755216086	-0.16949915893117026	bound	nav	10_10	selection	492	1	FOC	492	all	4_4	233	hoopvol	0.28798062255467155
hoopvol.foc10.nav.selection.bound.min1.soc10.all.5000	0.009207890922058032	-0.23526348427891333	bound	nav	10_10	selection	492	1	5000	5000	all	10_10	233	hoopvol	0.25852487246485617
hoopvol.foc10.nav.selection.bound.min1.soc10.all.10000	0.016000493432285646	-0.2275762997787902	bound	nav	10_10	selection	492	1	10000	10000	all	10_10	233	hoopvol	0.25636540261898355
hoopvol.foc10.nav.selection.bound.min1.soc10.all.FOC	-0.010227051925247505	-0.19733409446444083	bound	nav	10_10	selection	492	1	FOC	492	all	10_10	233	hoopvol	0.27188370361654285
hoopvol.foc10.nav.no.bound.min1.soc4.nav.5000	0.03513907189245363	-0.21303234457041217	bound	nav	10_10	no	492	1	5000	5000	nav	4_4	233	hoopvol	0.2679143036200119
hoopvol.foc10.nav.no.bound.min1.soc4.nav.10000	0.035401229185489706	-0.21949207570091211	bound	nav	10_10	no	492	1	10000	10000	nav	4_4	233	hoopvol	0.2637394944436876
hoopvol.foc10.nav.no.bound.min1.soc4.nav.FOC	0.010084136170916755	-0.1694991583953014	bound	nav	10_10	no	492	1	FOC	492	nav	4_4	233	hoopvol	0.28798062255467155
hoopvol.foc10.nav.no.bound.min1.soc10.nav.5000	0.010724348203264986	-0.23548888180752547	bound	nav	10_10	no	492	1	5000	5000	nav	10_10	233	hoopvol	0.25821554580865347
hoopvol.foc10.nav.no.bound.min1.soc10.nav.10000	0.009159325458720842	-0.22487070003099022	bound	nav	10_10	no	492	1	10000	10000	nav	10_10	233	hoopvol	0.25529663598217234
hoopvol.foc10.nav.no.bound.min1.soc10.nav.FOC	-0.010227049942407326	-0.19733409107353816	bound	nav	10_10	no	492	1	FOC	492	nav	10_10	233	hoopvol	0.27188370361654285
hoopvol.foc10.nav.no.bound.min1.soc4.all.5000	0.031005328473798603	-0.20550028289730132	bound	nav	10_10	no	492	1	5000	5000	all	4_4	233	hoopvol	0.2657256296442903
hoopvol.foc10.nav.no.bound.min1.soc4.all.10000	0.033825547504407354	-0.20394223419246366	bound	nav	10_10	no	492	1	10000	10000	all	4_4	233	hoopvol	0.26375468539491403
hoopvol.foc10.nav.no.bound.min1.soc4.all.FOC	0.010084135869695563	-0.16949915703062746	bound	nav	10_10	no	492	1	FOC	492	all	4_4	233	hoopvol	0.28798062255467155
hoopvol.foc10.nav.no.bound.min1.soc10.all.5000	0.009207891676059636	-0.23526348364839444	bound	nav	10_10	no	492	1	5000	5000	all	10_10	233	hoopvol	0.25852487246485617
hoopvol.foc10.nav.no.bound.min1.soc10.all.10000	0.01600049354886194	-0.22757630067303095	bound	nav	10_10	no	492	1	10000	10000	all	10_10	233	hoopvol	0.25636540261898355
hoopvol.foc10.nav.no.bound.min1.soc10.all.FOC	-0.010227051363817305	-0.19733409325122916	bound	nav	10_10	no	492	1	FOC	492	all	10_10	233	hoopvol	0.27188370361654285
hoopvol.foc10.all.weight.bound.min1.soc4.nav.5000	-0.23749347348413768	-0.1177280707556921	bound	all	10_10	weight	579	1	5000	5000	nav	4_4	237	hoopvol	0.26483888702808916
hoopvol.foc10.all.weight.bound.min1.soc4.nav.10000	-0.2537185272382479	-0.12076963829465681	bound	all	10_10	weight	579	1	10000	10000	nav	4_4	237	hoopvol	0.2675856048044761
hoopvol.foc10.all.weight.bound.min1.soc4.nav.FOC	-0.2039456876359252	-0.12982781804767363	bound	all	10_10	weight	579	1	FOC	579	nav	4_4	237	hoopvol	0.2796506785776755
hoopvol.foc10.all.weight.bound.min1.soc10.nav.5000	-0.22637872416963073	-0.1632914917662914	bound	all	10_10	weight	579	1	5000	5000	nav	10_10	237	hoopvol	0.25212359089246333
hoopvol.foc10.all.weight.bound.min1.soc10.nav.10000	-0.23654980086117652	-0.154914673177178	bound	all	10_10	weight	579	1	10000	10000	nav	10_10	237	hoopvol	0.24787981527858077
hoopvol.foc10.all.weight.bound.min1.soc10.nav.FOC	-0.20514212096229514	-0.15583746909785529	bound	all	10_10	weight	579	1	FOC	579	nav	10_10	237	hoopvol	0.26564564611497
hoopvol.foc10.all.weight.bound.min1.soc4.all.5000	-0.23212115666534677	-0.11404783517661822	bound	all	10_10	weight	579	1	5000	5000	all	4_4	237	hoopvol	0.26944714445112494
hoopvol.foc10.all.weight.bound.min1.soc4.all.10000	-0.23701696035540595	-0.11396985661949548	bound	all	10_10	weight	579	1	10000	10000	all	4_4	237	hoopvol	0.267681021567038
hoopvol.foc10.all.weight.bound.min1.soc4.all.FOC	-0.20394568747050518	-0.12982781699668414	bound	all	10_10	weight	579	1	FOC	579	all	4_4	237	hoopvol	0.2796506785776755
hoopvol.foc10.all.weight.bound.min1.soc10.all.5000	-0.22079778259463378	-0.16219567532553733	bound	all	10_10	weight	579	1	5000	5000	all	10_10	237	hoopvol	0.25054820025275776
hoopvol.foc10.all.weight.bound.min1.soc10.all.10000	-0.22600684900704185	-0.15594054169500185	bound	all	10_10	weight	579	1	10000	10000	all	10_10	237	hoopvol	0.248141240602296
hoopvol.foc10.all.weight.bound.min1.soc10.all.FOC	-0.20514212093441295	-0.15583747020533917	bound	all	10_10	weight	579	1	FOC	579	all	10_10	237	hoopvol	0.26564564611497
hoopvol.foc10.all.selection.bound.min1.soc4.nav.5000	0.43338770118359266	-0.08513766794977497	bound	all	10_10	selection	579	1	5000	5000	nav	4_4	237	hoopvol	0.24451993505826983
hoopvol.foc10.all.selection.bound.min1.soc4.nav.10000	0.43747376001623434	-0.07866913335864148	bound	all	10_10	selection	579	1	10000	10000	nav	4_4	237	hoopvol	0.24674408198669454
hoopvol.foc10.all.selection.bound.min1.soc4.nav.FOC	0.357921777220241	-0.09399526557568733	bound	all	10_10	selection	579	1	FOC	579	nav	4_4	237	hoopvol	0.24613256315385498
hoopvol.foc10.all.selection.bound.min1.soc10.nav.5000	0.3287558096658178	-0.12750645869045976	bound	all	10_10	selection	579	1	5000	5000	nav	10_10	237	hoopvol	0.24504803649426313
hoopvol.foc10.all.selection.bound.min1.soc10.nav.10000	0.3247268919599472	-0.13172921240692637	bound	all	10_10	selection	579	1	10000	10000	nav	10_10	237	hoopvol	0.24658044041434557
hoopvol.foc10.all.selection.bound.min1.soc10.nav.FOC	0.28668490447996414	-0.1338897655733711	bound	all	10_10	selection	579	1	FOC	579	nav	10_10	237	hoopvol	0.24790570068139242
hoopvol.foc10.all.selection.bound.min1.soc4.all.5000	0.4103884068060329	-0.09378890187668396	bound	all	10_10	selection	579	1	5000	5000	all	4_4	237	hoopvol	0.24265678980438135
hoopvol.foc10.all.selection.bound.min1.soc4.all.10000	0.4231013717550443	-0.08762044315951738	bound	all	10_10	selection	579	1	10000	10000	all	4_4	237	hoopvol	0.24616639999961934
hoopvol.foc10.all.selection.bound.min1.soc4.all.FOC	0.3579217789297715	-0.09399526580746426	bound	all	10_10	selection	579	1	FOC	579	all	4_4	237	hoopvol	0.24613256315385498
hoopvol.foc10.all.selection.bound.min1.soc10.all.5000	0.3316012576936588	-0.12847772525807247	bound	all	10_10	selection	579	1	5000	5000	all	10_10	237	hoopvol	0.2407251372514218
hoopvol.foc10.all.selection.bound.min1.soc10.all.10000	0.3282977969374926	-0.12908603926874188	bound	all	10_10	selection	579	1	10000	10000	all	10_10	237	hoopvol	0.24407398416980358
hoopvol.foc10.all.selection.bound.min1.soc10.all.FOC	0.28668493703142134	-0.1338897716866911	bound	all	10_10	selection	579	1	FOC	579	all	10_10	237	hoopvol	0.24790570068139242
hoopvol.foc10.all.no.bound.min1.soc4.nav.5000	0.43337617440141263	-0.08513605038277597	bound	all	10_10	no	579	1	5000	5000	nav	4_4	237	hoopvol	0.24451993505826983
hoopvol.foc10.all.no.bound.min1.soc4.nav.10000	0.4374713116672929	-0.07866884576901846	bound	all	10_10	no	579	1	10000	10000	nav	4_4	237	hoopvol	0.24674408198669454
hoopvol.foc10.all.no.bound.min1.soc4.nav.FOC	0.35792171240449727	-0.09399525678788524	bound	all	10_10	no	579	1	FOC	579	nav	4_4	237	hoopvol	0.24613256315385498
hoopvol.foc10.all.no.bound.min1.soc10.nav.5000	0.3287571450399777	-0.12750673194323867	bound	all	10_10	no	579	1	5000	5000	nav	10_10	237	hoopvol	0.24504803649426313
hoopvol.foc10.all.no.bound.min1.soc10.nav.10000	0.32472703570202743	-0.13172923076913598	bound	all	10_10	no	579	1	10000	10000	nav	10_10	237	hoopvol	0.24658044041434557
hoopvol.foc10.all.no.bound.min1.soc10.nav.FOC	0.28668492010588087	-0.13388976868410837	bound	all	10_10	no	579	1	FOC	579	nav	10_10	237	hoopvol	0.24790570068139242
hoopvol.foc10.all.no.bound.min1.soc4.all.5000	0.4103967333798356	-0.09379021804402085	bound	all	10_10	no	579	1	5000	5000	all	4_4	237	hoopvol	0.24265678980438135
hoopvol.foc10.all.no.bound.min1.soc4.all.10000	0.42310977267173067	-0.08762168530689841	bound	all	10_10	no	579	1	10000	10000	all	4_4	237	hoopvol	0.24616639999961934
hoopvol.foc10.all.no.bound.min1.soc4.all.FOC	0.3579217882178381	-0.09399526706675027	bound	all	10_10	no	579	1	FOC	579	all	4_4	237	hoopvol	0.24613256315385498
hoopvol.foc10.all.no.bound.min1.soc10.all.5000	0.3316012439673364	-0.1284777226925163	bound	all	10_10	no	579	1	5000	5000	all	10_10	237	hoopvol	0.2407251372514218
hoopvol.foc10.all.no.bound.min1.soc10.all.10000	0.3282979202356408	-0.12908605826638184	bound	all	10_10	no	579	1	10000	10000	all	10_10	237	hoopvol	0.24407398416980358
hoopvol.foc10.all.no.bound.min1.soc10.all.FOC	0.2866849489172063	-0.13388977409598563	bound	all	10_10	no	579	1	FOC	579	all	10_10	237	hoopvol	0.24790570068139242
hoopvol.foc5.nav.weight.bound.min1.soc4.nav.5000	-0.3078906037032564	0.05758596370419538	bound	nav	5_5	weight	307	1	5000	5000	nav	4_4	228	hoopvol	0.2681060695995132
hoopvol.foc5.nav.weight.bound.min1.soc4.nav.10000	-0.3168639841628456	0.06327641116526583	bound	nav	5_5	weight	307	1	10000	10000	nav	4_4	228	hoopvol	0.2592920537714447
hoopvol.foc5.nav.weight.bound.min1.soc4.nav.FOC	-0.288044524813664	0.11832880687968597	bound	nav	5_5	weight	307	1	FOC	307	nav	4_4	228	hoopvol	0.2838400029044762
hoopvol.foc5.nav.weight.bound.min1.soc10.nav.5000	-0.282649285819026	0.03448531060646408	bound	nav	5_5	weight	307	1	5000	5000	nav	10_10	228	hoopvol	0.24664105985357182
hoopvol.foc5.nav.weight.bound.min1.soc10.nav.10000	-0.2878012234479706	0.037192843209516435	bound	nav	5_5	weight	307	1	10000	10000	nav	10_10	228	hoopvol	0.24201071098632201
hoopvol.foc5.nav.weight.bound.min1.soc10.nav.FOC	-0.26445803907797133	0.0931226075579172	bound	nav	5_5	weight	307	1	FOC	307	nav	10_10	228	hoopvol	0.27406333952732176
hoopvol.foc5.nav.weight.bound.min1.soc4.all.5000	-0.30465016674506856	0.06443644760668184	bound	nav	5_5	weight	307	1	5000	5000	all	4_4	228	hoopvol	0.26907106789187213
hoopvol.foc5.nav.weight.bound.min1.soc4.all.10000	-0.308858166297556	0.06147406336595031	bound	nav	5_5	weight	307	1	10000	10000	all	4_4	228	hoopvol	0.2620854786561602
hoopvol.foc5.nav.weight.bound.min1.soc4.all.FOC	-0.28804452421514815	0.11832880807984121	bound	nav	5_5	weight	307	1	FOC	307	all	4_4	228	hoopvol	0.2838400029044762
hoopvol.foc5.nav.weight.bound.min1.soc10.all.5000	-0.2813728895061378	0.04001984386929126	bound	nav	5_5	weight	307	1	5000	5000	all	10_10	228	hoopvol	0.24736557557280647
hoopvol.foc5.nav.weight.bound.min1.soc10.all.10000	-0.27997444673175287	0.03451762766239709	bound	nav	5_5	weight	307	1	10000	10000	all	10_10	228	hoopvol	0.24452534867785472
hoopvol.foc5.nav.weight.bound.min1.soc10.all.FOC	-0.2644580401929543	0.0931226069817323	bound	nav	5_5	weight	307	1	FOC	307	all	10_10	228	hoopvol	0.27406333952732176
hoopvol.foc5.nav.selection.bound.min1.soc4.nav.5000	-0.07244910376711958	0.19526599474141465	bound	nav	5_5	selection	307	1	5000	5000	nav	4_4	228	hoopvol	0.26550194891858186
hoopvol.foc5.nav.selection.bound.min1.soc4.nav.10000	-0.07225166683991417	0.20220401092246826	bound	nav	5_5	selection	307	1	10000	10000	nav	4_4	228	hoopvol	0.2595826265452389
hoopvol.foc5.nav.selection.bound.min1.soc4.nav.FOC	-0.09147183384107252	0.1701341870613778	bound	nav	5_5	selection	307	1	FOC	307	nav	4_4	228	hoopvol	0.28346207017229236
hoopvol.foc5.nav.selection.bound.min1.soc10.nav.5000	-0.07909071912559665	0.11878764778887412	bound	nav	5_5	selection	307	1	5000	5000	nav	10_10	228	hoopvol	0.2537529418857353
hoopvol.foc5.nav.selection.bound.min1.soc10.nav.10000	-0.07484341717072833	0.12202868042603311	bound	nav	5_5	selection	307	1	10000	10000	nav	10_10	228	hoopvol	0.25168194692170864
hoopvol.foc5.nav.selection.bound.min1.soc10.nav.FOC	-0.08955307971865228	0.10414420484045717	bound	nav	5_5	selection	307	1	FOC	307	nav	10_10	228	hoopvol	0.2720518495164959
hoopvol.foc5.nav.selection.bound.min1.soc4.all.5000	-0.0746646051474065	0.1921742163936165	bound	nav	5_5	selection	307	1	5000	5000	all	4_4	228	hoopvol	0.2642065146124436
hoopvol.foc5.nav.selection.bound.min1.soc4.all.10000	-0.06975690108341338	0.1891089926177129	bound	nav	5_5	selection	307	1	10000	10000	all	4_4	228	hoopvol	0.2607649516441962
hoopvol.foc5.nav.selection.bound.min1.soc4.all.FOC	-0.09147183316021076	0.17013418809291142	bound	nav	5_5	selection	307	1	FOC	307	all	4_4	228	hoopvol	0.28346207017229236
hoopvol.foc5.nav.selection.bound.min1.soc10.all.5000	-0.07867113425912992	0.12559143090205357	bound	nav	5_5	selection	307	1	5000	5000	all	10_10	228	hoopvol	0.2520032236609546
hoopvol.foc5.nav.selection.bound.min1.soc10.all.10000	-0.07287034115977316	0.11555956786370904	bound	nav	5_5	selection	307	1	10000	10000	all	10_10	228	hoopvol	0.2522474781568962
hoopvol.foc5.nav.selection.bound.min1.soc10.all.FOC	-0.08955307533635717	0.10414419503882376	bound	nav	5_5	selection	307	1	FOC	307	all	10_10	228	hoopvol	0.2720518495164959
hoopvol.foc5.nav.no.bound.min1.soc4.nav.5000	-0.0724491008404595	0.19526599702295466	bound	nav	5_5	no	307	1	5000	5000	nav	4_4	228	hoopvol	0.26550194891858186
hoopvol.foc5.nav.no.bound.min1.soc4.nav.10000	-0.07225166772437731	0.20220401144150657	bound	nav	5_5	no	307	1	10000	10000	nav	4_4	228	hoopvol	0.2595826265452389
hoopvol.foc5.nav.no.bound.min1.soc4.nav.FOC	-0.09147183348089925	0.170134189386895	bound	nav	5_5	no	307	1	FOC	307	nav	4_4	228	hoopvol	0.28346207017229236
hoopvol.foc5.nav.no.bound.min1.soc10.nav.5000	-0.07909071958737071	0.11878764894863982	bound	nav	5_5	no	307	1	5000	5000	nav	10_10	228	hoopvol	0.2537529418857353
hoopvol.foc5.nav.no.bound.min1.soc10.nav.10000	-0.07484341741723194	0.12202868163508312	bound	nav	5_5	no	307	1	10000	10000	nav	10_10	228	hoopvol	0.25168194692170864
hoopvol.foc5.nav.no.bound.min1.soc10.nav.FOC	-0.08955308046634924	0.1041442061084153	bound	nav	5_5	no	307	1	FOC	307	nav	10_10	228	hoopvol	0.2720518495164959
hoopvol.foc5.nav.no.bound.min1.soc4.all.5000	-0.07466460462463144	0.1921742167666562	bound	nav	5_5	no	307	1	5000	5000	all	4_4	228	hoopvol	0.2642065146124436
hoopvol.foc5.nav.no.bound.min1.soc4.all.10000	-0.06975690109161817	0.1891089916238794	bound	nav	5_5	no	307	1	10000	10000	all	4_4	228	hoopvol	0.2607649516441962
hoopvol.foc5.nav.no.bound.min1.soc4.all.FOC	-0.09147183189494924	0.1701341876455415	bound	nav	5_5	no	307	1	FOC	307	all	4_4	228	hoopvol	0.28346207017229236
hoopvol.foc5.nav.no.bound.min1.soc10.all.5000	-0.07867113422150644	0.12559142980464574	bound	nav	5_5	no	307	1	5000	5000	all	10_10	228	hoopvol	0.2520032236609546
hoopvol.foc5.nav.no.bound.min1.soc10.all.10000	-0.07287034139137563	0.11555956899254362	bound	nav	5_5	no	307	1	10000	10000	all	10_10	228	hoopvol	0.2522474781568962
hoopvol.foc5.nav.no.bound.min1.soc10.all.FOC	-0.08955308121393753	0.10414420737633817	bound	nav	5_5	no	307	1	FOC	307	all	10_10	228	hoopvol	0.2720518495164959
hoopvol.foc5.all.weight.bound.min1.soc4.nav.5000	-0.271895624206175	0.11909584938567212	bound	all	5_5	weight	372	1	5000	5000	nav	4_4	237	hoopvol	0.26519169631040906
hoopvol.foc5.all.weight.bound.min1.soc4.nav.10000	-0.2822538054066038	0.12920821493607051	bound	all	5_5	weight	372	1	10000	10000	nav	4_4	237	hoopvol	0.26068459190770005
hoopvol.foc5.all.weight.bound.min1.soc4.nav.FOC	-0.25412680679083804	0.17368087543287805	bound	all	5_5	weight	372	1	FOC	372	nav	4_4	237	hoopvol	0.27866564102848923
hoopvol.foc5.all.weight.bound.min1.soc10.nav.5000	-0.26531113096426645	0.08028080497892047	bound	all	5_5	weight	372	1	5000	5000	nav	10_10	237	hoopvol	0.2522183993322455
hoopvol.foc5.all.weight.bound.min1.soc10.nav.10000	-0.27302447526200296	0.08860254235534568	bound	all	5_5	weight	372	1	10000	10000	nav	10_10	237	hoopvol	0.24557807768439793
hoopvol.foc5.all.weight.bound.min1.soc10.nav.FOC	-0.24186206486635142	0.1500320885645216	bound	all	5_5	weight	372	1	FOC	372	nav	10_10	237	hoopvol	0.2697319131643619
hoopvol.foc5.all.weight.bound.min1.soc4.all.5000	-0.2677770071794055	0.12375638370619543	bound	all	5_5	weight	372	1	5000	5000	all	4_4	237	hoopvol	0.26779859533383704
hoopvol.foc5.all.weight.bound.min1.soc4.all.10000	-0.2700153360205694	0.12248054147624246	bound	all	5_5	weight	372	1	10000	10000	all	4_4	237	hoopvol	0.2619558809089941
hoopvol.foc5.all.weight.bound.min1.soc4.all.FOC	-0.25412680567230433	0.17368087474886787	bound	all	5_5	weight	372	1	FOC	372	all	4_4	237	hoopvol	0.27866564102848923
hoopvol.foc5.all.weight.bound.min1.soc10.all.5000	-0.2639209093061885	0.08736347983317973	bound	all	5_5	weight	372	1	5000	5000	all	10_10	237	hoopvol	0.25129094732954405
hoopvol.foc5.all.weight.bound.min1.soc10.all.10000	-0.26547934988862243	0.08240554393362916	bound	all	5_5	weight	372	1	10000	10000	all	10_10	237	hoopvol	0.24989994206296895
hoopvol.foc5.all.weight.bound.min1.soc10.all.FOC	-0.24186207059751116	0.15003208980270177	bound	all	5_5	weight	372	1	FOC	372	all	10_10	237	hoopvol	0.2697319131643619
hoopvol.foc5.all.selection.bound.min1.soc4.nav.5000	0.30978809977863375	0.23652078224513667	bound	all	5_5	selection	372	1	5000	5000	nav	4_4	237	hoopvol	0.2533056433966787
hoopvol.foc5.all.selection.bound.min1.soc4.nav.10000	0.3178721063633636	0.24410802524766662	bound	all	5_5	selection	372	1	10000	10000	nav	4_4	237	hoopvol	0.25309352018713177
hoopvol.foc5.all.selection.bound.min1.soc4.nav.FOC	0.21559745051992335	0.22458080263808283	bound	all	5_5	selection	372	1	FOC	372	nav	4_4	237	hoopvol	0.26738648026873824
hoopvol.foc5.all.selection.bound.min1.soc10.nav.5000	0.2015680035058653	0.1747668918868289	bound	all	5_5	selection	372	1	5000	5000	nav	10_10	237	hoopvol	0.2613286404404115
hoopvol.foc5.all.selection.bound.min1.soc10.nav.10000	0.1965281847215772	0.17854022194129487	bound	all	5_5	selection	372	1	10000	10000	nav	10_10	237	hoopvol	0.25990278446520887
hoopvol.foc5.all.selection.bound.min1.soc10.nav.FOC	0.15808514701541326	0.15882911119153964	bound	all	5_5	selection	372	1	FOC	372	nav	10_10	237	hoopvol	0.26816081847932954
hoopvol.foc5.all.selection.bound.min1.soc4.all.5000	0.2845098669413273	0.22989343676351776	bound	all	5_5	selection	372	1	5000	5000	all	4_4	237	hoopvol	0.2520273850020586
hoopvol.foc5.all.selection.bound.min1.soc4.all.10000	0.3003438942276743	0.23098635993697864	bound	all	5_5	selection	372	1	10000	10000	all	4_4	237	hoopvol	0.25390316557865583
hoopvol.foc5.all.selection.bound.min1.soc4.all.FOC	0.21559747982741845	0.2245808262333299	bound	all	5_5	selection	372	1	FOC	372	all	4_4	237	hoopvol	0.26738648026873824
hoopvol.foc5.all.selection.bound.min1.soc10.all.5000	0.20152413604934524	0.17634625097519985	bound	all	5_5	selection	372	1	5000	5000	all	10_10	237	hoopvol	0.2607234051632797
hoopvol.foc5.all.selection.bound.min1.soc10.all.10000	0.1994158285172935	0.172509714436519	bound	all	5_5	selection	372	1	10000	10000	all	10_10	237	hoopvol	0.25970018417717516
hoopvol.foc5.all.selection.bound.min1.soc10.all.FOC	0.15808515425614447	0.15882911418628468	bound	all	5_5	selection	372	1	FOC	372	all	10_10	237	hoopvol	0.26816081847932954
hoopvol.foc5.all.no.bound.min1.soc4.nav.5000	0.30978982759496787	0.2365219209901293	bound	all	5_5	no	372	1	5000	5000	nav	4_4	237	hoopvol	0.2533056433966787
hoopvol.foc5.all.no.bound.min1.soc4.nav.10000	0.3178730268265348	0.24410864892067247	bound	all	5_5	no	372	1	10000	10000	nav	4_4	237	hoopvol	0.25309352018713177
hoopvol.foc5.all.no.bound.min1.soc4.nav.FOC	0.21559749569925457	0.22458083901164483	bound	all	5_5	no	372	1	FOC	372	nav	4_4	237	hoopvol	0.26738648026873824
hoopvol.foc5.all.no.bound.min1.soc10.nav.5000	0.20156800774972547	0.17476689485124486	bound	all	5_5	no	372	1	5000	5000	nav	10_10	237	hoopvol	0.2613286404404115
hoopvol.foc5.all.no.bound.min1.soc10.nav.10000	0.1965281852667807	0.17854022091513366	bound	all	5_5	no	372	1	10000	10000	nav	10_10	237	hoopvol	0.25990278446520887
hoopvol.foc5.all.no.bound.min1.soc10.nav.FOC	0.1580851602841074	0.15882911668573066	bound	all	5_5	no	372	1	FOC	372	nav	10_10	237	hoopvol	0.26816081847932954
hoopvol.foc5.all.no.bound.min1.soc4.all.5000	0.28450984117137706	0.22989342019263034	bound	all	5_5	no	372	1	5000	5000	all	4_4	237	hoopvol	0.2520273850020586
hoopvol.foc5.all.no.bound.min1.soc4.all.10000	0.30034389307827297	0.2309863591774519	bound	all	5_5	no	372	1	10000	10000	all	4_4	237	hoopvol	0.25390316557865583
hoopvol.foc5.all.no.bound.min1.soc4.all.FOC	0.21559750407308537	0.22458084575336715	bound	all	5_5	no	372	1	FOC	372	all	4_4	237	hoopvol	0.26738648026873824
hoopvol.foc5.all.no.bound.min1.soc10.all.5000	0.20152411957247232	0.1763462405610504	bound	all	5_5	no	372	1	5000	5000	all	10_10	237	hoopvol	0.2607234051632797
hoopvol.foc5.all.no.bound.min1.soc10.all.10000	0.19941582847398695	0.17250971498172626	bound	all	5_5	no	372	1	10000	10000	all	10_10	237	hoopvol	0.25970018417717516
hoopvol.foc5.all.no.bound.min1.soc10.all.FOC	0.15808515686427618	0.1588291152757309	bound	all	5_5	no	372	1	FOC	372	all	10_10	237	hoopvol	0.26816081847932954
