_id	_cws.grijs.foc10.nav.weight.bound	_count.grijs.foc10.nav.weight.bound	_cws.grijs.foc10.nav.selection.bound	_count.grijs.foc10.nav.selection.bound	_cws.grijs.foc10.nav.no.bound	_count.grijs.foc10.nav.no.bound	_cws.grijs.foc10.all.weight.bound	_count.grijs.foc10.all.weight.bound	_cws.grijs.foc10.all.selection.bound	_count.grijs.foc10.all.selection.bound	_cws.grijs.foc10.all.no.bound	_count.grijs.foc10.all.no.bound	_cws.grijs.foc5.nav.weight.bound	_count.grijs.foc5.nav.weight.bound	_cws.grijs.foc5.nav.selection.bound	_count.grijs.foc5.nav.selection.bound	_cws.grijs.foc5.nav.no.bound	_count.grijs.foc5.nav.no.bound	_cws.grijs.foc5.all.weight.bound	_count.grijs.foc5.all.weight.bound	_cws.grijs.foc5.all.selection.bound	_count.grijs.foc5.all.selection.bound	_cws.grijs.foc5.all.no.bound	_count.grijs.foc5.all.no.bound
grijs/adj/nrc_handelsblad_20040331_136/247	hand/noun;kapsel/noun;stap_binnen/verb;vrouw/noun	4	hand/noun;kapsel/noun;stap_binnen/verb;vrouw/noun	4	hand/noun;kapsel/noun;laat/adj;leg/verb;stap_binnen/verb;vrouw/noun	6	een/det;hand/noun;het/det;hij/pron;in/prep;juist/adv;kapsel/noun;stap_binnen/verb;vrouw/noun	9	een/det;hand/noun;het/det;hij/pron;in/prep;juist/adv;kapsel/noun;stap_binnen/verb;vrouw/noun	9	aan/prep;de/det;een/det;hand/noun;het/det;hij/pron;in/prep;juist/adv;kapsel/noun;laat/adj;leg/verb;stap_binnen/verb;van/prep;vrouw/noun	14	hand/noun;kapsel/noun;vrouw/noun	3	hand/noun;kapsel/noun;vrouw/noun	3	hand/noun;kapsel/noun;laat/adj;vrouw/noun	4	een/det;hand/noun;het/det;kapsel/noun;vrouw/noun	5	een/det;hand/noun;het/det;kapsel/noun;vrouw/noun	5	aan/prep;een/det;hand/noun;het/det;kapsel/noun;laat/adj;van/prep;vrouw/noun	8
grijs/adj/nrc_handelsblad_20001216_64/672	draag/verb;gebreid/adj;gekleed/adj;kort/adj;kous/noun;lang/adj	6	draag/verb;gebreid/adj;gekleed/adj;kort/adj;kous/noun;lang/adj	6	draag/verb;gebreid/adj;gekleed/adj;kort/adj;kous/noun;lang/adj	6	draag/verb;een/det;gebreid/adj;gekleed/adj;hij/pron;in/prep;kort/adj;kous/noun;lang/adj	9	draag/verb;een/det;gebreid/adj;gekleed/adj;hij/pron;in/prep;kort/adj;kous/noun;lang/adj	9	draag/verb;een/det;gebreid/adj;gekleed/adj;hij/pron;in/prep;kort/adj;kous/noun;lang/adj	9	draag/verb;gebreid/adj;kous/noun	3	draag/verb;gebreid/adj;kous/noun	3	draag/verb;gebreid/adj;kous/noun	3	draag/verb;gebreid/adj;hij/pron;kous/noun	4	draag/verb;gebreid/adj;hij/pron;kous/noun	4	draag/verb;gebreid/adj;hij/pron;kous/noun	4
grijs/adj/nrc_handelsblad_20020510_127/668	heer/noun;keurig/adj	2	heer/noun;keurig/adj	2	heer/noun;keurig/adj;praat/adj	3	een/det;heer/noun;keurig/adj	3	een/det;heer/noun;keurig/adj	3	een/det;heer/noun;keurig/adj;praat/adj	4	heer/noun;keurig/adj	2	heer/noun;keurig/adj	2	heer/noun;keurig/adj;praat/adj	3	een/det;heer/noun;keurig/adj	3	een/det;heer/noun;keurig/adj	3	een/det;heer/noun;keurig/adj;praat/adj	4
grijs/adj/nrc_handelsblad_20020202_193/369	bevind/verb;gebied/noun;mistig/adj	3	bevind/verb;gebied/noun;mistig/adj	3	bevind/verb;gebied/noun;mistig/adj	3	bevind/verb;gebied/noun;het/det;mistig/adj;vooral/adv	5	bevind/verb;gebied/noun;het/det;mistig/adj;vooral/adv	5	bevind/verb;echter/adv;gebied/noun;het/det;mistig/adj;ook/adv;vooral/adv;zich/pron	8	bevind/verb;mistig/adj	2	bevind/verb;mistig/adj	2	bevind/verb;mistig/adj	2	bevind/verb;het/det;mistig/adj;vooral/adv	4	bevind/verb;het/det;mistig/adj;vooral/adv	4	bevind/verb;echter/adv;het/det;mistig/adj;ook/adv;vooral/adv;zich/pron	7
grijs/adj/nrc_handelsblad_19991007_7/1734	gedaanteverwisseling/noun;hang/verb;kast/noun;pak/noun	4	gedaanteverwisseling/noun;hang/verb;kast/noun;pak/noun	4	gedaanteverwisseling/noun;hang/verb;kast/noun;laat/verb;onderga/verb;pak/noun;radicaal/adj	7	een/det;gedaanteverwisseling/noun;hang/verb;het/det;hij/pron;in/prep;kast/noun;pak/noun;voorgoed/adv	9	een/det;gedaanteverwisseling/noun;hang/verb;het/det;hij/pron;in/prep;kast/noun;pak/noun;voorgoed/adv	9	bij/prep;de/det;een/det;gedaanteverwisseling/noun;hang/verb;het/det;hij/pron;in/prep;kast/noun;laat/verb;onderga/verb;pak/noun;radicaal/adj;voorgoed/adv;zeker/adv	15	gedaanteverwisseling/noun;pak/noun	2	gedaanteverwisseling/noun;pak/noun	2	gedaanteverwisseling/noun;onderga/verb;pak/noun;radicaal/adj	4	gedaanteverwisseling/noun;het/det;in/prep;pak/noun;voorgoed/adv	5	gedaanteverwisseling/noun;het/det;in/prep;pak/noun;voorgoed/adv	5	bij/prep;gedaanteverwisseling/noun;het/det;in/prep;onderga/verb;pak/noun;radicaal/adj;voorgoed/adv	8
grijs/adj/nrc_handelsblad_20020919_122/276	haar/noun	1	haar/noun	1	haar/noun;verdien/verb;woordvoerster/noun;zeg/verb	4	dankzij/prep;een/det;haar/noun;hij/pron	4	dankzij/prep;een/det;haar/noun;hij/pron	4	basis/prep;dankzij/prep;een/det;haar/noun;hij/pron;niet/adv;op/prep;van/prep;verdien/verb;wat/pron;woordvoerster/noun;zeg/verb	12	haar/noun	1	haar/noun	1	haar/noun;zeg/verb	2	dankzij/prep;een/det;haar/noun;hij/pron	4	dankzij/prep;een/det;haar/noun;hij/pron	4	dankzij/prep;een/det;haar/noun;hij/pron;niet/adv;zeg/verb	6
grijs/adj/nrc_handelsblad_20000406_101/823	overhemd/noun;pantalon/noun;zijden/adj	3	overhemd/noun;pantalon/noun;zijden/adj	3	jongen/noun;loop/verb;overhemd/noun;pantalon/noun;zijden/adj	5	in/prep;overhemd/noun;pantalon/noun;zijden/adj	4	in/prep;overhemd/noun;pantalon/noun;zijden/adj	4	de/det;in/prep;jongen/noun;loop/verb;overhemd/noun;pantalon/noun;zijden/adj	7	overhemd/noun;pantalon/noun;zijden/adj	3	overhemd/noun;pantalon/noun;zijden/adj	3	jongen/noun;loop/verb;overhemd/noun;pantalon/noun;zijden/adj	5	in/prep;overhemd/noun;pantalon/noun;zijden/adj	4	in/prep;overhemd/noun;pantalon/noun;zijden/adj	4	de/det;in/prep;jongen/noun;loop/verb;overhemd/noun;pantalon/noun;zijden/adj	7
grijs/adj/nrc_handelsblad_20020719_12/479	dagje/noun;krul/noun;oud/adj	3	dagje/noun;krul/noun;oud/adj	3	dagje/noun;krul/noun;oud/adj;word/verb	4	dagje/noun;een/det;hij/pron;krul/noun;oud/adj;zijn/det	6	dagje/noun;een/det;hij/pron;krul/noun;oud/adj;zijn/det	6	dagje/noun;een/det;hij/pron;krul/noun;oud/adj;wel/adv;word/verb;zijn/det	8	krul/noun;oud/adj	2	krul/noun;oud/adj	2	krul/noun;oud/adj;word/verb	3	krul/noun;oud/adj;zijn/det	3	krul/noun;oud/adj;zijn/det	3	krul/noun;oud/adj;word/verb;zijn/det	4
grijs/adj/nrc_handelsblad_19990417_120/620	doordeweeks/adj;lang/adj;middag/noun;rij/noun;sta/verb;wacht/verb	6	doordeweeks/adj;lang/adj;middag/noun;rij/noun;sta/verb;wacht/verb	6	doordeweeks/adj;lang/adj;middag/noun;rij/noun;sta/verb;toerist/noun;wacht/verb	7	doordeweeks/adj;een/det;er/adv;lang/adj;middag/noun;rij/noun;sta/verb;wacht/verb	8	doordeweeks/adj;een/det;er/adv;lang/adj;middag/noun;rij/noun;sta/verb;wacht/verb	8	doordeweeks/adj;een/det;er/adv;lang/adj;middag/noun;op/prep;rij/noun;sta/verb;toerist/noun;voor/prep;wacht/verb	11	lang/adj;rij/noun;sta/verb;wacht/verb	4	lang/adj;rij/noun;sta/verb;wacht/verb	4	lang/adj;rij/noun;sta/verb;toerist/noun;wacht/verb	5	een/det;er/adv;lang/adj;rij/noun;sta/verb;wacht/verb	6	een/det;er/adv;lang/adj;rij/noun;sta/verb;wacht/verb	6	een/det;er/adv;lang/adj;rij/noun;sta/verb;toerist/noun;voor/prep;wacht/verb	8
grijs/adj/nrc_handelsblad_19990415_204/241	ben/verb;druif/noun;rot/noun	3	ben/verb;druif/noun;rot/noun	3	ben/verb;bouw_op/verb;druif/noun;gevaar/noun;goed/adj;rot/noun	6	ben/verb;druif/noun;er/adv;geen/det;rot/noun	5	ben/verb;druif/noun;er/adv;geen/det;rot/noun	5	ben/verb;bouw_op/verb;druif/noun;er/adv;geen/det;gevaar/noun;goed/adj;rot/noun;voor/prep	9	ben/verb;rot/noun	2	ben/verb;rot/noun	2	ben/verb;gevaar/noun;rot/noun	3	ben/verb;er/adv;geen/det;rot/noun	4	ben/verb;er/adv;geen/det;rot/noun	4	ben/verb;er/adv;geen/det;gevaar/noun;rot/noun;voor/prep	6
grijs/adj/nrc_handelsblad_20001101_126/19	blink/verb;licht/noun;marmer/noun;onmiskenbaar/adj;ronde_DIM/noun;voet/noun	6	blink/verb;licht/noun;marmer/noun;onmiskenbaar/adj;ronde_DIM/noun;voet/noun	6	blink/verb;café/noun;licht/noun;marmer/noun;onmiskenbaar/adj;ronde_DIM/noun;voet/noun	7	blink/verb;een/det;het/det;licht/noun;marmer/noun;onmiskenbaar/adj;ronde_DIM/noun;tussen/prep;voet/noun	9	blink/verb;een/det;het/det;licht/noun;marmer/noun;onmiskenbaar/adj;ronde_DIM/noun;tussen/prep;voet/noun	9	blink/verb;café/noun;de/det;een/det;het/det;licht/noun;marmer/noun;onmiskenbaar/adj;op/prep;ronde_DIM/noun;tussen/prep;van/prep;voet/noun	13	blink/verb;marmer/noun;voet/noun	3	blink/verb;marmer/noun;voet/noun	3	blink/verb;café/noun;marmer/noun;voet/noun	4	blink/verb;het/det;marmer/noun;voet/noun	4	blink/verb;het/det;marmer/noun;voet/noun	4	blink/verb;café/noun;de/det;het/det;marmer/noun;op/prep;voet/noun	7
grijs/adj/nrc_handelsblad_20000930_142/550	ene/adj	1	ene/adj	1	ene/adj;heb/verb;kom/noun;kwart/noun;tijd/noun;vorm/noun	6	ene/adj;in/prep	2	ene/adj;in/prep	2	de/det;ene/adj;heb/verb;in/prep;kom/noun;kwart/noun;tijd/noun;van/prep;vorm/noun	9		0		0	heb/verb;kwart/noun;vorm/noun	3	in/prep	1	in/prep	1	de/det;heb/verb;in/prep;kwart/noun;van/prep;vorm/noun	6
grijs/adj/nrc_handelsblad_20000224_137/286	alomtegenwoordig/adj;gestoken/adj;kop_telefoon/noun;luister/verb;pak/noun;zwart/adj	6	alomtegenwoordig/adj;gestoken/adj;kop_telefoon/noun;luister/verb;pak/noun;zwart/adj	6	aanklager/noun;alomtegenwoordig/adj;gestoken/adj;kop_telefoon/noun;luister/verb;pak/noun;zwart/adj	7	alomtegenwoordig/adj;gestoken/adj;in/prep;kop_telefoon/noun;luister/verb;met/prep;pak/noun;zijn/det;zwart/adj	9	alomtegenwoordig/adj;gestoken/adj;in/prep;kop_telefoon/noun;luister/verb;met/prep;pak/noun;zijn/det;zwart/adj	9	aanklager/noun;alomtegenwoordig/adj;beiden/adv;de/det;gestoken/adj;in/prep;kop_telefoon/noun;luister/verb;met/prep;naar/prep;pak/noun;via/prep;zijn/det;zwart/adj	14	gestoken/adj;luister/verb;pak/noun	3	gestoken/adj;luister/verb;pak/noun	3	gestoken/adj;luister/verb;pak/noun	3	gestoken/adj;in/prep;luister/verb;pak/noun	4	gestoken/adj;in/prep;luister/verb;pak/noun	4	beiden/adv;gestoken/adj;in/prep;luister/verb;pak/noun;via/prep	6
