_id	model.x	model.y	pos	cwfreq	ppmi_S	noncue	cue	a1	a2	b	b1	c1	c2	c3	d	other	a1_cue	a2_cue	b_cue	b1_cue	c1_cue	c2_cue	c3_cue	d_cue	other_cue
these/D	-0.16114382938854566	0.050060683034825304	D	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
thin/J	-0.3167235761549937	-0.2255724015230768	J	1	0.46862078	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
thing/N	-0.22785646113248445	-0.035174324084261493	N	2	0	2	0	0	1	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
think/V	-0.23376971592424417	-0.08948474429013847	V	1	0	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
this/D	-0.1291478483008737	0.03186171347807466	D	9	0.22964849	5	4	0	2	3	0	3	0	0	0	1	0	0	1	0	2	0	0	0	1
those/D	-0.13478906011094596	0.024724984558982605	D	4	1.0318749	4	0	0	4	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
tiber/N	0.480960063722286	-0.2038600909818908	N	1	4.079539	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
to/J	-0.17935852458551407	0.03947879207675708	J	1	0	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
top/N	-0.25821448209899256	-0.22051042715989683	N	2	1.2761782	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
touch/N	-0.38103612965357875	-0.006384196206771973	N	1	0.9225383	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
tower/N	-0.002521544819802173	-0.4028890878384733	N	1	3.0987093	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
tradition/N	-0.013532152314770764	0.1593881094045826	N	3	1.6292522	0	3	1	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
traditional/J	-0.022193839478185557	0.15744284213787937	J	1	1.5145893	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
training/N	-0.102983189034203	0.14074671072367165	N	2	0.9873605	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
trend/N	-0.10928140141333793	0.21757218491029676	N	1	0.8808656	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
trip/N	-0.12293028142748398	-0.19603182997247412	N	1	0.43474174	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
trouble/N	-0.318058539529486	-0.07361582887358392	N	1	0.036487408	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
try/V	-0.22769232646527054	-0.08668342596055681	V	1	0.024570396	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
turn/V	-0.22756886318641492	-0.11691884819423047	V	2	0	2	0	0	0	1	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
unbroken/J	0.19010270859369963	-0.34425542021658173	J	1	2.8267758	1	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
unitarian/N	0.37647847743594454	0.17334887908045812	N	2	3.2686086	0	2	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
unite/V	0.21200901648625786	0.19422886182012206	V	3	3.232241	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
unity/N	0.0512606983808425	0.15812033193046415	N	1	2.9589474	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
university/N	-0.02923279382162983	0.04125207939868535	N	2	0.7647468	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
unnatural/J	0.4297679059367192	0.2673912442050137	J	1	3.3863914	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
up/V	-0.20556303942275836	-0.10454181794912144	V	4	0.20671861	3	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0
urge/V	0.06446427752824507	-0.02130189967616718	V	1	1.6371917	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
use/V	-0.21942215633544132	0.025747548127776684	V	1	0	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
various/J	-0.09939527347644248	0.10028035807180519	J	2	1.7938818	0	2	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
vast/J	-0.21311890524118474	0.18771052712354228	J	1	1.0033791	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
vehicle/N	-0.2322738697364317	0.19658316469040793	N	1	0.47268307	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
venerable/J	0.4540936034852001	0.07910820899671142	J	1	3.3863914	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
verplanck/N	0.47047226593185093	-0.15679079820784578	N	1	4.772686	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
vigor/N	0.36226372229982196	-0.14213879153934703	N	1	3.519923	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
visible/J	-0.12137407818100276	-0.3217935135898125	J	1	1.476849	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
vital/J	-0.025107316109491025	0.23734403755778974	J	2	1.7895324	2	0	0	0	0	0	0	0	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
vitality/N	-0.006953616320509448	0.4251957155486973	N	1	2.8447943	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
wales/N	0.3429988461287174	-0.2335745014791792	N	2	3.925388	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
wall/N	-0.254856047974032	-0.1673627681540288	N	1	0.22408602	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
wall/V	0.5042461683157424	-0.022214767802576123	V	1	4.772686	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
want/V	-0.18942670888139723	-0.11186129999838995	V	2	0.32206643	2	0	0	1	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
warehouse/N	0.08429382771829286	-0.42998315476005755	N	1	2.6932442	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
way/N	-0.19720170764336134	-0.021119393847617886	N	1	0	1	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
well-established/J	0.5085419381725469	-0.06966865210858153	J	1	4.772686	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
well-kept/J	0.3033966320385366	-0.31668364877717514	J	1	3.3863914	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
white/J	-0.229659205436003	-0.17808730298162656	J	2	1.027111	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
white/N	-0.1051412517803572	-0.13713245646790437	N	2	1.1065634	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
wilson/N	-0.042177316424486015	-0.2425611083974959	N	2	1.7971563	2	0	0	0	0	0	2	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
woman/N	-0.11188564744174033	-0.08577759273271059	N	2	1.1789759	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
word/N	-0.19867365040789944	0.004683618659040532	N	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
world/N	-0.12495561032049687	0.0297751843163864	N	2	0.038770717	2	0	0	2	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
worship/N	0.169785684897779	0.224470603901876	N	1	2.9268591	1	0	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
write/V	-0.09297535330785464	-0.032097880790570826	V	1	0.6330493	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
year/N	-0.12409635676894888	9.52287131652041e-4	N	4	0.066642486	4	0	0	1	2	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
yes/N	0.2041303259330876	-0.4187819910092966	N	1	3.163248	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
