_id	_cws.spoor.foc10.nav.ppmi_weight.bound	_count.spoor.foc10.nav.ppmi_weight.bound	_cws.spoor.foc10.nav.ppmi_sel.bound	_count.spoor.foc10.nav.ppmi_sel.bound	_cws.spoor.foc10.nav.no_ppmi.bound	_count.spoor.foc10.nav.no_ppmi.bound	_cws.spoor.foc10.all.ppmi_weight.bound	_count.spoor.foc10.all.ppmi_weight.bound	_cws.spoor.foc10.all.ppmi_sel.bound	_count.spoor.foc10.all.ppmi_sel.bound	_cws.spoor.foc10.all.no_ppmi.bound	_count.spoor.foc10.all.no_ppmi.bound	_cws.spoor.foc5.nav.ppmi_weight.bound	_count.spoor.foc5.nav.ppmi_weight.bound	_cws.spoor.foc5.nav.ppmi_sel.bound	_count.spoor.foc5.nav.ppmi_sel.bound	_cws.spoor.foc5.nav.no_ppmi.bound	_count.spoor.foc5.nav.no_ppmi.bound	_cws.spoor.foc5.all.ppmi_weight.bound	_count.spoor.foc5.all.ppmi_weight.bound	_cws.spoor.foc5.all.ppmi_sel.bound	_count.spoor.foc5.all.ppmi_sel.bound	_cws.spoor.foc5.all.no_ppmi.bound	_count.spoor.foc5.all.no_ppmi.bound
spoor/noun/het_laatste_nieuws_20040924_01_297/528	geschiedenis/noun;laat_achter/verb;zie/verb	3	geschiedenis/noun;laat_achter/verb;zie/verb	3	geschiedenis/noun;hoe/adj;laat_achter/verb;zie/verb	4	de/det;geschiedenis/noun;laat_achter/verb;ook/adv;zie/verb;zijn/det	6	de/det;geschiedenis/noun;laat_achter/verb;ook/adv;zie/verb;zijn/det	6	de/det;geschiedenis/noun;hoe/adj;je/pron;laat_achter/verb;ook/adv;zie/verb;zijn/det	8	geschiedenis/noun;laat_achter/verb	2	geschiedenis/noun;laat_achter/verb	2	geschiedenis/noun;hoe/adj;laat_achter/verb	3	de/det;geschiedenis/noun;laat_achter/verb;ook/adv;zijn/det	5	de/det;geschiedenis/noun;laat_achter/verb;ook/adv;zijn/det	5	de/det;geschiedenis/noun;hoe/adj;laat_achter/verb;ook/adv;zijn/det	6
spoor/noun/het_laatste_nieuws_20030123_01_116/247	raak/verb	1	raak/verb	1	raak/verb	1	bijster/adv;daar/adv;raak/verb;zijn/det	4	bijster/adv;daar/adv;raak/verb;zijn/det	4	bijster/adv;daar/adv;raak/verb;we/pron;zijn/det	5	raak/verb	1	raak/verb	1	raak/verb	1	bijster/adv;daar/adv;raak/verb;zijn/det	4	bijster/adv;daar/adv;raak/verb;zijn/det	4	bijster/adv;daar/adv;raak/verb;we/pron;zijn/det	5
spoor/noun/het_laatste_nieuws_20010120_01_509/271	Roeselarenaar/noun;heb/verb;laat_achter/verb;onthoofd/adj	4	Roeselarenaar/noun;heb/verb;laat_achter/verb;onthoofd/adj	4	Roeselarenaar/noun;beschamend/adj;doe/verb;gelijkspel/noun;heb/verb;laat_achter/verb;onthoofd/adj;sommig/adj	8	Roeselarenaar/noun;de/det;een/det;geen/det;heb/verb;laat_achter/verb;onthoofd/adj	7	Roeselarenaar/noun;de/det;een/det;geen/det;heb/verb;laat_achter/verb;onthoofd/adj	7	Roeselarenaar/noun;beschamend/adj;de/det;doe/verb;een/det;geen/det;gelijkspel/noun;heb/verb;laat_achter/verb;niet/adv;onthoofd/adj;sommig/adj;tegen/prep;voor/prep	14	heb/verb;laat_achter/verb;onthoofd/adj	3	heb/verb;laat_achter/verb;onthoofd/adj	3	doe/verb;heb/verb;laat_achter/verb;onthoofd/adj	4	de/det;een/det;geen/det;heb/verb;laat_achter/verb;onthoofd/adj	6	de/det;een/det;geen/det;heb/verb;laat_achter/verb;onthoofd/adj	6	de/det;doe/verb;een/det;geen/det;heb/verb;laat_achter/verb;onthoofd/adj;tegen/prep	8
spoor/noun/het_laatste_nieuws_20000918_01_22/394	fanfare/noun;merk/verb;wandel/verb	3	fanfare/noun;merk/verb;wandel/verb	3	fanfare/noun;merk/verb;wandel/verb	3	de/det;fanfare/noun;het/det;in/prep;langs/prep;merk/verb;van/prep;wandel/verb	8	de/det;fanfare/noun;het/det;in/prep;langs/prep;merk/verb;van/prep;wandel/verb	8	de/det;fanfare/noun;het/det;in/prep;je/pron;langs/prep;merk/verb;pas/adv;van/prep;wandel/verb	10	fanfare/noun	1	fanfare/noun	1	fanfare/noun	1	de/det;fanfare/noun;het/det;in/prep;langs/prep;van/prep	6	de/det;fanfare/noun;het/det;in/prep;langs/prep;van/prep	6	de/det;fanfare/noun;het/det;in/prep;langs/prep;pas/adv;van/prep	7
spoor/noun/het_laatste_nieuws_20041210_02_663/40	ben_weg/verb;snel/adj	2	ben_weg/verb;snel/adj	2	ben_weg/verb;ga/verb;klein/adj;snel/adj	4	ben_weg/verb;een/det;het/det;slechts/adv;snel/adj;weg/part	6	ben_weg/verb;een/det;het/det;slechts/adv;snel/adj;weg/part	6	ben_weg/verb;een/det;ga/verb;het/det;klein/adj;om/prep;slechts/adv;snel/adj;weg/part	9	ben_weg/verb;snel/adj	2	ben_weg/verb;snel/adj	2	ben_weg/verb;snel/adj	2	ben_weg/verb;het/det;snel/adj;weg/part	4	ben_weg/verb;het/det;snel/adj;weg/part	4	ben_weg/verb;het/det;snel/adj;weg/part	4
spoor/noun/het_laatste_nieuws_20000412_01_114/116	goed/adj;letterlijk/adj	2	goed/adj;letterlijk/adj	2	goed/adj;help/verb;letterlijk/adj	3	goed/adj;hen/pron;het/det;letterlijk/adj;op/prep;van/prep	6	goed/adj;hen/pron;het/det;letterlijk/adj;op/prep;van/prep	6	aldus/prep;goed/adj;help/verb;hen/pron;het/det;letterlijk/adj;op/prep;van/prep;wij/pron	9	goed/adj;letterlijk/adj	2	goed/adj;letterlijk/adj	2	goed/adj;letterlijk/adj	2	goed/adj;hen/pron;het/det;letterlijk/adj;op/prep;van/prep	6	goed/adj;hen/pron;het/det;letterlijk/adj;op/prep;van/prep	6	aldus/prep;goed/adj;hen/pron;het/det;letterlijk/adj;op/prep;van/prep	7
spoor/noun/het_laatste_nieuws_20011013_01_301/279	ben/verb;dader/noun	2	ben/verb;dader/noun	2	ben/verb;dader/noun	2	ben/verb;dader/noun;de/det;geen/det;van/prep	5	ben/verb;dader/noun;de/det;geen/det;van/prep	5	ben/verb;dader/noun;de/det;geen/det;van/prep	5	ben/verb;dader/noun	2	ben/verb;dader/noun	2	ben/verb;dader/noun	2	ben/verb;dader/noun;de/det;geen/det;van/prep	5	ben/verb;dader/noun;de/det;geen/det;van/prep	5	ben/verb;dader/noun;de/det;geen/det;van/prep	5
spoor/noun/het_laatste_nieuws_20041110_01_183/110	ben/verb;dader/noun;geld_som/noun;maak_buit/verb	4	ben/verb;dader/noun;geld_som/noun;maak_buit/verb	4	ben/verb;bescheiden/adj;dader/noun;geld_som/noun;maak_buit/verb	5	ben/verb;dader/noun;die/pron;een/det;geen/det;geld_som/noun;maak_buit/verb	7	ben/verb;dader/noun;die/pron;een/det;geen/det;geld_som/noun;maak_buit/verb	7	ben/verb;bescheiden/adj;dader/noun;die/pron;een/det;geen/det;geld_som/noun;maak_buit/verb	8	ben/verb;geld_som/noun;maak_buit/verb	3	ben/verb;geld_som/noun;maak_buit/verb	3	ben/verb;geld_som/noun;maak_buit/verb	3	ben/verb;geen/det;geld_som/noun;maak_buit/verb	4	ben/verb;geen/det;geld_som/noun;maak_buit/verb	4	ben/verb;geen/det;geld_som/noun;maak_buit/verb	4
spoor/noun/het_laatste_nieuws_20011109_01_478/148	heb/verb;laat_na/verb	2	heb/verb;laat_na/verb	2	heb/verb;heel/adj;laat_na/verb;natuurlijk/adj;proces/noun	5	heb/verb;laat_na/verb;zijn/det	3	heb/verb;laat_na/verb;zijn/det	3	dat/det;heb/verb;heel/adj;laat_na/verb;natuurlijk/adj;proces/noun;zijn/det	7	heb/verb;laat_na/verb	2	heb/verb;laat_na/verb	2	heb/verb;heel/adj;laat_na/verb;natuurlijk/adj;proces/noun	5	heb/verb;laat_na/verb;zijn/det	3	heb/verb;laat_na/verb;zijn/det	3	heb/verb;heel/adj;laat_na/verb;natuurlijk/adj;proces/noun;zijn/det	6
spoor/noun/het_laatste_nieuws_20000124_01_256/208	vind_terug/verb;word/verb	2	vind_terug/verb;word/verb	2	er/noun;vind_terug/verb;word/verb	3	geen/det;gisterenavond/adv;van/prep;vind_terug/verb;word/verb	5	geen/det;gisterenavond/adv;van/prep;vind_terug/verb;word/verb	5	er/noun;geen/det;gisterenavond/adv;tot/prep;van/prep;vind_terug/verb;word/verb	7	vind_terug/verb;word/verb	2	vind_terug/verb;word/verb	2	er/noun;vind_terug/verb;word/verb	3	geen/det;gisterenavond/adv;van/prep;vind_terug/verb;word/verb	5	geen/det;gisterenavond/adv;van/prep;vind_terug/verb;word/verb	5	er/noun;geen/det;gisterenavond/adv;tot/prep;van/prep;vind_terug/verb;word/verb	7
spoor/noun/het_laatste_nieuws_19990719_01_79/108	dader/noun;ontbreek/verb;voorlopig/adj	3	dader/noun;ontbreek/verb;voorlopig/adj	3	dader/noun;ontbreek/verb;voorlopig/adj	3	dader/noun;de/det;elk/det;nog/adv;ontbreek/verb;van/prep;voorlopig/adj	7	dader/noun;de/det;elk/det;nog/adv;ontbreek/verb;van/prep;voorlopig/adj	7	dader/noun;de/det;elk/det;nog/adv;ontbreek/verb;van/prep;voorlopig/adj	7	dader/noun;ontbreek/verb;voorlopig/adj	3	dader/noun;ontbreek/verb;voorlopig/adj	3	dader/noun;ontbreek/verb;voorlopig/adj	3	dader/noun;elk/det;nog/adv;ontbreek/verb;voorlopig/adj	5	dader/noun;elk/det;nog/adv;ontbreek/verb;voorlopig/adj	5	dader/noun;elk/det;nog/adv;ontbreek/verb;voorlopig/adj	5
spoor/noun/het_laatste_nieuws_20040319_01_170/171	doek/noun;laat_na/verb;wit/adj;word/verb	4	doek/noun;laat_na/verb;wit/adj;word/verb	4	doek/noun;groot/adj;laat_na/verb;wit/adj;word/verb	5	de/det;doek/noun;een/det;hun/det;laat_na/verb;op/prep;van/prep;wit/adj;word/verb	9	de/det;doek/noun;een/det;hun/det;laat_na/verb;op/prep;van/prep;wit/adj;word/verb	9	de/det;doek/noun;een/det;groot/adj;hun/det;laat_na/verb;op/prep;van/prep;wit/adj;word/verb	10	word/verb	1	word/verb	1	word/verb	1	de/det;een/det;hun/det;op/prep;van/prep;word/verb	6	de/det;een/det;hun/det;op/prep;van/prep;word/verb	6	de/det;een/det;hun/det;op/prep;van/prep;word/verb	6
spoor/noun/het_laatste_nieuws_20020622_01_303/184	ben/verb;dader/noun	2	ben/verb;dader/noun	2	ben/verb;dader/noun	2	ben/verb;dader/noun;de/det;geen/det;nog/adv;van/prep	6	ben/verb;dader/noun;de/det;geen/det;nog/adv;van/prep	6	ben/verb;dader/noun;de/det;geen/det;nog/adv;toe/part;tot/prep;van/prep	8	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;geen/det;nog/adv	3	ben/verb;geen/det;nog/adv	3	ben/verb;geen/det;nog/adv;toe/part;tot/prep	5
spoor/noun/het_laatste_nieuws_20021216_01_305/850	ben/verb;bespeur/verb;duw/verb;gelaat/noun;neus/noun	5	ben/verb;bespeur/verb;duw/verb;gelaat/noun;neus/noun	5	ben/verb;bespeur/verb;duw/verb;gelaat/noun;krijg/verb;miserie/noun;neus/noun	7	ben/verb;bespeur/verb;de/det;duw/verb;er/adv;geen/det;gelaat/noun;neus/noun;op/prep;van/prep	10	ben/verb;bespeur/verb;de/det;duw/verb;er/adv;geen/det;gelaat/noun;neus/noun;op/prep;van/prep	10	ben/verb;bespeur/verb;de/det;duw/verb;er/adv;geen/det;gelaat/noun;krijg/verb;miserie/noun;neus/noun;onder/prep;op/prep;van/prep	13	ben/verb	1	ben/verb	1	ben/verb;krijg/verb;miserie/noun	3	ben/verb;er/adv;geen/det;op/prep;van/prep	5	ben/verb;er/adv;geen/det;op/prep;van/prep	5	ben/verb;er/adv;geen/det;krijg/verb;miserie/noun;op/prep;van/prep	7
spoor/noun/het_laatste_nieuws_20040609_01_354/58	blijf/verb;bovenleiding/noun;jas/noun;trek_uit/verb	4	blijf/verb;bovenleiding/noun;jas/noun;trek_uit/verb	4	blijf/verb;bovenleiding/noun;gooi/verb;hang/verb;jas/noun;trek_uit/verb;waar/noun	7	blijf/verb;bovenleiding/noun;de/det;die/pron;het/det;jas/noun;op/prep;trek_uit/verb;van/prep;zijn/det	10	blijf/verb;bovenleiding/noun;de/det;die/pron;het/det;jas/noun;op/prep;trek_uit/verb;van/prep;zijn/det	10	blijf/verb;bovenleiding/noun;de/det;die/pron;gooi/verb;hang/verb;het/det;hij/pron;jas/noun;op/prep;trek_uit/verb;van/prep;waar/noun;zijn/det	14	blijf/verb;bovenleiding/noun	2	blijf/verb;bovenleiding/noun	2	blijf/verb;bovenleiding/noun;gooi/verb;waar/noun	4	blijf/verb;bovenleiding/noun;de/det;die/pron;het/det;op/prep;van/prep	7	blijf/verb;bovenleiding/noun;de/det;die/pron;het/det;op/prep;van/prep	7	blijf/verb;bovenleiding/noun;de/det;die/pron;gooi/verb;het/det;op/prep;van/prep;waar/noun	9
spoor/noun/het_laatste_nieuws_20040827_01_420/78	aanvankelijk/adj;ben/verb;dader/noun;politie_inspecteur/noun	4	aanvankelijk/adj;ben/verb;dader/noun;politie_inspecteur/noun	4	aanvankelijk/adj;ben/verb;dader/noun;politie_inspecteur/noun;zone/noun	5	aanvankelijk/adj;ben/verb;dader/noun;de/det;een/det;er/adv;geen/det;politie_inspecteur/noun;van/prep	9	aanvankelijk/adj;ben/verb;dader/noun;de/det;een/det;er/adv;geen/det;politie_inspecteur/noun;van/prep	9	aanvankelijk/adj;ben/verb;dader/noun;de/det;een/det;er/adv;geen/det;politie_inspecteur/noun;van/prep;voor/prep;zich/pron;zone/noun	12	dader/noun;politie_inspecteur/noun	2	dader/noun;politie_inspecteur/noun	2	dader/noun;politie_inspecteur/noun	2	dader/noun;er/adv;geen/det;politie_inspecteur/noun;van/prep	5	dader/noun;er/adv;geen/det;politie_inspecteur/noun;van/prep	5	dader/noun;er/adv;geen/det;politie_inspecteur/noun;van/prep	5
spoor/noun/het_laatste_nieuws_20040824_01_153/42	ben/verb;dief/noun	2	ben/verb;dief/noun	2	ben/verb;dief/noun	2	ben/verb;de/det;dief/noun;geen/det;van/prep	5	ben/verb;de/det;dief/noun;geen/det;van/prep	5	ben/verb;de/det;dief/noun;geen/det;van/prep	5	ben/verb;dief/noun	2	ben/verb;dief/noun	2	ben/verb;dief/noun	2	ben/verb;de/det;dief/noun;geen/det;van/prep	5	ben/verb;de/det;dief/noun;geen/det;van/prep	5	ben/verb;de/det;dief/noun;geen/det;van/prep	5
spoor/noun/het_laatste_nieuws_20040601_01_162/681	ben/verb;dader/noun	2	ben/verb;dader/noun	2	ben/verb;dader/noun	2	ben/verb;dader/noun;de/det;geen/det;van/prep	5	ben/verb;dader/noun;de/det;geen/det;van/prep	5	ben/verb;dader/noun;de/det;geen/det;van/prep	5	ben/verb;dader/noun	2	ben/verb;dader/noun	2	ben/verb;dader/noun	2	ben/verb;dader/noun;de/det;geen/det;van/prep	5	ben/verb;dader/noun;de/det;geen/det;van/prep	5	ben/verb;dader/noun;de/det;geen/det;van/prep	5
spoor/noun/het_laatste_nieuws_20001128_01_186/106	dader/noun;ontbreek/verb	2	dader/noun;ontbreek/verb	2	dader/noun;ontbreek/verb	2	dader/noun;de/det;elk/det;ontbreek/verb;van/prep	5	dader/noun;de/det;elk/det;ontbreek/verb;van/prep	5	dader/noun;de/det;elk/det;ontbreek/verb;van/prep	5	dader/noun;ontbreek/verb	2	dader/noun;ontbreek/verb	2	dader/noun;ontbreek/verb	2	dader/noun;de/det;elk/det;ontbreek/verb;van/prep	5	dader/noun;de/det;elk/det;ontbreek/verb;van/prep	5	dader/noun;de/det;elk/det;ontbreek/verb;van/prep	5
spoor/noun/het_laatste_nieuws_20010125_01_198/66	dader/noun;ontbreek/verb	2	dader/noun;ontbreek/verb	2	dader/noun;ontbreek/verb	2	dader/noun;de/det;elk/det;ontbreek/verb;van/prep	5	dader/noun;de/det;elk/det;ontbreek/verb;van/prep	5	dader/noun;de/det;elk/det;ontbreek/verb;van/prep	5	dader/noun;ontbreek/verb	2	dader/noun;ontbreek/verb	2	dader/noun;ontbreek/verb	2	dader/noun;de/det;elk/det;ontbreek/verb;van/prep	5	dader/noun;de/det;elk/det;ontbreek/verb;van/prep	5	dader/noun;de/det;elk/det;ontbreek/verb;van/prep	5
spoor/noun/het_laatste_nieuws_20041105_01_24/229	inbraak/noun	1	inbraak/noun	1	inbraak/noun	1	geen/det;inbraak/noun;van/prep	3	geen/det;inbraak/noun;van/prep	3	geen/det;inbraak/noun;van/prep	3	inbraak/noun	1	inbraak/noun	1	inbraak/noun	1	geen/det;inbraak/noun;van/prep	3	geen/det;inbraak/noun;van/prep	3	geen/det;inbraak/noun;van/prep	3
spoor/noun/het_laatste_nieuws_20040102_01_390/134	ben/verb;inbreker/noun	2	ben/verb;inbreker/noun	2	ben/verb;inbreker/noun	2	ben/verb;de/det;geen/det;inbreker/noun;nog/adv;van/prep	6	ben/verb;de/det;geen/det;inbreker/noun;nog/adv;van/prep	6	ben/verb;de/det;geen/det;inbreker/noun;nog/adv;van/prep	6	ben/verb;inbreker/noun	2	ben/verb;inbreker/noun	2	ben/verb;inbreker/noun	2	ben/verb;de/det;geen/det;inbreker/noun;nog/adv	5	ben/verb;de/det;geen/det;inbreker/noun;nog/adv	5	ben/verb;de/det;geen/det;inbreker/noun;nog/adv	5
spoor/noun/het_laatste_nieuws_20040522_01_647/269	vind/verb;zoek/verb	2	vind/verb;zoek/verb	2	vind/verb;zoek/verb	2	geen/det;van/prep;vind/verb;zoek/verb	4	geen/det;van/prep;vind/verb;zoek/verb	4	geen/det;van/prep;vind/verb;ze/pron;zoek/verb	5	vind/verb	1	vind/verb	1	vind/verb	1	geen/det;van/prep;vind/verb	3	geen/det;van/prep;vind/verb	3	geen/det;van/prep;vind/verb;ze/pron	4
spoor/noun/het_laatste_nieuws_20040103_01_504/141	ben/verb;fraude/noun;noodzakelijk/adj;vrees/noun;wis_uit/verb	5	ben/verb;fraude/noun;noodzakelijk/adj;vrees/noun;wis_uit/verb	5	ben/verb;fraude/noun;noodzakelijk/adj;oprichter/noun;vrees/noun;wis_uit/verb;zal/verb	7	ben/verb;de/det;die/pron;fraude/noun;nog/adv;noodzakelijk/adj;van/prep;vrees/noun;wis_uit/verb	9	ben/verb;de/det;die/pron;fraude/noun;nog/adv;noodzakelijk/adj;van/prep;vrees/noun;wis_uit/verb	9	ben/verb;de/det;die/pron;fraude/noun;nog/adv;noodzakelijk/adj;oprichter/noun;uit/prep;van/prep;vrees/noun;wis_uit/verb;zal/verb	12	fraude/noun;wis_uit/verb	2	fraude/noun;wis_uit/verb	2	fraude/noun;oprichter/noun;wis_uit/verb;zal/verb	4	de/det;fraude/noun;van/prep;wis_uit/verb	4	de/det;fraude/noun;van/prep;wis_uit/verb	4	de/det;fraude/noun;oprichter/noun;van/prep;wis_uit/verb;zal/verb	6
spoor/noun/het_laatste_nieuws_20000831_01_264/217	ben/verb;loop/verb	2	ben/verb;loop/verb	2	Vlaams/adj;aangelegenheid/noun;ben/verb;exclusief/adj;loop/verb	5	alle/det;ben/verb;een/det;het/det;loop/verb;naar/prep	6	alle/det;ben/verb;een/det;het/det;loop/verb;naar/prep	6	Vlaams/adj;aangelegenheid/noun;alle/det;ben/verb;een/det;exclusief/adj;het/det;loop/verb;naar/prep	9	ben/verb;loop/verb	2	ben/verb;loop/verb	2	aangelegenheid/noun;ben/verb;loop/verb	3	alle/det;ben/verb;loop/verb;naar/prep	4	alle/det;ben/verb;loop/verb;naar/prep	4	aangelegenheid/noun;alle/det;ben/verb;loop/verb;naar/prep	5
spoor/noun/het_laatste_nieuws_20010115_01_254/552	ander/adj;laat_achter/verb;zichtbaar/adj	3	ander/adj;laat_achter/verb;zichtbaar/adj	3	ander/adj;ga/verb;laat_achter/verb;zal/verb;zichtbaar/adj	5	alleszins/adv;ander/adj;een/det;geen/det;het/det;laat_achter/verb;op/prep;zichtbaar/adj	8	alleszins/adv;ander/adj;een/det;geen/det;het/det;laat_achter/verb;op/prep;zichtbaar/adj	8	alleszins/adv;ander/adj;een/det;ga/verb;geen/det;het/det;laat_achter/verb;op/prep;zal/verb;zichtbaar/adj	10	laat_achter/verb;zichtbaar/adj	2	laat_achter/verb;zichtbaar/adj	2	laat_achter/verb;zal/verb;zichtbaar/adj	3	alleszins/adv;geen/det;het/det;laat_achter/verb;zichtbaar/adj	5	alleszins/adv;geen/det;het/det;laat_achter/verb;zichtbaar/adj	5	alleszins/adv;geen/det;het/det;laat_achter/verb;zal/verb;zichtbaar/adj	6
spoor/noun/het_laatste_nieuws_20010314_01_440/142	goed/adj;lijk/verb;ploeg/noun;trainer_wissel/noun;zit/verb	5	goed/adj;lijk/verb;ploeg/noun;trainer_wissel/noun;zit/verb	5	goed/adj;lijk/verb;ploeg/noun;trainer_wissel/noun;zit/verb	5	de/det;goed/adj;het/det;lijk/verb;op/prep;ploeg/noun;trainer_wissel/noun;zit/verb	8	de/det;goed/adj;het/det;lijk/verb;op/prep;ploeg/noun;trainer_wissel/noun;zit/verb	8	de/det;die/det;goed/adj;het/det;lijk/verb;op/prep;ploeg/noun;sinds/prep;trainer_wissel/noun;wel/adv;zit/verb	11	goed/adj;lijk/verb;trainer_wissel/noun;zit/verb	4	goed/adj;lijk/verb;trainer_wissel/noun;zit/verb	4	goed/adj;lijk/verb;trainer_wissel/noun;zit/verb	4	goed/adj;het/det;lijk/verb;op/prep;trainer_wissel/noun;zit/verb	6	goed/adj;het/det;lijk/verb;op/prep;trainer_wissel/noun;zit/verb	6	goed/adj;het/det;lijk/verb;op/prep;trainer_wissel/noun;wel/adv;zit/verb	7
spoor/noun/het_laatste_nieuws_20030228_01_42/73	ben/verb;geweld/noun;ooggetuige/noun;zie/verb	4	ben/verb;geweld/noun;ooggetuige/noun;zie/verb	4	ben/verb;geweld/noun;ooggetuige/noun;zie/verb	4	ben/verb;een/det;er/adv;geen/det;geweld/noun;ooggetuige/noun;van/prep;volgens/prep;zie/verb	9	ben/verb;een/det;er/adv;geen/det;geweld/noun;ooggetuige/noun;van/prep;volgens/prep;zie/verb	9	ben/verb;een/det;er/adv;geen/det;geweld/noun;ooggetuige/noun;van/prep;volgens/prep;zie/verb	9	ben/verb;geweld/noun;ooggetuige/noun;zie/verb	4	ben/verb;geweld/noun;ooggetuige/noun;zie/verb	4	ben/verb;geweld/noun;ooggetuige/noun;zie/verb	4	ben/verb;een/det;er/adv;geen/det;geweld/noun;ooggetuige/noun;van/prep;zie/verb	8	ben/verb;een/det;er/adv;geen/det;geweld/noun;ooggetuige/noun;van/prep;zie/verb	8	ben/verb;een/det;er/adv;geen/det;geweld/noun;ooggetuige/noun;van/prep;zie/verb	8
spoor/noun/het_laatste_nieuws_20030630_01_92/93	ben/verb;dader/noun;nummerplaat/noun	3	ben/verb;dader/noun;nummerplaat/noun	3	ben/verb;dader/noun;noteer/verb;nummerplaat/noun;weet/verb	5	ben/verb;dader/noun;de/det;geen/det;nog/adv;nummerplaat/noun;van/prep	7	ben/verb;dader/noun;de/det;geen/det;nog/adv;nummerplaat/noun;van/prep	7	ben/verb;dader/noun;de/det;geen/det;nog/adv;noteer/verb;nummerplaat/noun;van/prep;weet/verb	9	dader/noun	1	dader/noun	1	dader/noun	1	dader/noun;de/det;geen/det;nog/adv;van/prep	5	dader/noun;de/det;geen/det;nog/adv;van/prep	5	dader/noun;de/det;geen/det;nog/adv;van/prep	5
spoor/noun/het_laatste_nieuws_20020613_01_211/373	ben/verb;momenteel/adj	2	ben/verb;momenteel/adj	2	ben/verb;momenteel/adj	2	ben/verb;geen/det;momenteel/adj	3	ben/verb;geen/det;momenteel/adj	3	ben/verb;geen/det;momenteel/adj	3	ben/verb;momenteel/adj	2	ben/verb;momenteel/adj	2	ben/verb;momenteel/adj	2	ben/verb;geen/det;momenteel/adj	3	ben/verb;geen/det;momenteel/adj	3	ben/verb;geen/det;momenteel/adj	3
spoor/noun/het_laatste_nieuws_20030826_01_143/438	achtervolging/noun;overvaller/noun;raak/verb;tijdje/noun;zet_in/verb	5	achtervolging/noun;overvaller/noun;raak/verb;tijdje/noun;zet_in/verb	5	achtervolging/noun;overvaller/noun;raak/verb;tijdje/noun;zet_in/verb	5	achtervolging/noun;bijster/adv;de/det;een/det;het/det;na/prep;nog/adv;overvaller/noun;raak/verb;tijdje/noun;van/prep;zet_in/verb;zijn/det	13	achtervolging/noun;bijster/adv;de/det;een/det;het/det;na/prep;nog/adv;overvaller/noun;raak/verb;tijdje/noun;van/prep;zet_in/verb;zijn/det	13	achtervolging/noun;bijster/adv;de/det;een/det;het/det;in/part;na/prep;nog/adv;overvaller/noun;raak/verb;tijdje/noun;van/prep;zelf/adv;zet_in/verb;zijn/det	15	overvaller/noun;raak/verb	2	overvaller/noun;raak/verb	2	overvaller/noun;raak/verb	2	een/det;het/det;na/prep;nog/adv;overvaller/noun;raak/verb;van/prep;zijn/det	8	een/det;het/det;na/prep;nog/adv;overvaller/noun;raak/verb;van/prep;zijn/det	8	een/det;het/det;in/part;na/prep;nog/adv;overvaller/noun;raak/verb;van/prep;zijn/det	9
spoor/noun/het_nieuwsblad_20001016_01_477/282	verzeil/verb;wiel/noun	2	verzeil/verb;wiel/noun	2	kies/verb;plots/adj;specifiek/adj;verzeil/verb;wiel/noun	5	het/det;iemand/det;in/prep;van/prep;verzeil/verb;wiel/noun	6	het/det;iemand/det;in/prep;van/prep;verzeil/verb;wiel/noun	6	het/det;iemand/det;ik/pron;in/prep;kies/verb;nooit/adv;plots/adj;specifiek/adj;van/prep;verzeil/verb;wiel/noun	11	verzeil/verb	1	verzeil/verb	1	kies/verb;plots/adj;specifiek/adj;verzeil/verb	4	iemand/det;verzeil/verb	2	iemand/det;verzeil/verb	2	iemand/det;ik/pron;kies/verb;nooit/adv;plots/adj;specifiek/adj;verzeil/verb	7
spoor/noun/het_nieuwsblad_20010108_01_116/565	goed/adj;ploeg/noun;zet/verb	3	goed/adj;ploeg/noun;zet/verb	3	goed/adj;kwartier/noun;ploeg/noun;zet/verb	4	goed/adj;het/det;hun/det;in/prep;op/prep;ploeg/noun;zet/verb	7	goed/adj;het/det;hun/det;in/prep;op/prep;ploeg/noun;zet/verb	7	goed/adj;het/det;hun/det;in/prep;kwartier/noun;op/prep;ploeg/noun;zet/verb	8	goed/adj	1	goed/adj	1	goed/adj;kwartier/noun	2	goed/adj;het/det;op/prep	3	goed/adj;het/det;op/prep	3	goed/adj;het/det;kwartier/noun;op/prep	4
spoor/noun/het_nieuwsblad_20000916_01_527/126	ben/verb;crash/noun;duidelijk/adj;heb/verb;juist/adj;wijk_af/verb;zie/verb	7	ben/verb;crash/noun;duidelijk/adj;heb/verb;juist/adj;wijk_af/verb;zie/verb	7	ben/verb;crash/noun;duidelijk/adj;heb/verb;juist/adj;wijk_af/verb;zie/verb	7	ben/verb;crash/noun;de/det;duidelijk/adj;een/det;er/adv;heb/verb;het/det;juist/adj;nog/adv;van/prep;wijk_af/verb;zie/verb	13	ben/verb;crash/noun;de/det;duidelijk/adj;een/det;er/adv;heb/verb;het/det;juist/adj;nog/adv;van/prep;wijk_af/verb;zie/verb	13	ben/verb;crash/noun;de/det;duidelijk/adj;een/det;er/adv;heb/verb;het/det;hij/pron;juist/adj;nog/adv;van/prep;wijk_af/verb;zie/verb	14	juist/adj;wijk_af/verb	2	juist/adj;wijk_af/verb	2	juist/adj;wijk_af/verb	2	er/adv;het/det;juist/adj;wijk_af/verb	4	er/adv;het/det;juist/adj;wijk_af/verb	4	er/adv;het/det;hij/pron;juist/adj;wijk_af/verb	5
