_id	_cws.gemeen.foc10.nav.weight.bound	_count.gemeen.foc10.nav.weight.bound	_cws.gemeen.foc10.nav.selection.bound	_count.gemeen.foc10.nav.selection.bound	_cws.gemeen.foc10.nav.no.bound	_count.gemeen.foc10.nav.no.bound	_cws.gemeen.foc10.all.weight.bound	_count.gemeen.foc10.all.weight.bound	_cws.gemeen.foc10.all.selection.bound	_count.gemeen.foc10.all.selection.bound	_cws.gemeen.foc10.all.no.bound	_count.gemeen.foc10.all.no.bound	_cws.gemeen.foc5.nav.weight.bound	_count.gemeen.foc5.nav.weight.bound	_cws.gemeen.foc5.nav.selection.bound	_count.gemeen.foc5.nav.selection.bound	_cws.gemeen.foc5.nav.no.bound	_count.gemeen.foc5.nav.no.bound	_cws.gemeen.foc5.all.weight.bound	_count.gemeen.foc5.all.weight.bound	_cws.gemeen.foc5.all.selection.bound	_count.gemeen.foc5.all.selection.bound	_cws.gemeen.foc5.all.no.bound	_count.gemeen.foc5.all.no.bound
gemeen/adj/nrc_handelsblad_20040524_92/445	arbiter/noun;handvol/noun;heb/verb;kaart/noun;kan/verb;overtreding/noun;rood/adj;veroorzaker/noun	8	arbiter/noun;handvol/noun;heb/verb;kaart/noun;kan/verb;overtreding/noun;rood/adj;veroorzaker/noun	8	arbiter/noun;geef/verb;handvol/noun;heb/verb;kaart/noun;kan/verb;keer/noun;overtreding/noun;rood/adj;veroorzaker/noun	10	arbiter/noun;die/pron;een/det;handvol/noun;heb/verb;kaart/noun;kan/verb;overtreding/noun;rood/adj;veroorzaker/noun;wel/adv	11	arbiter/noun;die/pron;een/det;handvol/noun;heb/verb;kaart/noun;kan/verb;overtreding/noun;rood/adj;veroorzaker/noun;wel/adv	11	arbiter/noun;de/det;die/pron;een/det;geef/verb;handvol/noun;heb/verb;kaart/noun;kan/verb;keer/noun;overtreding/noun;rood/adj;van/prep;veroorzaker/noun;wel/adv	15	handvol/noun;overtreding/noun;veroorzaker/noun	3	handvol/noun;overtreding/noun;veroorzaker/noun	3	handvol/noun;keer/noun;overtreding/noun;veroorzaker/noun	4	een/det;handvol/noun;overtreding/noun;veroorzaker/noun;wel/adv	5	een/det;handvol/noun;overtreding/noun;veroorzaker/noun;wel/adv	5	de/det;een/det;handvol/noun;keer/noun;overtreding/noun;van/prep;veroorzaker/noun;wel/adv	8
gemeen/adj/nrc_handelsblad_20020708_74/161	album/noun;deler/noun;groot/adj;nummer/noun;schamel/adj	5	album/noun;deler/noun;groot/adj;nummer/noun;schamel/adj	5	album/noun;bied/verb;deler/noun;groot/adj;nummer/noun;schamel/adj	6	album/noun;als/prep;deler/noun;een/det;groot/adj;met/prep;notabene/adv;nummer/noun;schamel/adj	9	album/noun;als/prep;deler/noun;een/det;groot/adj;met/prep;notabene/adv;nummer/noun;schamel/adj	9	album/noun;als/prep;bied/verb;deler/noun;een/det;groot/adj;met/prep;notabene/adv;nummer/noun;schamel/adj	10	deler/noun;groot/adj;nummer/noun	3	deler/noun;groot/adj;nummer/noun	3	deler/noun;groot/adj;nummer/noun	3	als/prep;deler/noun;groot/adj;met/prep;notabene/adv;nummer/noun	6	als/prep;deler/noun;groot/adj;met/prep;notabene/adv;nummer/noun	6	als/prep;deler/noun;groot/adj;met/prep;notabene/adv;nummer/noun	6
gemeen/adj/nrc_handelsblad_20001222_61/285	kan/verb;rotzooi/noun	2	kan/verb;rotzooi/noun	2	gewoon/adj;kan/verb;rotzooi/noun	3	alle/det;je/pron;kan/verb;rotzooi/noun	4	alle/det;je/pron;kan/verb;rotzooi/noun	4	alle/det;gewoon/adj;je/pron;kan/verb;nu/adv;rotzooi/noun	6	kan/verb;rotzooi/noun	2	kan/verb;rotzooi/noun	2	gewoon/adj;kan/verb;rotzooi/noun	3	alle/det;je/pron;kan/verb;rotzooi/noun	4	alle/det;je/pron;kan/verb;rotzooi/noun	4	alle/det;gewoon/adj;je/pron;kan/verb;nu/adv;rotzooi/noun	6
gemeen/adj/nrc_handelsblad_20010612_50/569	ben/verb;denk/verb;guitig/adj;kat_kwaad/noun;kwaad/noun;kwasi/adj;zo/adj	7	ben/verb;denk/verb;guitig/adj;kat_kwaad/noun;kwaad/noun;kwasi/adj;zo/adj	7	ben/verb;denk/verb;eerder/adj;guitig/adj;kat_kwaad/noun;kwaad/noun;kwasi/adj;moet/verb;teken/verb;zo/adj	10	ben/verb;denk/verb;guitig/adj;je/pron;kat_kwaad/noun;kwaad/noun;kwasi/adj;ze/pron;zo/adj	9	ben/verb;denk/verb;guitig/adj;je/pron;kat_kwaad/noun;kwaad/noun;kwasi/adj;ze/pron;zo/adj	9	aan/prep;ben/verb;denk/verb;eerder/adj;guitig/adj;het/det;je/pron;kat_kwaad/noun;kwaad/noun;kwasi/adj;moet/verb;teken/verb;ze/pron;zo/adj	14	ben/verb;guitig/adj;kwasi/adj;zo/adj	4	ben/verb;guitig/adj;kwasi/adj;zo/adj	4	ben/verb;eerder/adj;guitig/adj;kwasi/adj;teken/verb;zo/adj	6	ben/verb;guitig/adj;je/pron;kwasi/adj;zo/adj	5	ben/verb;guitig/adj;je/pron;kwasi/adj;zo/adj	5	ben/verb;eerder/adj;guitig/adj;je/pron;kwasi/adj;teken/verb;zo/adj	7
gemeen/adj/nrc_handelsblad_20011027_152/155	boer/noun;dame/noun;jack/noun;knecht/noun;koningin/noun;kop/noun;vrouw/noun	7	boer/noun;dame/noun;jack/noun;knecht/noun;koningin/noun;kop/noun;vrouw/noun	7	boer/noun;dame/noun;jack/noun;knecht/noun;koningin/noun;kop/noun;vrouw/noun	7	boer/noun;dame/noun;haar/det;jack/noun;knecht/noun;koningin/noun;kop/noun;vrouw/noun;zijn/det	9	boer/noun;dame/noun;haar/det;jack/noun;knecht/noun;koningin/noun;kop/noun;vrouw/noun;zijn/det	9	aan/prep;boer/noun;dame/noun;de/det;haar/det;jack/noun;knecht/noun;koningin/noun;kop/noun;vrouw/noun;zijn/det	11	jack/noun;kop/noun;vrouw/noun	3	jack/noun;kop/noun;vrouw/noun	3	jack/noun;kop/noun;vrouw/noun	3	jack/noun;kop/noun;vrouw/noun;zijn/det	4	jack/noun;kop/noun;vrouw/noun;zijn/det	4	de/det;jack/noun;kop/noun;vrouw/noun;zijn/det	5
gemeen/adj/nrc_handelsblad_20011031_24/1140	aandrang/noun;ben/verb;dijk/noun;polder/noun	4	aandrang/noun;ben/verb;dijk/noun;polder/noun	4	Nederlands/adj;aandrang/noun;ben/verb;dijk/noun;polder/noun	5	aandrang/noun;ben/verb;dijk/noun;met/prep;polder/noun	5	aandrang/noun;ben/verb;dijk/noun;met/prep;polder/noun	5	Nederlands/adj;aandrang/noun;ben/verb;de/det;dijk/noun;in/prep;met/prep;op/prep;polder/noun;van/prep	10	ben/verb;dijk/noun;polder/noun	3	ben/verb;dijk/noun;polder/noun	3	Nederlands/adj;ben/verb;dijk/noun;polder/noun	4	ben/verb;dijk/noun;met/prep;polder/noun	4	ben/verb;dijk/noun;met/prep;polder/noun	4	Nederlands/adj;ben/verb;de/det;dijk/noun;in/prep;met/prep;polder/noun	7
gemeen/adj/nrc_handelsblad_20020103_37/278	hoofdpersoon/noun;humor/noun;maak/verb;regisseur/noun;sprookje/noun;uit/verb;verveling/noun;verziekt/adj	8	hoofdpersoon/noun;humor/noun;maak/verb;regisseur/noun;sprookje/noun;uit/verb;verveling/noun;verziekt/adj	8	hoofdpersoon/noun;humor/noun;maak/verb;regisseur/noun;sprookje/noun;uit/verb;verveling/noun;verziekt/adj	8	die/pron;hoofdpersoon/noun;humor/noun;hun/det;maak/verb;met/prep;regisseur/noun;sprookje/noun;uit/verb;verveling/noun;verziekt/adj	11	die/pron;hoofdpersoon/noun;humor/noun;hun/det;maak/verb;met/prep;regisseur/noun;sprookje/noun;uit/verb;verveling/noun;verziekt/adj	11	die/pron;het/det;hoofdpersoon/noun;humor/noun;hun/det;in/prep;maak/verb;met/prep;nog/adv;regisseur/noun;sprookje/noun;uit/verb;verveling/noun;verziekt/adj	14	hoofdpersoon/noun;maak/verb;sprookje/noun	3	hoofdpersoon/noun;maak/verb;sprookje/noun	3	hoofdpersoon/noun;maak/verb;sprookje/noun	3	die/pron;hoofdpersoon/noun;hun/det;maak/verb;met/prep;sprookje/noun	6	die/pron;hoofdpersoon/noun;hun/det;maak/verb;met/prep;sprookje/noun	6	die/pron;het/det;hoofdpersoon/noun;hun/det;maak/verb;met/prep;nog/adv;sprookje/noun	8
gemeen/adj/nrc_handelsblad_20000208_85/45	Oostenrijker/noun;ben/verb;bevolking/noun;bijzonder/adj;geval_wel/verb;laat/verb;niets/noun;onjuist/adj;verklaard/adj	9	Oostenrijker/noun;ben/verb;bevolking/noun;bijzonder/adj;geval_wel/verb;laat/verb;niets/noun;onjuist/adj;verklaard/adj	9	Oostenrijker/noun;ben/verb;bevolking/noun;bijzonder/adj;geval_wel/verb;laat/verb;moet/verb;niets/noun;onjuist/adj;verklaard/adj	10	Oostenrijker/noun;ben/verb;bevolking/noun;bijzonder/adj;een/det;geval_wel/verb;laat/verb;niets/noun;onjuist/adj;verklaard/adj;zijn/det	11	Oostenrijker/noun;ben/verb;bevolking/noun;bijzonder/adj;een/det;geval_wel/verb;laat/verb;niets/noun;onjuist/adj;verklaard/adj;zijn/det	11	Oostenrijker/noun;ben/verb;bevolking/noun;bijzonder/adj;een/det;er/adv;geval_wel/verb;laat/verb;moet/verb;niets/noun;onjuist/adj;van/prep;verklaard/adj;zijn/det	14	ben/verb;bijzonder/adj;onjuist/adj	3	ben/verb;bijzonder/adj;onjuist/adj	3	ben/verb;bijzonder/adj;onjuist/adj	3	ben/verb;bijzonder/adj;een/det;onjuist/adj	4	ben/verb;bijzonder/adj;een/det;onjuist/adj	4	ben/verb;bijzonder/adj;een/det;er/adv;onjuist/adj	5
gemeen/adj/nrc_handelsblad_19991220_46/217	ben/verb;euforie/noun;in_borst/noun;raak_kwijt/verb;woede/noun;zicht/noun	6	ben/verb;euforie/noun;in_borst/noun;raak_kwijt/verb;woede/noun;zicht/noun	6	ben/verb;euforie/noun;in_borst/noun;lot/noun;raak_kwijt/verb;woede/noun;zicht/noun	7	ben/verb;een/det;euforie/noun;in_borst/noun;raak_kwijt/verb;woede/noun;zicht/noun	7	ben/verb;een/det;euforie/noun;in_borst/noun;raak_kwijt/verb;woede/noun;zicht/noun	7	ben/verb;de/det;een/det;euforie/noun;het/det;in_borst/noun;lot/noun;op/prep;raak_kwijt/verb;van/prep;woede/noun;zicht/noun	12	ben/verb;in_borst/noun;raak_kwijt/verb;zicht/noun	4	ben/verb;in_borst/noun;raak_kwijt/verb;zicht/noun	4	ben/verb;in_borst/noun;lot/noun;raak_kwijt/verb;zicht/noun	5	ben/verb;in_borst/noun;raak_kwijt/verb;zicht/noun	4	ben/verb;in_borst/noun;raak_kwijt/verb;zicht/noun	4	ben/verb;de/det;het/det;in_borst/noun;lot/noun;op/prep;raak_kwijt/verb;van/prep;zicht/noun	9
gemeen/adj/nrc_handelsblad_19991014_88/147	Colombiaan/noun;absoluut/adj;ben/verb;doe_aan/verb;kan/verb;laag/adj;uitlevering/noun;vernedering/noun	8	Colombiaan/noun;absoluut/adj;ben/verb;doe_aan/verb;kan/verb;laag/adj;uitlevering/noun;vernedering/noun	8	Colombiaan/noun;absoluut/adj;ben/verb;doe_aan/verb;kan/verb;laag/adj;uitlevering/noun;vernedering/noun;word/verb	9	Colombiaan/noun;absoluut/adj;alle/det;ben/verb;die/pron;doe_aan/verb;een/det;kan/verb;laag/adj;uitlevering/noun;vernedering/noun	11	Colombiaan/noun;absoluut/adj;alle/det;ben/verb;die/pron;doe_aan/verb;een/det;kan/verb;laag/adj;uitlevering/noun;vernedering/noun	11	Colombiaan/noun;aan/prep;absoluut/adj;alle/det;ben/verb;de/det;die/pron;doe_aan/verb;een/det;kan/verb;laag/adj;uitlevering/noun;vernedering/noun;word/verb	14	Colombiaan/noun;absoluut/adj;laag/adj;vernedering/noun	4	Colombiaan/noun;absoluut/adj;laag/adj;vernedering/noun	4	Colombiaan/noun;absoluut/adj;laag/adj;vernedering/noun	4	Colombiaan/noun;absoluut/adj;alle/det;die/pron;een/det;laag/adj;vernedering/noun	7	Colombiaan/noun;absoluut/adj;alle/det;die/pron;een/det;laag/adj;vernedering/noun	7	Colombiaan/noun;absoluut/adj;alle/det;de/det;die/pron;een/det;laag/adj;vernedering/noun	8
gemeen/adj/nrc_handelsblad_20020417_112/161	gezongen/adj;heb/verb;klank/noun;loom/adj;onverbiddelijk/adj	5	gezongen/adj;heb/verb;klank/noun;loom/adj;onverbiddelijk/adj	5	gezongen/adj;heb/verb;klank/noun;loom/adj;onverbiddelijk/adj;vrouwelijk/adj	6	een/det;gezongen/adj;heb/verb;klank/noun;loom/adj;onverbiddelijk/adj	6	een/det;gezongen/adj;heb/verb;klank/noun;loom/adj;onverbiddelijk/adj	6	aan/prep;een/det;gezongen/adj;heb/verb;klank/noun;loom/adj;onverbiddelijk/adj;vrouwelijk/adj	8	heb/verb;klank/noun;loom/adj;onverbiddelijk/adj	4	heb/verb;klank/noun;loom/adj;onverbiddelijk/adj	4	heb/verb;klank/noun;loom/adj;onverbiddelijk/adj	4	een/det;heb/verb;klank/noun;loom/adj;onverbiddelijk/adj	5	een/det;heb/verb;klank/noun;loom/adj;onverbiddelijk/adj	5	aan/prep;een/det;heb/verb;klank/noun;loom/adj;onverbiddelijk/adj	6
gemeen/adj/nrc_handelsblad_20030722_53/596	heb/verb;veeg/verb;wel_gemikt/adj	3	heb/verb;veeg/verb;wel_gemikt/adj	3	heb/verb;podium/noun;veeg/verb;wel_gemikt/adj	4	heb/verb;met/prep;veeg/verb;wel_gemikt/adj	4	heb/verb;met/prep;veeg/verb;wel_gemikt/adj	4	heb/verb;het/det;met/prep;podium/noun;van/prep;veeg/verb;wel_gemikt/adj	7	heb/verb;wel_gemikt/adj	2	heb/verb;wel_gemikt/adj	2	heb/verb;podium/noun;wel_gemikt/adj	3	heb/verb;met/prep;wel_gemikt/adj	3	heb/verb;met/prep;wel_gemikt/adj	3	heb/verb;het/det;met/prep;podium/noun;van/prep;wel_gemikt/adj	6
gemeen/adj/nrc_handelsblad_20020201_29/901	gevoel/noun;heb/verb;jeugdherinnering/noun;rouw/noun;traumatisch/adj;zelfmedelijden/noun	6	gevoel/noun;heb/verb;jeugdherinnering/noun;rouw/noun;traumatisch/adj;zelfmedelijden/noun	6	gevoel/noun;heb/verb;jeugdherinnering/noun;rouw/noun;traumatisch/adj;zelfmedelijden/noun	6	beide/pron;gevoel/noun;heb/verb;jeugdherinnering/noun;met/prep;rouw/noun;traumatisch/adj;zelfmedelijden/noun	8	beide/pron;gevoel/noun;heb/verb;jeugdherinnering/noun;met/prep;rouw/noun;traumatisch/adj;zelfmedelijden/noun	8	beide/pron;gevoel/noun;heb/verb;jeugdherinnering/noun;met/prep;rouw/noun;traumatisch/adj;van/prep;volgens/prep;zelfmedelijden/noun	10	heb/verb;jeugdherinnering/noun;traumatisch/adj	3	heb/verb;jeugdherinnering/noun;traumatisch/adj	3	heb/verb;jeugdherinnering/noun;traumatisch/adj	3	beide/pron;heb/verb;jeugdherinnering/noun;traumatisch/adj	4	beide/pron;heb/verb;jeugdherinnering/noun;traumatisch/adj	4	beide/pron;heb/verb;jeugdherinnering/noun;traumatisch/adj;volgens/prep	5
gemeen/adj/nrc_handelsblad_20000211_99/546	heb/verb;tekortkoming/noun;verwijt/verb	3	heb/verb;tekortkoming/noun;verwijt/verb	3	heb/verb;partner/noun;tekortkoming/noun;verwijt/verb	4	alle/det;die/pron;heb/verb;met/prep;niets/adv;tekortkoming/noun;verwijt/verb	7	alle/det;die/pron;heb/verb;met/prep;niets/adv;tekortkoming/noun;verwijt/verb	7	alle/det;bij/prep;die/pron;heb/verb;met/prep;niets/adv;ons/det;overigens/adv;partner/noun;tekortkoming/noun;verwijt/verb;we/pron	12	heb/verb;verwijt/verb	2	heb/verb;verwijt/verb	2	heb/verb;partner/noun;verwijt/verb	3	heb/verb;met/prep;niets/adv;verwijt/verb	4	heb/verb;met/prep;niets/adv;verwijt/verb	4	heb/verb;met/prep;niets/adv;ons/det;overigens/adv;partner/noun;verwijt/verb;we/pron	8
gemeen/adj/nrc_handelsblad_20031105_75/332	commentator/noun;god/noun;laat/verb;ploeter/verb;rol/noun;schepsel/noun	6	commentator/noun;god/noun;laat/verb;ploeter/verb;rol/noun;schepsel/noun	6	commentator/noun;god/noun;laat/verb;ploeter/verb;rol/noun;schepsel/noun	6	commentator/noun;die/pron;god/noun;laat/verb;ploeter/verb;rol/noun;schepsel/noun;zijn/det	8	commentator/noun;die/pron;god/noun;laat/verb;ploeter/verb;rol/noun;schepsel/noun;zijn/det	8	commentator/noun;de/det;die/pron;god/noun;laat/verb;ondertussen/adv;op/prep;ploeter/verb;rol/noun;schepsel/noun;van/prep;zich/pron;zijn/det	13	commentator/noun;god/noun;laat/verb;schepsel/noun	4	commentator/noun;god/noun;laat/verb;schepsel/noun	4	commentator/noun;god/noun;laat/verb;schepsel/noun	4	commentator/noun;die/pron;god/noun;laat/verb;schepsel/noun;zijn/det	6	commentator/noun;die/pron;god/noun;laat/verb;schepsel/noun;zijn/det	6	commentator/noun;die/pron;god/noun;laat/verb;schepsel/noun;van/prep;zijn/det	7
