id	left	target	right	file
herinner/verb/nrc_handelsblad_20040225_86/13	"Dat heeft een vakbondsman gisteren gezegd . 	 Ik kan me niet"	herinneren	"dat er in het verleden zo'n grote staking is geweest 	 , aldus de zegsman"	nrc_handelsblad_20040225_86
herinner/verb/nrc_handelsblad_20030920_154/295	meer dan honderd begrippen bestaat . Hij gaf drie voorbeelden , als ik me goed	herinner	: ` iemand ' , ` één ' , en ` mens ' of `	nrc_handelsblad_20030920_154
herinner/verb/nrc_handelsblad_20040211_31/359	de commandant van de desbetreffende basis zei in 2000 al dat hij zich niet kon	herinneren	Bush ooit te hebben gezien . Volgens de nu vrijgegeven stukken werd Bush wel betaald	nrc_handelsblad_20040211_31
herinner/verb/nrc_handelsblad_20000422_89/164	"top had besloten dat we in onze burgerkleren op het vliegveld moesten aankomen 	 ,"	herinnert	"hij zich . 	 De demonstranten stonden ons daar op te wachten . We werden"	nrc_handelsblad_20000422_89
herinner/verb/nrc_handelsblad_20030520_20/278	wil dat elke bevolkingsgroep in de stad bomen vindt die aan het land van herkomst	herinneren	. Je hebt in Rotterdam Surinamers , Turken , Irakezen , Polen , Kaapverdianen ,	nrc_handelsblad_20030520_20
herinner/verb/nrc_handelsblad_20001111_56/829	op noppen die , per definitie , zich nooit de voornaam van een speler kunnen	herinneren		nrc_handelsblad_20001111_56
herinner/verb/nrc_handelsblad_19990415_240/1934	met 5 juli in Palazzo Strozzi in Florence 00-39055287117 . New York Julian Schnabel Wie	herinnert	zich nog met gemengde gevoelens de kapotte-serviesschilderijen van Julian Schnabel ( 1951 ) in het	nrc_handelsblad_19990415_240
herinner/verb/nrc_handelsblad_20000805_64/21	ochtendspitsuur in de tram stiller dan alle spitsuren die ik me uit mijn zomers kan	herinneren	. Met niet meer dan een mens of tien zaten we in de ruimte die	nrc_handelsblad_20000805_64
herinner/verb/nrc_handelsblad_20001109_147/291	krioelende personages leven in een vuilcontainer en het riool . Het absurdistische , dat vaak	herinnert	aan de schilderijen van Jeroen Bosch en de Oostendenaar James Ensor , blijkt ook uit	nrc_handelsblad_20001109_147
herinner/verb/nrc_handelsblad_19991016_163/1295	dan aan een sigaret . De hele procedure , de onpersoonlijke en gespannen atmosfeer ,	herinnerde	mij aan mijn ervaringen met de geheime diensten in mijn eigen land en in twee	nrc_handelsblad_19991016_163
herinner/verb/nrc_handelsblad_20011208_138/3044	Ata met de niet-Slavische republieken zou worden overgedaan . Niemand kan zich dat nu nog	herinneren	, maar Alma Ata was een herhaling van Belovezjski met dezelfde tekst als uitkomst .	nrc_handelsblad_20011208_138
herinner/verb/nrc_handelsblad_20020916_30/273	"prompt op Leandro stuitte . 	 Hij speelde als een echte nummer tien 	 ,"	herinnert	"De Visser zich . 	 Zijn balaanname en passing waren van uitzonderlijk hoog niveau ."	nrc_handelsblad_20020916_30
herinner/verb/nrc_handelsblad_20020126_35/52	gebeuren : laten liggen of toch nog omzetten in een paar cd's . Die vraag	herinnert	mij aan het veel grotere dilemma waar de schrijfster Madelon Székely-Lulofs in 1940 voor stond	nrc_handelsblad_20020126_35
herinner/verb/nrc_handelsblad_20030501_15/259	"nieuwe verdenkingen hebben we sinds de ziekte uitbrak nog niet gehad . 	 Viroloog Bianchi"	herinnert	echter aan de MKZ-crisis twee jaar geleden . Toen dook het virus plotseling op in	nrc_handelsblad_20030501_15
herinner/verb/nrc_handelsblad_20020907_18/1701	de broers en zusjes die niet van dezelfde cultuur zijn , die mijn Hindoestaanse familie	herinneren	"aan een pijnlijke tijd in hun leven . Mijn moeder zegt : 	 Door jouw"	nrc_handelsblad_20020907_18
herinner/verb/nrc_handelsblad_20000413_77/98	de wielerploeg van TVM van nabij meemaakte . Ritsma , vandaag 30 jaar geworden ,	herinnert	zich nog goed dat vader en zoon Bos hem ooit lieten weten dat hij altijd	nrc_handelsblad_20000413_77
herinner/verb/nrc_handelsblad_20011113_20/213	"nie je kop hou schiet ik een krammetje in je reet ! 	 Deze zin"	herinner	ik me tot op de dag van vandaag . De hooligan kauwde propjes papier tot	nrc_handelsblad_20011113_20
herinner/verb/nrc_handelsblad_20030410_02/170	Sykes-Picot akkoord ) . Grensoverschrijdende eenheid zou de Arabieren als collectief sterk maken ( daaraan	herinnert	nog steeds het Nationaal Commando als hoogste partijorgaan , waarbij nationaal dan staat voor de	nrc_handelsblad_20030410_02
herinner/verb/nrc_handelsblad_20011214_23/1615	, geluk zoals ik het in lange tijd niet ervaren of gevoeld heb . Ik	herinner	mij , de woorden van Al-Rabbani , hij zei dat we een coalitie gevormd hebben	nrc_handelsblad_20011214_23
herinner/verb/nrc_handelsblad_20020412_32/664	"belangstelling voor kunst over te brengen op zijn kinderen . 	 Ik kan me niet"	herinneren	"ooit met mijn vader in een museum te zijn geweest 	 , aldus Pieter ,"	nrc_handelsblad_20020412_32
herinner/verb/nrc_handelsblad_20000325_24/823	politiekorting ' opgelopen te zijn tot honderd procent : de agent heeft de uitbater eraan	herinnerd	"dat zijn bar vele uren langer open is dan de regels toestaan . 	 Vriendendienst"	nrc_handelsblad_20000325_24
herinner/verb/nrc_handelsblad_20011105_38/884	"op bezienswaardige locaties - optredende sterren . 	 In 1981 ging hij failliet 	 ,"	herinnert	"zich zijn oude mentor Joost den Draaijer , ofwel Willem van Kooten . 	 Hij"	nrc_handelsblad_20011105_38
herinner/verb/nrc_handelsblad_19991124_31/492	met behulp van een gewelddadige betoging , aangejaagd door de communistische partij , er aan	herinnerd	dat niet alle Europeanen zijn euforie over die interventie delen . Vooral in meer linkse	nrc_handelsblad_19991124_31
herinner/verb/nrc_handelsblad_20001212_85/279	paar boompjes . Buurtbewoners dumpten er oude bankstellen en autobanden . In zijn vervallen schoonheid	herinnerde	de verrotte achtbaan aan de vergane glorie van Coney Island . Maar ondanks de droeve	nrc_handelsblad_20001212_85
herinner/verb/nrc_handelsblad_19991005_74/77	het advies hem tot maximaal drie jaar cel te veroordelen . In Beiroet wordt al	herinnerd	aan de tijden van de Inquisitie . Het gaat om Marcel Khalife , een maronitische	nrc_handelsblad_19991005_74
herinner/verb/nrc_handelsblad_19990401_6/451	"nodig hebben en sturen het vervolgens op . 	 De Bike private guide kan zich"	herinneren	dat eenmaal een pakketje naar een fietser-in-nood in het buitenland is verstuurd . Het ging	nrc_handelsblad_19990401_6
herinner/verb/nrc_handelsblad_20010302_124/266	van zijn positie , zoals de vrouwen uit de harem zijn gevangenen waren . Ik	herinnerde	me twee versregels van de Turkse dichter Rumi : ` Wat is meer waard ,	nrc_handelsblad_20010302_124
herinner/verb/nrc_handelsblad_20020119_100/1305	"gemaakt . Maar we zijn er niet 24 uur per dag bij . 	 Ze"	herinnert	eraan dat de regeling tijdelijk is . De Raad voor de Kinderbescherming doet nu onderzoek	nrc_handelsblad_20020119_100
herinner/verb/nrc_handelsblad_20000320_117/1039	is dat een levensgevaarlijke situatie . Hoe zou de PvdA zich het liefst Bram Peper	herinneren	? Als een oud-burgemeester die na zijn vertrek als minister voor lange tijd zijn mond	nrc_handelsblad_20000320_117
herinner/verb/nrc_handelsblad_20020921_0/33	zijn hoofd . Die dwingen hem dingen te doen waarvan hij zich achteraf niets meer	herinnert	. Zoals in mei van dit jaar , toen hij enkele dagen na de moord	nrc_handelsblad_20020921_0
herinner/verb/nrc_handelsblad_20010428_92/2016	"maar ik kon slechts bewonderend applaudisseren voor die magnifieke actie van Van Basten 	 ,"	herinnert	hij zich . In zijn ongebreidelde eerzucht ging Van der Hoorn ook wel eens te	nrc_handelsblad_20010428_92
herinner/verb/nrc_handelsblad_20010518_91/296	hereniging in 1990 , was er niet eens een vertegenwoordiger van de Nederlandse regering ,	herinnert	"Von Puttkamer zich . 	 Er was een voelbaar vooroordeel tegenover Duitsland . 	 Wat"	nrc_handelsblad_20010518_91
herinner/verb/volkskrant_20010116_23/640	veel kennis van zaken en een grote inventiviteit te beschikken . Ik kan me niet	herinneren	ooit te hebben gedemonstreerd , maar als de geest er is , ben je tot	volkskrant_20010116_23
herinner/verb/volkskrant_19990224_38/446	van prins Maurits en Marilène van den Broek . De kardinaal had onraad geroken en	herinnerde	aan de zuivere kerkelijke geloofsleer , maar de kardinaal kon de boom in . Juliana	volkskrant_19990224_38
herinner/verb/volkskrant_20010905_4/815	zestig de zaterdag een vrije dag werd . Velen zullen zich dit heugelijke feit nog	herinneren	. De Arbeidstijdenwet heeft van de zaterdag weer formeel een gewone werkdag gemaakt . Dat	volkskrant_20010905_4
herinner/verb/volkskrant_20031011_150/224	was er toen , zoals de lezers van de rubriek van 20 september zich zullen	herinneren	, óók een ' gewone ' partij - en wat voor één ! - die	volkskrant_20031011_150
herinner/verb/volkskrant_20010516_140/229	vrije ' levensstijl ( woongroep , F16 in de achtertuin ) . Röling wordt meestal	herinnerd	als kunstenares die Beatrix-portretten schilderde , maar ze maakte ook metershoge sculpturen voor de Rijksuniversiteit	volkskrant_20010516_140
herinner/verb/volkskrant_20020205_99/49	. ' ' Toen de winkeltijdenwet werd ingevoerd , was er veel commotie ' ,	herinnert	A. Jansen van winkelcentrum Heemstede zich , ' Veel winkeliers zeiden : we blijven open	volkskrant_20020205_99
herinner/verb/volkskrant_20020628_249/151	Ze las zogezegd zelfs de stad : in Parijs stopte ze bij iedere plaquette die	herinnert	aan wie achter de gevel heeft gewoond . Ze las de feiten en vertelde met	volkskrant_20020628_249
herinner/verb/volkskrant_20020207_41/377	Hamert in Wellerlooi , onder wie Helder in de jaren zeventig als sous-chef diende ,	herinnert	zich hem als een rustige , maar ambitieuze jongeman . ' Een liefhebber van de	volkskrant_20020207_41
herinner/verb/volkskrant_19990123_27/119	mij ' spreken , maar mede namens drieënhalf miljoen is per definitie bloedlink . Ik	herinner	me van vorig jaar nog Winsemius - zelfde soort ovalen hoofd ; allebei fietspadtypes -	volkskrant_19990123_27
herinner/verb/volkskrant_20020228_151/52	. ' Het spel was dramatisch van onze kant . Ik kan me eigenlijk niet	herinneren	dat we thuis eerder zo slecht hebben gevoetbald . Normaal zetten we de tegenstander meteen	volkskrant_20020228_151
herinner/verb/volkskrant_20010714_138/138	het . Of kon het , minstens dat . De plaatselijke bevolking van het vissersdorp	herinnert	zich nog de laatste strandtoeristen . Aan het begin van de jaren negentig was dat	volkskrant_20010714_138
herinner/verb/volkskrant_20000413_31/721	kapotte lichtband , schitterende beelden van het menselijk tekort , waaraan de kunst ons altijd	herinnert	. Maar er ons ook boven verheft	volkskrant_20000413_31
herinner/verb/volkskrant_20030621_04/63	, maar ook ietwat stoffige departement aan het Plein . Enorme schilderingen van zee-en veldslagen	herinneren	aan een krijgshaftig verleden . De toekomst ziet er anders uit . Het Politiek Beraad	volkskrant_20030621_04
herinner/verb/volkskrant_20020805_78/351	Ook Mike van de Goor kan zich die eerste lessen uit zijn carrière nog goed	herinneren	. De 29-jarige middenspeler van Dynamo ( gelouterd bij diverse gerenommeerde Italiaanse clubs ) behoort	volkskrant_20020805_78
herinner/verb/volkskrant_20001014_126/723	beschermgeest van het ONB is een oude gnaoui , gekozen om de Maghreb eraan te	herinneren	dat er gnaoua-bloed - zwart bloed - door hun aderen stroomt . Tenfiche : '	volkskrant_20001014_126
herinner/verb/volkskrant_19990724_133/324	De fotograaf van het beroemde plaatje vertelde dat John . F. jr. zich niet kon	herinneren	dat hij het saluut had gebracht , terwijl een vriend onthulde dat John F. jr.	volkskrant_19990724_133
herinner/verb/volkskrant_20011113_33/131	Alliantie zijn stad inneemt , beangstigt Abbas . Hij en veel andere inwoners van Kabul	herinneren	zich nog goed de vier bange jaren dat de huidige oppositie aan de macht was	volkskrant_20011113_33
herinner/verb/volkskrant_19990703_120/758	deadlines en met een zekere scoringsdrift . ' Frank Kools van Trouw kan zich niet	herinneren	dat de hoofdredactie hem bij zijn vertrek naar Brussel , vorig jaar , voor op	volkskrant_19990703_120
herinner/verb/volkskrant_19990727_73/76	Boggelen-Heutink bijna even vanzelfsprekend als ademhalen . Ze doet het zo lang ze zich kan	herinneren	. Zoals ze nu portretten tekent van voorbijgangers op straat , deed ze dat op	volkskrant_19990727_73
herinner/verb/volkskrant_20020311_37/129	Kennelijk niet . Op dit moment wil het publiek zich alleen maar al die ballen	herinneren	die hoog overgingen en al die zwaar geblesseerde spelers die niet vervangen werden . Talentvolle	volkskrant_20020311_37
herinner/verb/volkskrant_20000518_150/401	te berde brengen . Soms heeft Schrekers muziek iets weg van Debussy , dan weer	herinnert	zij aan Stravinsky . Maar meeslepend is de muziek ; de uitvoering door het orkest	volkskrant_20000518_150
herinner/verb/volkskrant_20031111_95/214	pedant en onnozel mannetje werd neergezet en Beatrix als rare draak . Geweldig . Ook	herinner	ik me nog levendig hoe hilarisch eerderbij Kopspijkers Laurentien werd neergezet als een hautain en	volkskrant_20031111_95
herinner/verb/volkskrant_20040205_88/108	de Tigris samen en alle houtwerven zullen hem aan de boom van goed en kwaad	herinneren	. In het paradijs wonen alleen gelukkige , vriendelijke mensen . En honderd kunstenaars ,	volkskrant_20040205_88
herinner/verb/volkskrant_20011117_158/773	gebruikelijke attributen van de voetbalverslaggever die voortdurend in gevecht was met een deadline . Ik	herinner	me nog goed dat Verkamman rilde van de kou , een diepe zucht slaakte ,	volkskrant_20011117_158
herinner/verb/volkskrant_20040214_49/29	ik betreur dat wij Nederlandstaligen er nooit zo goed in zijn geweest . Deze dagen	herinnerde	iets in de krant me opeens weer aan het belang van soundbites , en dus	volkskrant_20040214_49
herinner/verb/parool_20040127_58/163	Tot in de jaren vijftig is gedacht dat baby's geen pijn beleefden . Een arts	herinnert	zich dat een baby zonder verdoving werd geopereerd aan een hazenlip , . Dat is	parool_20040127_58
herinner/verb/parool_20020330_25/129	de politie belden ) . Alle patiënten wisten zich de volgende dag niets meer te	herinneren	; de meesten zochten geen hulp omdat ze zich voor hun gedrag schaamden . De	parool_20020330_25
herinner/verb/parool_20020513_69/524	maar toen ik achter de piano een riff zat te spelen en me die tekst	herinnerde	, wist ik dat ik hem kon temmen als ik 'm op muziek plakte .	parool_20020513_69
herinner/verb/parool_19990428_99/386	zij tot het instellen van een parlementaire enquête . Velen kunnen zich niet alles meer	herinneren	. Dus zijn verklaringen tegenstrijdig , ook al staat iedereen onder ede . Bij het	parool_19990428_99
herinner/verb/parool_19990116_16/206	"strengst is . 	 Meneer Horas , u beweert dat u zich niet meer kan"	herinneren	"dat u met mevrouw Horas getrouwd bent ? 	 vraagt Judge Joe Brown , de"	parool_19990116_16
herinner/verb/parool_20010110_63/30	". Zegt de ene held-tegen-wil-en-dank tegen de andere : 	 Als dit voorbij is ,"	herinner	"me er dan aan dat ik je voor je kont schop ! 	 Het is"	parool_20010110_63
herinner/verb/parool_20010111_120/52	ontleen de hij aan een regel van Joseph Brodsky : ' Hoe meer we ons	herinneren	, hoe dichter we wellicht bij ons sterven zijn . ' De roman is een	parool_20010111_120
herinner/verb/parool_20010804_87/748	geen genoegen neemt met de bank . Als Machlas doorgaat op de ingeslagen weg ,	herinner	de doelpunten tegen Liverpool , hoeft hij daar niet bang voor te zijn . Sterker	parool_20010804_87
herinner/verb/parool_19990608_75/852	"en dat doe ik bijvoorbeeld weer wel . 	 - Oh ja ? 	 Ik"	herinner	me de damesgroep Close To You die de Populariteitsprijs van Noord-Holland kreeg , bij welke	parool_19990608_75
herinner/verb/parool_20010922_144/78	het feit dat ze nog een bekken , voor- en achterpoten en melkklieren hadden ,	herinnerde	aan hun vroegere bestaan als landdier . De vraag voor paleontologen was natuurlijk , hoe	parool_20010922_144
herinner/verb/parool_20000301_72/164	Chirac zijn de banden tussen Nederland en Frankrijk de laatste jaren sterk verbeterd . Hij	herinnerde	eraan dat tussen 1992 en 1995 slechts drie Franse ministers Nederland bezocht hebben , terwijl	parool_20000301_72
herinner/verb/parool_19990705_111/153	met een bal . Hij was lid van VVA/De Spartaan , maar bij die club	herinneren	ze zich Dibi vooral als een spelertje dat vaak niet kwam opdagen voor een training	parool_19990705_111
herinner/verb/parool_19990925_37/458	. Hij maakt ook steeds minder politieke blunders . Hij wordt er niet graag aan	herinnerd	dat hij nog geen tien jaar geleden ' de keurige werkgelegenheidspolitiek van het Derde Rijk	parool_19990925_37
herinner/verb/parool_19991008_7/312	acht voor de stijl van een schilder . Zoals Charlotte zich van boeken voornamelijk details	herinnert	. De omweg . ' Nooit rechtstreeks op je doel afstevenen en wegwezen voor je	parool_19991008_7
herinner/verb/parool_20020215_123/134	hand is . Bovendien zijn , zoals iedereen weet , opiniepeilingen notoir onbetrouwbaar . Wie	herinnert	zich niet de foto uit 1948 waarop Harry Truman de Chicago Daily Tribune ophoudt waarop	parool_20020215_123
herinner/verb/parool_19990505_108/164	West-Europa door de Sovjet-Unie was al vóór de val van de Muur verdwenen . Ik	herinner	mij nog goed hoe toen op een feestelijk bedoelde herdenkingsbijeenkomst in Den Haag één geleerde	parool_19990505_108
herinner/verb/parool_20031114_79/238	anders geformuleerd : ondermaatse vertolkingen doen hem pijn en maken hem woedend . ( Ik	herinner	me een concert waarop hij hevig gesticulerend applaus in ontvangst kwam nemen . Eenmaal op	parool_20031114_79
herinner/verb/parool_20030103_206/86	"van de Vereniging voor Forensische Wetenschap . 	 Hij was een slimme jongeman , 	"	herinnert	"een klant in de pub zich . 	 Zijn familie was wat snobistisch , maar"	parool_20030103_206
herinner/verb/parool_20010602_61/86	een massage van een uur in Chinatown . Zie het als een bedrijfsuitje . Lezers	herinneren	zich misschien Spams tweedelige ode aan Ebay , twee maanden geleden , waarvan het tweede	parool_20010602_61
herinner/verb/parool_20010825_117/1846	"al een idee hoe hij klinkt . 	 Patty Brard 	 Ik kan me goed"	herinneren	dat AT 5 eens een item over haar had . Ze zat toen echt helemaal	parool_20010825_117
herinner/verb/parool_20040414_96/4	Ik kan me	herinneren	dat er nota's waren geschreven over het ict-beleid van de gemeente . Amsterdam zou een	parool_20040414_96
herinner/verb/parool_19990420_11/577	"	 We zaten met onze Albanese broeders en zusters in een grote gevangenis , 	"	herinnert	"Krasniqi zich . 	 Het waren de jaren waarin het leven nauwelijks de moeite waard"	parool_19990420_11
herinner/verb/parool_20000607_106/210	negentig . Opvallend is het dan ook dat zij die zich die periode nog kunnen	herinneren	verstek laten gaan en het erg jonge publiek in de Melkweg vooral bestaat uit het	parool_20000607_106
herinner/verb/parool_20020518_101/497	"die waarheid benaderde tijdens de verkiezingscampagne , werd hij beticht van stigmatisering . 	 Vinocur"	herinnert	aan een tekening van Plantu in L'Express . Een vrouw wordt van haar tas beroofd	parool_20020518_101
herinner/verb/parool_20020420_75/204	. Op Beenhakkers kantoor hangt nog altijd een afbeelding die hem aan zijn trainerstijd doet	herinneren	. Druk wijzend staat hij naast de wereldberoemde dirigent Valeri Gergjev . Twee dirigenten ,	parool_20020420_75
herinner/verb/parool_20040609_101/299	Massoud heeft daar allemaal geen weet van . Hij heeft het huis gekocht dat hem	herinnert	aan Iran waar hij net zo'n woning had . Kathy moet ontdekken dat zelfs snelle	parool_20040609_101
herinner/verb/parool_19990414_102/306	termijn de huidige stategie - bombarderen - ze binnen bereik zal brengen . Ook dat	herinnert	aan Vietnam , waar de Amerikaanse bombardementen ten doel hadden de Noord-Vietnamezen aan de onderhandelingstafel	parool_19990414_102
herinner/verb/parool_20031212_47/350	- door zijn romans kunt wandelen en op veel plaatsen in de stad aan hem	herinnerd	wordt , als je van hem houdt . Hermans-kenner en -liefhebber Polak heeft de Dam	parool_20031212_47
herinner/verb/parool_20000407_9/955	bergweggetjes in het achterland van San Diego . Verbluffend en ik kan me echt niet	herinneren	ooit in een Amerikaan gereden te hebben met zo'n voortreffelijke wegligging - enige ' specials	parool_20000407_9
herinner/verb/parool_19990403_22/228	' serieus componist ' hadden kunnen maken . Ziedaar Bernsteins allergrootste frustratie . Hij wilde	herinnerd	worden als de man van The age of anxiety en de 'Kaddish'-symfonie , maar de	parool_19990403_22
herinner/verb/algemeen_dagblad_20000112_15/27	revolutie is uitgebroken . Een stopbord voor de paspoortcontrole op de toegangsweg naar Ashurst Wood	herinnert	aan de net uitgeroepen zelfstandigheid : ` Vrij van belastingen en Engelse overheersing ' .	algemeen_dagblad_20000112_15
herinner/verb/algemeen_dagblad_20030621_32/338	in een telefoongesprek vanuit de gevangenis . Van zijn arrestatie kan hij zich niet veel	herinneren	". 	 Ik werd beetgepakt en naar een kamer in het crisiscentrum gebracht"	algemeen_dagblad_20030621_32
herinner/verb/algemeen_dagblad_20020826_83/341	". Hij deed aan hardlopen , trainde op het atletiekveldje op het Minervaplein 	 ,"	herinnert	Marja zich . Het zit er nog altijd in . Hij rookt niet en drinkt	algemeen_dagblad_20020826_83
herinner/verb/algemeen_dagblad_20010224_224/1566	toekeken hoe hun collega's Chinezen aan flarden scheurden . Kun je je The Exorcist nog	herinneren	, van 25 jaar geleden ? Toen kwam iedereen wit om de neus de bioscoop	algemeen_dagblad_20010224_224
herinner/verb/algemeen_dagblad_19990612_89/264	ontaarden in internationale handelsbelemmeringen of in conflicten die om een militaire interventie vragen . Ik	herinner	me het geweeklaag van de Europese ministers van Financiën over de koers van de dollar	algemeen_dagblad_19990612_89
herinner/verb/algemeen_dagblad_20010528_115/57	Het idee komt van een Amerikaanse hoogleraar . Volgens hem worden cafébezoekers aan hun jeugd	herinnerd	als zij de muziek uit kinderprogramma's horen , en daarom waarschijnlijk niet op een gewelddadige	algemeen_dagblad_20010528_115
herinner/verb/algemeen_dagblad_20010824_89/24	die vrijdag 24 maart 1989 . Dat weet iedereen in Valdez zich nog goed te	herinneren	. Op die dag verloor het havenstadje aan de zuidkust van Alaska voorgoed zijn onschuld	algemeen_dagblad_20010824_89
herinner/verb/algemeen_dagblad_20030927_80/229	) naar Schalke liet vertrekken is een blunder , waaraan hij nog vaak zal worden	herinnerd	. Dat het verstandig was dat Van Marwijk na drie jaar en één schitterende prijs	algemeen_dagblad_20030927_80
herinner/verb/algemeen_dagblad_20020928_185/193	geleden het boetekleed aan . Hij zei de commissie zich niets van het gesprek te	herinneren	, maar trok de woorden van De Wijkersloot niet in twijfel . Maar ook Borghouts	algemeen_dagblad_20020928_185
herinner/verb/algemeen_dagblad_19991201_1831/11	Hij kan zich , aldus Defensie voorlichting , amper nog	herinneren	dat hij het ding heeft aangepakt	algemeen_dagblad_19991201_1831
herinner/verb/algemeen_dagblad_20020403_6/60	ik mij als gewoon burger die het nieuws volgt , als de dag van gisteren	herinner	, dat ik al dagen van te voren zag aankomen , dat de moslims door	algemeen_dagblad_20020403_6
herinner/verb/algemeen_dagblad_20020119_178/141	", als uitlaatklep van de verplichtingen op school . 	 Dat was mooi 	 ,"	herinnert	"Ids Postma zich . 	 En dat is het nu weer . 	 Hij heeft"	algemeen_dagblad_20020119_178
herinner/verb/algemeen_dagblad_20021014_39/78	"Ajacied van het veld vervoerd . 	 Ik kan me niets meer van mijn doelpunt"	herinneren	"	 , liet Ibrahimovic gisteren weten . 	 De voorzet heb ik nog wel in"	algemeen_dagblad_20021014_39
herinner/verb/algemeen_dagblad_19991202_79/310	tot nu toe . Amsterdam Paradiso 7-12 . Daryll-Ann De muziek van deze Amsterdamse band	herinnert	zowel aan luie countryrock uit de vroege jaren 70 als de alternatieve gitaarrock uit de	algemeen_dagblad_19991202_79
herinner/verb/algemeen_dagblad_19990130_193/266	zijn geraakt . Soms gedragen ze zich of ze een onheilstijding hebben gekregen . Ik	herinner	me een man , die een telefoontje kreeg dat hij vijf miljoen had gewonnen .	algemeen_dagblad_19990130_193
herinner/verb/algemeen_dagblad_20020427_121/457	waarin 5000 joodse kinderen liefdevol worden opgevangen in een Franse plattelandsgemeenschap . De protestantse bevolking	herinnert	zich al te goed de vervolging van geloofsgenoten in de 17de eeuw ( 1996 )	algemeen_dagblad_20020427_121
herinner/verb/algemeen_dagblad_20010217_212/347	het recht om de Europese mensheid continu voor de voeten te lopen en haar te	herinneren	aan wat zij onder haar ogen heeft toegelaten . Maar op den duur wordt dat	algemeen_dagblad_20010217_212
herinner/verb/algemeen_dagblad_19990914_57/327	"kluif . 	 De ambities van dat ventje komen echt uit zijn oren 	 ,"	herinnert	voorzitter Riemer van der Velde van Heerenveen , golfvriend van Beenhakker , zich nog uit	algemeen_dagblad_19990914_57
herinner/verb/algemeen_dagblad_20020312_133/472	, maar als een ander mens : met een doorleefde stem die in niets meer	herinnerde	aan de engelenzang van weleer . Een hit vol midlifecrisis-leed , The ballad of Lucy	algemeen_dagblad_20020312_133
herinner/verb/algemeen_dagblad_20020429_33/242	vier jaar . Maar dat was kennelijk niet zo . Het enige wat ik me	herinner	, is dat we een bloemetje kregen en zijn gaan dineren in het Hilton .	algemeen_dagblad_20020429_33
herinner/verb/algemeen_dagblad_20000617_57/292	gitaarband Tröckener Kecks , weet zich Rijkaard nog als regelmatige klant van zijn platenzaak te	herinneren	. Legendarisch ( voor wie het gezien heeft ) is de ontmoeting van muziekfreak Jan	algemeen_dagblad_20000617_57
