id	left	target	right	file
blik/noun/nrc_handelsblad_20011107_106/199	, en . Het houdt niet op en steeds is er tijd over voor broeierige	blikken	tussen de twee hoofdrolspelers en weids uitzicht op de exotische locaties . Er zit ook	nrc_handelsblad_20011107_106
blik/noun/nrc_handelsblad_20000805_25/127	"Haagse Schilderswijk met twaalf kinderen . Boer Willem : 	 Ze zaten als sardientjes in"	blik	"opeengepakt in een bungalowtent . 	 Het gezin werd bijna door de politie van het"	nrc_handelsblad_20000805_25
blik/noun/nrc_handelsblad_20040309_79/146	op de klassieke manier open probeert te krijgen , bemerkt dat hij niet alleen het	blik	maar ook de opener onherstelbaar verminkt . Het zijn hetzelfde soort beschadigingen die je zag	nrc_handelsblad_20040309_79
blik/noun/volkskrant_19990601_75/207	toe . Toen een van de vrouwen een portret omhoog hield , wendde hij zijn	blik	af . De rechtbank zal Öcalan waarschijnlijk schuldig verklaren en hem ter dood veroordelen .	volkskrant_19990601_75
blik/noun/volkskrant_20010120_6/864	te dicht op elkaar om een stalen wand om je heen te bouwen en je	blik	op oneindig te richten . Er was maar een mogelijkheid om me te handhaven :	volkskrant_20010120_6
blik/noun/volkskrant_20030927_170/131	Maar wat is goed genoeg , zo lijkt Staelens zich af te vragen , haar	blik	strak naar beneden gericht . Zaterdag , vandaag precies een week geleden , staat ze	volkskrant_20030927_170
blik/noun/volkskrant_20040320_extra_25/13	Toch zullen ze eraan moeten wennen . Homoseksuelen komen niet uit het	blik	. Ze zijn er . Overal . In elke stad maken ze deel uit van	volkskrant_20040320_extra_25
blik/noun/volkskrant_20030611_57/152	de programmering , onder wie de curator van Palais de Tokyo in Parijs . De	blik	is ' global ' . Zo wil Folkersma jonge buitenlandse kunst in Amsterdam krijgen ,	volkskrant_20030611_57
blik/noun/volkskrant_20020809_118/429	kijkt , of er soms weer een ligt . Zijn baard hing moedeloos , zijn	blik	stond droef en grammig . Het was zijn levensknak . Bij moeder aan 't theeblad	volkskrant_20020809_118
blik/noun/volkskrant_19990225_43/673	"schepje bovenop . Hij meende dat Peper door zijn Rotterdamse achtergrond 	 een wat scheve"	blik	"op de bestuurlijke organisatie van Nederland heeft 	"	volkskrant_19990225_43
blik/noun/volkskrant_20020622_308/3	In het	blik	zit de kop van een lam zonder botten , de hersenen zitten erbij , de	volkskrant_20020622_308
blik/noun/volkskrant_20020420_140/56	liever morgen dan overmorgen geld . ' Natuurlijk kijken ze bij de Eredivisie met begerige	blikken	naar Engeland , waar de profcompetitie in de hoogste klasse een schoolvoorbeeld is hoe je	volkskrant_20020420_140
blik/noun/volkskrant_20020925_76/372	fantasieën over de ruimte opeens worden samengebald op één plek . Nog dichterbij wordt je	blik	naar beneden gestuurd tot in het peilloze zwart van het blok . Help ! Fort	volkskrant_20020925_76
blik/noun/volkskrant_20020126_117/93	dan is de Leidse vakgroep er kennelijk niet in geslaagd om een kritische , objectieve	blik	op het verleden bij te brengen , die door propaganda en moedwillig ' geheugenverlies '	volkskrant_20020126_117
blik/noun/volkskrant_19990220_137/251	Er ligt een suggestie in uw vraag besloten . ' Commissievoorzitter Meijer , na een	blik	op de klok : ' Nu moet ik echt ingrijpen . Wilt u niet te	volkskrant_19990220_137
blik/noun/volkskrant_20010117_47/218	elke operatie , zullen zich blijven herhalen . Het resultaat valt , na de eerste	blik	in het spiegeltje , altijd tegen . Pas maanden later , als de wonden bijgetrokken	volkskrant_20010117_47
blik/noun/volkskrant_20000714_41/276	geworden verhaal over een klimkoers in Zuid-Frankrijk . Non-fictie waarmee vrijetijdscoureur Krabbé de buitenstaander een	blik	gunt in zijn gedachtewereld , terwijl hij zich onderweg pijnigt . Peter Winnen gaat in	volkskrant_20000714_41
blik/noun/volkskrant_20000429_210/1026	kan vinden aan schoonheid in menige vrouw . Ook gewoon in het straatbeeld . De	blik	. Een oogopslag . Het gelaat . De welving van haar borsten . Ik zie	volkskrant_20000429_210
blik/noun/volkskrant_20000811_119/170	het oog springende ruimte in beslag . Robinson is ook te zien , met dreigende	blik	, maar door de jaren heen is zijn roem verschraald - hij is nu afgebeeld	volkskrant_20000811_119
blik/noun/volkskrant_20040521_37/81	, verantwoording en rekenschap . Zou het een idee zijn dat ze ook eens een	blik	werpt op de eindexamenopgaven ? De verdachte van de moord op afvalverwerker Jan Burgers uit	volkskrant_20040521_37
blik/noun/volkskrant_20030613_95/167	openhartig geschrift over haar geslachtsveranderende operatie . Ze staat voor de spiegel en richt haar	blik	' op mijn meidenpiemel ' . Morgen is ze dat aanhangsel kwijt . ' En	volkskrant_20030613_95
blik/noun/volkskrant_20030717_50/16	' Daarvoor hoeft hij niet een hele maand rotzooi in te leveren . Met tien	blikken	en tien pakken heb je al een hand- of theedoek ' , verzekert De Laak	volkskrant_20030717_50
blik/noun/volkskrant_19991119_115/486	intensief het netwerkverkeer tussen de verschillende continenten is . Spikkels op landkaarten tonen in één	blik	het aantal aangesloten computers per regio . ' De plattegronden van cyberspace helpen ons de	volkskrant_19991119_115
blik/noun/volkskrant_19991008_86/211	' ligt eindelijk achter ons . De tijd is aangebroken om weer met een frisse	blik	naar de problemen van Afrika te kijken . De rijke landen zijn bereid tot nieuwe	volkskrant_19991008_86
blik/noun/volkskrant_20010420_46/150	woord ' roede ' in de mond nam , en zij me met een boze	blik	in de ogen toevoegde dat ik in haar nabijheid zulke seksistische termen maar beter niet	volkskrant_20010420_46
blik/noun/volkskrant_19990723_0/1686	te laten doorschemeren . Dat valt in slechte aarde . Ik word bekeken met een	blik	van : ' Wie ben jij ook alweer ? En wat kom jij hier zoeken	volkskrant_19990723_0
blik/noun/volkskrant_20011127_79/430	de schrijver ) en een redelijk normale ( de jonge Tadzio ) , die zijn	blikken	opmerkt maar hem verder ontwijkt . Waarbij de zwijger steeds aan het woord is ,	volkskrant_20011127_79
blik/noun/volkskrant_19990402_107/1189	Wat leuk , zei Simons , ' ik ben Johan Simons van Hollandia . Blanco	blik	. Dat trek ik me dan persoonlijk aan , ja . ' Het stardom hoeft	volkskrant_19990402_107
blik/noun/volkskrant_20010806_87/349	meer van je maken . Daar komt het op neer . ' En met een	blik	op trainer Wouters : ' En jij moet ons dekken . ' Verander enkele namen	volkskrant_20010806_87
blik/noun/volkskrant_20001117_121/1256	maken . Humor is het moeilijkste wat er is . Je kan niet zomaar een	blik	komieken opentrekken . ' De nieuwe Koot en Bie alsmede een jonge Wim T. Schippers	volkskrant_20001117_121
blik/noun/volkskrant_20000512_45/888	in alles gelukkig omdat zij niet over poses beschikte . Ik schaamde me voor mijn	blik	, ik keek tot er een floers voor mijn ogen kwam en ik niets meer	volkskrant_20000512_45
blik/noun/volkskrant_20010112_136/633	de voortdurende starende blik van honderd miljoen matbruine gezichtjes ( ... ) , de hongerige	blik	steevast gevolgd door honderd miljoen pindadopneusjes en honderd miljoen zedige mondjes van honderd miljoen meisjes	volkskrant_20010112_136
blik/noun/volkskrant_19990924_80/75	als gebeeldhouwd . ' Mmmff ' , gromt Richard Dill . En met een schuine	blik	opzij klaagt hij : ' De kranten hier doen niks anders dan ons kleineren .	volkskrant_19990924_80
blik/noun/volkskrant_20000923_3/385	het grote gebaar , maar dus niet van allebei , hè meneer . Werp één	blik	in de vitrine van de servieswinkel en je beseft het : hier staat een Fransman	volkskrant_20000923_3
blik/noun/volkskrant_19990731_106/122	Dit is echter een bijzondere kerk , zonder zedenmeesters voor de deur om met strenge	blik	te controleren of de kledij van de bezoekers wel decent genoeg is . Integendeel ,	volkskrant_19990731_106
blik/noun/volkskrant_20011110_189/8	Bijkomen in een buitenlands ziekenhuis . Onderzoekende	blikken	boven je bed . Vage herinneringen aan sirenes en zwaailichten . Vorig jaar , zo	volkskrant_20011110_189
blik/noun/volkskrant_20000519_72/429	terwijl de permanent klappende wieken van de reddingshelikopter een agressief geluidsdecor vormen . Die nauwe	blik	maakt Kippur tot een oorlogsfilm waarin winnaars en verliezers er niet toe doen . Te	volkskrant_20000519_72
blik/noun/volkskrant_20010104_112/1197	je loopt . Je loopt langs een voetpad aan de Kralingse Plas . Werp een	blik	over de stad die piekt boven de bosrand uit . Met enige moeite zie je	volkskrant_20010104_112
blik/noun/volkskrant_20010127_6/928	Nast , Burda en Hachette vallen daarbij in het niet . Sauer , met guitige	blik	: ' Het is natuurlijk belachelijk dat wij zo groot zijn . ' Toch viel	volkskrant_20010127_6
blik/noun/volkskrant_19990417_82/418	. Maar ik denk : bekijk het van de andere kant . Met een niet-westerse	blik	, dan kom je veel verder . ' ' De wil van een volk breken	volkskrant_19990417_82
blik/noun/volkskrant_20010309_37/137	over mee naar het water te gaan . De oever ligt bezaaid met glas ,	blik	en afval , dus Jeff houdt zijn schoenen aan . Ze babbelen wat over muziek	volkskrant_20010309_37
blik/noun/volkskrant_19990716_43/382	? ' , verbrak Lucas tenslotte de stilte . De Heilige Jodocus volgde met zijn	blik	een veel te zwaar met dadels beladen pakezel die zijn evenwicht maar nauwelijks kon bewaren	volkskrant_19990716_43
blik/noun/volkskrant_19990820_27/45	de ongebreidelde weetgierigheid ' van de dichter aan . Hadden deze katholieke heren ook een	blik	geworpen in de roman Les 11.000 verges van Apollinaire , dan was zijn werk wel	volkskrant_19990820_27
blik/noun/volkskrant_19990203_93/12	Dat is snel bekeken , denk je onwillekeurig wanneer je een	blik	werpt op de tentoonstelling From/To in het Rotterdamse Witte de With . De zalen staan	volkskrant_19990203_93
blik/noun/volkskrant_20020920_131/183	"en haalt zijn lul eruit . 	 Hoe is het , soldaat ? Is mijn"	blik	niet goed genoeg voor je ? Was hij soms niet goed genoeg voor je zus	volkskrant_20020920_131
blik/noun/volkskrant_20020119_157/773	voor de verleiding van een klassiek offer op f2 . Een pragmaticus zou met koele	blik	hebben vastgesteld dat zwart onmiddellijk wint met 23 ... Pg5 !. Er zijn geen zijvarianten	volkskrant_20020119_157
blik/noun/volkskrant_19990709_150/886	onder de navel bestaat : ' Vergeve de Heer van het Al dat de eerste	blik	van de kerkganger niet Zijn altaar geldt waar Hij rust in het tabernakel , maar	volkskrant_19990709_150
blik/noun/volkskrant_20001107_44/139	11 juni 1977 : Den Uyl bijna in tranen , Van Agt met de serene	blik	van iemand die weet dat het fondant onder de studiolampen nog lang niet is gesmolten	volkskrant_20001107_44
blik/noun/volkskrant_20020718_137/143	rubensiaans-voluptueuze rug en bilpartij van de koningin , die ook nog eens met een schalkse	blik	over haar schouder naar de toeschouwer kijkt . Ze weet dat haar lichaam er mag	volkskrant_20020718_137
blik/noun/volkskrant_20010108_93/381	op mij niemand af . Te ver verheven boven die pummels om ze nog een	blik	te gunnen , wilde ik al op een bank gaan zitten , toen een lange	volkskrant_20010108_93
blik/noun/volkskrant_20030915_23/293	zijn leden vooral niet te kijken , en voorzover ze er al surfend hun zondige	blik	per ongeluk op hadden laten vallen , het nieuws vooral meteen te wissen . Dus	volkskrant_20030915_23
blik/noun/volkskrant_19990517_11/279	de zwervers van deze steden . Het is een boeiend boekje , omdat je een	blik	wordt gegund in een wereld die toen net zo gesloten en geheimzinnig was als nu	volkskrant_19990517_11
blik/noun/volkskrant_20020921_187/864	felste oppositie tegen Fortuyn voerde . Om die strategische zet te begrijpen , is een	blik	op de site van de Kronen Zeitung voldoende . De meerderheid van de bezoekers is	volkskrant_20020921_187
blik/noun/volkskrant_20010428_212/419	het menu belooft daarvoor veel . Iets te veel , vrezen we , met een	blik	op de gedurfde ingrediëntenmix . Mooi dat we ons niet wagen aan die gesauteerde coquilles	volkskrant_20010428_212
blik/noun/volkskrant_20001026_164/550	werk . Maar wel : die vrouwen . Zij hebben dezelfde dromerigheid , dezelfde lege	blik	. Bovendien komt het decoratieve aspect van Bennema terug in de blauwe achtergond van Vroons	volkskrant_20001026_164
blik/noun/volkskrant_20040618_104/282	. Die wanhoop om te behagen wordt gevoed door de terloopse , naar bevestiging hengelende	blikken	van de danseressen . De sfeer wordt daardoor heel persoonlijk , alsof hun strakke choreografie	volkskrant_20040618_104
blik/noun/volkskrant_20020508_179/769	hoeveel onbekende Parker-opnamen nog verscholen liggen in archieven en privéverzamelingen overal ter wereld . Een	blik	in de tourneelijst achter in het boekje bij de Complete J.A.T.P.-box is voldoende om de	volkskrant_20020508_179
blik/noun/volkskrant_19990811_20/565	ik nog optimistisch ben over de behandeling , kunnen ze me soms aankijken met een	blik	die zegt : doe maar niet . Een ernstige ziekte maakt kinderen vroeg volwassen .	volkskrant_19990811_20
blik/noun/parool_20010922_97/54	"voel me genept , 	 galmde het door de raadzaal . Korte stilte , strenge"	blik	. Een paar bankjes verderop kromp raadslid Frank Köhler van GroenLinks zowaar een heel klein	parool_20010922_97
blik/noun/parool_20010505_55/234	mooi de Mondscheinsonate van Beethoven spelen als zij : tergend langzaam en met een dromerige	blik	die nog lang nagloeit nadat zij de laatste noot zuchtend heeft laten wegsterven . Geen	parool_20010505_55
blik/noun/parool_20040619_194/293	, met de brutale manier van schilderen , met compositie , en met de frisse	blik	waarmee hij keek naar traditionele onderwerpen . Maar het heeft vooral te maken met de	parool_20040619_194
blik/noun/parool_20010129_7/76	. Omdat ze zo lekker lopen . Wat hem betreft altijd gevolgd door een meewarige	blik	en langdurig hoofdschudden , terwijl hij de doodzieke schoenen in zijn hand neemt als een	parool_20010129_7
blik/noun/parool_19990621_89/358	van der Sar vorige zomer in Marseille na de verloren strafschoppenreeks tegen Brazilië met een	blik	naar het Oranje-legioen de tranen liet lopen , zo voelde Beukenkamp zich ook een beetje	parool_19990621_89
blik/noun/parool_20020802_94/1313	we de eindstreep gehaald . Al vang ik , om me heen , wat meewarige	blikken	op . Verbeelding ? Even later , voor de spiegel op het NS-toilet , kijk	parool_20020802_94
blik/noun/parool_19990722_27/89	van justie stelde : vier jaar gevangenisstraf en tbs wegens poging tot moord . De	blik	van A. is nors en zijn schouders zijn verkrampt van de spanning opgetrokken . De	parool_19990722_27
blik/noun/parool_20020608_59/581	slaap wordt gesukkeld , leveren Peitersens bizarre gedrochten genoeg prikkels om de werkelijkheid met wakkere	blik	opnieuw tegemoet te treden	parool_20020608_59
blik/noun/parool_20020723_22/481	ons op dat het echte huis veel soberder was dan de filmlocatie . Die ene	blik	"was inspirerend . 	 In dit huis woonde Von Trapp , die aan het begin"	parool_20020723_22
blik/noun/parool_19990430_32/536	, Gregory Nava , 128 minuten ) Na het sterke El norte richt Nava de	blik	opnieuw op Latijns-Amerikaanse nieuwkomers in de Verenigde Staten : Mexicaan Edward James Olmos blikt terug	parool_19990430_32
blik/noun/parool_20011130_77/35	uitleg voorzien over het ontslag van trainer Co Adriaanse . Diep zuchtend en met een	blik	in de ogen als hebben zij zojuist een goede vriend ten grave gedragen , wringen	parool_20011130_77
blik/noun/parool_20000205_87/207	spannende plastiek , maar ook de timing van cruciale momenten . Zo wordt de eerste	blik	die Newcomb buiten zijn directe bewegingssfeer werpt , of het moment dat zijn lichaam voor	parool_20000205_87
blik/noun/parool_19990331_89/928	. De machinevertaling is verre van perfect , maar goed genoeg om met een eerste	blik	te bepalen of de vindplaats interessant is . ' Wij halen nu een score van	parool_19990331_89
blik/noun/parool_20020923_39/657	Afgezien dan van enkele gelaatsuitdrukkingen die voor uitdagend moeten doorgaan . En natuurlijk de starende	blikken	als er een paar vrouwenbenen de trap afdalen . Toch even checken wat eraan vast	parool_20020923_39
blik/noun/parool_20000110_49/238	"niet hoeven dweilen , 	 zegt John Schoonderwoert , bestuurslid commerciële zaken , met een"	blik	op de vloertegels die kleddernat zijn van het wijwater . Tot de avond ervoor waren	parool_20000110_49
blik/noun/parool_20000224_56/380	en serieuze passages weet hij de aandacht van het verleden af te leiden en de	blik	"weer op de toekomst te richten . 	 Beste voetbalhaters , 	 begint Merz met"	parool_20000224_56
blik/noun/parool_20001205_65/489	"beurt te kunnen maken . 	 Een kauw zegt kauw-kauw ? 	 Een licht verwijtende"	blik	van de bovenmeester is zijn deel . Het krassende geluid dat uit de bomen klinkt	parool_20001205_65
blik/noun/parool_20020319_44/183	de kick , de adrenaline , de fun het snelste te zijn . En de	blikken	"van de andere deelnemers als ze zien dat er een dame meedoet . 	 Dat"	parool_20020319_44
blik/noun/parool_19990618_49/167	hersenfuncties echter sterk toegenomen , en dat was voor de twee neurologen aanleiding een nieuwe	blik	op de hersenen te werpen . Zij vergeleken Einsteins hersenen met die van 35 mannen	parool_19990618_49
blik/noun/parool_20020703_0/1511	"je eeuwig dankbaar zijn 	 , en dit alles begeleidt met groteske lichaamstaal , smekende"	blikken	, veel kruistekens en als in gebed gevouwen handen . Als ik even later op	parool_20020703_0
blik/noun/parool_20011217_109/129	in zijn stoel zitten . Voor overgebogen , de ellebogen op de knieën , de	blik	gericht op de witte zwembadtegels tussen zijn voeten . Japan flitste door zijn hoofd .	parool_20011217_109
blik/noun/parool_20010307_66/610	paardenstallen nog steeds ruiken naar paard . Maar aan de voorkant heb je een magnifieke	blik	op de daken van De Pijp . Een stuk Ferdinand Bol pak je mee ,	parool_20010307_66
blik/noun/parool_20011114_84/58	mogelijk de contracten van externe krachten niet verlengen . Ook wordt een ' kritische '	blik	geworpen op de eigen medewerkers , waarbij gedwongen ontslagen niet worden uitgesloten . Ordina heeft	parool_20011114_84
blik/noun/parool_19991002_49/1164	McLaren-kunstwerken door er met viltstift zijn handtekening op te zetten , vertelt hij met een	blik	die lijkt te zeggen : wat Warhol kon , kan ik ook . Originaliteit is	parool_19991002_49
blik/noun/parool_20000610_58/1000	maar aan drie zijden van de Amsterdam Arena wordt gebouwd . En met een vooruitziende	blik	zie ik dan ook al uit dat gebied allerlei beelden de wereld over gaan :	parool_20000610_58
blik/noun/parool_20000303_3/142	de taxi en zeg : Albert Cuyp hoekje Van Wou a.u.b. Ik krijg een kwaaie	blik	naar me toegeworpen via de achteruitkijkspiegel , waarna de betreffende chauffeur vervolgens zijn onvrede over	parool_20000303_3
blik/noun/parool_20040302_121/284	eerste indruk blijft het beeld van de generaal bestaan . Totdat Walsh met een droevige	blik	in zijn ogen vertelt dat hij het moeilijk heeft . Het is niet het hockey	parool_20040302_121
blik/noun/parool_20000816_78/273	. De verdachte staat naast de advocaat , de handen achter de rug , de	blik	naar beneden gericht . Voor een podium staat een politieman , die aan het eind	parool_20000816_78
blik/noun/parool_20030628_105/259	en dat die veelal hun eigen wereld fotografeerden . Zo ving Lewis Hine de verwachtingsvolle	blikken	op van immigranten die , in 1905 , op weg naar Ellis Island , een	parool_20030628_105
blik/noun/parool_20020413_3209/13	Ajax moet de medische begeleiding van de eigen voetballers aan een kritische	blik	te onderwerpen , zo veel is wel duidelijk	parool_20020413_3209
blik/noun/parool_20000126_115/397	bij wil blijven in onderkleding moet Dekkers ' werk in de gaten houden . Eén	blik	op de collecties van Undressed van Dekkers maakt duidelijk dat het pushen van de borsten	parool_20000126_115
blik/noun/parool_20001122_99/415	hem werd gewacht . Hij bewoog zich met een stevige , Hollandse tred , de	blik	recht vooruit gericht , onbeschroomd , maar zonder iets te zien . Met elke stap	parool_20001122_99
blik/noun/parool_20000901_63/798	die goed voor zichzelf zorgde , terwijl de band soms een week lang van een	blik	bonen moest leven . Gitarist Bill Harkleroad meldt in zijn boek Lunar notes , waarin	parool_20000901_63
blik/noun/parool_19990116_32/700	"beïnvloeden . Dat is niet zo . 	 	 Die kennis geeft hem een bredere"	blik	"dan de gemiddelde procureur-generaal , 	 zegt de Amsterdamse advocaat A. van den Biesen ."	parool_19990116_32
