_id	_cws.hachelijk.foc10.nav.weight.bound	_count.hachelijk.foc10.nav.weight.bound	_cws.hachelijk.foc10.nav.selection.bound	_count.hachelijk.foc10.nav.selection.bound	_cws.hachelijk.foc10.nav.no.bound	_count.hachelijk.foc10.nav.no.bound	_cws.hachelijk.foc10.all.weight.bound	_count.hachelijk.foc10.all.weight.bound	_cws.hachelijk.foc10.all.selection.bound	_count.hachelijk.foc10.all.selection.bound	_cws.hachelijk.foc10.all.no.bound	_count.hachelijk.foc10.all.no.bound	_cws.hachelijk.foc5.nav.weight.bound	_count.hachelijk.foc5.nav.weight.bound	_cws.hachelijk.foc5.nav.selection.bound	_count.hachelijk.foc5.nav.selection.bound	_cws.hachelijk.foc5.nav.no.bound	_count.hachelijk.foc5.nav.no.bound	_cws.hachelijk.foc5.all.weight.bound	_count.hachelijk.foc5.all.weight.bound	_cws.hachelijk.foc5.all.selection.bound	_count.hachelijk.foc5.all.selection.bound	_cws.hachelijk.foc5.all.no.bound	_count.hachelijk.foc5.all.no.bound
hachelijk/adj/het_laatste_nieuws_19990821_01_308/185	hut/noun;vrouw/noun;zie_uit/verb	3	hut/noun;vrouw/noun;zie_uit/verb	3	hut/noun;vrouw/noun;zie_uit/verb	3	de/det;het/det;hut/noun;in/prep;uit/part;vrouw/noun;zie_uit/verb	7	de/det;het/det;hut/noun;in/prep;uit/part;vrouw/noun;zie_uit/verb	7	de/det;het/det;hut/noun;in/prep;uit/part;vrouw/noun;zie_uit/verb	7	zie_uit/verb	1	zie_uit/verb	1	zie_uit/verb	1	het/det;uit/part;zie_uit/verb	3	het/det;uit/part;zie_uit/verb	3	het/det;uit/part;zie_uit/verb	3
hachelijk/adj/het_laatste_nieuws_20040628_01_199/117	bevrijd/verb;brandweer/noun;chauffeur/noun;moet/verb;onfortuinlijk/adj;positie/noun;wagen/noun	7	bevrijd/verb;brandweer/noun;chauffeur/noun;moet/verb;onfortuinlijk/adj;positie/noun;wagen/noun	7	bevrijd/verb;brandweer/noun;chauffeur/noun;moet/verb;onfortuinlijk/adj;positie/noun;wagen/noun	7	bevrijd/verb;brandweer/noun;chauffeur/noun;de/det;in/prep;moet/verb;onfortuinlijk/adj;positie/noun;uit/prep;wagen/noun;zijn/det	11	bevrijd/verb;brandweer/noun;chauffeur/noun;de/det;in/prep;moet/verb;onfortuinlijk/adj;positie/noun;uit/prep;wagen/noun;zijn/det	11	bevrijd/verb;brandweer/noun;chauffeur/noun;de/det;in/prep;moet/verb;onfortuinlijk/adj;positie/noun;uit/prep;wagen/noun;zijn/det	11	bevrijd/verb;chauffeur/noun;onfortuinlijk/adj;positie/noun;wagen/noun	5	bevrijd/verb;chauffeur/noun;onfortuinlijk/adj;positie/noun;wagen/noun	5	bevrijd/verb;chauffeur/noun;onfortuinlijk/adj;positie/noun;wagen/noun	5	bevrijd/verb;chauffeur/noun;de/det;in/prep;onfortuinlijk/adj;positie/noun;uit/prep;wagen/noun;zijn/det	9	bevrijd/verb;chauffeur/noun;de/det;in/prep;onfortuinlijk/adj;positie/noun;uit/prep;wagen/noun;zijn/det	9	bevrijd/verb;chauffeur/noun;de/det;in/prep;onfortuinlijk/adj;positie/noun;uit/prep;wagen/noun;zijn/det	9
hachelijk/adj/het_laatste_nieuws_20010430_01_6/145	bevrijd/verb;houd_over/verb;kan/verb;klap/noun;kracht/noun;positie/noun;wonder/noun;zwaar/adj	8	bevrijd/verb;houd_over/verb;kan/verb;klap/noun;kracht/noun;positie/noun;wonder/noun;zwaar/adj	8	bevrijd/verb;houd_over/verb;kan/verb;klap/noun;kracht/noun;positie/noun;wonder/noun;zwaar/adj	8	aan/prep;bevrijd/verb;de/det;enkel/det;houd_over/verb;kan/verb;klap/noun;kracht/noun;positie/noun;toch/adv;uit/prep;wonder/noun;zich/pron;zijn/det;zwaar/adj	15	aan/prep;bevrijd/verb;de/det;enkel/det;houd_over/verb;kan/verb;klap/noun;kracht/noun;positie/noun;toch/adv;uit/prep;wonder/noun;zich/pron;zijn/det;zwaar/adj	15	aan/prep;bevrijd/verb;de/det;enkel/det;houd_over/verb;kan/verb;klap/noun;kracht/noun;positie/noun;toch/adv;uit/prep;wonder/noun;zich/pron;zijn/det;zwaar/adj	15	bevrijd/verb;houd_over/verb;kracht/noun;positie/noun	4	bevrijd/verb;houd_over/verb;kracht/noun;positie/noun	4	bevrijd/verb;houd_over/verb;kracht/noun;positie/noun	4	aan/prep;bevrijd/verb;houd_over/verb;kracht/noun;positie/noun;uit/prep;zijn/det	7	aan/prep;bevrijd/verb;houd_over/verb;kracht/noun;positie/noun;uit/prep;zijn/det	7	aan/prep;bevrijd/verb;houd_over/verb;kracht/noun;positie/noun;uit/prep;zijn/det	7
hachelijk/adj/het_laatste_nieuws_19990625_01_53/339	bevrijd/verb;brandweer/noun;geruim/adj;positie/noun;slachtoffer/noun;tijd/noun	6	bevrijd/verb;brandweer/noun;geruim/adj;positie/noun;slachtoffer/noun;tijd/noun	6	bevrijd/verb;brandweer/noun;geruim/adj;positie/noun;slachtoffer/noun;tijd/noun	6	bevrijd/verb;brandweer/noun;de/det;geruim/adj;hun/det;positie/noun;slachtoffer/noun;tijd/noun;uit/prep	9	bevrijd/verb;brandweer/noun;de/det;geruim/adj;hun/det;positie/noun;slachtoffer/noun;tijd/noun;uit/prep	9	bevrijd/verb;brandweer/noun;de/det;geruim/adj;hun/det;positie/noun;slachtoffer/noun;tijd/noun;uit/prep	9	bevrijd/verb;positie/noun;slachtoffer/noun	3	bevrijd/verb;positie/noun;slachtoffer/noun	3	bevrijd/verb;positie/noun;slachtoffer/noun	3	bevrijd/verb;de/det;hun/det;positie/noun;slachtoffer/noun;uit/prep	6	bevrijd/verb;de/det;hun/det;positie/noun;slachtoffer/noun;uit/prep	6	bevrijd/verb;de/det;hun/det;positie/noun;slachtoffer/noun;uit/prep	6
hachelijk/adj/het_laatste_nieuws_20011103_01_584/386	dat/noun;insider/noun;opgaaf/noun;word/verb	4	dat/noun;insider/noun;opgaaf/noun;word/verb	4	dat/noun;insider/noun;opgaaf/noun;word/verb	4	dat/noun;een/det;insider/noun;opgaaf/noun;word/verb	5	dat/noun;een/det;insider/noun;opgaaf/noun;word/verb	5	dat/noun;een/det;insider/noun;opgaaf/noun;word/verb	5	dat/noun;insider/noun;opgaaf/noun;word/verb	4	dat/noun;insider/noun;opgaaf/noun;word/verb	4	dat/noun;insider/noun;opgaaf/noun;word/verb	4	dat/noun;een/det;insider/noun;opgaaf/noun;word/verb	5	dat/noun;een/det;insider/noun;opgaaf/noun;word/verb	5	dat/noun;een/det;insider/noun;opgaaf/noun;word/verb	5
hachelijk/adj/het_laatste_nieuws_20030829_01_125/121	bevrijd/verb;brandweer/noun;positie/noun;word/verb	4	bevrijd/verb;brandweer/noun;positie/noun;word/verb	4	bevrijd/verb;brandweer/noun;positie/noun;word/verb	4	bevrijd/verb;brandweer/noun;de/det;door/prep;haar/det;positie/noun;uit/prep;word/verb	8	bevrijd/verb;brandweer/noun;de/det;door/prep;haar/det;positie/noun;uit/prep;word/verb	8	bevrijd/verb;brandweer/noun;de/det;door/prep;haar/det;positie/noun;uit/prep;word/verb	8	bevrijd/verb;brandweer/noun;positie/noun	3	bevrijd/verb;brandweer/noun;positie/noun	3	bevrijd/verb;brandweer/noun;positie/noun	3	bevrijd/verb;brandweer/noun;haar/det;positie/noun;uit/prep	5	bevrijd/verb;brandweer/noun;haar/det;positie/noun;uit/prep	5	bevrijd/verb;brandweer/noun;haar/det;positie/noun;uit/prep	5
hachelijk/adj/het_laatste_nieuws_20030616_01_212/306	bevrijd/verb;brandweer/noun;moet/verb;positie/noun;vrouw/noun	5	bevrijd/verb;brandweer/noun;moet/verb;positie/noun;vrouw/noun	5	bevrijd/verb;brandweer/noun;moet/verb;positie/noun;vrouw/noun	5	bevrijd/verb;brandweer/noun;de/det;haar/det;moet/verb;positie/noun;uit/prep;vrouw/noun	8	bevrijd/verb;brandweer/noun;de/det;haar/det;moet/verb;positie/noun;uit/prep;vrouw/noun	8	bevrijd/verb;brandweer/noun;de/det;haar/det;moet/verb;positie/noun;uit/prep;vrouw/noun	8	bevrijd/verb;moet/verb;positie/noun;vrouw/noun	4	bevrijd/verb;moet/verb;positie/noun;vrouw/noun	4	bevrijd/verb;moet/verb;positie/noun;vrouw/noun	4	bevrijd/verb;de/det;haar/det;moet/verb;positie/noun;uit/prep;vrouw/noun	7	bevrijd/verb;de/det;haar/det;moet/verb;positie/noun;uit/prep;vrouw/noun	7	bevrijd/verb;de/det;haar/det;moet/verb;positie/noun;uit/prep;vrouw/noun	7
hachelijk/adj/het_laatste_nieuws_20000907_01_194/114	bevrijd/verb;breng_over/verb;hulp_dienst/noun;moet/verb;positie/noun;slachtoffer/noun;ziekenhuis/noun	7	bevrijd/verb;breng_over/verb;hulp_dienst/noun;moet/verb;positie/noun;slachtoffer/noun;ziekenhuis/noun	7	bevrijd/verb;breng_over/verb;hulp_dienst/noun;moet/verb;positie/noun;slachtoffer/noun;ziekenhuis/noun	7	bevrijd/verb;breng_over/verb;de/det;haar/det;haar/pron;het/det;hulp_dienst/noun;in/prep;moet/verb;naar/prep;over/part;positie/noun;slachtoffer/noun;uit/prep;ziekenhuis/noun	15	bevrijd/verb;breng_over/verb;de/det;haar/det;haar/pron;het/det;hulp_dienst/noun;in/prep;moet/verb;naar/prep;over/part;positie/noun;slachtoffer/noun;uit/prep;ziekenhuis/noun	15	bevrijd/verb;breng_over/verb;de/det;haar/det;haar/pron;het/det;hulp_dienst/noun;in/prep;moet/verb;naar/prep;over/part;positie/noun;slachtoffer/noun;uit/prep;ziekenhuis/noun	15	bevrijd/verb;breng_over/verb;moet/verb;positie/noun;slachtoffer/noun	5	bevrijd/verb;breng_over/verb;moet/verb;positie/noun;slachtoffer/noun	5	bevrijd/verb;breng_over/verb;moet/verb;positie/noun;slachtoffer/noun	5	bevrijd/verb;breng_over/verb;haar/det;haar/pron;moet/verb;positie/noun;slachtoffer/noun;uit/prep	8	bevrijd/verb;breng_over/verb;haar/det;haar/pron;moet/verb;positie/noun;slachtoffer/noun;uit/prep	8	bevrijd/verb;breng_over/verb;haar/det;haar/pron;moet/verb;positie/noun;slachtoffer/noun;uit/prep	8
hachelijk/adj/het_laatste_nieuws_20010608_01_150/118	Mechelse/adj;bevrijd/verb;brandweer/noun;knel/verb;moet/verb;positie/noun;word/verb;zit/verb	8	Mechelse/adj;bevrijd/verb;brandweer/noun;knel/verb;moet/verb;positie/noun;word/verb;zit/verb	8	Mechelse/adj;bevrijd/verb;brandweer/noun;knel/verb;moet/verb;positie/noun;word/verb;zit/verb	8	Mechelse/adj;bevrijd/verb;brandweer/noun;de/det;door/prep;haar/det;knel/verb;moet/verb;positie/noun;uit/prep;word/verb;zit/verb	12	Mechelse/adj;bevrijd/verb;brandweer/noun;de/det;door/prep;haar/det;knel/verb;moet/verb;positie/noun;uit/prep;word/verb;zit/verb	12	Mechelse/adj;bevrijd/verb;brandweer/noun;de/det;door/prep;haar/det;knel/verb;moet/verb;positie/noun;uit/prep;word/verb;zit/verb	12	Mechelse/adj;bevrijd/verb;brandweer/noun;positie/noun;word/verb	5	Mechelse/adj;bevrijd/verb;brandweer/noun;positie/noun;word/verb	5	Mechelse/adj;bevrijd/verb;brandweer/noun;positie/noun;word/verb	5	Mechelse/adj;bevrijd/verb;brandweer/noun;de/det;haar/det;positie/noun;uit/prep;word/verb	8	Mechelse/adj;bevrijd/verb;brandweer/noun;de/det;haar/det;positie/noun;uit/prep;word/verb	8	Mechelse/adj;bevrijd/verb;brandweer/noun;de/det;haar/det;positie/noun;uit/prep;word/verb	8
hachelijk/adj/het_laatste_nieuws_20011203_01_237/39	doel/noun;stand_DIM/noun;zorg/verb	3	doel/noun;stand_DIM/noun;zorg/verb	3	doel/noun;stand_DIM/noun;zorg/verb	3	doel/noun;het/det;stand_DIM/noun;voor/prep;wat/det;zorg/verb	6	doel/noun;het/det;stand_DIM/noun;voor/prep;wat/det;zorg/verb	6	doel/noun;het/det;stand_DIM/noun;voor/prep;wat/det;zorg/verb	6	doel/noun;stand_DIM/noun;zorg/verb	3	doel/noun;stand_DIM/noun;zorg/verb	3	doel/noun;stand_DIM/noun;zorg/verb	3	doel/noun;het/det;stand_DIM/noun;voor/prep;wat/det;zorg/verb	6	doel/noun;het/det;stand_DIM/noun;voor/prep;wat/det;zorg/verb	6	doel/noun;het/det;stand_DIM/noun;voor/prep;wat/det;zorg/verb	6
hachelijk/adj/het_laatste_nieuws_20010404_01_312/182	familiaal/adj;toestand/noun;tref_aan/verb;word/verb	4	familiaal/adj;toestand/noun;tref_aan/verb;word/verb	4	familiaal/adj;toestand/noun;tref_aan/verb;word/verb	4	de/det;door/prep;familiaal/adj;hun/det;in/prep;toestand/noun;tref_aan/verb;word/verb	8	de/det;door/prep;familiaal/adj;hun/det;in/prep;toestand/noun;tref_aan/verb;word/verb	8	de/det;door/prep;familiaal/adj;hun/det;in/prep;toestand/noun;tref_aan/verb;word/verb	8	familiaal/adj;toestand/noun;tref_aan/verb;word/verb	4	familiaal/adj;toestand/noun;tref_aan/verb;word/verb	4	familiaal/adj;toestand/noun;tref_aan/verb;word/verb	4	de/det;door/prep;familiaal/adj;hun/det;in/prep;toestand/noun;tref_aan/verb;word/verb	8	de/det;door/prep;familiaal/adj;hun/det;in/prep;toestand/noun;tref_aan/verb;word/verb	8	de/det;door/prep;familiaal/adj;hun/det;in/prep;toestand/noun;tref_aan/verb;word/verb	8
hachelijk/adj/het_laatste_nieuws_20031010_01_384/104	katholiek/noun;schets/verb;strijd/noun	3	katholiek/noun;schets/verb;strijd/noun	3	katholiek/noun;schets/verb;strijd/noun	3	de/det;hij/pron;in/prep;katholiek/noun;schets/verb;strijd/noun;zijn/det	7	de/det;hij/pron;in/prep;katholiek/noun;schets/verb;strijd/noun;zijn/det	7	de/det;hij/pron;in/prep;katholiek/noun;schets/verb;strijd/noun;zijn/det	7	katholiek/noun;schets/verb;strijd/noun	3	katholiek/noun;schets/verb;strijd/noun	3	katholiek/noun;schets/verb;strijd/noun	3	de/det;hij/pron;katholiek/noun;schets/verb;strijd/noun	5	de/det;hij/pron;katholiek/noun;schets/verb;strijd/noun	5	de/det;hij/pron;katholiek/noun;schets/verb;strijd/noun	5
hachelijk/adj/het_laatste_nieuws_20010112_01_149/186	ben/verb;onderneming/noun;steek_over/verb;straat/noun;vol/adj;zomer_seizoen/noun	6	ben/verb;onderneming/noun;steek_over/verb;straat/noun;vol/adj;zomer_seizoen/noun	6	ben/verb;onderneming/noun;steek_over/verb;straat/noun;vol/adj;zomer_seizoen/noun	6	ben/verb;de/det;een/det;in/prep;onderneming/noun;steek_over/verb;straat/noun;vol/adj;zomer_seizoen/noun	9	ben/verb;de/det;een/det;in/prep;onderneming/noun;steek_over/verb;straat/noun;vol/adj;zomer_seizoen/noun	9	ben/verb;de/det;een/det;in/prep;onderneming/noun;steek_over/verb;straat/noun;vol/adj;zomer_seizoen/noun	9	ben/verb;onderneming/noun;vol/adj;zomer_seizoen/noun	4	ben/verb;onderneming/noun;vol/adj;zomer_seizoen/noun	4	ben/verb;onderneming/noun;vol/adj;zomer_seizoen/noun	4	ben/verb;een/det;onderneming/noun;vol/adj;zomer_seizoen/noun	5	ben/verb;een/det;onderneming/noun;vol/adj;zomer_seizoen/noun	5	ben/verb;een/det;onderneming/noun;vol/adj;zomer_seizoen/noun	5
hachelijk/adj/het_laatste_nieuws_19990219_01_518/19	reis/noun;topper/noun	2	reis/noun;topper/noun	2	reis/noun;topper/noun	2	de/det;morgen/adv;reis/noun;topper/noun	4	de/det;morgen/adv;reis/noun;topper/noun	4	de/det;morgen/adv;reis/noun;topper/noun	4	reis/noun	1	reis/noun	1	reis/noun	1	morgen/adv;reis/noun	2	morgen/adv;reis/noun	2	morgen/adv;reis/noun	2
hachelijk/adj/het_laatste_nieuws_20010514_01_375/323	Brussels/adj;bad/noun;beleef/verb;moment/noun;ondiep/adj	5	Brussels/adj;bad/noun;beleef/verb;moment/noun;ondiep/adj	5	Brussels/adj;bad/noun;beleef/verb;moment/noun;ondiep/adj	5	Brussels/adj;bad/noun;beleef/verb;enkel/det;in/prep;moment/noun;ondiep/adj;zijn/det	8	Brussels/adj;bad/noun;beleef/verb;enkel/det;in/prep;moment/noun;ondiep/adj;zijn/det	8	Brussels/adj;bad/noun;beleef/verb;enkel/det;in/prep;moment/noun;ondiep/adj;zijn/det	8	Brussels/adj;beleef/verb;moment/noun	3	Brussels/adj;beleef/verb;moment/noun	3	Brussels/adj;beleef/verb;moment/noun	3	Brussels/adj;beleef/verb;enkel/det;moment/noun	4	Brussels/adj;beleef/verb;enkel/det;moment/noun	4	Brussels/adj;beleef/verb;enkel/det;moment/noun	4
hachelijk/adj/het_laatste_nieuws_20030206_01_58/97	bevrijd/verb;brandweer/noun;positie/noun	3	bevrijd/verb;brandweer/noun;positie/noun	3	bevrijd/verb;brandweer/noun;positie/noun	3	bevrijd/verb;brandweer/noun;de/det;haar/det;haar/pron;positie/noun;uit/prep	7	bevrijd/verb;brandweer/noun;de/det;haar/det;haar/pron;positie/noun;uit/prep	7	bevrijd/verb;brandweer/noun;de/det;haar/det;haar/pron;positie/noun;uit/prep	7	bevrijd/verb;positie/noun	2	bevrijd/verb;positie/noun	2	bevrijd/verb;positie/noun	2	bevrijd/verb;haar/det;haar/pron;positie/noun;uit/prep	5	bevrijd/verb;haar/det;haar/pron;positie/noun;uit/prep	5	bevrijd/verb;haar/det;haar/pron;positie/noun;uit/prep	5
hachelijk/adj/het_laatste_nieuws_20031105_01_34/97	Heistse/adj;bevrijd/verb;brandweer/noun;positie/noun	4	Heistse/adj;bevrijd/verb;brandweer/noun;positie/noun	4	Heistse/adj;bevrijd/verb;brandweer/noun;positie/noun	4	Heistse/adj;bevrijd/verb;brandweer/noun;de/det;haar/det;haar/pron;positie/noun;uit/prep	8	Heistse/adj;bevrijd/verb;brandweer/noun;de/det;haar/det;haar/pron;positie/noun;uit/prep	8	Heistse/adj;bevrijd/verb;brandweer/noun;de/det;haar/det;haar/pron;positie/noun;uit/prep	8	bevrijd/verb;brandweer/noun;positie/noun	3	bevrijd/verb;brandweer/noun;positie/noun	3	bevrijd/verb;brandweer/noun;positie/noun	3	bevrijd/verb;brandweer/noun;haar/det;haar/pron;positie/noun;uit/prep	6	bevrijd/verb;brandweer/noun;haar/det;haar/pron;positie/noun;uit/prep	6	bevrijd/verb;brandweer/noun;haar/det;haar/pron;positie/noun;uit/prep	6
hachelijk/adj/het_laatste_nieuws_20030616_01_30/111	bevrijd/verb;brandweer/noun;knel/verb;moet/verb;positie/noun;word/verb;zit/verb	7	bevrijd/verb;brandweer/noun;knel/verb;moet/verb;positie/noun;word/verb;zit/verb	7	bevrijd/verb;brandweer/noun;knel/verb;moet/verb;positie/noun;word/verb;zit/verb	7	bevrijd/verb;brandweer/noun;de/det;door/prep;knel/verb;moet/verb;positie/noun;uit/prep;word/verb;zijn/det;zit/verb	11	bevrijd/verb;brandweer/noun;de/det;door/prep;knel/verb;moet/verb;positie/noun;uit/prep;word/verb;zijn/det;zit/verb	11	bevrijd/verb;brandweer/noun;de/det;door/prep;knel/verb;moet/verb;positie/noun;uit/prep;word/verb;zijn/det;zit/verb	11	bevrijd/verb;brandweer/noun;positie/noun;word/verb	4	bevrijd/verb;brandweer/noun;positie/noun;word/verb	4	bevrijd/verb;brandweer/noun;positie/noun;word/verb	4	bevrijd/verb;brandweer/noun;de/det;positie/noun;uit/prep;word/verb;zijn/det	7	bevrijd/verb;brandweer/noun;de/det;positie/noun;uit/prep;word/verb;zijn/det	7	bevrijd/verb;brandweer/noun;de/det;positie/noun;uit/prep;word/verb;zijn/det	7
hachelijk/adj/het_laatste_nieuws_20030616_01_23/71	Willebroekse/adj;bevrijd/verb;brandweer/noun;knel/verb;moet/verb;positie/noun;word/verb;zit/verb	8	Willebroekse/adj;bevrijd/verb;brandweer/noun;knel/verb;moet/verb;positie/noun;word/verb;zit/verb	8	Willebroekse/adj;bevrijd/verb;brandweer/noun;knel/verb;moet/verb;positie/noun;word/verb;zit/verb	8	Willebroekse/adj;bevrijd/verb;brandweer/noun;de/det;door/prep;haar/det;knel/verb;moet/verb;positie/noun;uit/prep;word/verb;zit/verb	12	Willebroekse/adj;bevrijd/verb;brandweer/noun;de/det;door/prep;haar/det;knel/verb;moet/verb;positie/noun;uit/prep;word/verb;zit/verb	12	Willebroekse/adj;bevrijd/verb;brandweer/noun;de/det;door/prep;haar/det;knel/verb;moet/verb;positie/noun;uit/prep;word/verb;zit/verb	12	Willebroekse/adj;bevrijd/verb;brandweer/noun;positie/noun;word/verb	5	Willebroekse/adj;bevrijd/verb;brandweer/noun;positie/noun;word/verb	5	Willebroekse/adj;bevrijd/verb;brandweer/noun;positie/noun;word/verb	5	Willebroekse/adj;bevrijd/verb;brandweer/noun;de/det;haar/det;positie/noun;uit/prep;word/verb	8	Willebroekse/adj;bevrijd/verb;brandweer/noun;de/det;haar/det;positie/noun;uit/prep;word/verb	8	Willebroekse/adj;bevrijd/verb;brandweer/noun;de/det;haar/det;positie/noun;uit/prep;word/verb	8
hachelijk/adj/het_laatste_nieuws_20020708_01_224/197	denk_terug/verb;moet/verb;moment/noun;rij/verb;spoor_weg/noun	5	denk_terug/verb;moet/verb;moment/noun;rij/verb;spoor_weg/noun	5	denk_terug/verb;moet/verb;moment/noun;rij/verb;spoor_weg/noun	5	aan/prep;denk_terug/verb;een/det;in/prep;moet/verb;moment/noun;rij/verb;spoor_weg/noun;steeds/adv;weer/adv	10	aan/prep;denk_terug/verb;een/det;in/prep;moet/verb;moment/noun;rij/verb;spoor_weg/noun;steeds/adv;weer/adv	10	aan/prep;denk_terug/verb;een/det;in/prep;moet/verb;moment/noun;rij/verb;spoor_weg/noun;steeds/adv;weer/adv	10	denk_terug/verb;moment/noun	2	denk_terug/verb;moment/noun	2	denk_terug/verb;moment/noun	2	aan/prep;denk_terug/verb;in/prep;moment/noun;steeds/adv;weer/adv	6	aan/prep;denk_terug/verb;in/prep;moment/noun;steeds/adv;weer/adv	6	aan/prep;denk_terug/verb;in/prep;moment/noun;steeds/adv;weer/adv	6
hachelijk/adj/het_laatste_nieuws_20000626_01_98/140	Nijlense/adj;bevrijd/verb;brandweer/noun;moet/verb;positie/noun;word/verb	6	Nijlense/adj;bevrijd/verb;brandweer/noun;moet/verb;positie/noun;word/verb	6	Nijlense/adj;bevrijd/verb;brandweer/noun;moet/verb;positie/noun;word/verb	6	Nijlense/adj;bevrijd/verb;brandweer/noun;de/det;door/prep;haar/det;moet/verb;positie/noun;uit/prep;word/verb;zij/pron	11	Nijlense/adj;bevrijd/verb;brandweer/noun;de/det;door/prep;haar/det;moet/verb;positie/noun;uit/prep;word/verb;zij/pron	11	Nijlense/adj;bevrijd/verb;brandweer/noun;de/det;door/prep;haar/det;moet/verb;positie/noun;uit/prep;word/verb;zij/pron	11	Nijlense/adj;bevrijd/verb;brandweer/noun;positie/noun;word/verb	5	Nijlense/adj;bevrijd/verb;brandweer/noun;positie/noun;word/verb	5	Nijlense/adj;bevrijd/verb;brandweer/noun;positie/noun;word/verb	5	Nijlense/adj;bevrijd/verb;brandweer/noun;de/det;haar/det;positie/noun;uit/prep;word/verb	8	Nijlense/adj;bevrijd/verb;brandweer/noun;de/det;haar/det;positie/noun;uit/prep;word/verb	8	Nijlense/adj;bevrijd/verb;brandweer/noun;de/det;haar/det;positie/noun;uit/prep;word/verb	8
hachelijk/adj/het_laatste_nieuws_20041021_01_353/99	28-jarige/adj;avontuur/noun;boek/noun;het/noun;prima/adj	5	28-jarige/adj;avontuur/noun;boek/noun;het/noun;prima/adj	5	28-jarige/adj;avontuur/noun;boek/noun;het/noun;prima/adj	5	28-jarige/adj;avontuur/noun;boek/noun;dat/det;de/det;een/det;het/noun;prima/adj;uit/part	9	28-jarige/adj;avontuur/noun;boek/noun;dat/det;de/det;een/det;het/noun;prima/adj;uit/part	9	28-jarige/adj;avontuur/noun;boek/noun;dat/det;de/det;een/det;het/noun;prima/adj;uit/part	9	avontuur/noun;boek/noun;het/noun;prima/adj	4	avontuur/noun;boek/noun;het/noun;prima/adj	4	avontuur/noun;boek/noun;het/noun;prima/adj	4	avontuur/noun;boek/noun;dat/det;een/det;het/noun;prima/adj;uit/part	7	avontuur/noun;boek/noun;dat/det;een/det;het/noun;prima/adj;uit/part	7	avontuur/noun;boek/noun;dat/det;een/det;het/noun;prima/adj;uit/part	7
hachelijk/adj/het_laatste_nieuws_20020122_01_550/343	keer/noun;kom/verb;paar/noun;situatie/noun	4	keer/noun;kom/verb;paar/noun;situatie/noun	4	keer/noun;kom/verb;paar/noun;situatie/noun	4	een/det;het/det;keer/noun;kom/verb;paar/noun;situatie/noun;tot/prep	7	een/det;het/det;keer/noun;kom/verb;paar/noun;situatie/noun;tot/prep	7	een/det;het/det;keer/noun;kom/verb;paar/noun;situatie/noun;tot/prep	7	keer/noun;kom/verb;paar/noun;situatie/noun	4	keer/noun;kom/verb;paar/noun;situatie/noun	4	keer/noun;kom/verb;paar/noun;situatie/noun	4	het/det;keer/noun;kom/verb;paar/noun;situatie/noun;tot/prep	6	het/det;keer/noun;kom/verb;paar/noun;situatie/noun;tot/prep	6	het/det;keer/noun;kom/verb;paar/noun;situatie/noun;tot/prep	6
hachelijk/adj/het_laatste_nieuws_19990420_01_572/83	Beverse/adj;achterstand/noun;doel/noun;kan/verb;maak_goed/verb;opgelopen/adj;stand_DIM/noun	7	Beverse/adj;achterstand/noun;doel/noun;kan/verb;maak_goed/verb;opgelopen/adj;stand_DIM/noun	7	Beverse/adj;achterstand/noun;doel/noun;kan/verb;maak_goed/verb;opgelopen/adj;stand_DIM/noun	7	Beverse/adj;achterstand/noun;de/det;doel/noun;enkel/det;goed/part;het/det;kan/verb;maak_goed/verb;ondanks/prep;opgelopen/adj;stand_DIM/noun;voor/prep	13	Beverse/adj;achterstand/noun;de/det;doel/noun;enkel/det;goed/part;het/det;kan/verb;maak_goed/verb;ondanks/prep;opgelopen/adj;stand_DIM/noun;voor/prep	13	Beverse/adj;achterstand/noun;de/det;doel/noun;enkel/det;goed/part;het/det;kan/verb;maak_goed/verb;ondanks/prep;opgelopen/adj;stand_DIM/noun;voor/prep	13	Beverse/adj;doel/noun;maak_goed/verb;stand_DIM/noun	4	Beverse/adj;doel/noun;maak_goed/verb;stand_DIM/noun	4	Beverse/adj;doel/noun;maak_goed/verb;stand_DIM/noun	4	Beverse/adj;doel/noun;enkel/det;het/det;maak_goed/verb;ondanks/prep;stand_DIM/noun;voor/prep	8	Beverse/adj;doel/noun;enkel/det;het/det;maak_goed/verb;ondanks/prep;stand_DIM/noun;voor/prep	8	Beverse/adj;doel/noun;enkel/det;het/det;maak_goed/verb;ondanks/prep;stand_DIM/noun;voor/prep	8
